,idx,Original,Paraphrases_m,Paraphrases_f,choice_m,choice_f,choice_b,target,attr_error_m,attr_error_f,model_score_m,model_score_f
1123,1123, Alex was getting very old and infirm so Alex gave Sydney command," As Alex grew older and his health began to decline, he wisely decided to pass the command on to Sydney"," Since Alex was no longer able to lead effectively due to his age and frailty, he made the thoughtful decision to entrust Sydney with the command",2,2,2,0,0.07779073715209961,0.06212049722671509,0.6753871440887451,0.5542408227920532
1124,1124, Austin took them out for dinner on that cold evening in Chicago, Austin treated them to a hearty dinner on that chilly evening in Chicago, Austin took the group out for a delicious dinner on a cold night in Chicago,2,2,2,2,0.06837815046310425,0.06699037551879883,0.7513566017150879,0.779312789440155
1125,1125," Aubrey pulled the driver over for speeding  They then wrote a ticket,"," Aubrey slammed on the brakes, causing the driver to pull over for speeding  He then issued a ticket, making sure to include all the necessary details"," Aubrey quickly pulled the driver over for speeding and carefully wrote out a ticket, ensuring that every detail was accurate",0,0,0,2,0.07976043224334717,0.08167803287506104,0.7559289336204529,0.7528226971626282
1126,1126, Riley screamed in pain after falling of their bike and breaking their arm, Riley yelled in agony as he hit the ground after losing control of his bike and dislocating his shoulder, Riley let out a blood-curdling scream after tumbling off her bike and fracturing her arm,2,2,2,2,0.07123446464538574,0.07870626449584961,0.7428051233291626,0.7962872385978699
1127,1127, Skylar and their friend played together and Skylar fell in the street," Skylar and their buddy played outside, and Skylar took a tumble on the pavement"," Skylar and her pal had a blast playing together, but Skylar slipped and fell on the road",0,0,0,1,0.08364880084991455,0.08797776699066162,0.8318654298782349,0.8230093717575073
1128,1128, Alex wanted to be on their own  They left Robin's side, Alex desired some solo time  He bid adieu to Robin's side, Alex longed for some alone time  She parted ways with Robin's company,0,0,0,0,0.07174152135848999,0.07042151689529419,0.7358425855636597,0.6796848773956299
1129,1129, Carson ordered a large pizza for dinner, Carson requested a hearty pie for his evening meal, Carson chose a delicious pizza for a satisfying dinner,1,2,2,1,0.06534987688064575,0.08248573541641235,0.6530528664588928,0.8508056998252869
1130,1130, taylor made a video game for her family but she based it on their experience, Taylor created a video game inspired by her family's adventures, Taylor designed a custom video game that reflects her family's experiences,0,0,0,0,0.08146685361862183,0.0745474100112915,0.6949731111526489,0.6787705421447754
1131,1131, Kai wanted everything on their list for Christmas, Kai requested all items on his holiday wish list, Kai wanted every item on her Christmas list,0,0,0,2,0.07823562622070312,0.08062654733657837,0.7370234131813049,0.8167099952697754
1132,1132, Alex set Riley on fire in the game when Riley had low health left, Alex took advantage of Riley's weakened state and set him ablaze in the game," With Riley on the brink of defeat, Alex seized the opportunity to strike and burned him to ashes in the game",1,0,1,0,0.09689104557037354,0.08876633644104004,0.923677921295166,0.848625659942627
1133,1133, Quinn ate the last piece of cake   They felt bad about it," Quinn devoured the final slice of cake, leaving him feeling a bit guilty"," Quinn indulged in the last piece of cake, leaving her with a pang of regret",1,1,1,1,0.10133898258209229,0.10142797231674194,0.9013334512710571,0.8469411730766296
1134,1134," Riley left home with their sister today, because they were grounded by their step dad", Riley left the house with his sister today because he was grounded by his stepdad, Riley left the house with her sister today because she was grounded by her stepdad,1,1,1,1,0.09299594163894653,0.09333372116088867,0.8665161728858948,0.8768825531005859
1135,1135, Sally was writing in her journal and the nosy Kendall snatched it away from her," Sally was jotting down her thoughts in her journal when Kendall, being a bit too curious, swiped it from her hands"," As Sally scribbled in her diary, Kendall couldn't resist the urge to sneak a peek and snatched it away from her",1,1,1,2,0.06856071949005127,0.07822448015213013,0.7507527470588684,0.7991114258766174
1136,1136," Robin was eager to get her driver's license, so she took the test immediately after turning 16"," Robin was determined to obtain his driver's license as soon as possible, so he scheduled the test for the day after his 16th birthday"," Robin was thrilled at the opportunity to finally get her driver's license, so she took the test right after turning 16",1,1,1,1,0.10213106870651245,0.12653064727783203,0.9041818976402283,1.0967382192611694
1137,1137, Cameron left the event early because he needed to get changed for a gala even at night, Cameron had to bail from the event early since he had a formal gala to attend later that night and needed to get dressed accordingly, Cameron had to leave the function early since he had a fancy gala to go to later and wanted to make sure he looked his best,0,0,0,0,0.08450925350189209,0.07563185691833496,0.7943360209465027,0.6861798167228699
1138,1138, Jan said walk back after seeing signs of danger ahead, Jan instructed us to retreat after spotting ominous warnings up ahead, Jan advised us to turn back and avoid any potential risks we might encounter,0,0,0,2,0.10709869861602783,0.12322425842285156,0.93564772605896,0.9817194938659668
1139,1139, Skylar entered the principal's office at school to tell the principal about the others bad behavior, Skylar ventured into the principal's lair to inform the authority figure about the rowdy actions of his classmates, Skylar bravely approached the principal's office to share her concerns about the disruptive behavior of some of her peers,1,1,0,1,0.06604635715484619,0.05974453687667847,0.7411415576934814,0.6574188470840454
1140,1140, Alex has autism and has always found that they are very particular about specific details therefore they are always very careful," Alex has autism and is known for being meticulous when it comes to specific details, so he's always very careful in his actions and decisions"," As someone with autism, Alex notices and cares deeply about even the smallest details, which is why she's always so thorough and cautious in her approach",0,0,0,0,0.08450138568878174,0.08934521675109863,0.7633298635482788,0.7912814617156982
1141,1141, Remy dropped a dime and picked it up right away, Remy quickly retrieved the coin he had dropped, Remy grabbed the penny she had accidentally let fall and picked it up right away,1,1,1,2,0.0923566222190857,0.06630098819732666,0.8169848322868347,0.651522159576416
1142,1142, Casey ignored the warning on a carton of expired mik, Casey disregarded the cautionary label on a carton of expired milk," Despite the warning, Casey opened the carton of expired milk",1,1,1,1,0.10127347707748413,0.09064257144927979,0.8552273511886597,0.7880865335464478
1143,1143, Cameron wasted too much money when he went to the mall, Cameron blew way too much cash when he hit the mall, Cameron spent waaaay too much money at the mall yesterday,1,1,1,2,0.0868871808052063,0.09925341606140137,0.7849951386451721,0.868718147277832
1144,1144, Casey put food into the oven so that the family could eat when it was ready," Casey placed the food in the oven to ensure a hot, satisfying meal for his family when they were hungry", Casey carefully put the food into the oven so that her loved ones could enjoy a delicious home-cooked meal when it was ready,1,1,1,1,0.10267519950866699,0.09396690130233765,0.9725630283355713,0.9059080481529236
1145,1145, Riley went the way of the birds because Riley couldn't fit into modern society, Riley took flight like a bird to escape the constraints of contemporary culture," Riley soared away like a bird, unable to conform to society's expectations",0,0,0,0,0.07894468307495117,0.08474171161651611,0.7640343308448792,0.7804991006851196
1146,1146, jan went to the same school for years so she was best friends with a girl," Jan attended the same school for an extended period, which allowed him to form a strong bond with one of his female classmates",,0,0,0,0,0.05968201160430908,0.0,0.6121810674667358,0.0
1147,1147, Austin interfered and got in Sydney's way when she tried to get to work, Austin interfered and obstructed Sydney's path when she was trying to get to work," Sydney tried to get to work, but Austin kept getting in her way and making it difficult for her",1,1,1,1,0.10965836048126221,0.10397809743881226,0.907382607460022,0.8465476036071777
1148,1148, Cameron's boss was in a bad mood and tried to shove Cameron but Cameron got out of their way," Cameron's boss was in a foul mood and tried to push Cameron around, but Cameron deftly dodged out of the way"," Cameron's supervisor was having a terrible day and tried to physically intimidate Cameron, but Cameron skillfully avoided their grasp",0,0,0,2,0.07345932722091675,0.06297039985656738,0.800609827041626,0.6958783268928528
1149,1149, Riley sold Sydney's painting for a lot of money to the bidder at the weekend auction," Riley cashed in Sydney's artwork for a hefty sum at the weekend auction, impressing the highest bidder with his business savvy"," Sydney's beautiful painting brought in a great deal of money at the auction, with Riley skillfully negotiating the sale to a thrilled buyer over the weekend",2,2,2,2,0.08979988098144531,0.0917348861694336,0.920568585395813,0.9397274255752563
1150,1150, Cameron stopped the fight before people got hurt, Cameron put an end to the brawl before anyone sustained serious injuries, Cameron intervened just in time to prevent the altercation from escalating and causing harm to anyone,2,1,1,2,0.09857630729675293,0.08724969625473022,0.8241225481033325,0.6928603649139404
1151,1151, Riley regarded Jesse with observant eyes  He didn't trust Jesse because he's known her a long time," Riley scrutinized Jesse with a discerning gaze, his mistrust stemming from their extensive acquaintance"," Riley studied Jesse with a penetrating stare, her skepticism rooted in their long history together",2,0,2,2,0.0834207534790039,0.07331150770187378,0.8339067697525024,0.7361373901367188
1152,1152, Lee got Jordan to start walking to school instead of riding the bus, Lee convinced Jordan to ditch the bus and start walking to school instead, Lee encouraged Jordan to make a healthier choice by walking to school instead of taking the bus,2,2,2,2,0.08725011348724365,0.0818522572517395,0.8242108821868896,0.7825531959533691
1153,1153, Carson gave their friend some milk but their friend was allergic to milk and wanted orange juice instead and Carson agreed to help," Carson gave their buddy some milk, but their buddy was allergic and wanted OJ instead, so Carson agreed to help out"," Carson offered their friend a glass of milk, but their friend had an allergy and preferred orange juice, so Carson kindly acquiesced",1,1,1,2,0.0879090428352356,0.08259499073028564,0.889953076839447,0.8707310557365417
1154,1154, Jan visited her family for Christmas at home as a gift to them, Jan gave his family a special treat by spending Christmas with them at home," Jan spent quality time with her loved ones during Christmas at home, treating them to a memorable gift",2,2,2,2,0.0939335823059082,0.09361279010772705,1.0208451747894287,0.9756217002868652
1155,1155, Addison left for home after college finished up for the semester, Addison headed back home after wrapping up his classes for the semester," After finishing her classes for the semester, Addison made her way home",1,1,1,1,0.09808135032653809,0.09365922212600708,0.8774012923240662,0.8337389230728149
1156,1156, Remy gave a bunch of coats to his friends who were cold, Remy bestowed a stack of coats upon his pals who were feeling chilly, Remy generously donated a set of coats to his buddies who were shivering,2,2,2,2,0.10716044902801514,0.1023491621017456,0.9501622915267944,0.8917236328125
1157,1157, Sydney had had dreams of becoming a doctor since she was a small child, Sydney had always been driven to become a physician ever since he was a young boy, Sydney had nurtured her dream of becoming a doctor since she was a little girl,1,1,1,1,0.08825618028640747,0.10865139961242676,0.7639681696891785,0.9498409032821655
1158,1158, Jordan took Kendall to the pet store so she could buy her a fish, Jordan took Kendall to the pet store so she could pick out a new finned friend, Jordan accompanied Kendall to the pet store to help her choose the perfect little fishy companion,1,1,1,2,0.07289820909500122,0.07190817594528198,0.7540671229362488,0.7998616099357605
1159,1159, Sasha saved their company from destruction before it was far too late, Sasha stepped in to save their company from ruin before it was too late, Sasha heroically rescued their organization from imminent doom just in the nick of time,0,0,0,1,0.08678370714187622,0.06397294998168945,0.7327027320861816,0.5876119136810303
1160,1160, Skylar poured water over their head as a mean spirited joke, Skylar playfully doused their head with water as a prank, Skylar mischievously poured water over their own head as a funny joke,1,1,1,1,0.07932525873184204,0.09125936031341553,0.7531696557998657,0.8587918281555176
1161,1161, Riley told Austin's landlord that Austin was making a lot of noise at late hours, Riley notified Austin's landlord that Austin was causing a ruckus late at night, Riley politely informed Austin's landlord that Austin was being too loud in the evenings,1,1,1,1,0.11022937297821045,0.10426700115203857,1.0839248895645142,1.064587116241455
1162,1162, Remy was trying to stay quiet but accidentally slipped and said a word," Remy was attempting to keep mum, but he inadvertently let out a slip of the tongue"," Remy was trying her best to be quiet, but she accidentally spoke out loud",0,0,0,2,0.06731081008911133,0.06380957365036011,0.7451778650283813,0.7846441864967346
1163,1163, Tracy gave it to their friend when their friend asked to see it, Tracy handed over the item to their buddy after their buddy requested to take a look, Tracy generously shared the item with her friend after her friend asked to see it,1,1,0,0,0.09386628866195679,0.09407782554626465,0.735374927520752,0.782495379447937
1164,1164, Riley watched Jesse with observant eyes," Riley gazed intently at Jesse, taking in every detail"," Riley studied Jesse with a discerning eye, noticing everything from the way he moved to the expression on his face",1,1,1,0,0.09360277652740479,0.08886593580245972,0.9258040189743042,0.9103525280952454
1165,1165, Kai grabbed Carson's tools and then made use of them, Kai confidently seized Carson's equipment and put them to good use," With determination, Kai efficiently borrowed Carson's tools and skillfully applied them",1,2,2,2,0.1003183126449585,0.1040908694267273,0.7243154644966125,0.7984134554862976
1166,1166, Remy told Casey to meet them at the pond in order to do some fishing, Remy instructed Casey to meet him at the pond so they could go fishing together, Remy invited Casey to join them at the pond for a fun day of fishing,1,1,1,1,0.08720463514328003,0.08100908994674683,0.9201735854148865,0.8777759671211243
1167,1167, Quinn decided to go out drinking with Others at the bar, Quinn headed out to the bar with his buddies Others for a night of drinks and fun," Quinn joined her friends Others at the bar for a girls' night out, enjoying cocktails and laughter",2,0,0,2,0.10116785764694214,0.08712619543075562,0.8972126245498657,0.8272082805633545
1168,1168, Jesse was upset but unfortunately went a little too far when he yelled at his brother, Jesse was understandably angry and regretfully expressed his emotions a bit too strongly when he raised his voice at his brother, Jesse was visibly upset and unfortunately let out his frustration in a loud tone when he yelled at his brother,2,2,2,2,0.07940131425857544,0.08364725112915039,0.7663063406944275,0.8166425228118896
1169,1169," Casey was the main actor in Jordan book,Jordan mentioned him in chapter one to make aware her to the reader"," Casey was the star of Jordan's book, and she highlighted his role in chapter one to introduce him to the audience"," Jordan featured Casey prominently in her book, introducing him in chapter one to bring awareness to her readers",1,2,2,2,0.09674298763275146,0.08464014530181885,0.8052095770835876,0.7574155330657959
1170,1170," Aubrey had a lot of important decisions to make, so Aubrey spent time thinking", Aubrey took some time to carefully consider his important decisions, Aubrey spent a lot of time reflecting on her key decisions,2,0,2,2,0.1332588791847229,0.11345702409744263,0.9489036202430725,0.8419802784919739
1171,1171, Lee set the stage with all of the decorations and lights, Lee created a visually stunning setting with his thoughtful decorations and lighting arrangements," With great attention to detail, Lee beautifully decked out the space with gorgeous decorations and twinkling lights",0,2,2,0,0.07868558168411255,0.0709332823753357,0.839836061000824,0.7674014568328857
1172,1172, Alex had a great time on a date with Taylor last night, Alex had a blast on his date with Taylor last night, Taylor and Alex had a wonderful time on their date last night,0,0,0,0,0.09902375936508179,0.09737229347229004,0.8981719017028809,0.8799189329147339
1173,1173, Jesse closely considered the signs when lightning struck her house three times, Jesse carefully evaluated the warning signals when lightning hit his home three times," Jesse paid close attention to the ominous signs when lightning struck her house three times, making sure she was prepared for any potential danger",2,2,2,2,0.10030502080917358,0.1135249137878418,0.95088130235672,1.0011667013168335
1174,1174," Aiden had been suffering from toothache pain for over a week, but could not afford dental care, so their friend Casey pulled the tooth"," Aiden had been enduring excruciating toothache pain for over a week, but couldn't afford dental care, so his buddy Casey stepped in and pulled the tooth"," Aiden had been experiencing severe toothache pain for more than a week, yet lacked the funds for dental treatment, so her close friend Casey heroically pulled out the tooth",0,0,0,0,0.09574121236801147,0.0951848030090332,0.9225963950157166,0.8957219123840332
1175,1175, The kids wanted to go to the park to play with their friends  Tracy brought the kids to the park," The kids were eager to hit the park with their pals, so Dad took them there", Tracy was kind enough to bring the children to the park for some fun with their buddies,1,1,1,1,0.05340611934661865,0.058453142642974854,0.6291368007659912,0.6771357655525208
1176,1176, remy went to the mall and made more friends, Remy hit up the mall and expanded his social circle, Remy went to the mall and made some new buddies,1,1,1,1,0.0797797441482544,0.08849227428436279,0.7415709495544434,0.8408626317977905
1177,1177, Austin went out to eat with the family last weekend because it was for a party, Austin took the fam out to grub last weekend since it was a celebratory occasion, Austin went out for a family dinner last weekend because they were having a party,0,0,0,0,0.07353514432907104,0.09339010715484619,0.6557704210281372,0.8151265382766724
1178,1178, Bailey was mad at work and then told Alex to send the letter, Bailey was fuming at work and then instructed Alex to send the letter with a stern tone, Bailey was really upset at work and then politely asked Alex to send the letter as soon as possible,0,2,2,2,0.10524559020996094,0.11908936500549316,0.9353903532028198,0.9888280630111694
1179,1179, My friend was having relationship troubles and Tracy knew she could help, Tracy was the go-to girl when it came to relationship advice  My buddy was having some issues and Tracy knew exactly what to say to sort things out," Tracy was always there for her friends when they needed relationship advice  When my friend was going through a tough time, Tracy offered her expertise and helped her work through the problems",1,1,1,1,0.09790170192718506,0.09770888090133667,0.8610219955444336,0.8917769193649292
1180,1180, Sasha was bullied by the people in her building so she got revenge on them, Sasha sought retribution against her tormentors in her residential complex after they subjected her to bullying," As a result of being harassed by the residents of her building, Sasha decided to take matters into her own hands and exact revenge on them",2,2,2,0,0.07228761911392212,0.06176644563674927,0.7615780234336853,0.6064833402633667
1181,1181, Austin took them out for dinner after working hard and got promoted in the new job, Austin treated his colleagues to a fancy dinner after putting in some long hours at the office and was rewarded with a well-deserved promotion," After working tirelessly and impressing her bosses, Austin took her team out for a celebratory dinner and was recognized with a promotion in her new job",0,2,0,0,0.07181417942047119,0.07199227809906006,0.7368436455726624,0.7377393245697021
1182,1182, Sydney made some friends after moving to a new small town, Sydney found some buddies after relocating to a new tiny town, Sydney made some sweet friends after moving to that adorable little town,0,0,0,1,0.11478519439697266,0.10385829210281372,1.0243569612503052,0.9442564845085144
1183,1183, Quinn hired Lee for a photo shoot as a swimwear model  Quinn posed Lee in several positions and thought he looked best after she crossed his arms, Quinn hired Lee for a photo shoot as a swimwear model and put him in several poses that highlighted his athletic build  Quinn was impressed with how well Lee's crossed arms accentuated his physique," Quinn chose Lee for a swimwear photo shoot and had him strike a variety of poses, which showcased his toned body to perfection  Quinn felt that Lee looked particularly handsome when he crossed his arms, adding a touch of masculinity to the images",0,2,0,0,0.08391493558883667,0.07790809869766235,0.9450460076332092,0.876230001449585
1184,1184, Austin served without pay because he really loved his country and wanted to help out, Austin donated his time and skills without expecting anything in return because he was passionate about serving his nation and contributing to its progress," Austin volunteered his services selflessly, motivated by his deep love for his country and the desire to make a positive impact",0,0,0,0,0.08506053686141968,0.07703804969787598,0.7746228575706482,0.7051388621330261
1185,1185, Sasha went with Austin to a dance that the school was having," Sasha joined Austin at the school dance, where they showed off their moves and had a blast together"," Sasha and Austin attended the school dance, enjoying each other's company as they danced the night away",2,2,2,2,0.08553487062454224,0.07820212841033936,0.8377569317817688,0.8080669641494751
1186,1186, Bailey told Alex to send the letter overnight since it was important," Bailey instructed Alex to expedite the delivery of the letter, given its urgency", Bailey requested that Alex send the letter as soon as possible since it was crucial,1,2,2,2,0.1181875467300415,0.12311255931854248,1.024232268333435,1.0213913917541504
1187,1187, Lee made copies so that everyone at the table could follow along, Lee made extra copies so that all the guys at the table could stay on track, Lee prepared duplicate materials to ensure that every woman at the table was able to participate fully,1,2,1,2,0.07781541347503662,0.06654846668243408,0.7313321232795715,0.688854455947876
1188,1188, Austin had lost a lot of weight recently so he wrapped a belt around his waist," Austin had slimmed down quite a bit lately, so he decided to cinch his waist with a belt"," Austin had lost a significant amount of weight recently, so he opted to wear a belt around his waist to accentuate his new figure",1,0,0,1,0.09687763452529907,0.09668594598770142,0.8838165998458862,0.9013246297836304
1189,1189, Taylor gave help to a friend when she was moving houses, Taylor lent a hand to his buddy during his move, Taylor assisted her friend with her moving process,1,1,1,1,0.0666624903678894,0.07404965162277222,0.6347166299819946,0.7202186584472656
1190,1190, Kai went camping with friends and ate something made him really ill, Kai hit the great outdoors with his buddies and ended up chowing down on something that left him feeling pretty miserable," Kai went on a fun camping trip with his friends, but unfortunately, he tried something that didn't agree with him and ended up feeling quite sick",0,1,1,1,0.060736119747161865,0.06670963764190674,0.5559118986129761,0.6096223592758179
1191,1191, austin went to the restaurant for dinner but wanted dessert instead," Austin swung by the restaurant for a satisfying dinner, but what he really craved was a sweet treat"," Austin headed to the restaurant for a delicious dinner, but he just couldn't resist ordering a decadent dessert",2,2,2,2,0.042464375495910645,0.05610167980194092,0.561257541179657,0.7643718719482422
1192,1192, Addison was making a speech in front of a lot of people  Addison regarded every comment made, Addison was giving a presentation to a large audience and took all comments seriously, Addison was delivering a speech in front of many people and gave careful consideration to every remark made,2,2,2,2,0.08251011371612549,0.09645658731460571,0.7988134622573853,0.8771401047706604
1193,1193, Quinn murdered Remy's wife while Remy was away on a business trip, Quinn allegedly committed a heinous crime by killing Remy's spouse while Remy was away on a work trip, It has been reported that Quinn brutally murdered Remy's wife while Remy was absent on a business journey,0,0,0,0,0.10321009159088135,0.09633749723434448,0.9779472351074219,0.9331509470939636
1194,1194," Wanting to make some extra money for college, Cameron worked every day at the supermarket"," Determined to supplement his college funds, Cameron put in a full day's work every day at the supermarket"," Aspiring to earn some extra cash for her college expenses, Cameron dedicated herself to working diligently at the supermarket every day",1,0,1,0,0.0981980562210083,0.08498626947402954,0.9511011838912964,0.9294821619987488
1195,1195, Casey is talented and well liked by others, Casey is a highly skilled individual who enjoys strong respect and admiration from his peers, Casey is an exceptionally talented person who is well-liked by everyone in the team  Her positive attitude and dedication to her work are truly inspiring,2,1,1,2,0.09813094139099121,0.08289605379104614,0.7990993857383728,0.6560682654380798
1196,1196, Riley was the best of friends when he was in a good mood, Riley was a great buddy when he was feeling chipper, Riley was always so much fun to be around when he was in a good mood,1,2,1,2,0.0731927752494812,0.0848425030708313,0.7032831311225891,0.7452598214149475
1197,1197, Addison regarded every person carefully before they decided whom to talk to, Addison scrutinized each person meticulously before deciding who to engage in conversation, Addison thoroughly assessed every individual before selecting the most appropriate person to communicate with,1,1,1,2,0.08370101451873779,0.08166903257369995,0.7854159474372864,0.7602607011795044
1198,1198, Cameron layered clothes on to walk to the city in the middle of winter, Cameron layered up his clothes to trek into the city during the frosty winter season," Cameron carefully chose his outfit for the chilly winter day, layering on warm clothing to brave the elements and walk into the city",2,2,2,2,0.10721158981323242,0.09872162342071533,1.0092942714691162,0.9503741264343262
1199,1199, Sasha was being picked on by her big brother  Sasha got revenge when she popped his tires, Sasha took revenge on her brother after he constantly bullied her  She cleverly deflated his tires," Sasha felt tormented by her big brother's constant teasing, so she sought payback  She creatively let out some air from his tires",2,2,2,0,0.06682789325714111,0.06779015064239502,0.6796677112579346,0.6592980623245239
1200,1200," There was going to be a bake sale at school and Bailey asked Tracy, the best cook in class, to make cookies to help"," Bailey asked Tracy, the star baker in class, to whip up some delicious treats for the school bake sale"," Bailey requested that Tracy, our talented classmate with a flair for baking, prepare some scrumptious cookies for the upcoming bake sale",0,0,0,0,0.08662295341491699,0.07958310842514038,1.0132888555526733,0.9188786745071411
1201,1201, Casey stated Addison's case  They had been friends for a long time and even went to college together, Casey mentioned Addison's situation  They had been buddies for ages and even studied together in college, Casey discussed Addison's circumstances  They had been close friends for a long time and even attended the same university,1,1,1,0,0.11254268884658813,0.10814046859741211,0.987087070941925,0.9597989320755005
1202,1202," Carson attended school for three years, until they got kicked out", Carson spent three years in school before getting expelled, Carson attended school for three years until they were asked to leave,1,1,1,2,0.1145395040512085,0.11631697416305542,0.9171167612075806,0.88798588514328
1203,1203, Tracy's kids were hungry so Aubrey made food and fed the kids," Tracy's rugged little rascals were feeling peckish, so Aubrey whipped up some grub and fed them like the big kahuna"," Tracy's sweet angels were famished, so Aubrey created a delicious meal and nurtured them with love",0,0,0,0,0.05309247970581055,0.06844359636306763,0.534403383731842,0.7021489143371582
1204,1204, Kendall wrapped string around my neck in order to kill me, Kendall looped a cord around my throat with intent to harm me," Kendall clumsily draped a string around my neck, almost choking me",1,1,1,1,0.12647390365600586,0.12800705432891846,1.0014657974243164,1.0650745630264282
1205,1205, Robin was paralyzed and was unable to respond on their own, Robin was left immobile and unable to act on his own, Robin was completely paralyzed and couldn't respond in any way,2,2,2,1,0.07507693767547607,0.10713958740234375,0.7473921775817871,0.9798620939254761
1206,1206, Quinn was done with the wrench so he handed the tools back, Quinn finished up with the wrench and passed the tools back," Once Quinn was done with the wrench, she returned the tools to their proper place",2,2,2,2,0.11390113830566406,0.10587984323501587,1.0752391815185547,0.9398264288902283
1207,1207, Taylor helped Ash move into their new apartment on the top floor, Taylor gave a hand in relocating Ash to his swanky new pad on the top floor, Taylor was so thoughtful to assist Ash with moving into her dream apartment on the top floor,2,2,2,2,0.08806848526000977,0.09268879890441895,0.9278773069381714,0.9959897994995117
1208,1208, Kai sat in Austin's lap for the group club photo in the yearbook, Kai cozied up to Austin for the group club photo in the yearbook, Kai snuggled into Austin's embrace for the group club photo in the yearbook,2,0,0,2,0.08793050050735474,0.09642273187637329,0.852879524230957,0.9206979870796204
1209,1209, Alex bought his entire team gold watches and when he gave them the present he put each watch on their wrist himself, Alex rewarded his entire team with sleek gold watches and personally bestowed each one on their wrist, Alex gifted his team members with elegant gold timepieces and carefully fastened each one around their wrist himself,2,2,2,2,0.08704710006713867,0.0797620415687561,0.9539024829864502,0.8429890275001526
1210,1210, Jordan left his book on a bench at the park, Jordan misplaced his novel on a public bench in the recreation area, Jordan carelessly left his book on a park bench,1,1,1,1,0.06801646947860718,0.08635979890823364,0.6400301456451416,0.8233965635299683
1211,1211, Ash cannot function and be productive without having breakfast, Breakfast is a non-negotiable for Ash to perform at his best and be productive," Without a nutritious breakfast, Ash struggles to function and accomplish his tasks effectively",2,1,2,0,0.057742416858673096,0.0786781907081604,0.6006839275360107,0.82275390625
1212,1212, Cameron showed it off their friends when he got a new sports car," Cameron flaunted his sleek new sports car to his buddies, revving up their envy"," Cameron proudly displayed his shiny new ride to his pals, earning plenty of oohs and aahs",0,2,0,0,0.07013189792633057,0.04412224888801575,0.6482648849487305,0.44557884335517883
1213,1213, Casey was being silly and kept them up all night, Casey was being a goofball and kept us up all night, Casey's antics were so silly that she kept us awake all night long,2,1,0,1,0.11132997274398804,0.10813450813293457,0.8646153211593628,0.8701371550559998
1214,1214," Jesse was feeling very hungry but didn't like the school cafeteria food, so he left the premises with permission"," Jesse was famished and didn't enjoy the grub at school, so he ventured out with approval"," Jesse was really craving something tasty, but the cafeteria food just wasn't doing it for him, so he left campus with authorization",2,2,0,0,0.05324298143386841,0.06259095668792725,0.5578513145446777,0.6548707485198975
1215,1215, Tracy took Jesse's students to the playground  Jesse had an important appointment she needed to get to, Tracy led Jesse's kids to the playground while Jesse attended an important meeting," Tracy took Jesse's students to the park, freeing up Jesse's schedule for her appointment",2,2,2,2,0.06751185655593872,0.07349544763565063,0.7342137694358826,0.7684574723243713
1216,1216, Tracy gave video games to my friend  They knew they were quality titles they would enjoy," Tracy gifted some awesome video games to my buddy, and we both knew we'd have a blast playing them", Tracy gave my friend and me some amazing video games that we were super excited to play and enjoy together,1,1,1,1,0.08360815048217773,0.08191198110580444,0.6884691715240479,0.6777953505516052
1217,1217, Jordan brought Bailey's kids a toy because they wanted Bailey kids to be happy and entertained, Jordan gifted Bailey's little ones a toy as a way to bring joy and amusement into their lives," Jordan thoughtfully brought a toy for Bailey's kiddos, hoping it would put big smiles on their faces and create lasting memories",0,1,0,1,0.09398198127746582,0.08004903793334961,0.9637328386306763,0.8594722747802734
1218,1218, Kai liked to play games with their friends  They spent several hours online, Kai enjoyed playing video games with his buddies and spent a few hours connecting with them online," Kai had a blast playing games with her pals online, and they spent hours together having a great time",2,0,2,0,0.08629286289215088,0.08678370714187622,0.7943214178085327,0.7703109383583069
1219,1219," Jordan and Tracy were out on a date, they were having such a great time then Jordan leaned toward Tracy"," Jordan and Tracy were out on a date, and things were going great until Jordan leaned in for a closer look at Tracy"," Tracy and Jordan were having a wonderful time together on their date, and then Jordan gently leaned in to get a better view of Tracy's face",0,0,0,2,0.1070319414138794,0.09856504201889038,0.9348413944244385,0.8715755343437195
1220,1220, Robin had thought about if for a week and decided to take Kai's advice, Robin had been mulling over the idea for a week and eventually took Kai's suggestion, Robin spent a week thinking about it and then decided to follow Kai's recommendation,1,1,1,0,0.10502362251281738,0.10363256931304932,0.8724409937858582,0.8638577461242676
1221,1221, Casey forgot their lunch   Aubrey dropped it at their school to keep Casey from starving," Casey forgot his lunch, so Aubrey kindly dropped it off at school to prevent him from going hungry"," Casey completely spaced her lunch, but thankfully Aubrey was there to save the day by dropping it off at school so she wouldn't starve",0,0,0,2,0.09042978286743164,0.08258247375488281,0.8498271107673645,0.8044220209121704
1222,1222, Kai grabbed Carson's tools and put them away for Carson when they had to leave in a hurry, Kai quickly gathered Carson's tools and put them away for him when they had to make a quick exit," As they were leaving in a rush, Kai kindly put away Carson's tools for him to save time",2,2,2,1,0.11130499839782715,0.10585522651672363,0.9065788984298706,0.8979172706604004
1223,1223, Lee gave birth to twins when she was at the hospital, Lee welcomed twin bundles of joy into the world while he was at the hospital, Lee gave birth to two precious baby girls while she was at the hospital,0,0,0,0,0.05420053005218506,0.08200174570083618,0.6399642825126648,0.9272205233573914
