idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
145, Skylar got a cast on her leg because they were in a car accident. What will Skylar want to do next? ,"['Lay in bed', 'Get into another accident', 'Better']",2, Skylar had to get a cast on her leg due to an unfortunate car crash. 🚗😞  What will Skylar want to do next? ,"['Lay in bed', 'Get into another accident', 'Better']",2,0
146, Carson shook Jan's head again after she was very angry at him. Why did Carson do this? ,"['Ease the tension of the situation', 'Speak to Jan', 'Yell at Jan']",0, Carson vigorously shook his head in disapproval when Jan was clearly displeased with him.  Why did Carson do this? ,"['Ease the tension of the situation', 'Speak to Jan', 'Yell at Jan']",0,2
147, Remy left their money on a foreign bank account that was overseas. Why did Remy do this? ,"['Avoid taxes', 'Save the money', 'Hide the money']",1, Remy neglected to take their savings with them when they went on an international trip.  Why did Remy do this? ,"['Avoid taxes', 'Save the money', 'Hide the money']",1,0
148, Casey wrapped Sasha's hands around him because they are in a romantic relationship. How would you describe Casey? ,"['Very loving towards Sasha', 'Wanted', 'Being kept warm by Sasha']",2," Casey tenderly wrapped Sasha's hands around his waist, signifying the intimate bond they share as a loving pair. 💗  How would you describe Casey? ","['Very loving towards Sasha', 'Wanted', 'Being kept warm by Sasha']",2,0
149, Kai was only trying to make fun of Cameron although Cameron took Kai's compliment seriously. How would Cameron feel afterwards? ,"['Angry at Kai', 'Pleased with Kai', 'Glad for taking it seriously']",1," Kai playfully teased Cameron, but Cameron misinterpreted it as a sincere remark.  How would Cameron feel afterwards? ","['Angry at Kai', 'Pleased with Kai', 'Glad for taking it seriously']",0,0
150, Kendall showed off her new car to all of their friends. How would their friends feel as a result? ,"['Like they want to get one', 'Boastful', 'Proud']",2, Kendall exhibited her impressive new automobile to all of her acquaintances. 🚗👵🏻👴🏻  How would their friends feel as a result? ,"['Like they want to get one', 'Boastful', 'Proud']",2,0
151, Taylor gave Kai a lot to think about. What will happen to Taylor? ,"['Not talk to Kai', 'Research the information', 'Not give out the information']",1," Taylor gave Kai a wealth of ideas to mull over, leaving him with a lot to reflect on.  What will happen to Taylor? ","['Not talk to Kai', 'Research the information', 'Not give out the information']",1,1
152, Riley required every detail of the new project but he only received a partial specification. How would Riley feel afterwards? ,"['Satisfied', 'Productive', 'Frustrated']",2," Riley needed all the information about the new project, but he only received a partial description.  How would Riley feel afterwards? ","['Satisfied', 'Productive', 'Frustrated']",2,2
153, Riley was coming home from work and suddenly began to hurt all over. How would you describe Riley? ,"['A hard worker', 'Would be tired', 'Sore']",2, Riley was coming back home from their job and all of a sudden felt dreadfully weary and sore all over.  How would you describe Riley? ,"['A hard worker', 'Would be tired', 'Sore']",2,2
154, Carson tried to fight Robin last night because Robin hurt Carson a lot. What will Carson want to do next? ,"['Apologize', 'Do nothing', 'Hurt Robin']",0, Carson was quite upset with Robin last evening as Robin had caused him a great deal of pain.  What will Carson want to do next? ,"['Apologize', 'Do nothing', 'Hurt Robin']",0,2
155, remy trusted the bank with his money so he left the money on an account. How would Others feel as a result? ,"['As nervous', 'As content', 'As uptight']",0," Remy deposited his hard-earned savings into the bank's account, ensuring their safekeeping and trusting the institution to manage them wisely.  How would Others feel as a result? ","['As nervous', 'As content', 'As uptight']",1,1
156, Kai made a career out of his hobby of crafting wood furniture by hand. How would you describe Kai? ,"['Kais dreams vanished', 'Busy', 'Dedicated to his dreams']",2, Kai's dedication to creating exquisite wood pieces by hand led him to build a fulfilling and profitable career.  How would you describe Kai? ,"['Kais dreams vanished', 'Busy', 'Dedicated to his dreams']",2,2
157, Jordan left their book in the library after studying all day. What will Jordan want to do next? ,"[""Ask people if they've seen the book"", 'Go home', 'Go the library and hide the book']",0, Jordan misplaced their book at the library after engaging in some intense learning all day long.  What will Jordan want to do next? ,"[""Ask people if they've seen the book"", 'Go home', 'Go the library and hide the book']",0,0
158, Jesse showed off her brand new car to Sydney's friends to make the jealous. How would you describe Jesse? ,"['Upset', 'Generous', 'Conceited']",2," Jesse wanted to show off her sparkling new automobile to her social circle, hoping it would make them feel a tad envious.  How would you describe Jesse? ","['Upset', 'Generous', 'Conceited']",2,2
159, Taylor decided to take the bus based on their experience with the traffic. How would you describe Taylor? ,"['As someone who thought about it', 'Relieved', 'Relaxed']",0, Taylor decided to take the bus due to their familiarity with the traffic conditions. 🚌  How would you describe Taylor? ,"['As someone who thought about it', 'Relieved', 'Relaxed']",0,0
160, Sydney gave Aubrey an estimate for how much their house is worth. What will Aubrey want to do next? ,"['Show another house', 'Sell their house', 'Change their house']",1, Sydney gave Aubrey a rough calculation of their property's worth.  What will Aubrey want to do next? ,"['Show another house', 'Sell their house', 'Change their house']",1,1
161, Quinn knew Ash well enough that they broken into and stole a jacket from Ash's locker. How would Quinn feel afterwards? ,"['Encouraged', 'Ashamed', 'Grateful']",1," Quinn had known Ash for a long time, and one day they decided to help themselves to a jacket from Ash's locker without asking first.  How would Quinn feel afterwards? ","['Encouraged', 'Ashamed', 'Grateful']",1,1
162, Cameron picked Robin up from the airport after Robin spent many years living in oversea. Why did Cameron do this? ,"['Welcome friend', 'Would need to get a room ready for Robin', 'Caemron would need to find out what time Robin was arriving']",0, Cameron fetched Robin from the airport following a long period of living abroad.  Why did Cameron do this? ,"['Welcome friend', 'Would need to get a room ready for Robin', 'Caemron would need to find out what time Robin was arriving']",0,0
163, Alex paid money to get some expert advice on all of the details. Why did Alex do this? ,"['Did not need any information', 'Read through all of the details', 'Make an educated choice']",0, Alex invested in getting expert counsel on all the aspects.  Why did Alex do this? ,"['Did not need any information', 'Read through all of the details', 'Make an educated choice']",0,2
164, Aubrey was a police officer that pulled a driver over for speeding down the highway one day. What will Aubrey want to do next? ,"['Apologize', 'Run away from the driver', 'Talk to the driver']",2," Aubrey, a dedicated law enforcement official, pulled over a motorist for driving too fast on the highway one day.  What will Aubrey want to do next? ","['Apologize', 'Run away from the driver', 'Talk to the driver']",2,2
165, Jordan took their mother to the shoe store to buy new shoes for running. How would Jordan feel as a result? ,"['Like a good son', 'VERY LOVING', 'Like a bad son']",0, Jordan escorted his mother to the shoe store to buy a new pair of walking shoes for her daily strolls.  How would Jordan feel as a result? ,"['Like a good son', 'VERY LOVING', 'Like a bad son']",0,0
166, The beat was so funky and so fresh that Austin moved their body to the music. Why did Austin do this? ,"['Let themselves go', 'Dance more', 'Invite others to dance']",0, The tunes were so foot-tapping and energetic that Austin felt compelled to sway their hips to the beat.  Why did Austin do this? ,"['Let themselves go', 'Dance more', 'Invite others to dance']",0,0
167, Austin just got a big bonus from the company. What will happen to Others? ,"['Hungry', 'Work harder for the company', 'Receive more money from the company']",2, Austin was awarded a sizeable reward from the company.  What will happen to Others? ,"['Hungry', 'Work harder for the company', 'Receive more money from the company']",0,1
168," After the first solution failed, Robin had to brainstorm a better idea. What will Others want to do next? ","['Adopt the new solution', ""Question Robin's motives"", ""Question Robin's authority""]",0," After the first idea fell through, Robin had to think of a better solution.  What will Others want to do next? ","['Adopt the new solution', ""Question Robin's motives"", ""Question Robin's authority""]",0,0
169," Jan went out with Quinn's friends, but left because they had work in the morning. Why did Jan do this? ","['Get enough sleep', 'Drive to her home', 'Go to bed later']",0," Jan preferred to terminate her socializing with Quinn's acquaintances upon their discussion of future activities, as she was committed to attending to pressing matters the following day.  Why did Jan do this? ","['Get enough sleep', 'Drive to her home', 'Go to bed later']",0,0
170, Taylor made a cake that was their mother's favorite.  It was their mother's birthday. How would you describe Taylor? ,"['Very considerate', 'Proud', 'Happy']",1," Taylor prepared an exquisite cake that was their mother's absolute favorite, and it was a wonderful way to celebrate her birthday. 🍰  How would you describe Taylor? ","['Very considerate', 'Proud', 'Happy']",0,0
171, Jesse made some bad decisions in life and Lee stopped talking to them. How would Lee feel as a result? ,"['Struggling internally', 'Quite bored', 'Very guilty']",0," Jesse made some poor choices in life, and now Lee has chosen not to speak with them.  How would Lee feel as a result? ","['Struggling internally', 'Quite bored', 'Very guilty']",0,0
172, Riley was Jesse's girlfriend and had just found out Jesse was cheating on them. What will happen to Riley? ,"[""Try to be friends with Jesse'd new girl"", 'Hit Jesse and get arrested', 'Get dumped']",2," Riley was Jesse's significant other, and she had just learned that he was being disloyal to her.  What will happen to Riley? ","[""Try to be friends with Jesse'd new girl"", 'Hit Jesse and get arrested', 'Get dumped']",2,2
173," Austin gave birth on Sunday, and was home with the new baby my Tuesday. What does Austin need to do before this? ","['Take care of the baby', 'Become infertile with the child', 'Get to the hospital']",0," Austin had her baby on Sunday, and by Tuesday, she was resting at home with the new addition to the family.  What does Austin need to do before this? ","['Take care of the baby', 'Become infertile with the child', 'Get to the hospital']",0,2
174, Remy was a hard worker at an insurance company. They were working late. Why did Remy do this? ,"['Get a job at an insurance company', 'Get rich', 'Receive an assignment to work on']",2," Remy worked diligently at that insurance company, always striving to do their best and often staying late to ensure they met their deadlines. Their dedication to their job was admirable, and their efforts did not go unnoticed. 👍  Why did Remy do this? ","['Get a job at an insurance company', 'Get rich', 'Receive an assignment to work on']",2,1
175, Remy saved the town from destruction after the tornado had hit. How would Others feel as a result? ,"['Very grateful', 'Glad that they saved the town', 'Very bitter']",0, Remy bravely rescued the town from certain devastation following the tornado's path.  How would Others feel as a result? ,"['Very grateful', 'Glad that they saved the town', 'Very bitter']",0,0
176," An old woman dropped her groceries outside of the store, Cameron went out of her way to help the woman collect her items. Why did Cameron do this? ","['Go home', 'Walk to his car', 'A good person']",2, A kind young man named Cameron helped an elderly lady gather her fallen groceries after she dropped them outside the market.  Why did Cameron do this? ,"['Go home', 'Walk to his car', 'A good person']",2,2
177," After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly. What does Casey need to do before this? ","['Read every philosophy text he can find', 'Become a philospher', 'Needed to register for the program']",0," After completing high school and securing a spot in college, Casey opted to major in philosophy because they held ethics in high regard and wanted to gain a deeper understanding of these important principles.  What does Casey need to do before this? ","['Read every philosophy text he can find', 'Become a philospher', 'Needed to register for the program']",0,2
178, Rylie is teaching Sasha how to swim.  Riley told Sasha to hold her breath. How would Riley feel afterwards? ,"['Tired of teaching Sasha how to swim', 'Good about teaching Sasha to swim', 'Exhausted']",0," Rylie is teaching Sasha the proper techniques for swimming, and she's advising her to hold her breath while doing so.  How would Riley feel afterwards? ","['Tired of teaching Sasha how to swim', 'Good about teaching Sasha to swim', 'Exhausted']",0,1
179, Aubrey was practicing singing and they sound really good. What will Aubrey want to do next? ,"['Talk about songs', 'Show their friends how well they sing', 'Be a good singer']",2," Aubrey has been working hard on their singing, and it certainly shows - they sound wonderful!  What will Aubrey want to do next? ","['Talk about songs', 'Show their friends how well they sing', 'Be a good singer']",2,1
180, kendall was a hard worker so she kept the ball rolling on the project. Why did Kendall do this? ,"['Complete the project', 'Alleviate boredom', 'Impress her parents']",0," Kendall was a real trooper when it came to working on that project. She put her back into it and kept everything rolling smoothly, even when things got tough.  Why did Kendall do this? ","['Complete the project', 'Alleviate boredom', 'Impress her parents']",0,0
181, Jordan took their son to the shoe store to get some soccer shoes. What does Jordan need to do before this? ,"['Buy shoes', 'Get lost on the way', 'Count his money']",2, Jordan took their grandson to the shoe store to acquire some soccer shoes that would provide adequate support and comfort for his young feet.  What does Jordan need to do before this? ,"['Buy shoes', 'Get lost on the way', 'Count his money']",2,2
182," After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy. Why did Carson do this? ","['Begin a new weight loss diet', 'Give Bailey all of the candy', 'Enjoy a late night snack']",2, Young (<20),"['Begin a new weight loss diet', 'Give Bailey all of the candy', 'Enjoy a late night snack']",2,2
183, Quinn moved into a new house after their old one burned down in a fire. How would Quinn feel afterwards? ,"['Like he lost everything', 'Like going back home', 'Practical']",0, Quinn has just settled into a new abode following the unfortunate blaze that consumed their former residence.  How would Quinn feel afterwards? ,"['Like he lost everything', 'Like going back home', 'Practical']",2,0
184, Kai decided to stay at the beach house an extra week. Why did Kai do this? ,"['Was having her apartment fumigated', 'Swim every morning before breakfast', ""Loves the beach and didn't want to leave""]",2," Kai has decided to spend another week at the beach house, as he is thoroughly enjoying the peaceful ambiance and picturesque views.  Why did Kai do this? ","['Was having her apartment fumigated', 'Swim every morning before breakfast', ""Loves the beach and didn't want to leave""]",2,2
185, Remy understood every word of what their teacher was teaching. How would you describe Remy? ,"['That he understood the subject', 'As someone that listened to the teacher', 'Much better informed']",1," Remy thoroughly grasped the content of what their teacher taught, without any misunderstandings.  How would you describe Remy? ","['That he understood the subject', 'As someone that listened to the teacher', 'Much better informed']",1,1
186," Feeling a bit bored and tired, Kai watched anything. What will Kai want to do next? ","['Keep searching for other things to watch', 'Work hard', 'Be enjoying himself fully']",0," Experiencing a bit of ennui and fatigue, Kai settled down for a restful afternoon of viewing.  What will Kai want to do next? ","['Keep searching for other things to watch', 'Work hard', 'Be enjoying himself fully']",0,0
187, Aubrey was practicing singing and they sound really good. What will Aubrey want to do next? ,"['Talk about songs', 'Show their friends how well they sing', 'Be a good singer']",2," Aubrey was diligently rehearsing their singing, and their voice sounded wonderful! 🎶👳  What will Aubrey want to do next? ","['Talk about songs', 'Show their friends how well they sing', 'Be a good singer']",1,1
188, Riley was the best of friends with the boy and the others were relieved they had someone to lean on. What will Others want to do next? ,"['Talk with the boy', 'Relax about them next', 'Help the boy']",2," Riley was a loyal companion to his friend, providing comfort and support to the others.  What will Others want to do next? ","['Talk with the boy', 'Relax about them next', 'Help the boy']",2,0
189, Skylar was sick and had to cancel concert plans with Sydney. What will Sydney want to do next? ,"['Find someone else to go with', 'Get mad', 'Rest in bed']",1, Skylar became indisposed and was forced to cancel the concert plans with Sydney due to her health issues.  What will Sydney want to do next? ,"['Find someone else to go with', 'Get mad', 'Rest in bed']",1,0
190, Jan lit a fire under her coworkers for slacking off a lot. How would Jan feel afterwards? ,"['Ashamed', 'Dominant', 'Disgruntled']",1, Jan promptly lit a fire under her colleagues' behinds for not pulling their weight and finally got them to buckle down and do their jobs properly.  How would Jan feel afterwards? ,"['Ashamed', 'Dominant', 'Disgruntled']",1,1
191, Sydney was writing the story creatively and wanted to give the reader Riley's perspective. Why did Sydney do this? ,"['Assist sydney', 'Wanted to help the author write', 'Wanted to make it interesting']",2, Sydney was diligently writing the story with imagination and sought to offer readers a glimpse into Riley's perspective.  Why did Sydney do this? ,"['Assist sydney', 'Wanted to help the author write', 'Wanted to make it interesting']",2,2
192, Quinn knew what was going on after seeing the cashier stealing from the till. What will Quinn want to do next? ,"['Work with the cashier', 'Needed to steal from the till too', 'Report the crime']",2," Quinn realized that the cashier was pilfering funds from the cash register, and they knew exactly what was going on.  What will Quinn want to do next? ","['Work with the cashier', 'Needed to steal from the till too', 'Report the crime']",2,2
193, Skylar entered the classroom at school and made fun of everyone for being there on time. What will Others want to do next? ,"['Tell skylar to keep it up', 'Try to dodge a late detention', 'Avoid skylar']",1," Skylar sauntered into the classroom with a playful smile, poking fun at her fellow students for being so prompt.  What will Others want to do next? ","['Tell skylar to keep it up', 'Try to dodge a late detention', 'Avoid skylar']",1,2
194, Jan gave Sydney a necktie and Sydney put it on and it looked really good. What does Jan need to do before this? ,"['Congratulate him', 'Dress him up more', 'Of gotten out a neck tie']",2," Jan presented Sydney with a handsome necktie, which he promptly put on and looked very dapper.  What does Jan need to do before this? ","['Congratulate him', 'Dress him up more', 'Of gotten out a neck tie']",2,2
195, Addison went fishing and brought her brother with her. What will Addison want to do next? ,"['Bate a hook next', 'Go to school next', 'Did this to be friendly']",0," Addison went fishing with her dear brother, enjoying each other's company while trying to catch some big ones!  What will Addison want to do next? ","['Bate a hook next', 'Go to school next', 'Did this to be friendly']",0,0
196, Jordan taught the children nutrition and brought new foods for them to try which affected the children's health. What will Jordan do next? ,"['Eat the good nutritious foods in front of the children and let them eat cake', 'Bring in more and more unusual foods for the children to try that are nutritious', 'Teach the children more and more about the healthy aspects of cake']",1," Jordan took the time to educate the youngsters about proper nutrition and even introduced some novel snacks for them to sample, resulting in a noticeable improvement in their health.  What will Jordan do next? ","['Eat the good nutritious foods in front of the children and let them eat cake', 'Bring in more and more unusual foods for the children to try that are nutritious', 'Teach the children more and more about the healthy aspects of cake']",1,1
197, Tracy wanted something to do over the weekend. Tracy went camping during the weekend. Why did Tracy do this? ,"['Need to pack a water bottle', 'Was bored', 'Need to pack a tent']",1," Tracy was seeking a relaxing getaway over the weekend, so she decided to go camping and enjoy the great outdoors!  Why did Tracy do this? ","['Need to pack a water bottle', 'Was bored', 'Need to pack a tent']",0,1
198, Sydney is Addison's boyfriend at the local high school. What will happen to Addison? ,"['Get a kiss', 'Run away from Sydney', 'Hit Sydney']",1," Sydney is the beau of Addison, if you will, at the nearby high school.  What will happen to Addison? ","['Get a kiss', 'Run away from Sydney', 'Hit Sydney']",1,0
199, Riley was on the beach near some birds that just flew away. They went after them. What does Riley need to do before this? ,"['Follow the birds', 'Be able to move', 'Watch the birds']",1," Riley was sitting on the beach, and she noticed some birds flying away. She got up to follow them. 🐦👫  What does Riley need to do before this? ","['Follow the birds', 'Be able to move', 'Watch the birds']",1,2
200," As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged with him. What will Others want to do next? ","['Win against Aubrey', 'Have a nice jog', 'Go to eat']",2, Aubrey went to the park for his daily stroll when he encountered an unexpected visitor - a kind gentleman who asked to join him for a leisurely jog.  What will Others want to do next? ,"['Win against Aubrey', 'Have a nice jog', 'Go to eat']",1,1
201, Jesse stood Cameron up instead of backing the person who was accusing him of stealing money. How would Cameron feel as a result? ,"['Sad', 'Angry', 'Happy']",1, Jesse failed to show up for Cameron and did not defend himself against the false accusations of theft.  How would Cameron feel as a result? ,"['Sad', 'Angry', 'Happy']",1,1
202, Jesse is very angry with Riley and says some pretty awful things. Riley looks at Jesse with hurt filled eyes. What emotion is Riley likely experiencing? ,"['Start crying', 'Start ignoring Jesse', 'Hurt and Sadness']",2, Jesse is mightily displeased with Riley and utters some stern remarks. Riley's countenance reflects deep sadness and distress.  What emotion is Riley likely experiencing? ,"['Start crying', 'Start ignoring Jesse', 'Hurt and Sadness']",2,2
203, Remy answered the question that was intended for someone else. How would someone else feel as a result? ,"['Very happy', 'They were rude', 'Very smart']",1, Remy gave a thorough explanation to a query that was meant for another individual. 👵  How would someone else feel as a result? ,"['Very happy', 'They were rude', 'Very smart']",2,1
204, Austin predicted cancer rates in patients would continue to go down due to the new breakthrough treatment they developed. How would Austin feel afterwards? ,"['Happy with the treatment', 'Angry with the treatment', 'Disappointed with the treatment']",0," Austin has announced that their innovative treatment will markedly decrease the incidence of cancer in patients, and this positive development is anticipated to persist.  How would Austin feel afterwards? ","['Happy with the treatment', 'Angry with the treatment', 'Disappointed with the treatment']",0,0
205, Kendall altered Lee's course of action after seeing a grave mistake in his plans. How would Kendall feel afterwards? ,"['Angry that Lee messed up', 'Frustrated that Lee offered advice', 'Glad to have been paying attention']",2," Kendall noticed that Lee had made an egregious mistake in his plans, and she felt it was her duty to intervene and correct the situation, so she altered his course of action accordingly.  How would Kendall feel afterwards? ","['Angry that Lee messed up', 'Frustrated that Lee offered advice', 'Glad to have been paying attention']",2,2
206, Quinn was spending the day in the park with their friends. What will Quinn want to do next? ,"['Leave it', 'Go home', 'Catch the frisbee']",2," Quinn passed the day in the park, socializing with their companions.  What will Quinn want to do next? ","['Leave it', 'Go home', 'Catch the frisbee']",2,2
207, Bailey felt bad when she saw the homeless lady and gave her twenty dollars. How would you describe Bailey? ,"['Evil', 'Thoughtful', 'Uncaring']",1, Bailey was deeply troubled by the sight of the homeless lady and kindly offered her twenty dollars to help make her day a little brighter.  How would you describe Bailey? ,"['Evil', 'Thoughtful', 'Uncaring']",1,1
208, Taylor asked the one officer for help in unlocking their car. How would you describe Taylor? ,"['A forgetful person', 'A thoughtful person', 'A trustworthy man']",0," Taylor politely inquired if the officer could assist them in unlocking their automobile, as they were experiencing some issues with the locking mechanism.  How would you describe Taylor? ","['A forgetful person', 'A thoughtful person', 'A trustworthy man']",1,0
209, Carson was not exhibiting proper behavior in the military. Austin went ahead and discharged Carson of his duty. How would Austin feel afterwards? ,"['Sad', 'Good', 'Proud']",2, Carson was not acting with the discipline required in the military. Austin felt it necessary to dismiss him from his position.  How would Austin feel afterwards? ,"['Sad', 'Good', 'Proud']",2,0
210, Tracy gave it to their friend because they weren't going to need it anymore. What does Tracy need to do before this? ,"['Find the friend', 'Ask why', 'Make sure their friend will want it']",1, Tracy bestowed the item upon her acquaintance as she would not be requiring it any longer.  What does Tracy need to do before this? ,"['Find the friend', 'Ask why', 'Make sure their friend will want it']",1,2
211, Alex grew closer to their cousin and spent less time with the others. How would Others feel as a result? ,"['Neglecting his friends', 'Ignored', 'Like they are close with their family']",1," Alex became quite close to their cousin and started prioritizing their time with them, which led to less association with the others.  How would Others feel as a result? ","['Neglecting his friends', 'Ignored', 'Like they are close with their family']",0,1
212, Jan wanted to help some low income kids go to summer camp. Jan raised money to help. How would Jan feel as a result? ,"['Guilty for it', 'Upset about it', 'Good about it']",2," Jan was determined to provide underprivileged children with the opportunity to attend summer camp, and she successfully raised funds to make it a reality for them.  How would Jan feel as a result? ","['Guilty for it', 'Upset about it', 'Good about it']",2,2
213, Taylor had not had contact with this friend for ten years and wonder how their life was going. How would Taylor feel afterwards? ,"['Felt curious', 'Felt angry', 'Distraught']",0, Taylor hadn't heard from this friend in a long time and was eager to learn about their current circumstances.  How would Taylor feel afterwards? ,"['Felt curious', 'Felt angry', 'Distraught']",0,0
214, Tracy heard a faint buzzing noise and immediately ran for her life. How would you describe Tracy? ,"['Scared of bees', 'Sad', 'Not phased by bees']",0," Tracy detected a faint humming sound and promptly made haste to vacate the premises, her heart racing with alarm.  How would you describe Tracy? ","['Scared of bees', 'Sad', 'Not phased by bees']",0,0
215," While reading a story about animal abuse, Quinn felt a lot of pain. How would you describe Quinn? ","['Allergic', 'Sympathetic', 'Emotional']",1, Quinn was overcome with sadness and dismay as she read about the animal mistreatment  How would you describe Quinn? ,"['Allergic', 'Sympathetic', 'Emotional']",1,1
216, Alex saw Taylor talking to another guy at the dance that night. What will Alex want to do next? ,"['Buy a pizza', 'Go home', ""Dance with Taylor's friend""]",1, Alex observed Taylor engaging in a conversation with another gentleman at the dance that night.  What will Alex want to do next? ,"['Buy a pizza', 'Go home', ""Dance with Taylor's friend""]",2,2
217, Robin was too embarrassed to explain so she let Carson explain why it happened. What will happen to Carson? ,"['Be shy', 'Be quiet', 'Be confronted by someone']",2," Robin was mortified and hesitated to share the details, so she let Carson step in and provide an explanation for her.  What will happen to Carson? ","['Be shy', 'Be quiet', 'Be confronted by someone']",2,2
218," Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house. What will happen to Sydney? ","['Aweful she never expected this', 'Lie about it', 'Take the money']",2," Riley and Sydney have been dear friends for a long time, and Riley sold Sydney's artwork to the highest bidder after she took it without her consent from her residence.  What will happen to Sydney? ","['Aweful she never expected this', 'Lie about it', 'Take the money']",2,0
219, Taylor's friend was grieving the loss of his grandfather last week. What will happen to Taylor? ,"[""Comfort Taylor's friend"", 'Be thanked by her grandfather', 'Hugged by her friend']",0, Taylor's grandchild was feeling very sorrowful about the passing of their beloved grandfather last week.  What will happen to Taylor? ,"[""Comfort Taylor's friend"", 'Be thanked by her grandfather', 'Hugged by her friend']",0,2
220, Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned. What will Jesse want to do next? ,"['Teach everyone how to bake', 'Give the cake to friends', 'Bake a new cake']",2," Jesse gave Sydney's friends a lesson on how to bake a delectable cake, however, it was left in the oven for far too long and ended up being overcooked and burnt to a crisp.  What will Jesse want to do next? ","['Teach everyone how to bake', 'Give the cake to friends', 'Bake a new cake']",2,2
221, Sasha had gotten a tutor to help her with history. Sasha started to improve slowly. What does Sasha need to do before this? ,"['Needed to be doing poorly', 'Needed to take a class', 'Thank the tutor']",0," Sasha engaged the services of a tutor to aid her in history, and she started showing improvement after a while.  What does Sasha need to do before this? ","['Needed to be doing poorly', 'Needed to take a class', 'Thank the tutor']",0,0
222," Tracy brought the kids to their dentist appointment, but it was scheduled during the school day. What does Tracy need to do before this? ","['Keep the kids home from school until after their appointments', 'Drop the kids off at school', 'Falsify time sheets']",0," Tracy escorted her grandchildren to their dental checkup during the school day, which was quite inconvenient for her since she had other commitments. However, she prioritized their health and made sure they were well taken care of.  What does Tracy need to do before this? ","['Keep the kids home from school until after their appointments', 'Drop the kids off at school', 'Falsify time sheets']",0,0
223, Jan wanted to make friends so she exchanged phone numbers with people she met. How would Jan feel afterwards? ,"['Excited', 'Tired', 'Confident and outgoing']",1," Jan was determined to expand her social circle, so she carefully exchanged phone numbers with acquaintances she made, looking forward to building lasting relationships.  How would Jan feel afterwards? ","['Excited', 'Tired', 'Confident and outgoing']",1,2
224, Sasha and others noticed Bob didnt have money for lunch. Sasha gave Bob some french fries. What will Others want to do next? ,"[""Offer to take Bob's money"", 'Ask Bob for food', 'Share their fries']",0," Sasha and her acquaintances realized that Bob was short on cash, so she kindly provided him with a few french fries to satisfy his hunger.  What will Others want to do next? ","[""Offer to take Bob's money"", 'Ask Bob for food', 'Share their fries']",2,2
225, Casey's mother called Casey to tell her that she sent her a package by mail. What does Casey need to do before this? ,"['Check their mailbox', 'Have the package delivered by the post office', 'Open the package']",0, Casey's mother phoned her to say that she had mailed a package for her. How kind of her! I'm sure Casey will be thrilled to receive it.  What does Casey need to do before this? ,"['Check their mailbox', 'Have the package delivered by the post office', 'Open the package']",0,1
226, Kai sold their clothes to the bidder at an auction when they didn't fit. What will Kai want to do next? ,"['Give them away for free', 'Help people in need', 'Buy new clothes']",1, Kai did a great job of getting rid of their old clothes by selling them to the highest bidder at the auction. They really knew how to make the most of their things! 👵‍♀️  What will Kai want to do next? ,"['Give them away for free', 'Help people in need', 'Buy new clothes']",1,2
227, Casey paid Jesse for the items they bought from them. What will Casey want to do next? ,"['Enjoy the items they bought', 'Need to buy the items', 'Think about Jesse']",2, Casey made a payment to Jesse for the goods they acquired from them.  What will Casey want to do next? ,"['Enjoy the items they bought', 'Need to buy the items', 'Think about Jesse']",2,0
228, Aubrey was walking in the park one day. Aubrey met a stranger at the park when she stopped at the pond. How would Aubrey feel afterwards? ,"['Anxious', 'Naive', 'Happy']",2," One day, Aubrey decided to take a leisurely walk in the park and came across a gentleman by the pond. She politely greeted him with a smile.  How would Aubrey feel afterwards? ","['Anxious', 'Naive', 'Happy']",2,2
229, Alex helped Casey escape from the jail cell. What will happen to Casey? ,"['Get arrested again', 'Hide out with Alex', 'She will go to jail']",2," Alex was instrumental in aiding Casey's liberation from the confines of the jail cell, which was a quite adventurous and courageous act.  What will happen to Casey? ","['Get arrested again', 'Hide out with Alex', 'She will go to jail']",2,1
230, Carson tried to fight Robin last night while they were at a bar. How would Carson feel afterwards? ,"['Aggressive', 'Mean', 'Upset']",2," It was reported that Carson engaged in a physical altercation with Robin at a bar last night, with the two individuals involved in a heated dispute.  How would Carson feel afterwards? ","['Aggressive', 'Mean', 'Upset']",2,0
231, Carson ate Bailey's candy and took a nice long nap after eating the candy. What will happen to Carson? ,"['Be upset', 'Indifferent', 'Proud']",2, Carson enjoyed a few of Bailey's sweets and then took a leisurely nap to digest.  What will happen to Carson? ,"['Be upset', 'Indifferent', 'Proud']",2,1
232, Kendall grabbed Jordan's hands because Jordan was going to cross the street without looking. What will Jordan want to do next? ,"['Listen to their parent', 'Scream at their parents', 'Be carefree']",1," Kendall saw that Jordan was planning to dash across the street without looking both ways, so she quickly took his hand and led him to safety. ""Dear boy, you could have been in danger just now,"" she said with a warm smile. ""Let me help you cross the street carefully.  What will Jordan want to do next? ","['Listen to their parent', 'Scream at their parents', 'Be carefree']",2,0
