idx,sentences_df1,choices_df1,scores_df1,sentences_df2,choices_df2,scores_df2,targets
519, Jesse was a new person who just started at Riley's work.  Riley had heard rumors that Jesse was hoping to get the management position that Riley secretly had their heart set on. What will Riley want to do next? ,"['Find out more about Jesse', 'Wanted to protect their dream job', 'Ignore Jesse']",0," Jesse was a fresh face at Riley's workplace, and word had it that they were gunning for the management position that Riley had their eye on.  What will Riley want to do next? ","['Find out more about Jesse', 'Wanted to protect their dream job', 'Ignore Jesse']",0,1
520, Carson enjoyed sports and liked to watch the games. They collected baseball cards. What will Carson want to do next? ,"['Go to a movie', 'Good', 'Go to a ballgame']",2, Carson was totally into sports and loved collecting baseball cards - it was like their favorite thing to do!  What will Carson want to do next? ,"['Go to a movie', 'Good', 'Go to a ballgame']",2,2
521, Kai handed back the money when the cashier gave him too much change back. How would Others feel as a result? ,"['Content with his decision to return the money', 'Like yelling at Kai for being stupid', 'An honest person']",2," Kai was like, ""Whoa, you gave me too much change back!"" and then he handed it back to the cashier.  How would Others feel as a result? ","['Content with his decision to return the money', 'Like yelling at Kai for being stupid', 'An honest person']",2,0
522, Austin decided to attend his law school reunion which was held last Saturday evening.  Austin enjoyed meeting up with former classmates. What does Austin need to do before this? ,"['Get in touch with old friends', 'See his former classmates', 'Take the LSAT']",0, Austin was super stoked to attend his law school reunion last weekend and catch up with his old buddies from class.  What does Austin need to do before this? ,"['Get in touch with old friends', 'See his former classmates', 'Take the LSAT']",0,0
523, Jesse went a bit far when they were drinking at the bar. How would Jesse feel afterwards? ,"['A trouble maker', 'Like puking', 'Cheerful the next day']",1, Jesse totally lost control when they were hammered at the bar last night.  How would Jesse feel afterwards? ,"['A trouble maker', 'Like puking', 'Cheerful the next day']",1,1
524, Quinn wore jeans the next day after being warned it violated the dress code. How would you describe Quinn? ,"['Naughty', 'Agreeable', 'Defiant']",2," Quinn rocked her favorite jeans the next day, totally ignoring the dress code warning! 😜  How would you describe Quinn? ","['Naughty', 'Agreeable', 'Defiant']",2,2
525, Bailey went away for a few weeks with family on a vacation and had a wonderful time on their trip. What will Bailey want to do next? ,"['Confirm time off work for the vacation', 'Tell her friends about the nice trip', 'Schedule a vacation with family']",1, Bailey took a sickeningly sweet family vacay and had an epic time exploring new lands with the fam! 😎  What will Bailey want to do next? ,"['Confirm time off work for the vacation', 'Tell her friends about the nice trip', 'Schedule a vacation with family']",2,1
526," Carson was trying to study for a big test, so Carson turned Sydney's music down. Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2," Carson was hustling to cram for a major test, so Carson had to turn down Sydney's sick beats.  Why did Carson do this? ","['Listen to loud music', 'Make Sydney upset', 'Make things quiet']",2,2
527, Robin walked the same route to school with Jan's friends. What will happen to Robin? ,"[""Be bullied by Jan's friends"", ""Be ignored by Jan's friends"", ""Get to know Jan's friends""]",2, Robin and her squad cruised down the same street to school with Jan's peeps.  What will happen to Robin? ,"[""Be bullied by Jan's friends"", ""Be ignored by Jan's friends"", ""Get to know Jan's friends""]",2,2
528, Robin went with Jan's friends to the school carnival. What will Robin want to do next? ,"['Ride all of the rides', 'Stay home and study', 'Be left alone']",0, Robin hung out with Jan's crew at the school carnival!  What will Robin want to do next? ,"['Ride all of the rides', 'Stay home and study', 'Be left alone']",0,0
529, Jesse got the results for the test and got an A as a grade. Why did Jesse do this? ,"['Keep it up', 'Celebrate', 'Studied hard']",2," Jesse totally killed it on the test and got an A+, dude!  Why did Jesse do this? ","['Keep it up', 'Celebrate', 'Studied hard']",2,2
530, Robin took the test quickly because they wanted to pass quickly with flying colors. What will Robin want to do next? ,"['Pass', 'Do well on the test', 'Fail']",0, Robin breezed through the test in a flash because they were determined to ace it!  What will Robin want to do next? ,"['Pass', 'Do well on the test', 'Fail']",0,1
531, Addison had finished a semester of school. They left for home. How would Addison feel afterwards? ,"['Relaxed', 'In college', 'Overwhelmed']",0, Addison wrapped up their semester and hit the road back home.  How would Addison feel afterwards? ,"['Relaxed', 'In college', 'Overwhelmed']",0,0
532, Austin wrapped a belt around the waist of the bull rider. Why did Austin do this? ,"['Make sure he has a good hold of it', 'The bull rider had injured his arm during the event', ""The man was very intoxicated and couldn't see straight""]",0," Austin put a cool belt around the waist of the bull rider, adding a stylish touch to his already-rad ride.  Why did Austin do this? ","['Make sure he has a good hold of it', 'The bull rider had injured his arm during the event', ""The man was very intoxicated and couldn't see straight""]",1,0
533, Tracy took Sydney to school after Sydney missed the school bus this morning. How would you describe Tracy? ,"['Such a good friend', 'Grateful that they got to school conveniently', 'A friend to Sydney']",0," Tracy was like, ""Oh noooo, Sydney missed the bus! 😱"" So she took Syd to school instead. 🚗👩‍👧  How would you describe Tracy? ","['Such a good friend', 'Grateful that they got to school conveniently', 'A friend to Sydney']",2,2
534, Quinn afforded every nice meal after getting a substantial raise at work. What does Quinn need to do before this? ,"['Be productive', 'Be lazy', 'Work little']",0, Quinn splurged on some delicious meals after scoring a major pay raise at work.  What does Quinn need to do before this? ,"['Be productive', 'Be lazy', 'Work little']",0,0
535, Kendall kept the ball rolling and asked the next contestant a question. Why did Kendall do this? ,"['Stop the game', 'Lose her role as host', 'Keep the game moving']",2, Kendall kept the momentum going and asked the next contestant a question that was totally on point.  Why did Kendall do this? ,"['Stop the game', 'Lose her role as host', 'Keep the game moving']",2,2
536, Quinn murders Remy's wife after Remy stole a lot of money from the family. How would Remy feel as a result? ,"['Had felt passive', 'Like the got away with it', 'Had felt angry']",2, Quinn kills Remy's wife after Remy steals a ton of cash from their fam.  How would Remy feel as a result? ,"['Had felt passive', 'Like the got away with it', 'Had felt angry']",2,2
537, Taylor caught their boyfriend sending texts to another girl. What will Taylor want to do next? ,"['See if their boyfriend was sneaking around', 'Ignore the problem', 'Confront their boyfriend']",2, Taylor caught dude sexting another chick. 😱  What will Taylor want to do next? ,"['See if their boyfriend was sneaking around', 'Ignore the problem', 'Confront their boyfriend']",2,2
538," Riley told her dog Lee to ""stay"" so he didn't follow her down the street. Why did Riley do this? ","['Move quickly down the street', 'Dislikes animals', ""Didn't want the dog to get hurt""]",2," Riley instructed Lee, her loyal pup, to ""chill here"" so he wouldn't follow her on her stroll down the street.  Why did Riley do this? ","['Move quickly down the street', 'Dislikes animals', ""Didn't want the dog to get hurt""]",2,2
539, Kendall bought anything required because they knew that failure wasn't an option. How would you describe Kendall? ,"['Confident the task would be completed', 'Thorough', 'Sure that all the needed resources were available']",2, Kendall got everything they needed because they knew they couldn't afford to mess up.  How would you describe Kendall? ,"['Confident the task would be completed', 'Thorough', 'Sure that all the needed resources were available']",2,1
540," During the speech, Remy gave Casey's interpretation of the situation to the guests. What does Remy need to do before this? ","[""Take detailed notes of Casey's words"", 'Send Casey a box of chocolates', 'Call Casey to come to the podium']",0," During the speech, Remy totally ripped Casey's interpretation of the situation and gave it to the guests.  What does Remy need to do before this? ","[""Take detailed notes of Casey's words"", 'Send Casey a box of chocolates', 'Call Casey to come to the podium']",1,0
541, Robin took a very long time to clean the windows of her house. How would you describe Robin? ,"['Exhausted', 'A neat freak', 'Tired']",1," Robin was taking forever to clean her windows, like, seriously, it was taking her forever!  How would you describe Robin? ","['Exhausted', 'A neat freak', 'Tired']",1,1
542," Whenever opportunity arises, Riley prefers driving himself to any destination. He just makes sure he studies the map carefully with the aid of the GPS. Why did Riley do this? ","['Download a GPS app to their phone', 'Experience nature at every moment', 'Show people his ride or car']",0," Riley loves cruisin' around in his car, and he always makes sure to map out his route with GPS before hitting the road.  Why did Riley do this? ","['Download a GPS app to their phone', 'Experience nature at every moment', 'Show people his ride or car']",0,1
543, Bailey was a fast learner. How would you describe Bailey? ,"['Happy at having learned so fast', 'Proud at having learned so fast', 'Knowledge-seeking']",1, Bailey was a total rockstar when it came to learning new things - she picked everything up super quickly!  How would you describe Bailey? ,"['Happy at having learned so fast', 'Proud at having learned so fast', 'Knowledge-seeking']",1,2
544, Sasha worked as a nurse and often stepped in and protected patients rights. What will happen to the patients? ,"['Get sicker due to poor conditions', 'Show Sasha their appreciation with cards', 'Get a new promotion']",0," Sasha was a total badass as a nurse and always stood up for her patients' rights, like a boss!  What will happen to the patients? ","['Get sicker due to poor conditions', 'Show Sasha their appreciation with cards', 'Get a new promotion']",0,1
545, Jesse ate their cereal and didn't leave any for everyone else. How would you describe Jesse? ,"['Generous', 'Selfish', 'Greedy']",2," Jesse wolfed down their cereal like there was no tomorrow, and now everyone else is left high and dry.  How would you describe Jesse? ","['Generous', 'Selfish', 'Greedy']",2,1
546," While at summer camp, Remy had a ton of fun and made more friends. How would Remy feel afterwards? ","['Well-liked', 'Successful', 'Friendly']",2, Remy totally crushed it at summer camp and made so many new buds!  How would Remy feel afterwards? ,"['Well-liked', 'Successful', 'Friendly']",2,2
547, Ash made a mistake but then they redeemed themselves. Why did Ash do this? ,"[""So they mistake isn't talked about by people"", 'Find a way to redeem themselves', 'Fix their mistake']",2," Ash totally messed up, but then they showed major improvement and redeemed themselves!  Why did Ash do this? ","[""So they mistake isn't talked about by people"", 'Find a way to redeem themselves', 'Fix their mistake']",2,2
548, Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. How would Bailey feel afterwards? ,"['Indecision', 'Complete', 'Confusion']",1," Alex was like, ""Hey, how can I send this doc to Bailey?"", and Bailey was all, ""Just send it as a pdf, duh!  How would Bailey feel afterwards? ","['Indecision', 'Complete', 'Confusion']",1,1
549, Robin left the food so that the cats would have something to eat. Why did Robin do this? ,"['Feed his cats some dinner', 'See if anyone wanted the food', 'Save food for his dogs']",0," Robin totally forgot about the food and left it for the cats, like, so they could have something to munch on.  Why did Robin do this? ","['Feed his cats some dinner', 'See if anyone wanted the food', 'Save food for his dogs']",0,0
550, Alex paid attention to the details and answered the trick question on their science exam correctly. How would Alex feel afterwards? ,"['Someone who pays attention to details', 'Felt invincible', 'Felt proud']",2, Alex nailed the tricky question on their science exam by paying close attention to the details! 😎  How would Alex feel afterwards? ,"['Someone who pays attention to details', 'Felt invincible', 'Felt proud']",2,2
551, Ash did know how to react so he accepted Alex's invitation. What will happen to Alex? ,"['Go out together today', 'Have a bad time today', ""Go to Alex's party""]",0," Ash was totally stoked when Alex invited him to hang out, so he quickly accepted the invitation.  What will happen to Alex? ","['Go out together today', 'Have a bad time today', ""Go to Alex's party""]",0,0
552, Tracy crowded around the group to tell them her funny story. What will Tracy want to do next? ,"['Leave', 'Make them laugh', 'Tell her story']",2, Tracy gathered around her friends and shared a hilarious tale.  What will Tracy want to do next? ,"['Leave', 'Make them laugh', 'Tell her story']",2,1
553, Lee is great on remembering difficult numbers or is he . What will Lee want to do next? ,"['Not go to work today', 'Cook a big meal at home alone now', 'Remember many things all day today']",2," Lee is totally ace at remembering those hard-to-recall numbers, right?  What will Lee want to do next? ","['Not go to work today', 'Cook a big meal at home alone now', 'Remember many things all day today']",0,2
554, Jan was new to the neighborhood and went out running one morning. Jan found new friends in the neighborhood on her run. How would Others feel as a result? ,"['Unsociable', 'Excited', 'Friendly']",2," Jan was totally new to the 'hood and went for a run one morning, and she even found some cool peeps to hang with!  How would Others feel as a result? ","['Unsociable', 'Excited', 'Friendly']",1,2
555, Kendall wrapped a bandage around my neck after getting injured in a fight. What will Kendall want to do next? ,"['Harm them', 'Punish them', 'Protect them']",2, Kendall was like a total hero and wrapped a bandage around my neck after I got hurt in this crazy fight.  What will Kendall want to do next? ,"['Harm them', 'Punish them', 'Protect them']",2,2
556, Cameron won last year's race by a nose. This year Cameron trained extra hard for the race. Why did Cameron do this? ,"['Win by a nose again', 'Thinks someone could beat them', 'Train hard as well']",1," Cameron totally crushed the competition last year and dominated the race! This year, they've been putting in some serious work to take their skills to the next level.  Why did Cameron do this? ","['Win by a nose again', 'Thinks someone could beat them', 'Train hard as well']",1,1
557," Robin had a hard time understanding the concept, so she let Carson explain it more thoroughly. How would Carson feel as a result? ","[""Frustrated that Robin didn't understand"", 'Ready to play', 'Ready to work']",2," Robin was totally confused about the concept, so she let Carson break it down for her in more detail.  How would Carson feel as a result? ","[""Frustrated that Robin didn't understand"", 'Ready to play', 'Ready to work']",2,0
558, Jesse used Kendall's phone even after Kendall said they did not have permission to. How would Kendall feel as a result? ,"['Like a thief', 'Defiant', 'Annoyed']",1, Jesse seriously dissed Kendall's phone without their permission! 😱  How would Kendall feel as a result? ,"['Like a thief', 'Defiant', 'Annoyed']",2,2
559, Kai was thirteen and had outgrown their shoes over the past year. What does Kai need to do before this? ,"['Have new shoes', 'Needed to meditate', 'Needed to get a ride to the mall']",0," Kai had been wearing their shoes for a hot minute now, but they were totally too small for them!  What does Kai need to do before this? ","['Have new shoes', 'Needed to meditate', 'Needed to get a ride to the mall']",0,0
560, Jesse lived with their wife in a tiny apartment and really wanted to adopt some kids. What does Jesse need to do before this? ,"['Divorce his wife', 'Research online about adopting kids', 'Save up some money']",2, Jesse had been living with their partner in a small pad and were totally stoked about becoming parents!  What does Jesse need to do before this? ,"['Divorce his wife', 'Research online about adopting kids', 'Save up some money']",2,1
561, Kai grabbed Carson's tools and put them away because Carson was too lazy to do it themselves. What does Kai need to do before this? ,"['Gather the tools', 'Wonder who put his tools away', 'Wonder were his tools are']",0, Kai stepped in and took care of putting away Carson's tools because they were being too chill about it.  What does Kai need to do before this? ,"['Gather the tools', 'Wonder who put his tools away', 'Wonder were his tools are']",2,0
562, Cameron took Carson away for a long time after the death of his mother. How would Carson feel as a result? ,"['A FATHER FIGURE', 'Like they had time away', 'Like they are rushed']",1," Cameron was like, 'I need some time alone with Carson after my mom died,' so he took him away for a while.  How would Carson feel as a result? ","['A FATHER FIGURE', 'Like they had time away', 'Like they are rushed']",1,1
563," After accidentally spilling water on his jeans, Jesse went too far when he yelled at his brother. How would Jesse feel afterwards? ","['Has a short fuse', 'Felt guiltless for having yelled at his brother', 'Was remorseful and apologized to his brother']",2," After Jesse spilled water on his jeans, he totally freaked out and yelled at his bro for no reason.  How would Jesse feel afterwards? ","['Has a short fuse', 'Felt guiltless for having yelled at his brother', 'Was remorseful and apologized to his brother']",2,2
564, Lee touched a nerve is his wife we he complained about her cooking. How would you describe Lee? ,"['Guilty', 'Innocent', 'Not appreciative of his wife']",1, Lee really upset his wife when he criticized her cooking skills.  How would you describe Lee? ,"['Guilty', 'Innocent', 'Not appreciative of his wife']",1,2
565, Tracy wore Sydney's jacket to school without asking for permission. How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0, Tracy rocked Sydney's jacket to school without checkin' with her first.  How would you describe Tracy? ,"['Rude', 'Polite', 'Upset that Tracy stole their jacket']",0,0
566, Sasha improved Jordan's status and he received a promotion because of it. How would Jordan feel as a result? ,"['Willing to help', 'Thankful as a result', 'Wants the best for Jordan']",0, Sasha totally boosted Jordan's reputation and he got a promotion because of it!  How would Jordan feel as a result? ,"['Willing to help', 'Thankful as a result', 'Wants the best for Jordan']",0,1
567, Robin held her breath underwater in the pool. How would you describe Robin? ,"['Exhausted', 'Fun', 'Tired']",1, Robin was totally fearless as she dived underwater and held her breath like a pro in the pool!  How would you describe Robin? ,"['Exhausted', 'Fun', 'Tired']",1,1
568, Sydney provided Aubrey an estimate of the price for building the house. What will Sydney want to do next? ,"['Decline to build the house due to the high estimate', 'Decide who to choose to build the house', 'Make requested changes to the plans']",2, Sydney gave Aubrey a rough idea of how much the house construction would cost.  What will Sydney want to do next? ,"['Decline to build the house due to the high estimate', 'Decide who to choose to build the house', 'Make requested changes to the plans']",1,2
569," Jordan always.wanted to help people, so he decided to study medice to work in a hospital. How would you describe Jordan? ","['Loves helping people', 'Works with people with bad health', 'Loves helping sick people']",2," Jordan was super passionate about helping others, so he decided to study medicine to become a hospital hero!  How would you describe Jordan? ","['Loves helping people', 'Works with people with bad health', 'Loves helping sick people']",2,0
570, Jordan ran quickly to the store down the street. What will Jordan want to do next? ,"['Put on his boots', 'Throw on his running shoes', 'Put gas in the car']",1, Jordan hustled down the block to hit up the convenience store before it closed.  What will Jordan want to do next? ,"['Put on his boots', 'Throw on his running shoes', 'Put gas in the car']",1,1
571, Bailey felt bad. He overslept and missed his appointment for the job interview. What does Bailey need to do before this? ,"['Set his alarm clock', 'Try to reschedule the interview', 'Call and apologize']",2, Bailey was majorly bummed out when he slept through his interview appointment. He had been so pumped about the job and now it looks like he's gonna miss his chance. 😔  What does Bailey need to do before this? ,"['Set his alarm clock', 'Try to reschedule the interview', 'Call and apologize']",0,0
572, Kendall was a bad cook. They burned water and ruined the recipe for ice. How would you describe Kendall? ,"['In need of knitting lessons', 'Unskilled afterwards', 'In need of cooking lessons']",1, Kendall was a total disaster in the kitchen - they couldn't even boil water without messing it up!  How would you describe Kendall? ,"['In need of knitting lessons', 'Unskilled afterwards', 'In need of cooking lessons']",2,2
573, Carson was at a friend's house. The others didn't really like him except for his friend. What will Others want to do next? ,"['Start a fight', 'Hope Carson leaves', ""Ask Carson's friend to make him leave""]",2," Carson was chillin' at his homie's crib, but the others weren't really feelin' him except for his BFF.  What will Others want to do next? ","['Start a fight', 'Hope Carson leaves', ""Ask Carson's friend to make him leave""]",2,1
574, Jodans mother had a birthday. They took their mother to the shoe store. What does Jordan need to do before this? ,"['Get a jacket', 'Wanted to treat his mom', 'Get their money']",2, Jodan's mom totally rocked her birthday! They took her to the sickest shoe store ever!  What does Jordan need to do before this? ,"['Get a jacket', 'Wanted to treat his mom', 'Get their money']",2,1
575, Someone has been stealing money from Riley. Riley leaves money on the counter in the kitchen and watches Jesse closely. Why did Riley do this? ,"['Get money from the kitchen counter', 'See if they could trust Jesse', 'Take money from the kitchen counter']",0, Riley keeps cash on the kitchen counter and notices Jesse acting shady.  Why did Riley do this? ,"['Get money from the kitchen counter', 'See if they could trust Jesse', 'Take money from the kitchen counter']",2,1
576, Alex saw someone behaving very stupidly so Alex made a deprecating comment. Why did Alex do this? ,"['Make fun of them', 'Be friendly to the person', 'Make the person stop']",0," Alex saw this person doing something totally lame, so Alex made fun of them.  Why did Alex do this? ","['Make fun of them', 'Be friendly to the person', 'Make the person stop']",0,0
577, Jan's friends have been paying more attention to Robin lately. How would Jan feel as a result? ,"['Lonely', 'Rich', 'Would be happy for her']",2, Jan's buddies have been totally crushing on Robin lately!  How would Jan feel as a result? ,"['Lonely', 'Rich', 'Would be happy for her']",2,0
578, Tracy walked my dog home that day and got some food and water for the dog too. How would Others feel as a result? ,"['Loved now', 'Passive now', 'A good pet sitter']",0," Tracy was like, ""Oh yeah, I saw your pup and was like, 'Hey, I'll take care of him for you!' So I walked him home and got him some snacks and water.  How would Others feel as a result? ","['Loved now', 'Passive now', 'A good pet sitter']",0,0
579, Taylor was close to winning the game. Taylor ran straight for home plate. What will Taylor want to do next? ,"['Try to get over that they did win', 'Celebrate the win', 'Wanted to score']",1, Taylor was almost there! She sprinted towards home plate like her life depended on it.  What will Taylor want to do next? ,"['Try to get over that they did win', 'Celebrate the win', 'Wanted to score']",1,2
580," Riley is a supervisor of Jesse, and is charged with making sure merchandise is not damaged. What will Jesse want to do next? ","['Drop the goods', 'Want wrap merchandise in bubble wrap', 'Give proper instructions']",1," Riley is totally in charge of making sure Jesse doesn't mess up the merchandise, you know? She's like a boss! 😎  What will Jesse want to do next? ","['Drop the goods', 'Want wrap merchandise in bubble wrap', 'Give proper instructions']",2,1
581," kendall was married two times already, and had two kids. What will Others want to do next? ","['Tell kendall to stay a divorced mom', 'Be more careful during sex', 'Tell kendall to keep her hopes up']",0," Kendall has been hitched twice already, and she has two mini-mes running around!  What will Others want to do next? ","['Tell kendall to stay a divorced mom', 'Be more careful during sex', 'Tell kendall to keep her hopes up']",0,2
582, Carson was at a friend's house playing video games when they decided to order pizza. What will happen to Others? ,"['Share the pizza with his friend', 'Eat the pizza', 'Play games']",1, Young (<20),"['Share the pizza with his friend', 'Eat the pizza', 'Play games']",1,0
583," Due to his friend's flight being delayed, Cameron decided to pick Robin up from the airport. How would Cameron feel afterwards? ","[""Good that his friend's flight was delayed"", 'Proud that people can rely on him', ""Happy that he doesn't have to wait at the airport""]",1," Due to his homie's flight being delayed, Cameron decided to swing by the airport and grab Robin.  How would Cameron feel afterwards? ","[""Good that his friend's flight was delayed"", 'Proud that people can rely on him', ""Happy that he doesn't have to wait at the airport""]",0,1
584," Due to her old fashion views, many people think Riley's ideas have gone the way of the dodo. What will Riley want to do next? ","['Right', 'Ignore the critics', 'Express her views']",1, Riley's outdated ideas have made her a laughing stock among her peers.  What will Riley want to do next? ,"['Right', 'Ignore the critics', 'Express her views']",2,1
585, Remy paid Aubrey's taxes since she already owed money. What will Aubrey want to do next? ,"['Throw the taxes out', 'Return whatever they owed', 'Go to the accountant']",2, Remy bailed Aubrey out by paying her taxes since she was already in debt.  What will Aubrey want to do next? ,"['Throw the taxes out', 'Return whatever they owed', 'Go to the accountant']",2,1
586, Taylor got married but decided to keep her identity and last name. How would you describe Taylor? ,"['Shy and reticent', 'Independent', 'Like a feminist']",1," Taylor made a big decision and tied the knot, but she kept her name game strong and didn't change a thing! 💕  How would you describe Taylor? ","['Shy and reticent', 'Independent', 'Like a feminist']",1,1
587, Addison needed to find someone he could trust when he found God. How would this look to others? ,"['Relieved to have a friend to confide in', 'Has become a Christian', 'Stupid']",1, Addison was desperate to find a reliable buddy who shared his newfound faith in God.  How would this look to others? ,"['Relieved to have a friend to confide in', 'Has become a Christian', 'Stupid']",1,1
588, Robin had fasted for 30 days and nights as part of a religious feast. How would you describe Robin? ,"['Was full up', 'Thinner', 'Was craving sweet things']",1," Robin seriously committed to a 30-day fast for religious reasons, y'all!  How would you describe Robin? ","['Was full up', 'Thinner', 'Was craving sweet things']",1,1
589, Alex put stamps on their wrists while they were in line for the concert. Why did Alex do this? ,"['Prevent them from drinking', 'Give them entry', 'Drive to the concert']",2," Alex put these super cool wristbands with stamps on them while we were waiting in line for the concert, it was so lit!  Why did Alex do this? ","['Prevent them from drinking', 'Give them entry', 'Drive to the concert']",2,1
590, Cameron pushed Carson so hard that it shook their head back and forth. What will Cameron want to do next? ,"['Walk up to Carson', 'Ok', 'Apologize for being to careful']",0, Cameron totally freaked out on Carson and gave them a serious head bobble!  What will Cameron want to do next? ,"['Walk up to Carson', 'Ok', 'Apologize for being to careful']",2,0
591, Casey visited a friend in the UK and one in Ireland. Why did Casey do this? ,"['Sleep all day', 'Get a plane ticket', 'Go sightseeing']",2, Casey traveled to the UK and Ireland to hang out with pals! She hit up her buddy in the UK and then headed over to Ireland to catch up with another BFF. 😄  Why did Casey do this? ,"['Sleep all day', 'Get a plane ticket', 'Go sightseeing']",2,2
592, Remy took this suggestion seriously because it was coming from their manager. Why did Remy do this? ,"['Strong', 'Be insubordinate to their boss', 'Cooperate with their boss']",2," Remy was totally down with their manager's suggestion, like, it was a no-brainer!  Why did Remy do this? ","['Strong', 'Be insubordinate to their boss', 'Cooperate with their boss']",2,2
593, Quinn threw the frisbee so the dog could play with it. What will Others want to do next? ,"['Ignore the frisbee', ""Call the dog's name"", 'Watch it fly']",1, Quinn totally nailed the frisbee toss and now the pup is living his best life!  What will Others want to do next? ,"['Ignore the frisbee', ""Call the dog's name"", 'Watch it fly']",1,2
594, Austin interfered with Sydney's attempt to rehearse for a dance recital. How would Austin feel afterwards? ,"['Helpful to Sydney', 'Like a bad friend', 'A person who lacks basic morals']",2," Austin totally messed up Sydney's rehearsal for the dance recital. Like, she was trying to practice and he just wouldn't leave her alone!  How would Austin feel afterwards? ","['Helpful to Sydney', 'Like a bad friend', 'A person who lacks basic morals']",2,1
595, Aubrey fed Tracy's kids lunch today while Tracy was at work. What will happen to Tracy? ,"['Be thankful', ""Won't like Aubrey"", 'Get paid later']",0, Aubrey totally hooked up Tracy's kids with grub today while Tracy was slaying the 9-to-5 game at work! 👌  What will happen to Tracy? ,"['Be thankful', ""Won't like Aubrey"", 'Get paid later']",0,0
596, Ash used metaphor and meaning through out his book. How would Ash feel afterwards? ,"['Talented', 'Like they expressed their thoughts', 'Creative']",2, Ash totally slayed his book with sick metaphors and deep meanings.  How would Ash feel afterwards? ,"['Talented', 'Like they expressed their thoughts', 'Creative']",2,2
597, After a long trip Carson finally arrived at a friend's house. What will happen to Carson? ,"['Knock on the door', 'Others will be glad to see Carson', 'Steal items from the house']",0," After a sickeningly long journey, Carson finally reached his BFF's crib.  What will happen to Carson? ","['Knock on the door', 'Others will be glad to see Carson', 'Steal items from the house']",0,0
598, Riley screamed in pain and waited for help to arrive before getting up. What does Riley need to do before this? ,"['Was lying down', 'Was doing homework', 'Tried to do a stunt']",0, Riley yelped in agony and hung tight until some assistance showed up before bouncing back to their feet.  What does Riley need to do before this? ,"['Was lying down', 'Was doing homework', 'Tried to do a stunt']",0,2
599," Remy reviewed the lecture from class, and now Remy understood every word. What will Remy want to do next? ","['Study some more', 'Forget the knowledge', 'Go to class']",0," Remy totally got the lecture after reviewing it, and now she's like a total expert on the subject! 😎  What will Remy want to do next? ","['Study some more', 'Forget the knowledge', 'Go to class']",0,0
600, sasha was asked to join the revolution so sasha fulfilled their purpose. What does Sasha need to do before this? ,"['Motivate people', 'Move to another country', 'Join the revolution']",2," Sasha was totally stoked when they were asked to join the revolution! Like, omg, it was their dream come true or whatever! So naturally, they totally fulfilled their purpose and stuff.  What does Sasha need to do before this? ","['Motivate people', 'Move to another country', 'Join the revolution']",2,2
601," Having reached a major weight loss goal, Kai chose to purchase new clothes to celebrate. What does Kai need to do before this? ","['Determine what their weight loss goal will be', 'Continue to diet and exercise', 'Show off the new clothes to friends']",0," After achieving his weight loss goal, Kai decided to treat himself to some fresh new duds!  What does Kai need to do before this? ","['Determine what their weight loss goal will be', 'Continue to diet and exercise', 'Show off the new clothes to friends']",0,0
602, Riley got free of the guard and ultimately was able to make her escape. What does Riley need to do before this? ,"[""Have known about the guard's practices"", 'Needed to be lackadaisical about it', 'Be free']",2, Riley busted loose from the dude and totally made a break for it.  What does Riley need to do before this? ,"[""Have known about the guard's practices"", 'Needed to be lackadaisical about it', 'Be free']",2,0
603, Robin had been away for two weeks on his honeymoon.  Cameron picked him up on his return home. What will Cameron want to do next? ,"['Ask him all about the trip', 'Ignore him', 'Drive him back to the airport']",0, Robin had been on his honeymoon for two weeks and Cameron was there to greet him when he got home.  What will Cameron want to do next? ,"['Ask him all about the trip', 'Ignore him', 'Drive him back to the airport']",0,0
604, Sydney guessed the ending of the speech and ruined it for the others. What will Others want to do next? ,"['Keep the peace', 'Listen next', 'Say sorry']",0, Sydney totally spoiled the surprise ending of the speech for everyone else.  What will Others want to do next? ,"['Keep the peace', 'Listen next', 'Say sorry']",0,1
605," Taylor shoved the donut into Jan's open mouth, and Jan got a hunk of the donut caught in their throat. How would you describe Taylor? ","['Cruel', 'Mean', 'Someone who likes to pull pranks']",1," Taylor stuffed the donut into Jan's mouth like a total boss, and Jan got majorly embarrassed when they started choking on it.  How would you describe Taylor? ","['Cruel', 'Mean', 'Someone who likes to pull pranks']",1,0
606, Aubrey understood Remy better this time after he repeated himself twice. How would Remy feel as a result? ,"['Embarrassed that they spoke that way', 'Deaf', 'Like they need to speak up']",0, Aubrey finally got what Remy was saying after he repeated himself like a broken record.  How would Remy feel as a result? ,"['Embarrassed that they spoke that way', 'Deaf', 'Like they need to speak up']",0,2
607, Kendall took the issue seriously because it was something that was criminal. What will Kendall want to do next? ,"['Be law abiding', 'Contact the police', 'Pass the buck']",0," Kendall totally freaked out because it was like, super illegal and stuff.  What will Kendall want to do next? ","['Be law abiding', 'Contact the police', 'Pass the buck']",0,1
