Row ID,Category,Paraphrases,Orginal
273,(Young Male of Color),Quinn wrapped up Jordan in a tight hug before revealing the dope gift they had been saving for a special occasion.,
274,(Older Female of Multiple Ethnicities),"Quinn encircled Jordan with their arms, then revealed the thoughtful present they had been concealing with great excitement.",
275,---------------,---------------,
276,(Young Adult - Female),Bailey nailed her driving test and left Jesse in the dust! 🚀,['Bailey passed Jesse on his driving examination after he passed with flying colors.']
277,(Middle-Aged Male - Caucasian),"Bailey aced her driver's exam, leaving Jesse with a bruised ego. 😅",
278,(Senior Citizen - African American),"Bailey passed her road test with flying colors, and Jesse couldn't keep up! 🎉",
279,(Teenage Boy - Hispanic),Bailey crushed her driving exam and left Jesse in the shade. 😎,
280,(Mature Adult - Asian Female),"Bailey excelled on her driving test, outperforming Jesse with ease. 💪",
281,---------------,---------------,
282,"(Young Adult, Male)","Austin was crushing the test at first, but then it got real tough.",['Austin was taking a test and found it difficult at first.']
283,(Middle-Aged Woman),"Austin was struggling with the test initially, but he persevered and did his best.",
284,"(Retired Senior Citizen, Female)","Austin had a bit of trouble with the test at first, but he eventually figured it out.",
285,"(Millennial, Non-Binary)","Austin was totally stumped by the test at first, but then they realized they just needed to take a deep breath and focus.",
286,"(Rural, Working-Class Family, Patriarchal Society)","Austin had some trouble with the test at first, but he sat down, took his time, and figured it out with the help of his dad.",
287,---------------,---------------,
288,(Young Children),Quinn was having so much fun in the snow! He made snow angels and threw snowballs with his friends.,"['Quinn was playing and froliking in the snow, making snow angels and snowballs.']"
289,(Teenage Girls),"OMG, Quinn was totally slaying the snow yesterday! He was making snow angels and having snowball fights with his bffs.",
290,(Middle-Aged Men),"Quinn was out enjoying the winter weather with his kids, building snowmen and throwing snowballs around.",
291,(Elderly Women),"Oh my goodness, Quinn was just so adorable playing in the snow! He made the cutest little snow angels and was having such a great time.",
292,(African American Teenage Boys),"Yo, Quinn was gettin' it in the snow yesterday! He was makin' snow angels and throwin' snowballs like a boss.",
293,---------------,---------------,
294,"(Young Adult, Female)","Tracy lent my BFF some cash when she was in a tight spot, but now she's not returning it like she said she would. 😕",['Tracy gave money to my friend who needed it but failed to by it back as they promised.']
295,(Middle-Aged Male),"Tracy gave my buddy some dough when he was short on funds, but he didn't come through with the repayment like he promised. 🙄",
296,"(Senior Citizen, Female)","Tracy loaned my granddaughter some money for an emergency, but she hasn't paid her back yet, even though she said she would. 😔",
297,"(Young Adult, Male)","Tracy gave my homie some money when he was in a bind, but now he's not holding up his end of the deal. 🤷‍♂️",
298,(Minority Female),"Tracy gave me some financial assistance when I needed it, but now she's not getting the repayment she expected. 😔",
299,---------------,---------------,
300,(Young Adult Female),Camerson was totally impressed with Bailey's research paper. She couldn't believe how well Bailey had done!,"[""Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work.""]"
301,(Middle-Aged Male),Cameron was thoroughly pleased with Bailey's work on the research paper. He gave it two thumbs up.,
302,(Senior Citizen Female),Camerson was beaming with pride as she graded Bailey's research paper. She was so proud of Bailey's efforts!,
303,(Young Adult Male),Cameron was feeling good about Bailey's research paper. He thought it was on point.,
304,(Racially Diverse Female),Camerson was elated with Bailey's work on the research paper. She couldn't believe how well Bailey had executed the project.,
305,---------------,---------------,
306,"(Young Adult, Female)","Skylar was totally embarrassed when the mean bully shoved her in the lunch line, so she perfectly poured milk over their head as revenge! 😂👊","['Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head.']"
307,"(Middle-Aged Man, Caucasian)","Skylar was fed up with the bully's antics, so she creatively poured milk over their head to put a stop to their behavior once and for all! 💪🏼🥛",
308,"(Teenage Boy, Hispanic)","Skylar was having none of the bully's mess, so she hilariously poured milk over their head like a boss! 😂👊💦",
309,"(Senior Citizen, Female)","Skylar was not about to let the bully get away with their mean behavior, so she cleverly poured milk over their head to put an end to it all! 😎🥛",
310,"(Non-binary, Genderqueer, Asian)","Skylar was totally done with the bully's harassment, so they confidently poured milk over their head as a powerful statement of self-defense! 😊👏🥛",
311,---------------,---------------,
312,"(Young Adult, Female)",Remy hooked you up with Skylar's Netflix account so you wouldn't have to shell out cash for your own subscription.,"[""Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account.""]"
313,"(Middle-Aged Male, African American)","Remy done gave you Skylar's Netflix account, so you ain't gotta pay for your own.",
314,"(Elderly Female, Caucasian)",Remy thoughtfully provided you with Skylar's Netflix account to save you the expense of having your own subscription.,
315,"(Young Adult, Asian Male)","Remy gifted you with Skylar's Netflix account, thereby relieving you of the financial burden of purchasing your own subscription.",
316,"(Gay Male, Latinx)",Remy is so generous! He got you hooked up with Skylar's Netflix account instead of making you pay for your own. 😊,
317,---------------,---------------,
318,"(Young Adult, Female)",Skylar was totally absorbed in her phone call while exploring the breathtaking national park. She barely glanced at the stunning view.,['Skylar was on the phone while at the national park. They lent little attention to the view.']
319,"(Middle-Aged Man, White Collar)","Skylar was preoccupied with her phone conversation while visiting the picturesque national park, devoting minimal attention to the scenic landscape.",
320,"(Senior Citizen, African American)",Skylar was engrossed in her phone call as she marveled at the majestic views of the national park. She briefly acknowledged the beauty around her but remained focused on her conversation.,
321,"(Teenage Girl, Hispanic)","Skylar was totally obsessed with her phone call while chillin' at the dope national park. She barely checked out the gorgeous view, ya feel me?",
322,"(Retired Engineer, Asian)","Skylar was engrossed in her phone conversation while enjoying the panoramic views of the national park. However, she momentarily paused to appreciate the serene beauty of the natural surroundings.",
323,---------------,---------------,
324,(Young mother),"Sydney, a dedicated preschool teacher, assisted in tracing Robin's tiny fingerprints.","[""Sydney works as a preschool teacher, and helped trace Robin's fingers.""]"
325,(Busy dad),"Syd, our awesome preschool teacher, helped little Robin trace her fingers to develop her fine motor skills.",
326,(Elderly grandparent),"Sydney, our loving and patient preschool teacher, gently guided Robin's hands as they traced shapes and letters.",
327,(Rapper),"Syd the teacher hella traced Robin's finger movements, ya feel me? It was a dope learning experience for the youngin'.",
328,(Corporate executive),"Sydney, our preschool instructor, provided individualized support to Robin as they practiced finger tracing exercises to enhance hand-eye coordination and dexterity.",
329,---------------,---------------,
330,"(Young adult, female)","Jan was totally expecting to have a baby girl, and she was over the moon when her gorgeous little princess arrived!",['Jan was pregnant and she gave birth to a beautiful baby daughter.']
331,"(Middle-aged man, Caucasian)","Jan was thrilled to welcome her new bundle of joy, a precious baby daughter, into the world.",
332,"(Latinx mother, 30s)","¡Ay, caramba! Jan had a beautiful baby girl, ¡qué bendición!",
333,(Asian elderly woman),"Jan gave birth to a sweet little angel, her precious blessing from above.",
334,"(Young adult, non-binary)","Jan's newborn brought joy and love into their life, and they couldn't stop cooing over their adorable baby girl!",
335,---------------,---------------,
336,"(Young Adult, Female)",Kendall was totally obsessed with her indoor plants and would constantly top off their water jars to let the fluoride dissipate.,['Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out.']
337,"(Middle-Aged Male, Urban)",Kendall was really into his houseplants and would regularly refill their water jars to let the fluoride evaporate.,
338,"(Senior Citizen, Female, Rural)",Kendall loved her plants and would always make sure to water them just right so the fluoride could escape.,
339,"(Young Adult, Male, Hipster)","Kendall was super into his houseplants and would constantly top off their water jars to let the fluoride vibes dissipate, man.",
340,"(Elementary School Teacher, Female, Suburban)",Kendall really enjoyed taking care of her plants and would often fill up their water jars so the fluoride could disappear.,
341,---------------,---------------,
342,(Young Adult Female),"Since Skylar was totally down to go, Kendall made sure to include her in the plans.","['Knowing skylar would want to go too, Kendall took Skylar into account.']"
343,(Middle-Aged Male),"Considering Skylar's enthusiasm, Kendall took her preferences into account when making decisions.",
344,(Senior Female),"As Skylar was eager to participate, Kendall thoughtfully considered her input.",
345,(Multiracial Teenager),"Since Skylar was all about the adventure, Kendall made sure to vibe with her on the plan.",
346,(Rural White Male),"Seeing as Skylar was down for whatever, Kendall took her into his confidence when deciding what to do.",
347,---------------,---------------,
348,"(Young Adult, Female)",Aubrey was a badass police officer who pulled over that speeder Casey in a construction zone. 😎,['Aubrey was a police officer. She pulled Casey over for speeding in a construction zone.']
349,"(Middle-Aged Male, White Collar)","Aubrey, a seasoned law enforcement professional, conducted a traffic stop on Casey for exceeding the speed limit in a construction zone. 🚨",
350,"(Senior Citizen, African American)","Now, let me tell you 'bout Aubrey, she was a police officer who pulled over this young whippersnapper Casey for speedin' in a construction zone. 👵",
351,"(Millennial, Hispanic)","Aubrey, like, totally pulled over Casey for flyin' by in a construction zone, you know? 🚗",
352,"(Retiree, Asian American)","As a police officer, Aubrey properly enforced traffic laws by stopping Casey for speeding in a construction zone. 🚨",
353,---------------,---------------,
354,(Young Adult Female),Riley bestowed Jan with the highest honor in the kingdom and threw a banging party to celebrate! 🎉,['Riley granted Jan the highest title of the kingdom and celebrated with a feast.']
355,(Middle-Aged Male),Riley conferred the highest title in the realm upon Jan and hosted a lavish feast to commemorate the occasion. 🍴,
356,(Mature Female),King Riley invested Jan with the highest rank in the kingdom and held a grand banquet to mark the occasion. 👑,
357,(Young Male of Color),Riley gave Jan the biggest props in the land and threw a lit celebration to acknowledge the achievement. 🔥,
358,(Elderly Female),King Riley awarded Jan with the highest accolade in the kingdom and celebrated with a joyous feast. 🎉,
359,---------------,---------------,
360,"(Young Adult, Male)","After getting kicked out of his parents' crib, Jordan was in dire need of a new pad to crash at.","['After being kicked out of the house by his parents, Jordan needed a place to live.']"
361,(Middle-Aged Woman),"Following her parents' eviction notice, Jordan had to find a fresh place to call home.",
362,"(African American, Urban Teen)","After getting booted from his moms' crib, Jordan needed a new spot to chill.",
363,"(Asian Immigrant, Senior Citizen)","Following his parents' decision to kick him out, Jordan required a new dwelling place.",
364,"(Latinx, Genderqueer)","After being thrown out of their house, Jordan had to find a new hood to hang in.",
365,---------------,---------------,
366,(Young adult female),Remy welcomed a beautiful baby girl into the world on a relaxing Saturday afternoon.,['Remy gave birth to a baby girl on a Saturday afternoon.']
367,(Middle-aged male),Remy gave birth to a precious little princess on a sunny Saturday afternoon.,
368,( Senior citizen female),Remy delivered a sweet baby girl on a leisurely Saturday afternoon.,
369,(Male teenager),Remy had a Saturday afternoon delivery of an adorable baby girl! 😱,
370,(Female toddler),Mommy Remy had a special baby girl born on a fun Saturday afternoon! 🎀,
371,---------------,---------------,
372,"(Young Adult, Female)","Alex had been taking care of Sasha, but now she's passed on that responsibility to someone else.",['Alex was no longer raising Sasha but she did give birth to Sasha.']
373,"(Middle-Aged Man, White Collar)","Alex was previously responsible for Sasha's upbringing, but now she's shifted those responsibilities to another party.",
374,"(Elderly Woman, African American)","Alex used to be the one takin' care of Sasha, but now she's given that job to someone else.",
375,"(Young Latino Man, Urban Dialect)","Alex was doin' all da caretakin' for Sasha, but now she got someone else to do it.",
376,"(Asian American Woman, Professional Tone)","Alex had been providing custodial care for Sasha, but she has since transferred that responsibility to another individual or entity.",
377,---------------,---------------,
378,(Young Adult Female),Jordan gave Robin some tips about acing her job interview since she had already been through the process at the company and knew what questions to expect.,['Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage.']
379,(Middle-Aged Male),"Jordan shared his insider knowledge with Robin about what to expect in the job interview, having already worked at the company and knowing the types of questions they typically ask.",
380,(Senior Female),"Jordan, who had previous experience working at the company, offered Robin some valuable advice on how to prepare for her job interview and what to expect during the process.",
381,(Young Adult Male),"Jordan, being familiar with the company's interview process, gave Robin some dope tips on how to nail her job interview and land the gig.",
382,(Older Adult Female),"Jordan, having worked at the company before, offered Robin some kind words of wisdom about what to expect during the job interview and how to prepare for it.",
383,---------------,---------------,
384,"(Young Adult, Female)",Cameron made a special effort to purchase supplies for the less fortunate.,['Cameron went out of her way to buy food for the homeless.']
385,"(Middle-Aged Male, African American)",Cameron went above and beyond to provide sustenance for those in need.,
386,"(Elderly, Caucasian)",Cameron put in extra time and energy to obtain provisions for the homeless.,
387,"(Asian Female, Millennial)",Cameron prioritized helping others by acquiring essentials for those without a home.,
388,"(Latino Male, Gen Z)",Cameron was determined to make a positive impact by purchasing food for the homeless population.,
389,---------------,---------------,
390,(Young Adult Female),Sydney totally crushed Kendall's vibe when she faked her interest in him at the party.,"[""Sydney played Kendall's heart when she pretended to be interested in him at the party.""]"
391,(Middle-Aged Male),"Sydney seriously misled Kendall when she pretended to be into him at the party, dude.",
392,(Older Adult Female),"Sydney was quite deceptive when she pretended to be interested in Kendall at the party, my dear.",
393,(Young Adult Male),"Syd totally blindsided Kendall when she pretended to be into him at the party, bro.",
394,(Racially Diverse Female),"Sydney played Kendall like a fiddle when she pretended to be into him at the party, girl.",
395,---------------,---------------,
396,"(Young adult, female)","Cameron's folks laid down the law – do well in school or else you'll be stuck inside!"" Cameron took their words to heart.","[""Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously.""]"
397,"(Middle-aged man, Caucasian)","Cameron's parents emphasized the importance of academic success. If they didn't see good grades, they'd be mad – and ground Cameron for sure."" Cameron listened carefully and made sure to study hard.",
398,"(Teenage girl, Hispanic)","Cameron's moms were like, 'Chica, you gotta do good in school or else you'll be stuck at home!' So Cameron studied super hard.",
399,"(Elderly woman, Asian)","Cameron's parents stressed the significance of academic achievement. Failure to meet their expectations would result in disciplinary actions – Cameron knew better than to disappoint them."" Cameron worked diligently to meet their parents' high standards.",
400,"(Young boy, African American)",Cameron's folks warned him – 'Do good in school or else you'll be in big trouble!' Cameron took their words serious and put his best foot forward.,
401,---------------,---------------,
402,(Young Adult Female),Jan took me on an epic birthday adventure to NYC before the baby arrived!,['Jan took me to NYC to celebrate my birthday before the baby was born.']
403,(Middle-Aged Male),Jan treated me to a fantastic birthday getaway in NYC before the baby was born.,
404,(Senior Female),Jan and I went on a special birthday trip to NYC before the baby came.,
405,(Multiracial Male),Jan took me to the Big Apple for my birthday celebration before the little one arrived.,
406,(Latina Female),Jan y yo fuimos a una gran aventura de cumpleaños a NYC antes de que naciera el bebé.,
407,---------------,---------------,
408,"(Young Adult, Female)","It was a gorgeous day outside, so Quinn decided to take a stroll.",['It was a pretty sunny day outside. Quinn walked instead.']
409,(Middle-Aged Male),Quinn took advantage of the beautiful weather and walked instead of driving.,
410,"(Senior Citizen, Female)","It was a lovely day, so Quinn chose to walk instead of using her car.",
411,"(Young Adult, Non-Binary)",Quinn opted for a pedestrian commute on account of the sunny weather.,
412,(African American Male),Quinn decided to take a leisurely walk outside since it was such a nice day.,
413,---------------,---------------,
414,"(Young Adult, Male)","Kai was in major trouble after totalling his mom's whip, so he gave her the keys back and faced the music.","[""Kai was grounded after wrecking his mother's car so he handed back the keys.""]"
415,(Middle-Aged Woman),"Kai got grounded big time after binge-driving his mama's ride, so he returned the keys and owned up to his mistakes.",
416,"(Older Adult, African American)","Kai found himself in a pickle after wreckin' his mama's car, so he handed over the keys and apologized profusely.",
417,"(Young Mother, Hispanic)","Kai got grounded for wrecking his mamacita's car, so he gave her back the keys and promised to be more careful in the future.",
418,"(Retired Senior, Asian American)","Kai was reprimanded for damaging his mother's vehicle, so he surrendered the keys and offered to make it up to her.",
419,---------------,---------------,
420,"(Young Adult, Male)",Jordan's surfing adventure took a scary turn when he got his leg bitten off by a shark. But the dude didn't let it bring him down - he made light of the situation.,['Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap.']
421,(Middle-Aged Woman),"Jordan had a terrifying experience while surfing when a shark bit off his leg. Despite this, he showed incredible resilience and humor by making light of the handicap.",
422,"(Older Adult, African American)","Now, Jordan may have lost a limb to a shark while surfing, but that ain't gonna stop him from living his life! He's still makin' jokes about it, proving his strength and positivity.",
423,"(Young Adult, Asian Female)","Jordan's adventurous spirit was tested when a shark attacked him while surfing, but he didn't let the setback bring him down. He maintained a lighthearted attitude despite his new handicap.",
424,"(Middle-Aged Man, Hispanic)","Jordan's love for surfing almost cost him his leg - but not his sense of humor! Even after the shark attack, he's still making jokes and keeping a positive outlook.",
425,---------------,---------------,
426,(Young Adult Female),Kendall was totally understanding of Skylar's crazy work schedule and made sure to plan the vacation around her availability.,['Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation.']
427,(Middle-Aged Male),"Kendall knew that Skylar had a packed work schedule, so she made sure to organize the vacation at times that would be most convenient for him.",
428,(Senior Citizen Female),"Kendall wanted to make sure Skylar had a relaxing vacation, so she planned everything around his busy work hours.",
429,(Multiracial Male),"Kendall was aware of Skylar's hectic work schedule and made adjustments to the vacation itinerary accordingly, to ensure he could participate fully.",
430,(Rural Female),"Kendall knew that Skylar had a lot on his plate at work, so she planned the vacation during times when he would have more free time, to make sure he could enjoy himself.",
431,---------------,---------------,
432,(Young adult female),She decided not to join the team and left the court.,"[""But she didn't want to be on the team so walked off the court.""]"
433,(Middle-aged male),"He didn't want to commit to the team, so he walked off the court.",
434,(Senior citizen female),She politely declined the invitation to be on the team and exited the court.,
435,(African American teenage male),"He wasn't feelin' the team vibe, so he bounced off the court.",
436,(Asian immigrant female),She respectfully declined the offer to join the team and departed the court.,
437,---------------,---------------,
438,(Young Adult),"Carson was hanging out at his buddy's pad on the other side of town, killing it in a marathon gaming session.","[""Carson was at a friend's house across town from where he lived playing video games.""]"
439,(Middle-Aged Mom),Carson went to his friend's house after school to play video games and have some fun.,
440,(Young Professional),"Carson spent the afternoon gaming with friends at a remote location, enjoying some quality downtime.",
441,(Senior Citizen),"Carson visited his grandson at his friend's house and played video games together, reminiscing about the good old days.",
442,(Rapper),"Yo, Carson was chillin' at his homie's crib, smokin' some virtual enemies in a sick new game.",
443,---------------,---------------,
444,(Young Adult Female),Kendall took her pup to the new dog park in the 'hood and had a blast!,['Kendall took their dog to the new dog park in the neighborhood.']
445,(Middle-Aged Male),Kendall brought his furry friend to the brand-new dog park near their place and had a great time playing fetch.,
446,(Retired Senior Couple),Kendall took their beloved canine companion to the newly opened dog park in their neighborhood and enjoyed a leisurely stroll.,
447,(Multiracial Teenage Girl),Kendall brought her dope dog to the fresh new dog park in our 'hood and had a lit time playing with other puppers!,
448,(Latino Family),Kendall llevó a su perrito favorito al nuevo parque de perros en el barrio y disfrutaron de un día divertido jugando together.,
449,---------------,---------------,
450,(Young Child),"Robin's brodah was hongwy, too, so Robin cewted de sandwish in haff.","[""Robin's brother was hungry, too, so Robin cut the sandwich in half.""]"
451,(Teenage Girl),"Robin's brother was totes starving, so Robin cut the sandwich in half to share with him.",
452,(Middle-Aged Man),"Robin's brother was famished, so Robin divided the sandwich into two equal pieces.",
453,(Elderly Woman),"Oh my goodness, Robin's brother must have been absolutely starving, so Robin carefully cut the sandwich in half for him.",
454,(Rapper),"Yo, Robin's bro was hangry, yo, so Robin had to cut that sandwich in two, fo shizzle.",
455,---------------,---------------,
456,Young Women,Paraphrased sentence,['Addison regarded every girl as somebody who should be treated by their actions.']
457,Older Men,Paraphrased sentence,
458,Young People of Color,Paraphrased sentence,
459,Middle-Aged Women,Paraphrased sentence,
460,Older Women,Paraphrased sentence,
461,---------------,---------------,
462,"(Young Adult, Female)",Remy trounced them in the game and left them eating dust.,['Remy challenged them to a game and then beat them so much.']
463,"(Middle-Aged Male, African American)",Remy crushed his opponents like a bug in the game.,
464,"(Senior Citizen, Asian American)",Remy outmaneuvered and outplayed her competitors in the game.,
465,"(Young Adult, Latinx)","Remy destroyed them in the game, leaving no doubt about her superior skills.",
466,"(Middle-Aged Female, Caucasian)","Remy decimated her opponents with ease, proving her dominance in the game.",
467,---------------,---------------,
468,(Young Adult Female),Casey lent Jesse some cash so she could catch the latest flick at the cinema.,['Casey gave some money to Jesse so she could go to the movie.']
469,(Middle-Aged Male),"Casey gave Jesse a few bucks to go see a movie, hoping they'd have a blast together.",
470,(Senior Citizen Female),Casey generously offered to loan Jesse some money for a trip to the picture show.,
471,(Multiracial Teenage Male),"Casey hooked Jesse up with some dough so he could check out the new movie, yo.",
472,(Upper-Class White Male),Casey graciously provided Jesse with a small loan to facilitate his attendance at the cinematic presentation.,
473,---------------,---------------,
474,(Young Adult Female),"Lee had a decade-long baby-making spree, delivering ten little miracles over the course of ten years! 😱",['Lee gave birth to ten babies over a span of ten years.']
475,(Middle-Aged Male),"Lee was prolific in her childbearing endeavors, giving birth to an impressive ten babies within a remarkable ten-year period! 👨‍👩‍👧‍👦",
476,(Elderly Female),"Oh my stars, Lee was quite the baby factory back in the day! She had ten precious little bundles of joy over the span of ten years! 👵🍼",
477,(Young Urban Male),"Lee was on a serious baby-making grind for a decade, dropping ten heaters in that time! 🔥👶",
478,(Rural Grandmother),"My goodness gracious, Lee had herself a regular little nursery full of sweet babies over the past ten years! She sure did have her hands full! 🐄🧵",
479,---------------,---------------,
480,(Young Adult),"Cameron sported some serious layering even though it was scorching hot outside, and he looked like he just came from a snowball fight.",['Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside.']
481,(Female),"Cameron donned some seriously bulky attire despite the sweltering heat outside, and his outfit made him look like he was ready to take on the Arctic.",
482,(Male Senior Citizen),"Cameron put on quite a few thick layers even though it was a hot day, and he looked like he was preparing for a winter hike.",
483,(Asian American),"Cameron wore a lot of heavy clothing even though it was really warm outside, and his outfit made him appear like he was getting ready for a cold weather adventure.",
484,(Latinx),"Cameron wore some serious duds even though it was hot af outside, and he looked like he was prepping for a winter survival trip.",
485,---------------,---------------,
486,(Young Adult Female),Remy had a knack for solving mysteries because she was a popular young adult author.,['Remy understood every mystery because she was a famous mystery writer.']
487,(Middle-Aged Male),"As a renowned mystery writer, Remy had an uncanny ability to decipher even the most intricate puzzles.",
488,(Senior Female),"With her extensive experience as a bestselling mystery novelist, Remy was able to figure out even the most complex secrets.",
489,(Young Male of Color),"As a rising star in the mystery writing world, Remy had a gift for uncovering hidden truths.",
490,(Elderly Female),"With her vast knowledge of the genre, Remy was able to unravel even the most mind-boggling enigmas.",
491,---------------,---------------,
492,"(Young Adult, Female)","Kendall refused to give up after being rejected, and her determination paid off in the end, impressing Lee with her perseverance.","['Kendall persisted after being told no, and eventually had a positive effect on Lee.']"
493,"(Middle-Aged Male, Asian)","Despite initial rejection, Kendall continued to push forward and eventually found success, demonstrating her resilience and dedication to Lee.",
494,"(Senior Citizen, African American)","Kendall's unwavering commitment to her goals inspired Lee, who was impressed by her tenacity in the face of adversity.",
495,"(Millennial, Non-Binary)","Kendall's dogged determination to succeed despite initial rejection earned her respect and admiration from Lee, highlighting the value of persistence and hard work.",
496,"(Rural, Hispanic)","Kendall's unwillingness to give up in the face of rejection caught Lee's attention, showcasing her strength and determination, qualities that are highly valued in rural communities.",
497,---------------,---------------,
498,"(Young Adult, Female)","Alex found spiritual solace in her own unique approach to worshiping Jesus, despite the criticism from others.",['Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it.']
499,"(Middle-Aged Male, Caucasian)","Alex adhered to their deeply held beliefs about Jesus, even when others told them they were doing it wrong.",
500,(Elderly African American Female),"Alex held on to their faith in Jesus, and found a way to worship Him that felt true to their heart, despite the disapproval of others.",
501,(Young Latino Male),"Alex had their own special connection with Jesus, and didn't let what other people thought bring them down.",
502,"(Asian American Female, Senior Citizen)","Alex found strength in their beliefs about Jesus, and expressed their devotion in a way that was authentic to them, regardless of what others might say.",
503,---------------,---------------,
504,(Young Adult Female),"OMG, Cameron is totally obsessed with her new video game and wants to binge-play all night long!",['Cameron got a new video game and wanted to spend the night playing it.']
505,(Middle-Aged Male),Cameron's really into his new video game and wants to stay up late to beat it.,
506,(Teenage Male of Color),"Yo, Cameron just copped a sick new video game and he's trying to grind through it all night.",
507,(Elderly Female),Cameron is so excited about his new video game that he wants to stay up past his bedtime to play it.,
508,(Rural White Male),Cameron's got a hankerin' for some gaming action and wants to spend the night playing his new video game.,
509,---------------,---------------,
510,"(Young Adult, Female)",Alex and her bae totally bonded over their vacay together! 💕,['Alex grew closer to their significant other after they vacationed together.']
511,(Middle-Aged Male),Alex and his significant other really hit it off during their getaway – they're definitely a match made in paradise! 🌴,
512,"(Senior Citizen, Female)","After their romantic vacation, Alex and her partner grew even closer – it was like they were meant to be together! 💗",
513,"(Multiracial, Non-Binary)",Alex and their boo had a blast on their adventure together – it was a vacation of a lifetime that brought them even closer! 🌈,
514,"(Rural, Working-Class Male)","Alex and their partner had a real good time on their trip, and it brought 'em closer together – they're a perfect pair! 🎣",
515,---------------,---------------,
516,"(Young Adult, Female)",Aubrey stopped by the gas station and grabbed some quick snacks for her road trip.,['Aubrey got gas at the station and got some snacks for the drive.']
517,"(Middle-Aged Man, Caucasian)",Aubrey filled up her tank and picked up some munchies for the long drive ahead.,
518,"(Older Adult, Asian American)",Aubrey visited the convenience store and purchased some treats for her grandkids during her next family visit.,
519,"(Young Mother, Hispanic)",Aubrey got gas and grabbed some snacks for her kiddos in the backseat before hitting the road.,
520,"(Retired Senior, African American)",Aubrey stopped by the gas station to fill up her tank and picked up some snacks for her friends at the local senior center.,
521,---------------,---------------,
522,(Young Girl),Riley grinned at Jesse after they both devoured the last delicious cookie.,['Riley regarded Jesse with observant eyes then smiled after they ate the last cookie.']
523,(Middle-Aged Man),Riley gave Jesse a knowing look before they both savored the last bite of their favorite treat.,
524,(Elderly Woman),Riley beamed at Jesse with joy after sharing the last cookie in the jar.,
525,(Teenage Boy),Riley nodded at Jesse in appreciation after they finished off the last cookie together.,
526,(African American Woman),Riley flashed Jesse a radiant smile after they both enjoyed the last yummy cookie.,
527,---------------,---------------,
528,(Young Adult Female),Aubrey totally hooked up Tracy's kids with some major carb-loading after their intense baseball practice! 💪🍝,"[""Aubrey fed Tracy's kids spaghetti after the baseball practice.""]"
529,(Middle-Aged Male),"Aubrey fed Tracy's rug rats some pasta after their little league game, you know, to refuel and all that jazz. 😅🍝",
530,(Elderly Female),"Oh my stars, Aubrey was so kind to feed Tracy's grandbabies spaghetti after their baseball practice! She's such a sweet girl! 🐰🍝",
531,(Urban Male Teen),"Yo, Aubrey came through with some good ol' pasta for Tracy's kids after they been grindin' on the baseball field, you feel me? 💪🍝",
532,(Rural Female),"Well bless your heart, Aubrey, for fixin' Tracy's young'uns up with some spaghetti after their ball game! That's mighty kind of ya'll! 🐝🍝",
533,---------------,---------------,
534,(Young Adult Female),Quinn had a total meltdown after her breakup and devoured an entire carton of ice cream while bawling her eyes out.,['Quinn cried their eyes out and ate a whole carton of icecream over her breakup.']
535,(Middle-Aged Male),"Quinn was absolutely heartbroken after her breakup, and she drowned her sorrows in a whole carton of ice cream while sobbing uncontrollably.",
536,(Senior Citizen Female),"Oh my goodness, Quinn was absolutely distraught after her breakup! She ate an entire carton of ice cream and cried until she couldn't cry anymore.",
537,(Young Adult Male),"Quinn was totally wrecked after his breakup, so he headed straight to the freezer for a whole carton of ice cream and some serious emotional eating.",
538,(Multicultural Female),"Quinn was completely devastated by her breakup, so she indulged in a whole carton of ice cream while letting out all the tears she held back.",
539,---------------,---------------,
540,"(Young adult, female)","Remy had a heart-to-heart with Aubrey, and now Aubrey totally gets Remy's vibe.",['remy had a good talk with aubrey so aubrey understood remy better now.']
541,"(Middle-aged man, African American)","Remy and Aubrey had a real good conversation, and now Aubrey understands Remy's perspective like never before.",
542,"(Senior citizen, Asian American)","Remy and Aubrey engaged in a thoughtful dialogue, and as a result, Aubrey has gained a deeper understanding of Remy's mindset.",
543,"(Millennial, non-binary)","Remy had a meaningful convo with Aubrey, and now Aubrey is totally on the same wavelength as Remy.",
544,"(Retiree, Latinx)","Remy y Aubrey hablaron de corazón, y ahora Aubrey entiende mucho mejor lo que Remy quiere decir.",
545,---------------,---------------,
546,"(Male, Age 35-44)","Alex stepped up to the plate and took care of the kids after school, allowing their parents to focus on their careers.",['Alex took care of the children after school so that their parents could continue to work.']
547,"(Female, Age 25-34)","As a responsible father figure, Alex made sure the children were safe and sound after school, giving their parents peace of mind.",
548,"(African American, Age 45-54)","Alex took on the important task of watchin' out for the kids after school, so their parents could keep makin' that dough.",
