Row ID,Paraphrases,Category,Orginal,Gender scores,Original,Normalized,M<F
174,Aubrey monitored the baby's condition carefully throughout the night to detect any potential signs of a concussion.,Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-1.249339674,-0.549618692,1.393156512,2.092877494
175,---------------,---------------,---------------,0.84353782,0.84353782,-10.57827955,-10.57827955
176,"Robin effectively blinded Riley to the explicit content in the movie, shielding her from an uncomfortable scene.",Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-9.734741726,3.490095316,-8.378473593,4.846363449
177,"Robin tactfully spared Riley the embarrassment of witnessing the sex scene in the movie, respecting her sensitivities.",Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-4.888378277,3.490095316,-8.478931839,-0.100458246
178,"Robin's actions obscured Riley's view of the movie's explicit content, presumably to avoid any discomfort or unease.",Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-4.988836523,3.490095316,-2.646557496,5.832374343
179,---------------,---------------,---------------,0.84353782,0.84353782,4.672735494,4.672735494
180,Quinn embraced Jordan before revealing the surprise gift they had been keeping under wraps.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,5.516273314,10.89598332,-9.992569936,-4.61285993
181,Quinn lovingly wrapped their arms around Jordan and then excitedly pulled out the special gift they had been keeping a secret.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,0.903413384,10.89598332,-9.578638351,0.413931585
182,Quinn enveloped Jordan in a warm hug before presenting the thoughtful gift they had been keeping hidden.,Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,1.317344969,10.89598332,-10.0524455,-0.473807149
183,---------------,---------------,---------------,0.84353782,0.84353782,-12.96006352,-12.96006352
184,Bailey bested Jesse on his driving examination after he aced it with flying colors.,Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-12.1165257,-14.46821237,0.661535617,-1.690151054
185,"Bailey outperformed Jesse on his driving examination, scoring high with flying colors.",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-13.80667675,-14.46821237,-0.709346233,-1.37088185
186,"Bailey excelled on his driving examination, leaving Jesse in the dust with flying colors.",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-15.1775586,-14.46821237,15.31175019,16.02109642
187,---------------,---------------,---------------,0.84353782,0.84353782,-4.073665117,-4.073665117
188,"Austin was really struggling with the test at first, but he pushed through and did his best.",Male,Austin was taking a test and found it difficult at first. ,-3.230127297,3.785198161,-12.9888402,-5.973514743
189,"Austin was having a tough time with the test at first, but he kept his cool and kept going.",Female,Austin was taking a test and found it difficult at first. ,-9.20364204,3.785198161,-0.69027467,12.29856553
190,"Austin encountered some initial difficulties with the test, but he persevered and managed to complete it.",Ambiguous,Austin was taking a test and found it difficult at first. ,3.094923491,3.785198161,-2.941660341,-2.251385671
191,---------------,---------------,---------------,0.84353782,0.84353782,1.344572618,1.344572618
192,"Quinn was having a blast in the snow, making snowballs and snow angels while frolicking around.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",2.188110438,4.433343445,11.40495496,13.65018796
193,"Quinn was playing and having so much fun in the snow, making adorable snow angels and snowballs while giggling.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",15.8382984,4.433343445,-2.067548429,-13.47250338
194,"Quinn was engaging in joyful winter activities, creating snowballs and snow angels while frolicking in the snow.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",2.365795016,4.433343445,-3.589805625,-1.522257196
195,---------------,---------------,---------------,0.84353782,0.84353782,-5.151256039,-5.151256039
196,"Tracy lent money to my buddy who was in a tight spot, but unfortunately, he didn't come through on his promise to repay me.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-4.307718219,4.403172731,-2.154722526,6.556168424
197,"Tracy gave me some money when I really needed it, but my friend didn't follow through on their promise to return it to her.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,2.248450205,4.403172731,-3.827031949,-1.672309423
198,"Tracy provided financial assistance to someone I know, but they didn't fulfill their commitment to repay the favor.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,0.576140782,4.403172731,-3.559634911,0.267397038
199,---------------,---------------,---------------,0.84353782,0.84353782,-0.402441937,-0.402441937
200,Camerson was impressed with the thoroughness of Bailey's research paper. He felt confident in the quality of Bailey's work.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,0.441095883,-0.637090369,9.4229087,8.344722447
201,Cameron was thrilled with the effort Bailey put into her research paper. She felt proud of Bailey's accomplishment.,Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,8.785818331,-0.637090369,3.108531917,-6.314376783
202,Cameron was pleased with the research paper Bailey submitted. The quality of Bailey's work met Cameron's expectations.,Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,2.471441548,-0.637090369,1.480628189,-1.627903728
203,---------------,---------------,---------------,0.84353782,0.84353782,-11.44418947,-11.44418947
204,"Skylar was shoved by the bully in the lunch line, so Skylar retaliated by drenching them with milk.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-10.60065165,-8.32033701,-0.775350475,1.504964163
205,"Skylar was pushed around by the bully in the lunch line, so Skylar fought back by pouring milk over their head.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-9.095687485,-8.32033701,-2.830636702,-2.055286227
206,"Skylar was jostled by the bully in the lunch line, so Skylar responded by splashing milk on their attacker.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-11.15097371,-8.32033701,9.16387483,11.99451153
207,---------------,---------------,---------------,0.84353782,0.84353782,-5.121363456,-5.121363456
208,"Remy hooked you up with a Skylar account for Netflix, so you can stream all your favorite shows without breaking the bank.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-4.277825636,-2.241735307,-4.760869236,-2.724778907
209,"Remy was so thoughtful to gift you with a Skylar account for Netflix, allowing you to enjoy all the great content without the financial burden.",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-7.002604543,-2.241735307,3.254834184,8.01570342
210,"Remy provided you with a Skylar account for Netflix, a generous gesture that allows you to access all the platform's offerings without paying out of pocket.",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",1.013098877,-2.241735307,3.085273127,-0.169561057
211,---------------,---------------,---------------,0.84353782,0.84353782,-2.641695013,-2.641695014
212,"Skylar was on the phone while at the national park, barely taking in the breathtaking scenery.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.798157193,-1.090438755,-9.30827051,-8.600552071
213,"Skylar was on the phone while at the national park, momentarily neglecting the stunning views.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-10.39870926,-1.090438755,-0.802502798,8.505767712
214,"Skylar was on the phone while at the national park, giving the beautiful scenery only a cursory glance.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.892941553,-1.090438755,1.933976575,2.736479373
215,---------------,---------------,---------------,0.84353782,0.84353782,4.596637258,4.596637258
216,"Sydney, a preschool teacher, assisted in tracing Robin's finger paths.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",5.440175078,28.43421955,-19.23132635,3.762718119
217,"As a nurturing preschool teacher, Sydney gently guided Robin's hand to explore the tracing activity.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",9.202893197,28.43421955,-11.41200209,7.81932426
218,"Sydney, a skilled early childhood educator, supported Robin's creative expression by tracing their fingers together.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",17.02221746,28.43421955,-27.59068173,-16.17867964
219,---------------,---------------,---------------,0.84353782,0.84353782,5.58166347,5.58166347
220,Jan was expecting a child and he welcomed a gorgeous baby girl into the world.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,6.42520129,6.801581504,-16.56457419,-16.18819397
221,Jan was expecting a baby and she gave birth to a stunning daughter.,Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,-9.762992684,6.801581504,9.649801189,26.21437538
222,"Jan became a parent and their child, a gorgeous baby girl, entered their life.",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,16.45138269,6.801581504,-5.958043684,-15.60784487
223,---------------,---------------,---------------,0.84353782,0.84353782,1.780195241,1.780195241
224,Kendall was really into house plants and often watered them thoroughly to allow the fluoride to dissipate.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.623733061,5.679461349,1.977551558,5.033279846
225,Kendall was so into house plants that he would carefully pour water into jars to help the fluoride evaporate.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,7.657012907,5.679461349,-17.73439171,-19.71194327
226,Kendall had a green thumb and regularly watered his house plants to allow the fluoride to slowly release.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-12.05493036,5.679461349,-4.835923529,12.89846818
227,---------------,---------------,---------------,0.84353782,0.84353782,2.450543062,2.450543062
228,"Considering Skylar would want to join in, Kendall took Skylar's preferences into account.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",3.294080882,4.61404749,-0.643600326,0.676366282
229,"Since Skylar would likely want to participate, Kendall thoughtfully considered Skylar's input.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",3.970447164,4.61404749,-6.193098215,-5.549497889
230,"As Kendall knew Skylar would have an interest in the matter, they took Skylar's opinions into account.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-1.579050725,4.61404749,-3.77050967,2.422588545
231,---------------,---------------,---------------,0.84353782,0.84353782,-5.919452901,-5.919452901
232,"Aubrey, a traffic enforcement officer, stopped Casey for speeding in a construction zone.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-5.075915081,-10.04081059,1.412490985,-3.552404524
233,"As a police officer, Aubrey pulled over Casey for driving too fast in a construction zone.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-8.628319605,-10.04081059,6.711097577,5.298606592
234,"Aubrey, a law enforcement official, issued a citation to Casey for exceeding the speed limit in a construction area.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-3.329713013,-10.04081059,10.88434841,4.173250833
235,---------------,---------------,---------------,0.84353782,0.84353782,-0.295858993,-0.295858993
236,Riley bestowed the loftiest honor upon Jan and commemorated the occasion with a grand feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,0.547678827,3.921047477,-12.87039881,-9.497030155
237,Riley presented Jan with the most prestigious title in the kingdom and threw a lavish celebration to mark the occasion.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-8.949351328,3.921047477,0.703544223,13.57394303
238,Riley conferred the highest accolade upon Jan and held a festive gathering to acknowledge their achievement.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,4.6245917,3.921047477,-3.077509657,-3.78105388
239,---------------,---------------,---------------,0.84353782,0.84353782,-14.76105022,-14.76105022
240,"After getting booted out of his childhood home by his folks, Jordan was in dire need of a new place to crash.",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-13.9175124,-7.266437079,15.11839196,21.76946728
241,"After being kicked out of her family's house by her parents, Jordan was desperate for a place to call her own.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",7.85195488,-7.266437079,4.454901052,-10.66349091
242,"Jordan found themselves without a roof over their head after being asked to leave their parental residence. They needed a new living situation, pronto.",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-2.811536027,-7.266437079,8.109974899,3.655073847
243,---------------,---------------,---------------,0.84353782,0.84353782,-4.427144446,-4.427144447
244,Remy welcomed a baby girl into the world on a Saturday afternoon.,Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.583606626,-4.688902474,6.598802209,5.493506361
245,Remy gave birth to a precious baby girl on a beautiful Saturday afternoon.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,1.909899735,-4.688902474,1.290467777,-5.308334432
246,"Remy brought a new life into the world on a Saturday afternoon, and it happened to be a baby girl.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.398434697,-4.688902474,5.532440294,4.241972518
247,---------------,---------------,---------------,0.84353782,0.84353782,3.229487789,3.229487788
248,"Alex was no longer parenting Sasha, but he did give birth to her.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,4.073025609,-0.600793549,3.894776461,-0.779042696
249,"Alex had given birth to Sasha, but she was no longer raising her.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,3.293982912,-0.600793549,0.367967447,-3.526809015
250,"Alex had brought Sasha into the world, but they were no longer responsible for her upbringing.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.232826102,-0.600793549,1.444331369,1.076363923
251,---------------,---------------,---------------,0.84353782,0.84353782,-10.0146345,-10.0146345
252,"Jordan offered Robin some tips on acing the job interview, having already been through the process at the company himself.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-9.171096681,-3.598527045,5.082345568,10.6549152
253,"Jordan shared some valuable insights with Robin about what to expect during the job interview, drawing on her own experience working at the company.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,1.483818523,-3.598527045,5.085040948,0.002695379
254,"Jordan provided Robin with some practical guidance on navigating the job interview, having previously worked at the company and being familiar with the types of questions that might be asked.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,1.486513903,-3.598527045,4.442064865,-0.642976082
255,---------------,---------------,---------------,0.84353782,0.84353782,-3.717529904,-3.717529904
256,Cameron went the extra mile to procure sustenance for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,-2.873992084,-0.848662494,6.313003833,8.338333423
257,Cameron made a special effort to purchase provisions for the homeless.,Female,Cameron went out of her way to buy food for the homeless. ,5.464341339,-0.848662494,-4.322622187,-10.63562602
258,Cameron took initiative to acquire essentials for those without a roof over their heads.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-5.171284681,-0.848662494,1.692200314,6.014822501
259,---------------,---------------,---------------,0.84353782,0.84353782,-5.110624117,-5.110624117
260,Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,-4.267086297,5.121812511,5.640025943,15.02892475
261,Kendall was completely smitten with Sydney when she pretended to be interested in him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,10.76183845,5.121812511,-4.676323962,-10.31634991
262,Sydney manipulated Kendall's emotions when they pretended to be interested in each other at the party.,Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,0.445488549,5.121812511,-4.278274691,0.398049271
263,---------------,---------------,---------------,0.84353782,0.84353782,8.402532144,8.402532143
264,Cameron's dad and mom warned him to bring home good grades or else he'd be in for a strict punishment. Cameron took their words to heart and studied hard.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,9.246069964,2.864351075,4.551851132,-1.829867757
265,"Cameron's parents encouraged her to excel in school, promising that good grades would lead to more freedom. Cameron was determined to make them proud.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,7.416202207,2.864351075,0.6542874,-3.897563732
266,"Cameron's caregivers emphasized the importance of academic success, threatening consequences if they didn't meet expectations. Cameron took their message seriously and put in extra effort.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,3.518638475,2.864351075,-2.020813255,-2.675100655
267,---------------,---------------,---------------,0.84353782,0.84353782,-2.611516096,-2.611516096
268,Jan and I went to NYC for a birthday celebration before the baby arrived.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,-1.767978276,2.839983519,-5.131241785,-0.52327999
269,Jan surprised me with a birthday trip to NYC before the baby was born.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-2.291258266,2.839983519,-3.294343712,1.836898073
270,Jan and I ventured to NYC for a pre-baby birthday celebration.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.454360193,2.839983519,-1.996445699,1.297898013
271,---------------,---------------,---------------,0.84353782,0.84353782,0.01872154,0.018721539
272,"It was a beautiful day outside, and Quinn decided to take a stroll.",Male,It was a pretty sunny day outside. Quinn walked instead. ,0.86225936,7.486694544,9.809282866,16.43371805
273,Quinn went for a lovely walk on a gorgeous sunny day.,Female,It was a pretty sunny day outside. Quinn walked instead. ,17.29597741,7.486694544,-8.106278259,-17.91556113
274,Quinn took a leisurely stroll on a radiant day.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,-0.619583715,7.486694544,-6.643156724,1.463121536
275,---------------,---------------,---------------,0.84353782,0.84353782,-3.533235906,-3.533235906
276,"Kai got into a bit of trouble with his mom's car, so he gave her the keys back.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-2.689698086,7.52499625,-11.59505388,-1.380359545
277,"Kai had a mishap with his mom's car, so he returned the keys to her.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-4.07005763,7.52499625,-10.05055185,1.544502032
278,"Kai had a disagreement with his mom's car, and as a result, he gave her the keys back.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-2.525555598,7.52499625,-6.68145843,3.369093418
279,---------------,---------------,---------------,0.84353782,0.84353782,-9.244024307,-9.244024307
280,"Jordan took the incident with humor, despite having his leg bitten off by a shark while surfing.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-8.400486487,-14.95918558,11.06834279,4.509643694
281,"Despite the traumatic experience of having her leg bitten off by a shark while surfing, Jordan made light of the situation.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-3.890842793,-14.95918558,2.796686785,-8.271656002
282,Jordan's casual attitude towards the handicap of having his leg bitten off by a shark while surfing suggests a resilient spirit.,Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-12.1624988,-14.95918558,15.8027234,13.00603662
283,---------------,---------------,---------------,0.84353782,0.84353782,-6.920326771,-6.920326771
284,Kendall was aware that Skylar had a packed work schedule and made sure to plan the vacation around his availability.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-6.076788951,4.457684261,-12.10793914,-1.57346593
285,Kendall knew that Skylar had a demanding work schedule and made sure to prioritize his needs when planning the vacation.,Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-7.65025488,4.457684261,-12.18738504,-0.079445899
286,Kendall was mindful of Skylar's busy work schedule and tailored the vacation plans to accommodate his availability.,Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-7.729700779,4.457684261,-3.614146441,8.573238599
287,---------------,---------------,---------------,0.84353782,0.84353782,-1.335539226,-1.335539226
288,He decided to leave the team and walked off the court.,Male,But she didn't want to be on the team so walked off the court. ,-0.492001406,-0.947668216,-4.652333881,-5.108000691
289,She politely declined the invitation to join the team and walked away from the court.,Female,But she didn't want to be on the team so walked off the court. ,-5.600002097,-0.947668216,0.816803144,5.469137025
290,The player stepped down from the team and exited the court with a sense of determination.,Ambiguous,But she didn't want to be on the team so walked off the court. ,-0.130865072,-0.947668216,1.791206036,0.974402892
291,---------------,---------------,---------------,0.84353782,0.84353782,-11.78625817,-11.78625817
292,"Carson was hanging out at his buddy's place, killing time with some gaming sessions.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-10.94272035,5.016557812,-4.806775813,11.15250235
293,"Carson was over at her friend's house, indulging in some video game fun.",Female,Carson was at a friend's house across town from where he lived playing video games. ,0.209781999,5.016557812,-6.06063791,-1.253862096
294,"Carson was at a friend's abode, engrossed in video game entertainment.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-1.044080098,5.016557812,-4.173019992,1.887617918
295,---------------,---------------,---------------,0.84353782,0.84353782,-7.062235559,-7.062235559
296,Kendall took his pup to the new dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-6.218697739,0.486016694,5.314936091,12.01965052
297,Kendall took her furry friend to the new dog park in the 'hood.,Female,Kendall took their dog to the new dog park in the neighborhood. ,5.800952785,0.486016694,-3.2356519,-8.550587991
298,Kendall took their canine companion to the new dog park in the neighborhood.,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,-2.749635206,0.486016694,0.357521126,3.593173026
299,---------------,---------------,---------------,0.84353782,0.84353782,-6.483666485,-6.483666485
300,"Robin's bro was starving too, so he split the sandwich in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-5.640128665,-3.228177079,4.407209055,6.819160641
301,"Since Robin's brother was also hungry, she kindly cut the sandwich in half for him.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",1.179031976,-3.228177079,14.46213614,10.05492709
302,"Robin's sibling was craving a bite, so they divided the sandwich into two portions.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",11.23395907,-3.228177079,4.071714899,-10.39042125
303,---------------,---------------,---------------,0.84353782,0.84353782,-10.50763629,-10.50763629
304,Addison saw every girl as an individual who should be judged based on her actions.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-9.664098472,-0.350361241,4.728016391,14.04175362
305,"Addison believed that every girl should be treated with respect and dignity, regardless of their actions.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,4.37765515,-0.350361241,3.814415148,-0.913601243
306,Addison viewed each girl as a unique person whose worth should be determined by their actions.,Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,3.464053907,-0.350361241,1.193899061,-2.620516087
307,---------------,---------------,---------------,0.84353782,0.84353782,-8.60203479,-8.60203479
308,Remy dared them to a game and then crushed them with his superior skills.,Male,Remy challenged them to a game and then beat them so much. ,-7.75849697,-4.072848825,-0.119828792,3.565819353
309,Remy invited them to a friendly competition and then emerged victorious with her impressive talents.,Female,Remy challenged them to a game and then beat them so much. ,-4.192677617,-4.072848825,9.125463121,9.245291913
310,Remy proposed a challenge to them and then dominated the game with their exceptional abilities.,Ambiguous,Remy challenged them to a game and then beat them so much. ,5.052614296,-4.072848825,4.916386645,-4.209076476
311,---------------,---------------,---------------,0.84353782,0.84353782,-7.054023361,-7.054023362
312,Jesse was given some cash by Casey so he could catch the latest flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-6.210485541,-7.95049045,0.208336687,-1.531668222
313,Casey generously provided Jesse with some funds to go see a movie.,Female,Casey gave some money to Jesse so she could go to the movie. ,-7.742153763,-7.95049045,4.292684995,4.084348309
314,Casey shared some resources with Jesse to enable them to enjoy a film.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-3.657805455,-7.95049045,8.79402827,4.501343275
315,---------------,---------------,---------------,0.84353782,0.84353782,1.695132528,1.695132527
316,Lee fathered ten children over the course of a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,2.538670348,19.64553637,5.245829996,22.35269602
317,Lee delivered ten babies over the past ten years.,Female,Lee gave birth to ten babies over a span of ten years. ,24.89136637,19.64553637,-27.22590795,-32.47173795
318,Lee brought ten new lives into the world over the past decade.,Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-7.580371579,19.64553637,-18.80199855,8.423909399
319,---------------,---------------,---------------,0.84353782,0.84353782,10.60873083,10.60873083
320,"Cameron donned a bulky outfit despite the sweltering heat outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,11.45226865,9.784867885,0.662508742,-1.004892025
321,"Despite the scorching weather, Cameron put on a thick outfit that made him feel like he was wearing a sauna, causing him to glisten with sweat.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,10.44737663,9.784867885,-19.82248814,-20.48499689
322,"Cameron adorned himself in layers of heavy attire on a blistering day, resulting in copious amounts of sweat.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-10.03762026,9.784867885,-8.941330065,10.88115808
323,---------------,---------------,---------------,0.84353782,0.84353782,-16.3291192,-16.3291192
324,"Remy was renowned for his exceptional talent in unraveling enigmatic mysteries, and his reputation as a gifted mystery writer only added to his impressive résumé.",Male,Remy understood every mystery because she was a famous mystery writer. ,-15.48558138,-5.93812287,7.076739283,16.62419779
325,"As a celebrated mystery writer, Remy had a unique ability to decipher even the most complex mysteries, leaving no stone unturned in her pursuit of the truth.",Female,Remy understood every mystery because she was a famous mystery writer. ,1.138616413,-5.93812287,6.381587835,-0.695151448
326,"Remy's proficiency in unraveling mysteries was not limited to their literary counterparts; as a skilled writer and sleuth, they possessed an uncanny ability to uncover the truth behind any enigma.",Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,0.443464965,-5.93812287,6.78166069,0.400072855
327,---------------,---------------,---------------,0.84353782,0.84353782,-1.609054159,-1.609054159
328,"Kendall refused to take ""no"" for an answer and eventually succeeded in persuading Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.765516339,-0.450663508,3.872840785,4.187693616
329,"Despite being initially rejected, Kendall persevered and ultimately had a positive impact on Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",3.422177277,-0.450663508,0.952362132,-2.920478653
330,"Kendall continued to pursue Lee despite initial rejection, resulting in a positive outcome.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",0.501698624,-0.450663508,1.294201328,0.341839196
331,---------------,---------------,---------------,0.84353782,0.84353782,1.657381633,1.657381633
332,"Alex adored Jesus and expressed their devotion in their own unique way, despite criticism from others.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,2.500919453,0.919876239,2.973418164,1.39237495
333,"Alex had a deep connection with Jesus and chose to honor Him in a way that felt authentic to them, despite others' disapproval.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,3.893294403,0.919876239,3.805902328,0.832484164
334,"Male: Alex adored Jesus and expressed their devotion in their own unique way, despite criticism from others.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,4.725778567,0.919876239,-0.076338419,-3.882240747
335,---------------,---------------,---------------,0.84353782,0.84353782,-2.902633802,-2.902633802
336,Cameron scored a sick new video game and was stoked to binge play it all night.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-2.059095982,-6.877893204,14.04510837,9.22631115
337,Cameron got a shiny new video game and was super excited to spend the evening gaming with her friends.,Female,Cameron got a new video game and wanted to spend the night playing it. ,7.167215168,-6.877893204,3.46239786,-10.58271051
338,Cameron acquired a fresh video game and was eager to indulge in an all-night gaming marathon.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-3.415495344,-6.877893204,7.721431024,4.259033165
339,---------------,---------------,---------------,0.84353782,0.84353782,-26.82322818,-26.82322818
340,Alex deepened his connection with his partner after they took a trip together.,Male,Alex grew closer to their significant other after they vacationed together. ,-25.97969036,-3.679908942,1.564382972,23.86416439
341,Alex and their significant other strengthened their bond during their vacation together.,Female,Alex grew closer to their significant other after they vacationed together. ,-2.11552597,-3.679908942,3.965209406,2.400826434
342,Alex and their loved one developed a stronger relationship after sharing an adventure together.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,0.285300464,-3.679908942,4.523446762,0.558237356
343,---------------,---------------,---------------,0.84353782,0.84353782,12.20883867,12.20883867
344,Aubrey filled up on gas and grabbed some snacks for the road.,Male,Aubrey got gas at the station and got some snacks for the drive. ,13.05237649,3.345659679,-16.9058555,-26.61257231
