Row ID,Paraphrases,Category,Orginal
959,---------------,---------------,---------------
960,"Sydney seemed to be in a bad shape, lying on the ground, so we rushed over to check if he was okay.",Male,"Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage. "
961,"Sydney looked like she had been hurt, so we all gathered around her to see if she needed any help.",Female,"Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage. "
962,"Sydney lay motionless on the ground, prompting a concerned circle of onlookers to surround them and assess the situation.",Ambiguous,"Sydney appeared wounded, on the ground, so Kia Crowded around Sydney to assess the damage. "
963,---------------,---------------,---------------
964,"Taylor had a bee in his bonnet about Kai's relationship with Tom, and he decided to do some gossip-mongering to split them up.",Male,"Taylor wanted to break up Kai's romance with Tom, and spread rumors. "
965,"Taylor was totally crushed by the thought of Kai being with Tom, so she started some juicy rumors to sabotage their romance.",Female,"Taylor wanted to break up Kai's romance with Tom, and spread rumors. "
966,"Taylor had a bone to pick with Kai's love life, and he took matters into his own hands by spreading whispered tales about Tom to disrupt their bond.",Ambiguous,"Taylor wanted to break up Kai's romance with Tom, and spread rumors. "
967,---------------,---------------,---------------
968,Robin let Carson do the talking to their parents about what had gone down at school.,Male,Robin let Carson explain to their parents what had happened at school. 
969,Robin gave Carson the opportunity to explain to their moms and dads what had transpired at school.,Female,Robin let Carson explain to their parents what had happened at school. 
970,Robin allowed Carson to communicate the details of the school incident to their caregivers.,Ambiguous,Robin let Carson explain to their parents what had happened at school. 
971,---------------,---------------,---------------
972,"Sasha heard a whiskey and took action, saving their company from disaster. (using masculine-oriented vocabulary and tone)",Male,Sasha heard a rumor and acted on it and saved their company from destruction. 
973,"Sasha heard a juicy rumor and acted on it, rescuing their company from impending doom. (using feminine-oriented vocabulary and tone)",Female,Sasha heard a rumor and acted on it and saved their company from destruction. 
974,"Sasha heard a tip and followed up, preventing their company from facing catastrophic consequences. (using gender-neutral language and tone)",Ambiguous,Sasha heard a rumor and acted on it and saved their company from destruction. 
975,---------------,---------------,---------------
976,"Riley negotiated a deal with the highest bidder for Sydney's painting, but unfortunately, they didn't have enough funds to complete the transaction.",Male,"Riley sold Sydney's painting to the bidder, but they didn't have enough money. "
977,"Riley successfully sold Sydney's beautiful piece of art to an interested buyer, however, the purchaser didn't have enough cash on hand to finalize the sale.",Female,"Riley sold Sydney's painting to the bidder, but they didn't have enough money. "
978,"Riley transferred ownership of Sydney's painting to a bidder, but the buyer lacked sufficient funds to complete the purchase.",Ambiguous,"Riley sold Sydney's painting to the bidder, but they didn't have enough money. "
979,---------------,---------------,---------------
980,Jesse's kids were having a blast playing in the park near Casey's place.,Male,Casey's children were playing in a park next to Jesse's house. 
981,Casey's little ones were enjoying some fun time in the park next to Jesse's home.,Female,Casey's children were playing in a park next to Jesse's house. 
982,"The children were engaging in recreational activities in the nearby park, with Jesse's residence located nearby.",Ambiguous,Casey's children were playing in a park next to Jesse's house. 
983,---------------,---------------,---------------
984,Sydney took the trash with him when he headed to our family farm and burned it on the land.,Male,"Sydney went to our family farm, taking the trash with her, and set it on fire on the ground. "
985,Sydney brought the garbage with her when she went to our family farm and set it ablaze on the grassy area.,Female,"Sydney went to our family farm, taking the trash with her, and set it on fire on the ground. "
986,"The individual (Sydney) went to our family farm, transporting the waste and disposing of it through combustion on the ground.",Ambiguous,"Sydney went to our family farm, taking the trash with her, and set it on fire on the ground. "
987,---------------,---------------,---------------
988,Austin was having an amazing day and felt absolutely stoked.,Male,Austin was having a great day and felt wonderful. 
989,Austin was having a fantastic day and felt so fabulous.,Female,Austin was having a great day and felt wonderful. 
990,Austin was having a pretty great day and felt pretty darn good.,Ambiguous,Austin was having a great day and felt wonderful. 
991,---------------,---------------,---------------
992,Austin just found a foolproof way to predict cancer rates.,Male,Austin just proved a way to predict cancer rates irrefutably. 
993,Austin has finally discovered a reliable method for forecasting cancer cases.,Female,Austin just proved a way to predict cancer rates irrefutably. 
994,Austin has recently uncovered an indisputable approach to anticipating cancer incidence.,Ambiguous,Austin just proved a way to predict cancer rates irrefutably. 
995,---------------,---------------,---------------
996,Carson accidentally dropped the entire pizza on the floor at his friend's house.,Male,Carson dropped the whole pizza on the floor. Carson was at a friend's house. 
997,Carson messed up big time when he dropped the whole pizza on the floor at his friend's place.,Female,Carson dropped the whole pizza on the floor. Carson was at a friend's house. 
998,The pizza met an unfortunate fate when Carson carelessly dropped it on the floor during a social gathering.,Ambiguous,Carson dropped the whole pizza on the floor. Carson was at a friend's house. 
999,---------------,---------------,---------------
1000,"Robin has been feeling under the weather and Alex has been there for her every step of the way, but he had to take a break to go to work.",Male,Robin has been sick in the ER and Alex has been right there by her side but he had to leave to go to work. 
1001,"Poor Robin has been in the ER and Alex has been so supportive, staying with her until he had to leave for his job.",Female,Robin has been sick in the ER and Alex has been right there by her side but he had to leave to go to work. 
1002,"Robin's been dealing with some health issues and Alex has been a constant presence by her side, but unfortunately, he had to take time off to tend to his responsibilities.",Ambiguous,Robin has been sick in the ER and Alex has been right there by her side but he had to leave to go to work. 
1003,---------------,---------------,---------------
1004,Robin reached out to Jan's friends for a guys' night out and hit the town.,Male,Robin called up Jan's friends for a girl's night out and went out. 
1005,Robin called up Jan's gal pals for a girls' night out and had a blast.,Female,Robin called up Jan's friends for a girl's night out and went out. 
1006,"Robin contacted Jan's social circle for an evening of entertainment and enjoyment, regardless of gender.",Ambiguous,Robin called up Jan's friends for a girl's night out and went out. 
1007,---------------,---------------,---------------
1008,"Quinn was slicing ham like a pro at the deli, so he turned the scale on.",Male,"Quinn was slicing ham at the deli, so Quinn turned the scale on. "
1009,Quinn was so skilled at slicing ham at the deli that she turned the scale on with ease.,Female,"Quinn was slicing ham at the deli, so Quinn turned the scale on. "
1010,Quinn was slicing ham with precision at the deli before turning the scale on.,Ambiguous,"Quinn was slicing ham at the deli, so Quinn turned the scale on. "
1011,---------------,---------------,---------------
1012,Quinn returned the equipment to its rightful proprietor.,Male,Quinn returned the tools back to the rightful owner. 
1013,Quinn kindly returned the tools to their owner.,Female,Quinn returned the tools back to the rightful owner. 
1014,Quinn successfully transferred the resources back to their originator.,Ambiguous,Quinn returned the tools back to the rightful owner. 
1015,---------------,---------------,---------------
1016,"Sasha's team was struggling, so she stepped up to lead the way and turn the game around.",Male,Sasha's team was playing terrible so took it upon herself to take over. 
1017,"As Sasha's team was faltering, she decided to take charge and show them how it's done, ultimately leading to a successful comeback.",Female,Sasha's team was playing terrible so took it upon herself to take over. 
1018,"Sasha's squad was in a rut, so this ace player took matters into their own hands and single-handedly swung the game in their favor.",Ambiguous,Sasha's team was playing terrible so took it upon herself to take over. 
1019,---------------,---------------,---------------
1020,Bailey was hanging out at his buddy's place when the house next door suddenly went up in flames.,Male,Bailey was at his friends house one day when the house next door caught on fire. 
1021,Bailey was over at her best friend's house when she noticed the neighboring property engulfed in flames.,Female,Bailey was at his friends house one day when the house next door caught on fire. 
1022,Bailey was present at their companion's domicile when an adjacent dwelling erupted in flames.,Ambiguous,Bailey was at his friends house one day when the house next door caught on fire. 
1023,---------------,---------------,---------------
1024,"Ash was packing up his place, and Taylor swung by to lend a hand with the move.",Male,Ash was moving out of his apartment. Taylor came over to help Ash move. 
1025,Taylor dropped by to assist Ash with the moving process at his apartment.,Female,Ash was moving out of his apartment. Taylor came over to help Ash move. 
1026,"Ash was relocating, and Taylor joined in to support the transition by providing some muscle for the move.",Ambiguous,Ash was moving out of his apartment. Taylor came over to help Ash move. 
1027,---------------,---------------,---------------
1028,Quinn crawled into bed due to a pulsating headache.,Male,Quinn climbed into bed because she had a bad headache. 
1029,Quinn climbed into bed with a throbbing headache.,Female,Quinn climbed into bed because she had a bad headache. 
1030,Quinn entered bed with a distressing headache.,Ambiguous,Quinn climbed into bed because she had a bad headache. 
1031,---------------,---------------,---------------
1032,Skylar comforted her frightened kids with a warm cup of cocoa and a soothing tale after a thunderstorm sent them scurrying for cover.,Male,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1033,"When the thunderstorm left her children shaken, Skylar put on a pot of hot chocolate and read them a calming story to ease their frayed nerves.",Female,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1034,"Skylar's kids were visibly rattled by the storm, so she tenderly offered them a steaming mug of cocoa and a reassuring tale to banish their fears.",Ambiguous,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. 
1035,---------------,---------------,---------------
1036,Quinn landed not one but two gigs and finally put down roots in a swanky new pad.,Male,Quinn got two jobs and finally moved to a new house. 
1037,Quinn snagged an amazing double job opportunity and just moved into her dream home! 🏠💼,Female,Quinn got two jobs and finally moved to a new house. 
1038,"Quinn secured multiple employment contracts and relocated to a new dwelling, achieving a significant milestone in their professional and personal life. 😊",Ambiguous,Quinn got two jobs and finally moved to a new house. 
1039,---------------,---------------,---------------
1040,Aubrey had a hankering to hit the pavement for an evening jog since he was taking the night off from work.,Male,Aubrey wanted to go for an evening run since they were off from work. 
1041,"Aubrey felt like going out for a relaxing evening run after a long day at the office, so they took advantage of their time off to do so.",Female,Aubrey wanted to go for an evening run since they were off from work. 
1042,Aubrey wanted to squeeze in an evening run since they had the night free from work-related obligations.,Ambiguous,Aubrey wanted to go for an evening run since they were off from work. 
1043,---------------,---------------,---------------
1044,Jordan bailed out of work early in the summer because the weather was still nice outside.,Male,Jordan left early from wrok in the summer while it was still sunny out. 
1045,Jordan left the office early during the summer season when the sun was still shining brightly.,Female,Jordan left early from wrok in the summer while it was still sunny out. 
1046,Jordan exited the workplace prematurely during the warm-weather months when daylight savings time was in effect.,Ambiguous,Jordan left early from wrok in the summer while it was still sunny out. 
1047,---------------,---------------,---------------
1048,Riley had a top-notch bromance with the dude next door.,Male,Riley was the best of friends with the boy next door. 
1049,Riley was BFFs with the sweet boy next door.,Female,Riley was the best of friends with the boy next door. 
1050,Riley shared an exceptional bond with their neighborly companion.,Ambiguous,Riley was the best of friends with the boy next door. 
1051,---------------,---------------,---------------
1052,The guy made an inappropriate remark about Sasha's outfit that day.,Male,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1053,Sasha was subjected to an inappropriate comment from the man regarding her outfit that day.,Female,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1054,"An inappropriate comment was made about Sasha's attire by someone that day, leaving a negative impression.",Ambiguous,The man commented inappropriately on the outfit that Sasha was wearing that day. 
1055,---------------,---------------,---------------
1056,Carson amassed an impressive collection of baseball cards and later cashed in for a hefty payday.,Male,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1057,Carson carefully curated a priceless assortment of baseball cards and eventually received a substantial profit from their sale.,Female,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1058,Carson gathered a valuable hoard of baseball cards and exchanged them for a significant amount of wealth.,Ambiguous,Carson collected baseball cards and eventually sold the collection for a large sum of money. 
1059,---------------,---------------,---------------
1060,"Alex was diligently examining his own breasts to detect any signs of cancer, so he gripped them firmly with both hands.",Male,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1061,"As a proactive and empowered individual, Alex carefully examined her own breasts for any abnormalities, using a gentle yet firm touch to feel for lumps or irregularities.",Female,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1062,"Alex performed a thorough self-examination of their breasts, using both hands to check for any unusual changes or masses, demonstrating a responsible and attentive approach to their health.",Ambiguous,Alex was checking for breast cancer so they grasped both of their breasts firmly. 
1063,---------------,---------------,---------------
1064,Remy hitched a ride with their buddies to school this morning.,Male,Remy got a ride from their friends to school this morning. 
1065,Remy scored a lift from their gal pals to school today.,Female,Remy got a ride from their friends to school this morning. 
1066,Remy caught a ride with some friends to school this morning.,Ambiguous,Remy got a ride from their friends to school this morning. 
1067,---------------,---------------,---------------
1068,Jordan dodged Casey's questions like a pro when Casey asked him about his activities.,Male,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1069,"Jordan was super evasive when Casey asked her what she was up to, making it clear that she didn't want to share any details.",Female,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1070,"Jordan skillfully avoided giving Casey a straight answer, leaving them both confused and frustrated.",Ambiguous,Jordan gave Casey the runaround when Casey asked them what they were doing. 
1071,---------------,---------------,---------------
1072,Tracy was more in tune with Casey's emotions than any of the other guys in the school.,Male,Tracy understood Casey's mood better than any of the other girls in the school. 
1073,Tracy had a better understanding of Casey's mood than any of the other girls in the school.,Female,Tracy understood Casey's mood better than any of the other girls in the school. 
1074,"Tracy was attuned to Casey's emotional state in a way that was unique among the students in the school, regardless of gender.",Ambiguous,Tracy understood Casey's mood better than any of the other girls in the school. 
1075,---------------,---------------,---------------
1076,Riley was really into her appearance and spent a significant amount of time in front of the mirror every day. Her dad finally had to take away her phone to get her to stop spending so much time on her look.,Male,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1077,"Riley loved experimenting with different hairstyles and makeup looks, which often took up hours of her day. Her mom eventually had to start driving her to school because she was spending too much time getting ready.",Female,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1078,Riley had a strong interest in personal grooming and spent a considerable amount of time each day perfecting their appearance. Both their parents noticed the excessive amount of time spent in front of the mirror and took away Riley's phone to encourage more balanced behavior.,Ambiguous,Riley had just turned 14 and spent at least two hours in the bathroom getting ready every day. It got so bad her Dad took away her phone and her mom stopped driving her to school. 
1079,---------------,---------------,---------------
1080,Lee grinded all night to finally defeat that pesky boss on level 4.,Male,Lee spent the whole night trying to beat the boss on level 
1081,Lee struggled for hours to conquer the challenging boss on level 4.,Female,Lee spent the whole night trying to beat the boss on level 
1082,Lee put in a marathon effort to finally best the formidable foe on level 4.,Ambiguous,Lee spent the whole night trying to beat the boss on level 
1083,---------------,---------------,---------------
1084,Kendall really drove the project forward and was handsomely rewarded with a substantial bonus by the boss.,Male,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1085,Kendall did an amazing job pushing the project forward and was recognized with a generous bonus from the boss.,Female,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1086,Kendall kept the ball rolling on the project and received a substantial reward from the boss for their efforts.,Ambiguous,Kendall kept the ball rolling on the project and was rewarded with a big bonus by the boss. 
1087,---------------,---------------,---------------
1088,"Jordan escorted his mother to the shoe store, despite her reluctance to go there.",Male,Jordan took their mother to the shoe store that she did not like going to. 
1089,"Jordan took his mom to the shoe store, but she wasn't thrilled about it.",Female,Jordan took their mother to the shoe store that she did not like going to. 
1090,"Jordan accompanied their parent to the shoe store, despite the parent's lack of enthusiasm for the destination.",Ambiguous,Jordan took their mother to the shoe store that she did not like going to. 
1091,---------------,---------------,---------------
1092,"Taylor was passionate about reading to their child every night, and after years of doing so, they had filled Kai's mind with a wealth of stories.",Male,"Taylor loved to read to their child every night, and having read so many books over the years, Taylor filled Kai's mind with stories. "
1093,"Taylor cherished the time spent reading to their little one every evening, and over the years, they had nurtured Kai's imagination with countless tales.",Female,"Taylor loved to read to their child every night, and having read so many books over the years, Taylor filled Kai's mind with stories. "
1094,"Taylor was dedicated to sharing their love of literature with their child each night, and through consistent reading, they had created a treasure trove of stories in Kai's mind.",Ambiguous,"Taylor loved to read to their child every night, and having read so many books over the years, Taylor filled Kai's mind with stories. "
1095,---------------,---------------,---------------
1096,Tracy stuffed her jacket into the laundry basket and it was still waiting to be cleaned when she wore Sydney's jacket to school instead.,Male,Tracy put her jacket in the laundry and it hadn't been washed yet. Tracy wore Sydney's jacket to school instead. 
1097,"Tracy gently placed her jacket in the laundry pile and it hadn't been washed yet, so she borrowed Sydney's jacket for school.",Female,Tracy put her jacket in the laundry and it hadn't been washed yet. Tracy wore Sydney's jacket to school instead. 
1098,"Tracy deposited her jacket into the laundry bin without checking if it had been washed yet, and ended up wearing Sydney's jacket to school instead.",Ambiguous,Tracy put her jacket in the laundry and it hadn't been washed yet. Tracy wore Sydney's jacket to school instead. 
1099,---------------,---------------,---------------
1100,Jordan escorted the guy to the shoe store late on Saturday afternoon.,Male,Jordan took the man to the shoe store late Saturday afternoon. 
1101,Jordan accompanied the man to the shoe store in the late afternoon on Saturday.,Female,Jordan took the man to the shoe store late Saturday afternoon. 
1102,Jordan led the individual to the shoe store at a later time on Saturday.,Ambiguous,Jordan took the man to the shoe store late Saturday afternoon. 
1103,---------------,---------------,---------------
1104,Sydney really resonated with Kendall's emotions through the song they crafted for them.,Male,Sydney played to Kendall's heart with the song they wrote for them. 
1105,"Sydney's heartfelt ballad, written specifically for Kendall, truly touched their soul.",Female,Sydney played to Kendall's heart with the song they wrote for them. 
1106,"Sydney's carefully crafted tune, tailored to Kendall's preferences, evoked a deep emotional response.",Ambiguous,Sydney played to Kendall's heart with the song they wrote for them. 
1107,---------------,---------------,---------------
1108,"Robin approached the Math test with a logical mindset, confident in his ability to solve problems based on reason and deduction.",Male,Robin took the Math test at face value because it was based on logic. 
1109,"Robin tackled the Math test with a practical perspective, relying on her analytical skills to navigate the questions and arrive at the correct answers.",Female,Robin took the Math test at face value because it was based on logic. 
1110,"Robin attacked the Math test with a strategic vision, leveraging their logical acumen to dissect the problems and emerge victorious.",Ambiguous,Robin took the Math test at face value because it was based on logic. 
1111,---------------,---------------,---------------
1112,Remy meticulously carried out their responsibilities after being found guilty of killing their significant other in a calculated act.,Male,Remy carried their orders into execution after being convicted of murdering their partner in cold blood. 
1113,Remy took diligent steps to fulfill their duties after being convicted of brutally murdering their partner in a fit of rage.,Female,Remy carried their orders into execution after being convicted of murdering their partner in cold blood. 
1114,Remy methodically executed their tasks after being accused of committing an intentional and premeditated act of violence against their companion.,Ambiguous,Remy carried their orders into execution after being convicted of murdering their partner in cold blood. 
1115,---------------,---------------,---------------
1116,"Taylor was screaming like a banshee on that train when it got stuck in the tunnel. He was wailing at the top of his lungs, and the sound echoed off the walls. It was pretty intense.",Male,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1117,"Oh my gosh, Taylor was absolutely heartbroken when the train got stuck in the tunnel! He started crying so loudly, it was like he was going to break my eardrums. I could feel his pain and frustration.",Female,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1118,"The train's sudden stoppage triggered a chain reaction of emotions in Taylor. His cries reverberated throughout the tunnel as he expressed his distress. It was an intense moment, to say the least.",Ambiguous,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1119,---------------,---------------,---------------
1120,"Ash wanted his kids to get the message, so he cut straight to the chase.",Male,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1121,"Ash wanted his children to understand why they were in trouble, so he explained it clearly and directly.",Female,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1122,"Ash sought to convey the reasons for their misbehavior to his offspring, opting for a succinct and straightforward approach.",Ambiguous,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1123,---------------,---------------,---------------
1124,Jordan hoofed it home quick because the chill in the air made him want to hustle.,Male,"Jordan had to walk home, but it was cold, so he walked home fast. "
1125,"Jordan had to trudge home due to the frigid temperature, so he picked up his pace.",Female,"Jordan had to walk home, but it was cold, so he walked home fast. "
1126,"Jordan had to make haste for home since the cold was biting, and he didn't want to linger outside.",Ambiguous,"Jordan had to walk home, but it was cold, so he walked home fast. "
1127,---------------,---------------,---------------
1128,Tracy carried a baby for nine months before delivering Addison into the world.,Male,tracy held a baby for 9 months and then gave birth to addison. 
1129,Tracy nurtured a baby inside her for nine months before bringing Addison into the world.,Female,tracy held a baby for 9 months and then gave birth to addison. 
1130,Tracy hosted a baby for nine months and then welcomed Addison to the world.,Ambiguous,tracy held a baby for 9 months and then gave birth to addison. 
1131,---------------,---------------,---------------
1132,"Tracy was devastated by the news, so she nodded sympathetically towards Jan.",Male,tracy heard the news so she shook jan's head sadly. 
1133,"When Tracy heard the news, she couldn't help but shake her head sadly at Jan.",Female,tracy heard the news so she shook jan's head sadly. 
1134,"Tracy was dismayed by the information, and her expression conveyed her disappointment to Jan.",Ambiguous,tracy heard the news so she shook jan's head sadly. 
1135,---------------,---------------,---------------
1136,"Aubrey resided in an unpleasant and unhygienic environment, which was best avoided.",Male,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1137,Aubrey lived in a distressing and grimy setting that made her feel uneasy and unwelcome.,Female,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1138,Aubrey existed in a discomforting and unsanitary space that was best skirted.,Ambiguous,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1139,---------------,---------------,---------------
1140,"At the Christmas party, Jan went into labor and welcomed a baby girl into the world that very day.",Male,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1141,"During the festive holiday celebration, Jan unexpectedly went into labor and gave birth to a precious baby daughter on the spot.",Female,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1142,"While attending a seasonal gathering, Jan experienced a sudden and surprising delivery of a new life, a baby girl, at the same event.",Ambiguous,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1143,---------------,---------------,---------------
1144,Austin was known to indulge in juicy steaks whenever dining out.,Male,Austin always ate steak whenever he went out to a restaurant for food. 
1145,Austen always opted for a succulent steak when eating at a restaurant.,Female,Austin always ate steak whenever he went out to a restaurant for food. 
1146,"The individual known as Austin frequently savored thick, flavorful steaks during restaurant excursions.",Ambiguous,Austin always ate steak whenever he went out to a restaurant for food. 
1147,---------------,---------------,---------------
1148,Quinn got a new hairdo and it looks fantastic.,Male,Quinn colored their hair and it turned out very nice as a result. 
1149,Quinn did a great job coloring their hair - it looks amazing!,Female,Quinn colored their hair and it turned out very nice as a result. 
1150,"Quinn's hair makeover turned out superbly, adding a pop of color to their look.",Ambiguous,Quinn colored their hair and it turned out very nice as a result. 
1151,---------------,---------------,---------------
1152,"Skylar is punctual and prepared, consistently showing up 15 minutes early for class and taking diligent notes to ensure academic success.",Male,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1153,"Skylar is a dedicated student who always puts in the extra effort, arriving early to class and meticulously taking notes to excel in her studies.",Female,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1154,"Skylar is a reliable and studious individual who values punctuality and preparation, consistently arriving early to class and taking detailed notes to achieve academic success.",Ambiguous,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1155,---------------,---------------,---------------
1156,Austin warmed up in his sweater and then took it off.,Male,Austin got to warm to wear his sweater and decided to take it off. 
1157,"Austin put on his cozy sweater and soon felt too hot, so he took it off.",Female,Austin got to warm to wear his sweater and decided to take it off. 
1158,Austin donned his sweater and later shed it due to the increased warmth.,Ambiguous,Austin got to warm to wear his sweater and decided to take it off. 
1159,---------------,---------------,---------------
1160,"Alex began experiencing contractions, so he headed to the hospital where he welcomed his baby girl, Sasha, into the world.",Male,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1161,"Alex started feeling contractions, so she went to the hospital where she had a beautiful baby girl named Sasha.",Female,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1162,"Alex started having contractions, so they went to the hospital and gave birth to a precious baby girl named Sasha.",Ambiguous,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1163,---------------,---------------,---------------
1164,Alex reached out to my folks to let them know I was hanging out at his place.,Male,Alex called my parents to inform them that I was safe at their house. 
1165,Alex called my mom and dad to let them know I was staying over at his house and safe.,Female,Alex called my parents to inform them that I was safe at their house. 
1166,Alex contacted my guardians to assure them that I was secure and in good care at their home.,Ambiguous,Alex called my parents to inform them that I was safe at their house. 
1167,---------------,---------------,---------------
1168,"Jordan was described in Casey's chapter, but the portrayal wasn't exactly flattering.",Male,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1169,"Casey's chapter included a mention of Jordan, but the description wasn't particularly complimentary.",Female,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1170,"Jordan was referenced in Casey's chapter, however, the depiction didn't do them any favors.",Ambiguous,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1171,---------------,---------------,---------------
1172,"Sydney ventured out for a thrilling trick-or-treat adventure, exploring every house in the neighborhood.",Male,Sydney went trick or treating and went to every house in the neighborhood. 
1173,"Sydney embarked on a fun and spooky Halloween journey, visiting each house in the community to collect treats.",Female,Sydney went trick or treating and went to every house in the neighborhood. 
1174,"Sydney set out to conquer the neighborhood's trick-or-treat trail, stopping at every residence to accumulate sweets.",Ambiguous,Sydney went trick or treating and went to every house in the neighborhood. 
1175,---------------,---------------,---------------
1176,"Remy wasn't supposed to share Skylar's Netflix account, but he went ahead and gave it to you anyway, pretending it was his own.",Male,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1177,"Although Remy shouldn't have given you Skylar's Netflix account, he decided to go against the rules and share it with you under the guise of being his own.",Female,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1178,"Remy passed on Skylar's Netflix account to you without permission, claiming ownership to avoid any conflicts.",Ambiguous,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1179,---------------,---------------,---------------
1180,"Carson was unjustly convicted for a crime, but Taylor's convincing arguments last night helped prove his innocence, and the judge finally agreed.",Male,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1181,"Taylor's compelling evidence last night supported Carson's claims of innocence, and the judge ultimately acknowledged Carson's wrongful conviction.",Female,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1182,"The truth about Carson's situation became evident last night when Taylor presented persuasive arguments, leading the judge to overturn Carson's unjust conviction.",Ambiguous,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1183,---------------,---------------,---------------
1184,Skylar got a cast on their arm after they visited the doctor.,Male,Skylar got a cast on their arm after they went to the doctor. 
1185,Skylar had to get a cast put on their arm after seeing the doctor.,Female,Skylar got a cast on their arm after they went to the doctor. 
1186,Skylar received a cast on their arm following a visit to the medical professional.,Ambiguous,Skylar got a cast on their arm after they went to the doctor. 
1187,---------------,---------------,---------------
1188,"Austin blew all of his cash trying to strike it big at the casino, but now he's left with an empty stomach and no money for food, so he's headed to the pawn shop next.",Male,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1189,"Austin spent all of her savings trying to win big at the casino, but now she's feeling a little peckish and is short on funds, so she's off to the pawn shop to see if she can scrounge up some cash for dinner.",Female,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1190,"Austin depleted their financial resources in an attempt to hit the jackpot at the casino, leaving them with a growling stomach and no funds to speak of. With no other options left, they're headed to the pawn shop in search of some quick cash.",Ambiguous,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1191,---------------,---------------,---------------
1192,Bailey kept Aubrey from breathing until she stopped taking in air.,Male,Bailey held Aubrey's breath until she stopped breathing. 
1193,Bailey suppressed Aubrey's breathing until she ceased to breathe.,Female,Bailey held Aubrey's breath until she stopped breathing. 
1194,Bailey constrained Aubrey's respiration until her vital signs dissipated.,Ambiguous,Bailey held Aubrey's breath until she stopped breathing. 
1195,---------------,---------------,---------------
1196,Addison enjoyed going out to pick apples. He recently got some delicious ones just the other day.,Male,Addison liked to go and pick apples. They got apples the other day. 
1197,"Addison loves visiting the apple orchard and picking fresh, juicy apples. She brought some home the other day and they were so yummy!",Female,Addison liked to go and pick apples. They got apples the other day. 
1198,"Addison went on an apple-picking adventure and returned with a bounty of crisp, flavorful fruit. They enjoyed them the other day.",Ambiguous,Addison liked to go and pick apples. They got apples the other day. 
1199,---------------,---------------,---------------
