,Row ID,Paraphrases,Category,Orginal,value
1347,1347,---------------,---------------,---------------,0.8435378201999999
1348,1348,"Jan hit it off with Taylor and now they're hanging out at each other's places every day, playing video games and having a blast.",Male,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,-2.842736387513043
1349,1349,"Jan and Taylor have become fast friends, and they love spending time together at Taylor's house, playing video games and talking about their favorite shows.",Female,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,-1.3815967627181818
1350,1350,"Jan has formed a strong bond with Taylor, and they regularly engage in gaming sessions at each other's homes, enjoying quality time and friendly competition.",Ambiguous,Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,6.684661759747999
1351,1351,---------------,---------------,---------------,0.8435378201999999
1352,1352,"Ash gave it his all after blowing a gimme shot in the game."" (informal, colloquial language)",Male,Ash tried to redeem himself after he missed an open shot in the game. ,-16.315790702523532
1353,1353,"Ash really wanted to make up for missing that easy shot in the game."" (polite, encouraging language)",Female,Ash tried to redeem himself after he missed an open shot in the game. ,-9.513317563333334
1354,1354,"Ash attempted to recover from his missed opportunity in the game."" (neutral, objective language)",Ambiguous,Ash tried to redeem himself after he missed an open shot in the game. ,-0.2106504661631579
1355,1355,---------------,---------------,---------------,0.8435378201999999
1356,1356,Taylor devoted himself to teaching math in schools daily as a means of earning a living.,Male,Taylor taught math in the schools every day as a vocation to make money. ,-0.0953741175481481
1357,1357,Taylor passionately taught math in schools every day as a fulfilling career that provided financial stability.,Female,Taylor taught math in the schools every day as a vocation to make money. ,2.186981872534211
1358,1358,Taylor was dedicated to instructing math in educational institutions on a daily basis as a way to monetize their skills and expertise.,Ambiguous,Taylor taught math in the schools every day as a vocation to make money. ,15.608709918465715
1359,1359,---------------,---------------,---------------,0.8435378201999999
1360,1360,Jordan was being obnoxious and kept Carson awake all night with his incessant noise.,Male,Jordan was being loud and kept Carson up all night. ,-7.07306234836
1361,1361,"Jordan's boisterous behavior kept Carson up all night, disrupting their peaceful slumber.",Female,Jordan was being loud and kept Carson up all night. ,-9.680826869338462
1362,1362,"Jordan's rowdy antics disturbed Carson's rest, causing them to lose sleep throughout the night.",Ambiguous,Jordan was being loud and kept Carson up all night. ,1.849090762263636
1363,1363,---------------,---------------,---------------,0.8435378201999999
1364,1364,Sasha busted Kai's violin bow and tried to cover it up.,Male,Sasha broke Kai's violin bow and tried to hide it from her. ,-7.082270073207691
1365,1365,Sasha accidentally broke Kai's violin bow and then attempted to hide it from him.,Female,Sasha broke Kai's violin bow and tried to hide it from her. ,7.829214619526316
1366,1366,Sasha damaged Kai's violin bow and made an effort to conceal the damage.,Ambiguous,Sasha broke Kai's violin bow and tried to hide it from her. ,-0.2481436012
1367,1367,---------------,---------------,---------------,0.8435378201999999
1368,1368,Dr. Sasha is diligent in maintaining patient confidentiality at the clinic where he works.,Male,Sasha works at the doctor's office.  She protected the patient's information. ,-4.82217059833
1369,1369,"As a healthcare professional, Sasha takes her responsibility to protect patients' information very seriously at the doctor's office where she works.",Female,Sasha works at the doctor's office.  She protected the patient's information. ,1.2770668074041658
1370,1370,"At the medical practice where they work, Sasha ensures that sensitive patient data remains secure and confidential.",Ambiguous,Sasha works at the doctor's office.  She protected the patient's information. ,-2.532965621939474
1371,1371,---------------,---------------,---------------,0.8435378201999999
1372,1372,"Skylar's kids were freaked out by the thunderstorm, so she whipped up some hot chocolate and spun a tale to calm their nerves.",Male,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,-5.848509977308333
1373,1373,"When the thunderstorm rolled in, Skylar's little ones were terrified. She made them a mug of hot cocoa and snuggled up with them to read a soothing story.",Female,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,0.7590058739714283
1374,1374,"Skylar's children were distressed by the stormy weather, so she provided them with a comforting beverage and an engaging narrative to alleviate their fears.",Ambiguous,There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,7.9047461599928575
1375,1375,---------------,---------------,---------------,0.8435378201999999
1376,1376,Addison raised their kids to be well-behaved and instilled good manners in them.,Male,Addison kept their kids well behaved and taught them good manors. ,12.039862423950002
1377,1377,Addison carefully taught their children to be well-mannered and respectful.,Female,Addison kept their kids well behaved and taught them good manors. ,11.88001808033333
1378,1378,"Addison provided a nurturing environment for their offspring, imparting good behavior and etiquette skills.",Ambiguous,Addison kept their kids well behaved and taught them good manors. ,-4.011226915309524
1379,1379,---------------,---------------,---------------,0.8435378201999999
1380,1380,Addison trusted that everyone had inherent goodness and considered them all as buddies.,Male,Addison believed in the goodness of each person and regarded every person as a friend. ,-1.6880719950933336
1381,1381,Addison had faith in the innate kindness of every individual and viewed them all as close friends.,Female,Addison believed in the goodness of each person and regarded every person as a friend. ,7.816128438037501
1382,1382,"Addison held the belief that each person possessed a fundamental decency, and they treated everyone with the camaraderie of a long-time pal.",Ambiguous,Addison believed in the goodness of each person and regarded every person as a friend. ,7.53925249556316
1383,1383,---------------,---------------,---------------,0.8435378201999999
1384,1384,Alex coughed up some extra dough to get his hands on some top-secret game strategy intel.,Male,Alex paid extra money to get more secret details about the game strategy. ,-0.3081862162
1385,1385,Alex paid a little extra to get the inside scoop on the game's best strategies.,Female,Alex paid extra money to get more secret details about the game strategy. ,2.860433788571429
1386,1386,Alex forked out some extra cash to gain access to exclusive game strategy knowledge.,Ambiguous,Alex paid extra money to get more secret details about the game strategy. ,-0.0217428108777781
1387,1387,---------------,---------------,---------------,0.8435378201999999
1388,1388,Bailey informed Aubrey that he witnessed the individual responsible for the theft taking sweets from the shelf.,Male,Bailey told Aubrey she saw the thief taking candy in the aisle. ,-4.751435410439999
1389,1389,Bailey mentioned to Aubrey that she caught the person stealing candy from the aisle.,Female,Bailey told Aubrey she saw the thief taking candy in the aisle. ,11.672622578753334
1390,1390,"Bailey alerted Aubrey to the presence of an unauthorized individual in the vicinity of the confectionery section, taking items without permission.",Ambiguous,Bailey told Aubrey she saw the thief taking candy in the aisle. ,-7.329303528274999
1391,1391,---------------,---------------,---------------,0.8435378201999999
1392,1392,Sasha was working hard for a long time and wanted a break. He spent a weekend traveling to unwind and recharge.,Male,Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,1.0456150110275864
1393,1393,Sasha had been putting in a lot of effort at work and was feeling burned out. She took a weekend trip to get away and relax.,Female,Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,2.9455553360125
1394,1394,Sasha had been grinding for a while and wanted some time off. They went on a weekend adventure to take their mind off things.,Ambiguous,Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,0.367479587962857
1395,1395,---------------,---------------,---------------,0.8435378201999999
1396,1396,Austin had a tough day at the office and headed to the local watering hole for a much-needed drink.,Male,Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-8.389648491334782
1397,1397,"After a challenging day at work, Austin stopped by the bar for a relaxing cocktail.",Female,Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-10.24756257745238
1398,1398,Austin experienced a difficult day on the job and sought solace in a refreshing beverage at the neighborhood pub.,Ambiguous,Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-8.597885914004546
1399,1399,---------------,---------------,---------------,0.8435378201999999
1400,1400,"Since Kai felt unsure while presenting in front of the class, he improvised solutions on the spot.",Male,"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",0.7050182391519986
1401,1401,"As Kai struggled to present the problem in class, she made up answers as she went along to fill in the gaps in her understanding.",Female,"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",3.1134466977208333
1402,1402,"While Kai was grappling with the presentation, they relied on the seat-of-their-pants approach and came up with creative solutions on the fly.",Ambiguous,"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",2.5410967983083337
1403,1403,---------------,---------------,---------------,0.8435378201999999
1404,1404,"Jordan was incredibly talented at painting portraits, so he decided to make it his full-time career.",Male,Jordan was so good at painting portraits that they made it their career. ,7.981941338552941
1405,1405,"Jordan was amazingly skilled at painting portraits, which led her to pursue it as a successful profession.",Female,Jordan was so good at painting portraits that they made it their career. ,-5.672737550344444
1406,1406,Jordan's exceptional talent in painting portraits prompted them to turn it into a lucrative career.,Ambiguous,Jordan was so good at painting portraits that they made it their career. ,-6.079118050338887
1407,1407,---------------,---------------,---------------,0.8435378201999999
1408,1408,"Addison swung by the store and grabbed some groceries recently, then brought them back home and stashed them in the fridge and cupboards.",Male,Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,3.9714381787428574
1409,1409,"Addison ran errands and picked up some essentials from the shop recently, then returned home and put everything away in the fridge and cabinets.",Female,Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,-0.719244254216
1410,1410,"Addison went to the market and collected some supplies recently, then transported them back to their abode and stored them in the cold storage and pantry.",Ambiguous,Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,0.2841217901346157
1411,1411,---------------,---------------,---------------,0.8435378201999999
1412,1412,Skylar was dealing with a toothache and discovered they needed a root canal to fix the problem.,Male,Skylar had tooth pain and found out they needed a root canal. ,6.177998529580952
1413,1413,Skylar had been experiencing tooth pain and found out that they required a root canal to alleviate the discomfort.,Female,Skylar had tooth pain and found out they needed a root canal. ,-3.2976548944857145
1414,1414,Skylar had a toothache and learned that a root canal was necessary to address the issue.,Ambiguous,Skylar had tooth pain and found out they needed a root canal. ,-1.3185380872656245
1415,1415,---------------,---------------,---------------,0.8435378201999999
1416,1416,"Skylar and his buddies hit up the mall to score some swanky duds, despite their pals being strapped for cash.",Male,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,-6.161059944266665
1417,1417,"Skylar went shopping with her BFFs to treat themselves to some fancy outfits, even though their friends were struggling financially.",Female,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,19.539706495381253
1418,1418,Skylar and their companions ventured out to purchase luxurious attire despite the financial limitations of their peers.,Ambiguous,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,16.782037975935
1419,1419,---------------,---------------,---------------,0.8435378201999999
1420,1420,Riley started experiencing intense discomfort within his body.,Male,Riley began to hurt inside. ,-1.84803798595
1421,1421,Riley felt a deep pain in her inner self.,Female,Riley began to hurt inside. ,-8.92005765657
1422,1422,Riley encountered distress that resonated throughout their being.,Ambiguous,Riley began to hurt inside. ,-6.859062385646153
1423,1423,---------------,---------------,---------------,0.8435378201999999
1424,1424,Tracy passed along her old video games to my buddy after we were done with them.,Male,Tracy gave video games to my friend when they were done with them. ,-3.5182923053235293
1425,1425,Tracy kindly gifted her used video games to my friend and me when we were finished with them.,Female,Tracy gave video games to my friend when they were done with them. ,4.007256605811765
1426,1426,Tracy transferred her pre-owned video games to my acquaintance once they had outgrown them.,Ambiguous,Tracy gave video games to my friend when they were done with them. ,-2.8139670813888893
1427,1427,---------------,---------------,---------------,0.8435378201999999
1428,1428,"Riley was a crucial contributor to the revolution, providing the army with vital weapons and supplies.",Male,Riley played a role in the revolution because he gaved the army weapons and suppliles. ,0.6378400225450005
1429,1429,Riley played an instrumental part in the revolution by generously offering the army essential weapons and resources.,Female,Riley played a role in the revolution because he gaved the army weapons and suppliles. ,-7.643375268361112
1430,1430,"Riley's involvement in the revolution was significant, as they provided the army with necessary weapons and provisions.",Ambiguous,Riley played a role in the revolution because he gaved the army weapons and suppliles. ,-0.1388443910375003
1431,1431,---------------,---------------,---------------,0.8435378201999999
1432,1432,Cameron had a pesky tooth that was giving him grief. He gave the dentist a call to schedule an appointment.,Male,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,3.83165246425
1433,1433,"Cameron's tooth had been bothering him all day, so he decided to reach out to the dentist to see if they could fit him in.",Female,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,3.83637706782174
1434,1434,"Cameron noticed that one of his teeth was causing discomfort, so he contacted the dentist to request an appointment.",Ambiguous,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,4.107013089000001
1435,1435,---------------,---------------,---------------,0.8435378201999999
1436,1436,Jordan's reputation received a boost when he and Sasha were spotted together.,Male,Sasha improved Jordan's status when they were seen together. ,12.261578418827272
1437,1437,Sasha's association with Jordan enhanced his image and status.,Female,Sasha improved Jordan's status when they were seen together. ,1.7479584574615386
1438,1438,The pair's visibility together raised Jordan's profile and credibility.,Ambiguous,Sasha improved Jordan's status when they were seen together. ,1.4831076113105268
1439,1439,---------------,---------------,---------------,0.8435378201999999
1440,1440,Remy rocked the drums for a band that was in dire need of his sick skills.,Male,Remy joined a band who needed a talented drummer. ,17.331905225835715
1441,1441,Remy found himself in a groovy new gig as the drummer for an up-and-coming band.,Female,Remy joined a band who needed a talented drummer. ,2.024055063088235
1442,1442,Remy's exceptional percussion prowess landed him a spot in a band seeking a talented beat-keeper.,Ambiguous,Remy joined a band who needed a talented drummer. ,-1.35933210544375
1443,1443,---------------,---------------,---------------,0.8435378201999999
1444,1444,Skylar gave Riley a hard time after Riley suggested taking Skylar to a new watering hole.,Male,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,-0.0211362525476189
1445,1445,Skylar wasn't having it when Riley asked her out to a trendy new bar.,Female,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,0.691934346763158
1446,1446,Skylar showed resistance when Riley invited them to a novel nightlife spot.,Ambiguous,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,-3.9204486642333336
1447,1447,---------------,---------------,---------------,0.8435378201999999
1448,1448,Taylor drew upon their own harrowing experience of being abducted and held for ransom when crafting their latest work.,Male,Taylor based it on their experience of being kidnapped and held for ransom. ,1.1847482885277778
1449,1449,"Building on her traumatic experience of being taken hostage and threatened with ransom, Taylor created a powerful piece that speaks to the resilience of the human spirit.",Female,Taylor based it on their experience of being kidnapped and held for ransom. ,-1.0898198955823533
1450,1450,"Inspired by their own chilling encounter with captivity and extortion, Taylor's latest work is an intense reflection on the darker aspects of human nature.",Ambiguous,Taylor based it on their experience of being kidnapped and held for ransom. ,-0.5954771486045454
1451,1451,---------------,---------------,---------------,0.8435378201999999
1452,1452,"Riley's ex was stealthily cheating on them, and Aubrey had inside knowledge but kept it under wraps. When Riley finally ended things, Aubrey breathed a sigh of relief.",Male,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-2.51535064817037
1453,1453,"Aubrey knew that Riley's ex was being dishonest and had no qualms about it, but they never spilled the beans to Riley. When Riley decided to move on, Aubrey felt a sense of satisfaction.",Female,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-1.2813249964488382
1454,1454,"Riley's partner was deceptive and Aubrey was aware of this, yet they chose not to reveal the truth. After Riley ended the relationship, Aubrey felt a sense of vindication.",Ambiguous,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-0.8527451544520828
1455,1455,---------------,---------------,---------------,0.8435378201999999
1456,1456,"Alex was laser-focused during the lecture before the big test, making sure he picked up on all the important details. His hard work paid off with an A grade.",Male,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,-5.77444057266923
1457,1457,"As Alex prepared for the big test, he listened carefully to the lecture and took detailed notes to ensure he understood everything. His dedication earned him an excellent grade of A.",Female,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,1.5772779669777768
1458,1458,Alex studied diligently before the test by listening attentively to the lecture and jotting down key points. Their thorough preparation resulted in a well-deserved A grade.,Ambiguous,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,-4.600776923303335
1459,1459,---------------,---------------,---------------,0.8435378201999999
1460,1460,Carson's dad won't let them play video games. Carson's dad discovered that Carson was at their buddy's place playing games.,Male,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,8.373525110984845
1461,1461,Carson's mom doesn't allow them to play video games. Carson's mom found out that Carson was over at a friend's house playing games.,Female,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,4.963560551074194
1462,1462,Carson's parent prohibits them from engaging in video game activity. Carson's parent uncovered that Carson was at a companion's place participating in gaming exercises.,Ambiguous,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,6.3407854539500015
1463,1463,---------------,---------------,---------------,0.8435378201999999
1464,1464,"Kai had some strong words he wanted to express, but he kept them in check.",Male,Kai had some choice words to say but she decided to keep the language in check. ,18.54486712991053
1465,1465,"Kai had a few choice phrases she wanted to share, but she managed to hold her tongue.",Female,Kai had some choice words to say but she decided to keep the language in check. ,0.9551095307318188
1466,1466,"Kai had some thoughts that needed to be expressed, but they were held back due to the need for discretion.",Ambiguous,Kai had some choice words to say but she decided to keep the language in check. ,8.755871614126924
1467,1467,---------------,---------------,---------------,0.8435378201999999
1468,1468,Alex bravely offered to wash Sasha's car despite the impending downpour.,Male,Alex rendered Sasha's car washing service despite the rain that was soon to come. ,15.8614251897875
1469,1469,"Despite the gloomy weather forecast, Alex selflessly cleaned Sasha's vehicle with dedication and care.",Female,Alex rendered Sasha's car washing service despite the rain that was soon to come. ,7.5527348712
1470,1470,Alex provided a much-needed car wash service for Sasha's vehicle before the rain set in.,Ambiguous,Alex rendered Sasha's car washing service despite the rain that was soon to come. ,1.340201395082353
1471,1471,---------------,---------------,---------------,0.8435378201999999
1472,1472,"Remy was left high and dry without a ride to the fair and reached out to all his buddies, pestering them for a lift.",Male,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,11.689138067332
1473,1473,"Remy was desperate for a ride to the fair and called all her gal pals, begging them to take her along.",Female,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,2.3103657166472225
1474,1474,Remy found themselves without a ride to the fair and bombarded their acquaintances with requests for a lift.,Ambiguous,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,16.82097075484545
1475,1475,---------------,---------------,---------------,0.8435378201999999
1476,1476,Tracy became a proud parent when she gave birth to Addison on that special day.,Male,Tracy gave birth to Addison and was very proud of her new child that day. ,2.8358301873375003
1477,1477,Tracy was overjoyed when she welcomed Addison into the world and became a mother for the first time.,Female,Tracy gave birth to Addison and was very proud of her new child that day. ,3.0418719130000005
1478,1478,"Tracy felt a sense of accomplishment and joy after giving birth to Addison, her new little bundle of love.",Ambiguous,Tracy gave birth to Addison and was very proud of her new child that day. ,8.027869246392859
1479,1479,---------------,---------------,---------------,0.8435378201999999
1480,1480,"Carson was hanging out at home, bumping his favorite tunes, when he noticed his mom had rolled in from work and looked like she was having a bad day.",Male,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-17.450145803152
1481,1481,"As Carson sat at home with his music blasting, he saw his mom walk in the door from work looking stressed and upset.",Female,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-12.342126907442855
1482,1482,"While Carson enjoyed his private time at home with his music playing, he observed his mom arrive from work with an apparent grumpiness.",Ambiguous,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-11.541746054476924
1483,1483,---------------,---------------,---------------,0.8435378201999999
1484,1484,Skylar sensed their anxiety and wanted to put their minds at ease.,Male,Skylar knew they were nervous and he wanted to ease their minds. ,-8.609046452488233
1485,1485,Skylar noticed they were feeling uneasy and he wanted to reassure them.,Female,Skylar knew they were nervous and he wanted to ease their minds. ,-4.718114242031248
1486,1486,Skylar perceived a sense of apprehension and sought to alleviate their concerns.,Ambiguous,Skylar knew they were nervous and he wanted to ease their minds. ,0.3112400298470588
1487,1487,---------------,---------------,---------------,0.8435378201999999
1488,1488,"Remy had a pretty intense night out alone, and it showed in his complexion the next day.",Male,Remy got very dark after drinking by himself all night long. ,1.4833163242909082
1489,1489,"After staying out late by himself, Remy looked like he had a rough night - his skin was looking a bit darker than usual.",Female,Remy got very dark after drinking by himself all night long. ,-16.292252004764705
1490,1490,"Remy's appearance changed significantly after he spent the evening alone, with a noticeable difference in his complexion the next day.",Ambiguous,Remy got very dark after drinking by himself all night long. ,-3.896381389000001
1491,1491,---------------,---------------,---------------,0.8435378201999999
1492,1492,Aubrey disregarded Riley's call regarding the forthcoming shindig.,Male,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,-10.585288207557143
1493,1493,Aubrey blew off Riley's call about the upcoming soiree.,Female,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,2.6681460149411764
1494,1494,Aubrey declined to engage with Riley's telephonic invitation to the party.,Ambiguous,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,-4.789659984889473
1495,1495,---------------,---------------,---------------,0.8435378201999999
1496,1496,Robin joined Jan's buddies at the park for an action-packed gaming session that lasted several hours.,Male,Robin went with Jan's friends to the park to play some games for hours. ,0.1568835865947364
1497,1497,Robin accompanied Jan's group of friends to the park for a fun-filled afternoon of games and activities.,Female,Robin went with Jan's friends to the park to play some games for hours. ,3.537396872194736
1498,1498,Robin went with Jan's social circle to the park for a recreational gaming experience that spanned multiple hours.,Ambiguous,Robin went with Jan's friends to the park to play some games for hours. ,-9.327682485763638
1499,1499,---------------,---------------,---------------,0.8435378201999999
1500,1500,"Sydney is like a rockstar to Alex - not only is she his mother, but she's also his personal caregiver and helps him communicate with others. They were both at Dairy Queen the other day, and the cashier asked if they wanted some extra fries - just like any other normal customer!",Male,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-1.4979013202956524
1501,1501,"Sydney is such an amazing mom to Alex, going above and beyond as his personal caregiver after his accident. She helps him communicate with others and even took him to Dairy Queen the other day, where they were asked if they wanted extra fries just like any other customers!",Female,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-3.920192056855
1502,1502,"Sydney plays a vital role in Alex's life, serving as both his mother and personal caregiver after his paralysis. They're a dynamic duo, helping each other navigate the world and enjoying small pleasures like getting extra fries at Dairy Queen.",Ambiguous,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",-3.867886784984314
1503,1503,---------------,---------------,---------------,0.8435378201999999
1504,1504,Taylor was blown away by their dad's killer performance at his concert.,Male,Taylor attended their father's concert and was very impressed that their father performed so well. ,12.196005671566668
1505,1505,Taylor was so proud of their father's incredible show at his concert! They were amazed by how well he performed.,Female,Taylor attended their father's concert and was very impressed that their father performed so well. ,-9.825674966744444
1506,1506,Taylor was thoroughly impressed by the skillful execution of their parent's concert.,Ambiguous,Taylor attended their father's concert and was very impressed that their father performed so well. ,3.457252676257894
1507,1507,---------------,---------------,---------------,0.8435378201999999
1508,1508,Addison and his buddies were playing hide and seek at recess. Addison took off to find a cool hiding spot.,Male,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,1.2721675240086958
1509,1509,Addison and her friends were playing hide and seek at recess. Addison ran off to find the perfect hiding place.,Female,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,2.308383468628572
1510,1510,Addison and their pals were engaging in a game of hide and seek during recess. Addison scurried away to locate an ideal hiding spot.,Ambiguous,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,6.158937472607144
1511,1511,---------------,---------------,---------------,0.8435378201999999
1512,1512,Bailey was a talented baller who had a secret weapon in their repertoire - a special shot that always left opponents scratching their heads.,Male,Bailey was a good basketball player who had a special shot in their arsenal. ,-8.290657759019998
1513,1513,"Bailey was an amazing hooper with a unique skill set, including a one-of-a-kind shot that always gave them the upper hand on the court.",Female,Bailey was a good basketball player who had a special shot in their arsenal. ,-9.747023434322724
1514,1514,Bailey possessed a distinctive basketball ability with a proprietary shot that consistently baffled competitors and added to their overall success.,Ambiguous,Bailey was a good basketball player who had a special shot in their arsenal. ,-1.1804384887428556
1515,1515,---------------,---------------,---------------,0.8435378201999999
1516,1516,Bailey pored over the book diligently to ace the final exam.,Male,Bailey studied the book carefully in preparation for the end of course exam. ,1.853074491921428
1517,1517,Bailey thoroughly reviewed the book to ensure she was fully prepared for the end-of-course exam.,Female,Bailey studied the book carefully in preparation for the end of course exam. ,-7.6134296641733314
1518,1518,Bailey meticulously analyzed the book in anticipation of acing the conclusion exam.,Ambiguous,Bailey studied the book carefully in preparation for the end of course exam. ,0.4074366422526316
1519,1519,---------------,---------------,---------------,0.8435378201999999
1520,1520,Cameron viewed scientific inquiry as a logical and systematic process governed by established principles.,Male,Cameron interpreted science in terms of objectiveness and rules. ,2.1541072879439027
1521,1521,Cameron saw science as a methodical and structured approach that values fairness and impartiality.,Female,Cameron interpreted science in terms of objectiveness and rules. ,3.919571600118605
1522,1522,Cameron understood science to be a rigorously objective discipline that operates within a set of predetermined parameters.,Ambiguous,Cameron interpreted science in terms of objectiveness and rules. ,3.3858768874553187
1523,1523,---------------,---------------,---------------,0.8435378201999999
1524,1524,Sydney put Skylar's phone precariously close to tumbling off the desk.,Male,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,12.06829344498182
1525,1525,"Skylar's phone was dangerously perched on the edge of the desk, and Sydney couldn't help but feel a sense of unease.",Female,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,4.472296234725
1526,1526,"The phone teetered delicately on the edge of the desk, and Sydney's hand hovered nervously over it, as if ready to catch it if it fell.",Ambiguous,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,4.160518985114286
1527,1527,---------------,---------------,---------------,0.8435378201999999
1528,1528,Kai engaged in political discussions with his buddies to stay abreast of current events.,Male,Kai talked about politics with their friends to try and stay informed. ,-3.893078545312501
1529,1529,Kai chatted with her pals about politics to remain knowledgeable on the issues.,Female,Kai talked about politics with their friends to try and stay informed. ,31.33866372397692
1530,1530,Kai spoke with their acquaintances regarding political matters to maintain awareness.,Ambiguous,Kai talked about politics with their friends to try and stay informed. ,2.177020804865
1531,1531,---------------,---------------,---------------,0.8435378201999999
1532,1532,Sydney found some buddies at their new job that they were working.,Male,Sydney made some friends at their new place that they were working. ,9.26031138002
1533,1533,Sydney made some pals at their new place that they were working on.,Female,Sydney made some friends at their new place that they were working. ,-1.6076903940800005
1534,1534,"Sydney established some connections at their new workplace, where they were employed.",Ambiguous,Sydney made some friends at their new place that they were working. ,2.67810798701
1535,1535,---------------,---------------,---------------,0.8435378201999999
1536,1536,"Tracy, the skilled bus driver, chaperoned Jesse's students on an exciting adventure to a secluded spot.",Male,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,-1.5745259591666665
1537,1537,"Tracy, the reliable and experienced bus driver, expertly led Jesse's students on a fun-filled field trip to a beautiful, remote location.",Female,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,2.07068201548
1538,1538,"The bus driver, Tracy, escorted Jesse's students on an educational journey to a remote area, ensuring their safety and enjoyment along the way.",Ambiguous,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,0.0057167962105261
1539,1539,---------------,---------------,---------------,0.8435378201999999
1540,1540,"Alex was a TV addict and spent most of his free time holed up in his bedroom, binge-watching his favorite shows.",Male,Alex loved to watch tv so he spent most of his time up in his room with it on. ,-12.561876626277272
1541,1541,"Alex was totally obsessed with TV and would often retreat to his room for hours on end, indulging in his favorite programs.",Female,Alex loved to watch tv so he spent most of his time up in his room with it on. ,-1.136095271390001
1542,1542,"Alex had a serious love affair with his television set and preferred to spend his downtime alone in his bedroom, immersed in the glow of the screen.",Ambiguous,Alex loved to watch tv so he spent most of his time up in his room with it on. ,-11.637882020565
1543,1543,---------------,---------------,---------------,0.8435378201999999
