Row ID,Paraphrases,Category,Orginal,value
1290,"Bailey shared their ideas and emotions with great expression, using a range of vocabulary to communicate their thoughts.",Old (>60),Bailey expressed their thoughts in words.  He was always very expressive. ,-12.06614135
1291,---------------,---------------,---------------,0.84353782
1292,Jordan totally checked out Alex's vibes at the dope party he went to for gradution.,Young (<20),Jordan watched Alex's every look at the party he went to for school graduation. ,6.815271733
1293,Jordan was keenly aware of Alex's gaze during the celebratory party for his school graduation.,Miggle Age (20-60),Jordan watched Alex's every look at the party he went to for school graduation. ,-11.97353697
1294,Jordan carefully observed Alex's glances throughout the festive gathering for his academic achievement.,Old (>60),Jordan watched Alex's every look at the party he went to for school graduation. ,-9.563121957
1295,---------------,---------------,---------------,0.84353782
1296,"After taking some fresh meds, Jesse is totally feeling way better now!",Young (<20),"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. ",1.166179211
1297,"Jesse had been dealing with illness for several weeks, but after starting new medication, they're feeling much improved now.",Miggle Age (20-60),"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. ",3.922940496
1298,"After being sick for quite some time, Jesse has finally started to feel better after taking some new medicine.",Old (>60),"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. ",-4.572981923
1299,---------------,---------------,---------------,0.84353782
1300,"Skylar was super talented and her handmade sculptures were a total hit with her peers! They all bought them to show their support, but unfortunately they didn't last long - like, they totally disintegrated into dust within a week. 😔",Young (<20),"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. ",5.218629814
1301,"Skylar had some amazing homemade sculptures that her loved ones snatched up to encourage her artistic pursuits. Unfortunately, they didn't last long and eventually turned to dust after just a week. 😕",Miggle Age (20-60),"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. ",-0.584443733
1302,"Skylar was quite the skilled artist, and her handcrafted sculptures were truly impressive! Her family and friends were so supportive and purchased them all, but alas, they didn't stand the test of time - they crumbled into dust within a week's time. 😢",Old (>60),"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. ",0.360975416
1303,---------------,---------------,---------------,0.84353782
1304,"Kai was totally freaked out, so he snuggled up in Austin's arms like a little kid.",Young (<20),kai was scared so he sat in austin's lap. ,18.7903317
1305,"Kai felt really scared, so he sought comfort in Austin's embrace, sitting intently in his lap.",Miggle Age (20-60),kai was scared so he sat in austin's lap. ,3.163976476
1306,"Kai was absolutely petrified, so he clung to Austin's shoulders and sat down in his lap for a sense of security.",Old (>60),kai was scared so he sat in austin's lap. ,-3.534540051
1307,---------------,---------------,---------------,0.84353782
1308,"Alex was like, 'Hey, how do I send this doc to Bailey?' And Bailey was like, 'Just send it as a pdf, duh!",Young (<20),Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. ,-0.743548084
1309,"Alex wanted to know the best way to share the document with Bailey, and Bailey suggested sending it as a pdf.",Miggle Age (20-60),Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. ,-2.489164824
1310,"Alex inquired about the most suitable method for transmitting the document to Bailey, and Bailey advised sending it via pdf.",Old (>60),Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. ,-3.853784624
1311,---------------,---------------,---------------,0.84353782
1312,Jan stopped by one evening and investigated the house because she was freaked out that someone might have broken in.,Young (<20),Jan came over one night and searched the house because she was scared a robber could their. ,5.192619965
1313,"Jan paid a visit one night and conducted a thorough search of the house, concerned that an intruder might be lurking.",Miggle Age (20-60),Jan came over one night and searched the house because she was scared a robber could their. ,-1.783064964
1314,"Jan dropped by one evening and looked all around the house, frightened that a burglar might have been hiding.",Old (>60),Jan came over one night and searched the house because she was scared a robber could their. ,0.329416986
1315,---------------,---------------,---------------,0.84353782
1316,"Taylor is gonna hit the trails in the woods, y'all!",Young (<20),Taylor is going to go hiking in the woods. ,-15.52223323
1317,Taylor plans to go hiking in the woods this weekend.,Miggle Age (20-60),Taylor is going to go hiking in the woods. ,-2.921450669
1318,Taylor intends to take a leisurely stroll through the woods on Saturday.,Old (>60),Taylor is going to go hiking in the woods. ,-5.844369942
1319,---------------,---------------,---------------,0.84353782
1320,Kai gave Sydney a little nudge because she was taking forever to scoot out of the way.,Young (<20),"Kai gave Sydney a push, after Sydney was too slow getting out of the way. ",3.008173001
1321,Kai gently prodded Sydney to hurry up and move out of his path since he was getting impatient with her slowness.,Miggle Age (20-60),"Kai gave Sydney a push, after Sydney was too slow getting out of the way. ",0.511971206
1322,"Kai gave Sydney a bit of a shove after she was too leisurely in stepping aside, so he could pass by without any delays.",Old (>60),"Kai gave Sydney a push, after Sydney was too slow getting out of the way. ",0.751876265
1323,---------------,---------------,---------------,0.84353782
1324,"Alex was like, ""Yo, I wanna learn how to play the guitar and make it happen!",Young (<20),Alex wanted to learn how to play the guitar on his own and set the plans into motion. ,-2.981544178
1325,Alex decided to take the initiative and start learning how to play the guitar on his own.,Miggle Age (20-60),Alex wanted to learn how to play the guitar on his own and set the plans into motion. ,-7.9841302
1326,"Alex was determined to teach himself how to play the guitar, so he set about making a plan.",Old (>60),Alex wanted to learn how to play the guitar on his own and set the plans into motion. ,-7.804267535
1327,---------------,---------------,---------------,0.84353782
1328,Remy totally saved the apartment from being torn down by leading a sick protest on the steps!,Young (<20),Remy saved the apartment from destruction by holding a protest on the steps. ,12.39642164
1329,Remy successfully prevented the destruction of the apartment by organizing a powerful protest on the steps.,Miggle Age (20-60),Remy saved the apartment from destruction by holding a protest on the steps. ,8.071257153
1330,Remy gallantly protected the apartment from ruin by staging a peaceful protest on the steps.,Old (>60),Remy saved the apartment from destruction by holding a protest on the steps. ,16.29800886
1331,---------------,---------------,---------------,0.84353782
1332,Remy had a baby girl even though they thought they were having a boy!,Young (<20),Remy gave birth to a baby girl even though Remy thought they would have a boy. ,4.181971242
1333,Remy welcomed a baby girl despite initially expecting a boy.,Miggle Age (20-60),Remy gave birth to a baby girl even though Remy thought they would have a boy. ,-1.212323487
1334,"Remy was blessed with a precious baby girl, much to their delight!",Old (>60),Remy gave birth to a baby girl even though Remy thought they would have a boy. ,14.29844606
1335,---------------,---------------,---------------,0.84353782
1336,Sydney threw on their clothes and the dudes prepped for school.,Young (<20),Sydney put on their clothes and the boys got ready for school. ,6.617638246
1337,Sydney put on their outfits and the kids got ready for class.,Miggle Age (20-60),Sydney put on their clothes and the boys got ready for school. ,31.03777347
1338,Sydney donned their attire and the youngsters prepared for their daily lessons.,Old (>60),Sydney put on their clothes and the boys got ready for school. ,1.354065084
1339,---------------,---------------,---------------,0.84353782
1340,Tracy totally crushed her goals at work and was on top of the world!,Young (<20),Tracy had the world by the tail after she managed to do everything at work. ,6.798858454
1341,Tracy accomplished a lot at work and felt like she was on a roll!,Miggle Age (20-60),Tracy had the world by the tail after she managed to do everything at work. ,-3.804826436
1342,Tracy did an excellent job at work and had everything under control.,Old (>60),Tracy had the world by the tail after she managed to do everything at work. ,8.970427545
1343,---------------,---------------,---------------,0.84353782
1344,"Tracy was totally freaked out when this huge dog started stalking her in the park, so she Booker T-d it and jumped into her ride to get away from the beast!",Young (<20),A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. ,15.30745349
1345,Tracy had a close call with a menacing dog in the park and wisely made a run for her car to escape its clutches.,Miggle Age (20-60),A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. ,-2.016242529
1346,"Tracy found herself in quite a predicament when a large canine began pursuing her in the park, so she quickly made her way to her vehicle and sought refuge inside to avoid the situation escalating further.",Old (>60),A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. ,15.55287382
1347,---------------,---------------,---------------,0.84353782
1348,Jan and Taylor are totes besties now! They hang out at Taylor's crib every day and play some sick video games!,Young (<20),Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,-2.842736388
1349,"Jan and Taylor have become fast friends, and they enjoy spending their afternoons playing video games together at Taylor's house.",Miggle Age (20-60),Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,-1.381596763
1350,"Jan and Taylor have struck up a wonderful friendship, and they delight in spending their days playing video games together at Taylor's abode.",Old (>60),Jan made friends with Taylor. Jan now goes to Taylor´s house everyday to play video games. ,6.68466176
1351,---------------,---------------,---------------,0.84353782
1352,Ash was determined to make up for his missed shot and prove himself in the game.,Young (<20),Ash tried to redeem himself after he missed an open shot in the game. ,-16.3157907
1353,Ash attempted to redeem himself after he missed an easy opportunity in the game.,Miggle Age (20-60),Ash tried to redeem himself after he missed an open shot in the game. ,-9.513317563
1354,Ash regretted not making that shot and tried to make it up with a better performance later on.,Old (>60),Ash tried to redeem himself after he missed an open shot in the game. ,-0.210650466
1355,---------------,---------------,---------------,0.84353782
1356,"Taylor was all about teaching math in schools every day for that sweet, sweet dough. She lived for her vocation and it paid off!",Young (<20),Taylor taught math in the schools every day as a vocation to make money. ,-0.095374118
1357,"Taylor had a passion for teaching math and she pursued it as a career, working in schools every day to earn a living. She took her job very seriously and was dedicated to her students.",Miggle Age (20-60),Taylor taught math in the schools every day as a vocation to make money. ,2.186981873
1358,"Taylor was a dedicated teacher who worked in the schools every day, using her vocation to support herself financially. She was passionate about math and enjoyed sharing her knowledge with her students.",Old (>60),Taylor taught math in the schools every day as a vocation to make money. ,15.60870992
1359,---------------,---------------,---------------,0.84353782
1360,Jordan was being super annoying and kept Carson awake all night with his loudness.,Young (<20),Jordan was being loud and kept Carson up all night. ,-7.073062348
1361,"Jordan's boisterous behavior kept Carson up all night, disrupting his sleep.",Miggle Age (20-60),Jordan was being loud and kept Carson up all night. ,-9.680826869
1362,"Jordan's excessive noise kept Carson from getting a good night's rest, causing him to be quite irritable the next day.",Old (>60),Jordan was being loud and kept Carson up all night. ,1.849090762
1363,---------------,---------------,---------------,0.84353782
1364,"Sasha busted Kai's violin bow and tried to cover it up, dude! She was so embarrassed and hoped no one would find out.",Young (<20),Sasha broke Kai's violin bow and tried to hide it from her. ,-7.082270073
1365,"Sasha accidentally broke Kai's violin bow and attempted to keep it a secret, fearing her friend's reaction.",Miggle Age (20-60),Sasha broke Kai's violin bow and tried to hide it from her. ,7.82921462
1366,"Sasha inadvertently damaged Kai's violin bow and made an effort to conceal the truth, not wanting to cause any trouble or inconvenience for her friend.",Old (>60),Sasha broke Kai's violin bow and tried to hide it from her. ,-0.248143601
1367,---------------,---------------,---------------,0.84353782
1368,Sasha is a total rockstar for protecting her patients' info at the doc's office! 💪🏽👏,Young (<20),Sasha works at the doctor's office.  She protected the patient's information. ,-4.822170598
1369,"As a dedicated healthcare professional, Sasha ensured the confidentiality of her patients' information at the doctor's office. 💼📝",Miggle Age (20-60),Sasha works at the doctor's office.  She protected the patient's information. ,1.277066807
1370,Sasha is simply the best when it comes to keeping patient data private at the doctor's office! She's a real trooper for taking such good care of their sensitive information. 👵🏻👨‍⚕️,Old (>60),Sasha works at the doctor's office.  She protected the patient's information. ,-2.532965622
1371,---------------,---------------,---------------,0.84353782
1372,Skylar was like a superhero during the thunderstorm! She made hot chocolate and told stories to save her kids from being scaredy-pants. 😅,Young (<20),There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,-5.848509977
1373,Skylar was so cool during the storm - she whipped up some hot cocoa and spun a tale to calm her little ones' frayed nerves. 😊,Miggle Age (20-60),There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,0.759005874
1374,"Skylar, what a dear! She made some hot chocolate and read a story to her darling children when the thunderstorm had them all riled up. 🐝",Old (>60),There was a thunderstorm and Skylar's kids were scared. She made them hot chocolate and read them a story to ease their minds. ,7.90474616
1375,---------------,---------------,---------------,0.84353782
1376,Addison was super strict with their kids and made sure they were always on their best behavior.,Young (<20),Addison kept their kids well behaved and taught them good manors. ,12.03986242
1377,"Addison instilled good manners and discipline in their children, ensuring they grew up to be respectful and well-behaved individuals.",Miggle Age (20-60),Addison kept their kids well behaved and taught them good manors. ,11.88001808
1378,"Addison brought up their youngsters with strict parenting and emphasized the importance of proper etiquette, resulting in well-mannered kids.",Old (>60),Addison kept their kids well behaved and taught them good manors. ,-4.011226915
1379,---------------,---------------,---------------,0.84353782
1380,Addison was all about assuming the best in people and seeing them as BFFs.,Young (<20),Addison believed in the goodness of each person and regarded every person as a friend. ,-1.688071995
1381,Addison had faith in the inherent goodness of individuals and viewed everyone as a buddy.,Miggle Age (20-60),Addison believed in the goodness of each person and regarded every person as a friend. ,7.816128438
1382,"Addison believed that each person possessed a fundamental kindness, and he treated them all as dear friends.",Old (>60),Addison believed in the goodness of each person and regarded every person as a friend. ,7.539252496
1383,---------------,---------------,---------------,0.84353782
1384,Alex shelling out extra cash for exclusive game strategy secrets.,Young (<20),Alex paid extra money to get more secret details about the game strategy. ,-0.308186216
1385,Alex paid a premium for more in-depth information on the game's strategic aspects.,Miggle Age (20-60),Alex paid extra money to get more secret details about the game strategy. ,2.860433789
1386,Alex spent some extra money to get additional insider tips on how to play the game better.,Old (>60),Alex paid extra money to get more secret details about the game strategy. ,-0.021742811
1387,---------------,---------------,---------------,0.84353782
1388,Bailey told Aubrey that she spotted the dude swiping candy from the snack aisle.,Young (<20),Bailey told Aubrey she saw the thief taking candy in the aisle. ,-4.75143541
1389,Bailey informed Aubrey that she witnessed an individual taking candy from the store shelves.,Miggle Age (20-60),Bailey told Aubrey she saw the thief taking candy in the aisle. ,11.67262258
1390,Bailey mentioned to Aubrey that she observed someone helping themselves to candies in the aisle.,Old (>60),Bailey told Aubrey she saw the thief taking candy in the aisle. ,-7.329303528
1391,---------------,---------------,---------------,0.84353782
1392,Sasha was totally burned out from work and decided to take a sickeningly sweet vacay for the weekend. They hit the road and explored some new digs. 🚗✈️,Young (<20),Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,1.045615011
1393,"Sasha had been putting in some serious hours at the office, so they treated themselves to a well-deserved getaway. They took a weekend trip to explore a new destination. 🛵🏖️",Miggle Age (20-60),Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,2.945555336
1394,"Sasha was feeling rather exhausted from their job, so they decided to take some time off and go on a little adventure. They spent a relaxing weekend traveling to a new place. 🚐👣",Old (>60),Sasha was working hard for a long time and wanted a break. They spent a weekend traveling. ,0.367479588
1395,---------------,---------------,---------------,0.84353782
1396,Austin had a total bummer of a day at work and ended up hitting the bar for some drinks and chill vibes.,Young (<20),Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-8.389648491
1397,Austin had a tough day at the office and unwound with a few drinks at his favorite bar that night.,Miggle Age (20-60),Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-10.24756258
1398,Austin encountered some difficulties at work and decided to visit the local watering hole for a refreshing beverage and some camaraderie.,Old (>60),Austin had a rough day at work and decided to go to the bar. Austin had a drink that night. ,-8.597885914
1399,---------------,---------------,---------------,0.84353782
1400,"Since Kai was totally lost while trying to present in front of the class, Kai just wings it and hopes for the best!",Young (<20),"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",0.705018239
1401,"Since Kai was having difficulty presenting in front of the class, Kai relies on their quick thinking to fill in the gaps.",Miggle Age (20-60),"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",3.113446698
1402,"Since Kai was having a hard time presenting in front of the class, Kai tries to fake it until they make it.",Old (>60),"Since Kai was feeling confused while trying to present problems in front of the class, Kai makes things up as they go along. ",2.541096798
1403,---------------,---------------,---------------,0.84353782
1404,"Jordan was totally slaying the painting game, so they decided to make it their thing.",Young (<20),Jordan was so good at painting portraits that they made it their career. ,7.981941339
1405,Jordan had such an incredible talent for painting portraits that they turned it into a successful career.,Miggle Age (20-60),Jordan was so good at painting portraits that they made it their career. ,-5.67273755
1406,"Jordan was extremely skilled at painting portraits, and they wisely chose to make it their profession.",Old (>60),Jordan was so good at painting portraits that they made it their career. ,-6.07911805
1407,---------------,---------------,---------------,0.84353782
1408,Addison grabbed some groceries at the store and then rolled back home to stash them in the fridge and cabinets.,Young (<20),Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,3.971438179
1409,"Addison went to the market and purchased some groceries, which she then brought back home and put away in the refrigerator and pantry.",Miggle Age (20-60),Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,-0.719244254
1410,"Addison ventured out to the grocery store and acquired some provisions, which she then transported back home and stored in the icebox and cupboards.",Old (>60),Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. ,0.28412179
1411,---------------,---------------,---------------,0.84353782
1412,Skylar was totally bummed out when they found out they needed a root canal because their tooth hurt so bad!,Young (<20),Skylar had tooth pain and found out they needed a root canal. ,6.17799853
1413,"Skylar was surprised and concerned to learn that they needed a root canal after experiencing tooth pain, but they're hoping it will all be over soon.",Miggle Age (20-60),Skylar had tooth pain and found out they needed a root canal. ,-3.297654894
1414,Skylar was quite distressed when they discovered they required a root canal due to their persistent toothache. They hope the procedure will alleviate their discomfort and restore their dental health.,Old (>60),Skylar had tooth pain and found out they needed a root canal. ,-1.318538087
1415,---------------,---------------,---------------,0.84353782
1416,"Skylar hit up the mall with her squad to cop some fly clothes, even though they were broke AF.",Young (<20),skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,-6.161059944
1417,"Skylar went shopping with pals in search of high-end garb, despite their financial constraints.",Miggle Age (20-60),skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,19.5397065
1418,"Skylar and her acquaintances ventured to the shopping center to purchase luxurious attire, despite their limited financial resources.",Old (>60),skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. ,16.78203798
1419,---------------,---------------,---------------,0.84353782
1420,Riley started feeling super down and bummed out inside.,Young (<20),Riley began to hurt inside. ,-1.848037986
1421,Riley began experiencing a deep emotional pain within themselves.,Miggle Age (20-60),Riley began to hurt inside. ,-8.920057657
1422,Riley felt a sharp pang of sorrow and distress within their heart.,Old (>60),Riley began to hurt inside. ,-6.859062386
1423,---------------,---------------,---------------,0.84353782
1424,Tracy passed on her old video games to my buddy after she was done with them.,Young (<20),Tracy gave video games to my friend when they were done with them. ,-3.518292305
1425,Tracy kindly bestowed her pre-owned video games upon my acquaintance once she had finished with them.,Miggle Age (20-60),Tracy gave video games to my friend when they were done with them. ,4.007256606
1426,Tracy graciously gifted her previously enjoyed video games to my companion after she had completed with them.,Old (>60),Tracy gave video games to my friend when they were done with them. ,-2.813967081
1427,---------------,---------------,---------------,0.84353782
1428,"Riley totally made a difference in the revolution by giving the army some sick weapons and supplies, dude!",Young (<20),Riley played a role in the revolution because he gaved the army weapons and suppliles. ,0.637840023
1429,Riley played a significant part in the revolution by providing the army with essential weapons and supplies.,Miggle Age (20-60),Riley played a role in the revolution because he gaved the army weapons and suppliles. ,-7.643375268
1430,Riley was instrumental in the revolution by donating vital weapons and supplies to the army.,Old (>60),Riley played a role in the revolution because he gaved the army weapons and suppliles. ,-0.138844391
1431,---------------,---------------,---------------,0.84353782
1432,"Cameron was feeling super annoyed by his toothache, so he hit up the dentist to see if they could sort him out.",Young (<20),Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,3.831652464
1433,"Cameron had a persistent toothache that was driving him crazy, so he gave the dentist a call to make an appointment.",Miggle Age (20-60),Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,3.836377068
1434,"Cameron's tooth was giving him quite a bit of trouble, so he decided to contact the dentist to see if they could provide some relief.",Old (>60),Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. ,4.107013089
1435,---------------,---------------,---------------,0.84353782
1436,Sasha totally boosted Jordan's reputation when they were spotted together!,Young (<20),Sasha improved Jordan's status when they were seen together. ,12.26157842
1437,Sasha raised Jordan's profile significantly when they were seen as a couple.,Miggle Age (20-60),Sasha improved Jordan's status when they were seen together. ,1.747958457
1438,"When Sasha and Jordan were seen together, it was clear that Sasha had enhanced Jordan's social standing.",Old (>60),Sasha improved Jordan's status when they were seen together. ,1.483107611
1439,---------------,---------------,---------------,0.84353782
1440,Remy totally rocked it when he joined that sick band as their drummer!,Young (<20),Remy joined a band who needed a talented drummer. ,17.33190523
1441,Remy was thrilled to become the new drummer for a talented band with a great sound.,Miggle Age (20-60),Remy joined a band who needed a talented drummer. ,2.024055063
1442,Remy was absolutely delighted to join a fantastic band in need of a skilled drummer.,Old (>60),Remy joined a band who needed a talented drummer. ,-1.359332105
1443,---------------,---------------,---------------,0.84353782
1444,"Skylar was not down with Riley's plan to hit up a new bar, and Riley was not having it.",Young (<20),Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,-0.021136253
1445,"Skylar expressed reservations about going to a new bar with Riley, who was determined to convince her.",Miggle Age (20-60),Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,0.691934347
1446,"Skylar had some doubts about going out to a new bar with Riley, but Riley was persistent in trying to persuade her.",Old (>60),Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. ,-3.920448664
1447,---------------,---------------,---------------,0.84353782
1448,Taylor drew inspiration from their harrowing experience of being abducted and held hostage for a hefty sum.,Young (<20),Taylor based it on their experience of being kidnapped and held for ransom. ,1.184748289
1449,Taylor's latest work was influenced by their traumatic event of being kidnapped and held for ransom.,Miggle Age (20-60),Taylor based it on their experience of being kidnapped and held for ransom. ,-1.089819896
1450,Taylor's latest creation was inspired by their chilling ordeal of being taken captive and held for a substantial amount of money.,Old (>60),Taylor based it on their experience of being kidnapped and held for ransom. ,-0.595477149
1451,---------------,---------------,---------------,0.84353782
1452,"Riley's ex was totes cheating on them and Aubrey was like, 'I knew it!' But Aubrey didn't tell Riley because, you know, drama. Anyway, Riley finally dumped the cheater and Aubrey was all like, 'Yaaas, Riley, you deserve so much better!",Young (<20),Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-2.515350648
1453,"Riley's ex was having an affair behind their back and Aubrey had suspicions but didn't reveal the truth to Riley. When Riley finally ended the relationship, Aubrey was relieved that Riley was no longer with someone who didn't respect them.",Miggle Age (20-60),Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-1.281324996
1454,"Riley's former partner was deceitfully unfaithful to them, and Aubrey had an inkling of this but kept it to themselves. When Riley decided to move on, Aubrey felt a sense of satisfaction that Riley was no longer with someone who didn't deserve their love.",Old (>60),Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. ,-0.852745154
1455,---------------,---------------,---------------,0.84353782
1456,Alex busted out his A-game during a sick lecture before the big test. He totally paid attention to all the deets and nailed it! 💯,Young (<20),Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,-5.774440573
1457,"Alex carefully listened to the lecture before the test, making sure to note all the important details. His effort paid off with an A! 👏",Miggle Age (20-60),Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,1.577277967
1458,"Alex sat attentively during the lecture before his big test, taking thorough notes on all the key points. His dedication earned him an excellent grade of A! 🎉",Old (>60),Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. ,-4.600776923
1459,---------------,---------------,---------------,0.84353782
1460,"Carson's mom totally bans them from playing video games, and she found out they were at their friend's house gaming instead of doing their homework! 😱",Young (<20),Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,8.373525111
1461,"Carson's mother prohibits them from engaging in video game activities, and she discovered that they were secretly playing games at their friend's place. 🤷‍♀️",Miggle Age (20-60),Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,4.963560551
1462,"Carson's mother does not approve of their involvement in video games, and she recently found out that they were playing games at their friend's house without her knowledge or consent. 😠",Old (>60),Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. ,6.340785454
1463,---------------,---------------,---------------,0.84353782
1464,"Kai had some fierce words to drop, but she kept it real and kept them to herself.",Young (<20),Kai had some choice words to say but she decided to keep the language in check. ,18.54486713
1465,"Kai had some thoughtful comments to share, but she chose to maintain her composure and refrain from using explicit language.",Miggle Age (20-60),Kai had some choice words to say but she decided to keep the language in check. ,0.955109531
1466,"Kai had a few choice phrases on her mind, but she decided to exercise restraint and not let her words get away from her.",Old (>60),Kai had some choice words to say but she decided to keep the language in check. ,8.755871614
1467,---------------,---------------,---------------,0.84353782
1468,Alex totally dissed Sasha's car washing service even though rain was about to ruin everything!,Young (<20),Alex rendered Sasha's car washing service despite the rain that was soon to come. ,15.86142519
1469,Alex decided to forego Sasha's car washing service due to the impending rain.,Miggle Age (20-60),Alex rendered Sasha's car washing service despite the rain that was soon to come. ,7.552734871
1470,"Despite the looming rain, Alex chose not to avail himself of Sasha's car washing services.",Old (>60),Alex rendered Sasha's car washing service despite the rain that was soon to come. ,1.340201395
1471,---------------,---------------,---------------,0.84353782
1472,"Remy was totally stranded and hit up all her buds for a ride to the fair, but no one was answering their phones! 😩",Young (<20),Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,11.68913807
1473,"Remy was in a bit of a pickle and reached out to all her friends, asking if they could give her a lift to the fair, but everyone seemed to be too busy. 🤷‍♀️",Miggle Age (20-60),Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,2.310365717
1474,"Remy found herself without transportation to the fair and contacted all her acquaintances, pleading for someone to provide her with a ride. Unfortunately, no one was able to oblige. 😔",Old (>60),Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. ,16.82097075
1475,---------------,---------------,---------------,0.84353782
1476,"Tracy was totally stoked when she had Addison, like, the best thing ever!",Young (<20),Tracy gave birth to Addison and was very proud of her new child that day. ,2.835830187
1477,Tracy felt immense joy and pride when she gave birth to Addison that day.,Miggle Age (20-60),Tracy gave birth to Addison and was very proud of her new child that day. ,3.041871913
1478,Tracy was overjoyed when she welcomed her precious granddaughter Addison into the world.,Old (>60),Tracy gave birth to Addison and was very proud of her new child that day. ,8.027869246
1479,---------------,---------------,---------------,0.84353782
1480,Carson was chillin' at home with his tunes blasting when he noticed his mom rolling in from work looking all grumpy and stuff.,Young (<20),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-17.4501458
1481,"Carson was enjoying some downtime at home, lost in his music, when he saw his mom pull up from work with a clearly frazzled expression.",Miggle Age (20-60),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-12.34212691
1482,Carson was spending some quality time at home listening to his tunes when he observed his mother arrive from work with an air of displeasure.,Old (>60),"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. ",-11.54174605
1483,---------------,---------------,---------------,0.84353782
1484,Skylar was aware that his squad was feeling anxious and he wanted to calm their nerves.,Young (<20),Skylar knew they were nervous and he wanted to ease their minds. ,-8.609046452
1485,Skylar recognized that his team was feeling apprehensive and he aimed to alleviate their concerns.,Miggle Age (20-60),Skylar knew they were nervous and he wanted to ease their minds. ,-4.718114242
1486,Skylar perceived that his group was feeling uneasy and he endeavored to soothe their frayed nerves.,Old (>60),Skylar knew they were nervous and he wanted to ease their minds. ,0.31124003
1487,---------------,---------------,---------------,0.84353782
1488,Remy got totally hammered after drinking alone all night long.,Young (<20),Remy got very dark after drinking by himself all night long. ,1.483316324
1489,Remy had way too many drinks by himself last night and is looking pretty rough today.,Miggle Age (20-60),Remy got very dark after drinking by himself all night long. ,-16.292252
1490,"Remy overindulged in alcoholic beverages by himself last evening, resulting in an unhealthy complexion this morning.",Old (>60),Remy got very dark after drinking by himself all night long. ,-3.896381389
1491,---------------,---------------,---------------,0.84353782
1492,Aubrey blew off Riley's call about the party because she wasn't feeling it.,Young (<20),Aubrey ignored the call that she got from Riley that was about the upcoming party. ,-10.58528821
