Row ID,Paraphrases,Category,Orginal
246,"Remy became a proud mom of a new baby girl on a sunny Saturday afternoon, after a fulfilling delivery experience.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. 
247,---------------,---------------,---------------
248,"Alex had stopped parenting Sasha, but she did bring Sasha into the world.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. 
249,"Although Alex was no longer caring for Sasha, she still gave birth to her.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. 
250,"Alex, the mother of Sasha, had given birth to her child, but was no longer responsible for their upbringing.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. 
251,---------------,---------------,---------------
252,Jordan dished out some interview tips to Robin since she knew the drill at the company and could anticipate the questions that would come up.,Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
253,"Jordan shared some helpful insights with Robin about what to expect during the job interview, having already experienced the process within the company herself.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
254,"A (Direct, Forceful): Jordan dished out some interview tips to Robin since she knew the drill at the company and could anticipate the questions that would come up.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. 
255,---------------,---------------,---------------
256,Cameron made a point to purchase provisions for the vagrants.,Male,Cameron went out of her way to buy food for the homeless. 
257,Cameron took the initiative to acquire sustenance for the homeless individuals.,Female,Cameron went out of her way to buy food for the homeless. 
258,A : Cameron made a point to purchase provisions for the vagrants.,Ambiguous,Cameron went out of her way to buy food for the homeless. 
259,---------------,---------------,---------------
260,Sydney totally swept Kendall off his feet when she faked her interest in him at the gathering.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
261,"When Sydney pretended to be captivated by Kendall at the social event, she won him over with her charming facade.",Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
262,"Sydney appear to have won Kendall's heart over when she put on a show of being interested in him during the party, but it's unclear whether her feelings were genuine or just an act.",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. 
263,---------------,---------------,---------------
264,"Cameron's parents laid down the law and gave them a clear ultimatum: perform well in school, or face the consequences of being grounded. Cameron took their words to heart and put in the effort.",Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. 
265,"Cameron's parents gently encouraged them to do their best in school, promising support and praise if they succeeded. Cameron felt motivated by their parents' kind words.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. 
266,"Cameron's parents might have implied that they would be grounded if they didn't do well in school, but it was never explicitly stated. Nevertheless, Cameron still made sure to put in the effort.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. 
267,---------------,---------------,---------------
268,Jan forcibly whisked me away to NYC for a pre-baby birthday bash. 🎉,Male,Jan took me to NYC to celebrate my birthday before the baby was born. 
269,Jan so kindly and thoughtfully took me on a special trip to NYC to celebrate my birthday before the baby arrived. 🥰,Female,Jan took me to NYC to celebrate my birthday before the baby was born. 
270,"Jan, like, really wanted to take me to NYC to celebrate my birthday before the baby came. I guess they wanted to have some fun before everything changed? 🤷‍♀️",Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. 
271,---------------,---------------,---------------
272,"It was a beautiful day out, and Quinn decided to take a stroll instead.",Male,It was a pretty sunny day outside. Quinn walked instead. 
273,It was such a lovely day that Quinn chose to go for a leisurely walk instead.,Female,It was a pretty sunny day outside. Quinn walked instead. 
274,"On a gorgeous day like that, Quinn opted to saunter instead of taking the bus.",Ambiguous,It was a pretty sunny day outside. Quinn walked instead. 
275,---------------,---------------,---------------
276,"Kai was totally grounded after he crashed his mom's whip, so he gave her the keys back. (forceful, assertive)",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. 
277,"Kai was really in trouble after he damaged his mother's car, so he reluctantly returned the keys to her. (indirect, tentative)",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. 
278,"Kai got into a bit of a pickle when he dented his mom's ride, so he handed over the keys as a peace offering. (neutral, informal)",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. 
279,---------------,---------------,---------------
280,"Jordan brushed off the incident where his leg was bitten off by a shark while surfing, making a joke about it.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. 
281,"Despite the harrowing experience of having his leg bitten off by a shark while surfing, Jordan remained optimistic and made light of the situation.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. 
282,"Jordan downplayed the seriousness of being attacked by a shark while surfing, making a flippant comment about it.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. 
283,---------------,---------------,---------------
284,Kendall recognized that Skylar's demanding work schedule required some accommodations during the vacation planning process.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. 
285,Kendall was sensitive to Skylar's hectic work schedule and wanted to make sure their vacation plans were flexible enough to accommodate those demands.,Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. 
286,"Kendall took into account Skylar's busy work schedule and tried to plan the vacation accordingly, making sure that everything was aligned with Skylar's availability.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. 
287,---------------,---------------,---------------
288,She declined the invitation to join the team and decided to leave the court.,Male,But she didn't want to be on the team so walked off the court. 
289,She gracefully declined the offer to participate in the team and politely excused herself from the court.,Female,But she didn't want to be on the team so walked off the court. 
290,"She kind of didn't want to play on the team, so she like, walked off the court.",Ambiguous,But she didn't want to be on the team so walked off the court. 
291,---------------,---------------,---------------
292,"Carson was kicking back at his buddy's pad, blasting away on some sick video games.",Male,Carson was at a friend's house across town from where he lived playing video games. 
293,"Carson was spending time with friends at their home, enjoying a fun evening of gaming together.",Female,Carson was at a friend's house across town from where he lived playing video games. 
294,"Carson was hanging out at a familiar place, engrossed in an intense virtual adventure.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. 
295,---------------,---------------,---------------
296,Kendall boldly whisked their furry companion to the freshly opened canine playground in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. 
297,"Kendall carefully escorted their beloved pup to the recently established dog park nearby, with great consideration for their pet's preferences.",Female,Kendall took their dog to the new dog park in the neighborhood. 
298,"Like, um, soooo, Kendall took their doggo to that new dog park thingy in the 'hood, ya know?",Ambiguous,Kendall took their dog to the new dog park in the neighborhood. 
299,---------------,---------------,---------------
300,"Robin's brother was famished, so Robin sliced the sandwich in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. "
301,"Robin's brother looked a bit peckish, so Robin divided the sandwich into two equal parts.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. "
302,"The sandwich was too big for one person, so Robin split it with her brother.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. "
303,---------------,---------------,---------------
304,Addison viewed every female as an individual whose behavior should dictate how they are treated.,Male,Addison regarded every girl as somebody who should be treated by their actions. 
305,Addison considered every girl to be a unique person who deserved to be judged based on their actions and words.,Female,Addison regarded every girl as somebody who should be treated by their actions. 
306,"Addison looked at each girl as a special snowflake, and based his treatment of them on the way they behaved.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. 
307,---------------,---------------,---------------
308,Remy dared them to a contest and then outperformed them by a wide margin.,Male,Remy challenged them to a game and then beat them so much. 
309,"Remy proposed a friendly competition and then showed off her impressive skills, leaving them in the dust.",Female,Remy challenged them to a game and then beat them so much. 
310,"Remy invited them to a fun activity and then emerged victorious, with a significant lead.",Ambiguous,Remy challenged them to a game and then beat them so much. 
311,---------------,---------------,---------------
312,Casey coughed up some dough to Jesse so she could catch the flick.,Male,Casey gave some money to Jesse so she could go to the movie. 
313,Casey generously offered some funds to Jesse for her to enjoy a night out at the cinema.,Female,Casey gave some money to Jesse so she could go to the movie. 
314,Casey contributed some bucks to Jesse's movie fund.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. 
315,---------------,---------------,---------------
316,"Lee unleashed an impressive streak of fertility, delivering no less than ten babies over the course of a decade.",Male,Lee gave birth to ten babies over a span of ten years. 
317,"Lee was blessed with an incredible number of little bundles of joy, bringing ten precious babies into the world within the span of ten years.",Female,Lee gave birth to ten babies over a span of ten years. 
318,Lee's prolific reproduction skills resulted in the birth of ten tiny humans over the past decade.,Ambiguous,Lee gave birth to ten babies over a span of ten years. 
319,---------------,---------------,---------------
320,"Cameron donned a bulky outfit despite the sweltering heat outside, which made him sweat profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. 
321,"Despite the scorching sun, Cameron decided to dress in layers, which caused him to perspire copiously.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. 
322,"Cameron put on a thick set of clothes despite the warm weather, resulting in noticeable sweating.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. 
323,---------------,---------------,---------------
324,Remy unraveled every enigma due to her illustrious career as a renowned mystery novelist.,Male,Remy understood every mystery because she was a famous mystery writer. 
325,"As an accomplished author of mysteries, Remy was able to decipher each puzzle with ease.",Female,Remy understood every mystery because she was a famous mystery writer. 
326,A : Remy unraveled every enigma due to her illustrious career as a renowned mystery novelist.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. 
327,---------------,---------------,---------------
328,"Kendall kept pushing after being rejected, and ultimately made a favorable impression on Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. "
329,"Despite initial rejection, Kendall persevered and eventually won Lee over with her determination.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. "
330,"Kendall continued to pursue her goal despite initial resistance, and was able to make a lasting impact on Lee's perspective.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. "
331,---------------,---------------,---------------
332,"Alex adored Jesus and expressed their devotion in a manner that resonated with them, despite the criticism from others.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. 
333,"Alex cherished their spiritual connection with Jesus and demonstrated their love through a unique approach that aligned with their personal beliefs, even if it differed from what others considered correct.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. 
334,"Alex had a deeply personal relationship with Jesus, and they chose to honor Him in a way that was meaningful to them, despite any potential disapproval from others.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. 
335,---------------,---------------,---------------
336,Cameron snagged a fresh video game and was stoked to devour the entire experience in one sitting.,Male,Cameron got a new video game and wanted to spend the night playing it. 
337,Cameron received a shiny new video game and felt thrilled to indulge in it all night long.,Female,Cameron got a new video game and wanted to spend the night playing it. 
338,Cameron secured a hotly anticipated video game and was eager to immerse himself in it for an extended period of time.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. 
339,---------------,---------------,---------------
340,Alex solidified their bond with their partner during their joint getaway.,Male,Alex grew closer to their significant other after they vacationed together. 
341,"After going on a trip together, Alex and their significant other deepened their connection.",Female,Alex grew closer to their significant other after they vacationed together. 
342,The time spent together on vacation brought Alex and their special someone even closer.,Ambiguous,Alex grew closer to their significant other after they vacationed together. 
343,---------------,---------------,---------------
344,Aubrey filled up on fuel and grabbed some treats for the ride.,Male,Aubrey got gas at the station and got some snacks for the drive. 
345,Aubrey stopped by the convenience store and picked out some tasty snacks for our journey.,Female,Aubrey got gas at the station and got some snacks for the drive. 
346,A : Aubrey filled up on fuel and grabbed some treats for the ride.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. 
347,---------------,---------------,---------------
348,Riley eyed Jesse with a discerning gaze and cracked a smile once they polished off the last cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. 
349,"Riley peered at Jesse with a warm and friendly glance, and their smile grew wider after they devoured the final cookie together.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. 
350,"Riley looked at Jesse with a piercing stare, and their smile curved upwards after they consumed the last sweet treat.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. 
351,---------------,---------------,---------------
352,Aubrey dished out a hearty serving of spaghetti to Tracy's kids after their rigorous baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. 
353,Tracy's children were so delighted when Aubrey offered them a warm and savory plate of spaghetti following their fun-filled baseball practice!,Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. 
354,"After the baseball practice, Aubrey provided Tracy's kids with sustenance in the form of spaghetti.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. 
355,---------------,---------------,---------------
356,Quinn let loose with some major waterworks and polished off an entire carton of ice cream to cope with the end of her relationship.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. 
357,Quinn felt quite emotional after her breakup and indulged in a whole carton of ice cream to comfort herself.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. 
358,"Quinn experienced a significant amount of distress following the demise of her romantic involvement, and as a form of self-care, she consumed an entire carton of ice cream.",Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. 
359,---------------,---------------,---------------
360,"Remy and Aubrey had a productive conversation, allowing Remy to more effectively communicate their thoughts and ideas to Aubrey.",Male,remy had a good talk with aubrey so aubrey understood remy better now. 
361,"Aubrey and Remy had a warm and supportive discussion, which helped Aubrey gain a deeper understanding of Remy's perspective.",Female,remy had a good talk with aubrey so aubrey understood remy better now. 
362,"Remy and Aubrey engaged in a constructive dialogue, resulting in a mutual understanding that benefited both parties.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. 
363,---------------,---------------,---------------
364,Alex stepped in to babysit the kids after school so their parents could keep working without interruptions.,Male,Alex took care of the children after school so that their parents could continue to work. 
365,"Alex kindly looked after the children after school, allowing their parents to focus on their work without any distractions.",Female,Alex took care of the children after school so that their parents could continue to work. 
366,"Alex watched the kids after school, giving their parents the freedom to keep working without worrying about their little ones.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. 
367,---------------,---------------,---------------
368,Taylor imparted mathematical knowledge to disadvantaged young minds in educational institutions.,Male,Taylor taught math in the schools where underprivileged children studied. 
369,Taylor gently guided underprivileged students through mathematical concepts in a nurturing learning environment.,Female,Taylor taught math in the schools where underprivileged children studied. 
370,"Taylor effectively taught math to less fortunate children in schools, fostering their cognitive development and future success.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. 
371,---------------,---------------,---------------
372,"Jan secured the anniversary necklace around Sydney's slender neck, as she beamed with delight and uttered breathless praises about its exquisiteness.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. "
373,"Jan carefully attached the anniversary necklace around Sydney's neck, while Sydney shed tears of happiness and expressed her admiration for its loveliness with gentle effusiveness.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. "
374,"Jan delicately placed the anniversary necklace around Sydney's neck, as Sydney's emotional expressions of joy and awe filled the air.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. "
375,---------------,---------------,---------------
376,Kendall didn't land the gig despite the interviewer's assertion that she was a top contender.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. 
377,"Although the interviewer expressed confidence in Kendall's qualifications, she ultimately didn't secure the position.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. 
378,"The outcome of Kendall's job interview was uncertain, despite the interviewer's positive feedback about her credentials.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. 
379,---------------,---------------,---------------
380,Riley barked out orders to their friends about what they should do that night.,Male,Riley talked to their friends about what they should do that night. 
381,"Riley gently suggested some ideas to their friends about what they could do that night, taking care to consider everyone's opinions.",Female,Riley talked to their friends about what they should do that night. 
382,"Riley brought up some possibilities with their friends regarding what they might do that night, leaving the final decision open to interpretation.",Ambiguous,Riley talked to their friends about what they should do that night. 
383,---------------,---------------,---------------
384,"Remy made a beeline for the town and discovered an awesome spot to grab some sweet treats, then chowed down on some delicious ice cream.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. 
385,Remy ventured into the heart of town and stumbled upon a delightful place to indulge in tasty sweets before enjoying a refreshing scoop of ice cream.,Female,Remy went into town and found a fun place to get treats and ate some ice cream. 
386,"Remy headed into town and came across a cool spot to score some yummy treats, then devoured some cold ice cream.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. 
387,---------------,---------------,---------------
388,"This paraphrase uses more direct and forceful language to convey Carson's actions and motivations. For example, ""absolutely crushing it"" is a more forceful way of saying ""playing video games,"" and ""taking his mind off"" is more direct than ""escape the tension."" Additionally, the use of ""his buddy's place"" instead of ""a friend's house"" adds a more informal and assertive tone.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. 
389,"This paraphrase uses more indirect and tentative language to convey Carson's actions and motivations. For example, ""visited his friend's house"" is more indirect than ""went to,"" and ""to play video games and escape the tension"" is more tentative than ""to take his mind off."" Additionally, the use of ""constantly arguing"" instead of ""at home"" adds a more expressive tone.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. 
390,"This parhrase uses more neutral and polite language to convey Carson's actions and motivations. For example, ""hoping the distraction would help him forget about"" is more polite than ""to take his mind off,"" and ""the constant bickering between his folks"" is more neutral than ""his arguing parents."" Additionally, the use of ""went to"" instead of ""was at"" adds a more formal tone.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. 
391,---------------,---------------,---------------
392,"Taylor's math teaching methods garnered loads of kudos from students and peers alike, thanks to his no-nonsense yet engaging approach.",Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. 
393,"As a math teacher, Taylor earned plenty of accolades for his nurturing and innovative instructional strategies, which made learning fun and accessible for all students.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. 
394,"Taylor's math teaching techniques were widely commended by both students and educators, owing to his ability to strike a balance between rigor and enjoyment.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. 
395,---------------,---------------,---------------
396,"Robin took control of the situation by pulling over Carson, who was driving recklessly, but surprisingly didn't penalize him with a ticket.",Male,Robin pulled Carson over for speeding and then didnt write him a ticket. 
397,"After stopping Carson for speeding, Robin showed restraint by choosing not to issue a citation, prioritizing their relationship instead of focusing solely on the rule violation.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. 
398,"Robin, who was patrolling the road, decided to let Carson off with a warning after pulling him over for driving too fast, perhaps considering their history together and the potential consequences of a ticket.",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. 
399,---------------,---------------,---------------
