Row ID,Paraphrases,Category,Orginal,Gender Scores,Original,Normalized
173,"As Aubrey cared for the baby through the night, she kept a watchful eye out for any indications of a possible concussion, working together with the little one to provide the best possible care.",Female,Aubrey kept the baby up at night to watch for a concussion. ,-4.322312007,-0.549618692,-3.772693316
174,"Aubrey was determined to keep the baby up all night... but not because she wanted to deprive the little one of sleep! Oh no, she had a secret mission to detect any possible concussions, just like a superhero protecting her precious city.",Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-4.950577866,-0.549618692,-4.400959175
175,---------------,---------------,---------------,0.84353782,0.84353782,0
176,"Robin effectively obscured Riley's view of the explicit movie scene, unwittingly shielding her from an uncomfortable experience.",Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-4.284078259,3.490095316,-7.774173576
177,"With a quick swipe of his hand, Robin closed Riley's eyes to the sultry movie moment, creating a cozy cocoon of innocence around her.",Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-1.223069618,3.490095316,-4.713164935
178,"Robin's stealthy move hid the racy scene from Riley's peepers, leaving her in the dark about the smoldering on-screen action – much like how a certain someone might try to shield their significant other from a plot twist!",Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-3.022410289,3.490095316,-6.512505606
179,---------------,---------------,---------------,0.84353782,0.84353782,0
180,Quinn embraced Jordan and disclosed the surprise present they had been keeping hidden.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,1.256172904,10.89598332,-9.639810417
181,Quinn gave Jordan a warm hug before excitedly revealing the mystery gift they had been carefully storing away.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,0.053088939,10.89598332,-10.84289438
182,Quinn lovingly embraced Jordan and jointly pulled out the special surprise they had been keeping under wraps.,Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,-3.277487062,10.89598332,-14.17347038
183,---------------,---------------,---------------,0.84353782,0.84353782,0
184,"Bailey triumphantly announced that she had outperformed Jesse on his driving examination, with her impressive scores soaring high like a bird in flight.",Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-10.00532604,-14.46821237,4.462886321
185,"Yo, listen up! Bailey just killed it on her driving exam and left Jesse in the dust, man! She nailed it with flying colors, if you know what I mean! 😎",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-11.57886209,-14.46821237,2.889350277
186,"The results of Bailey's driving examination were ambiguous, as they could be interpreted in multiple ways. Some might say she passed with flying colors, while others might view her performance as a mere passing grade. ❓",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-6.977796441,-14.46821237,7.490415925
187,---------------,---------------,---------------,0.84353782,0.84353782,0
188,"While taking a test, Austin initially encountered some challenges.",Male,Austin was taking a test and found it difficult at first. ,-8.274767782,3.785198161,-12.05996594
189,"Austin was really digging deep and putting his all into the test, but it wasn't clicking at first.",Female,Austin was taking a test and found it difficult at first. ,-14.55354457,3.785198161,-18.33874273
190,"Austin was giving that test a good ol' college try, but it was like trying to solve a puzzle blindfolded – it just wasn't working out at first!",Ambiguous,Austin was taking a test and found it difficult at first. ,-8.756931425,3.785198161,-12.54212959
191,---------------,---------------,---------------,0.84353782,0.84353782,0
192,"Quinn was engaging in outdoor winter activities, creating snow-covered designs and projectiles.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",4.577435083,4.433343445,0.144091638
193,"Quinn was having a blast in the snowy wonderland, flailing about and molding the frozen white blanket into adorable shapes and missives!",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",28.10872448,4.433343445,23.67538103
194,"Quinn was joyfully splashing around in the winter wonderland, creating playful designs and gentle projectiles with their friends.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",11.80521447,4.433343445,7.371871027
195,---------------,---------------,---------------,0.84353782,0.84353782,0
196,"Tracy provided financial assistance to my friend who was in need, but they did not return the favor as promised.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-0.171869054,4.403172731,-4.575041786
197,"Hey there! So, Tracy lent some cash to my buddy when they were strapped for cash, but they didn't follow through on their promise to pay them back. Ouch!",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,1.310275603,4.403172731,-3.092897128
198,"Tracy generously offered financial support to a friend in need, yet they failed to reciprocate as anticipated. Does this sound like a familiar situation to anyone else? 🤔",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-0.040883147,4.403172731,-4.444055878
199,---------------,---------------,---------------,0.84353782,0.84353782,0
200,Camerson was impressed by Bailey's thorough research and well-structured argumentation. The paper demonstrated a clear understanding of the topic and effectively supported the thesis statement.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,8.309620453,-0.637090369,8.946710822
201,"Cameron was blown away by Bailey's incredible research skills! The paper was a masterpiece, showcasing a deep understanding of the subject matter and a talent for storytelling. The use of engaging anecdotes and vivid descriptions made the report come alive!",Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-5.507508539,-0.637090369,-4.870418171
202,"Camerson and Bailey collaborated on a captivating research project that left them both feeling proud and accomplished. Through their shared efforts, they produced a comprehensive and well-written paper that showcased their knowledge of the topic.",Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,6.255201942,-0.637090369,6.89229231
203,---------------,---------------,---------------,0.84353782,0.84353782,0
204,"Skylar was subjected to a physical altercation by a peer in the lunch line, which resulted in Skylar retaliating with an act of precipitation involving a liquid substance.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-3.227363745,-8.32033701,5.092973265
205,"Oh no! It sounds like Skylar got pushed around in the lunch line by a not-so-nice friend! But don't worry, Skylar didn't let it slide - literally! They poured milk all over that bully's head. Oops? 😳",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-4.846013163,-8.32033701,3.474323847
206,"Skylar felt upset when someone bumped into them in the lunch line, so they found a way to cool down the situation with a refreshing drink. Did it work? 😅",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-4.724424833,-8.32033701,3.595912177
207,---------------,---------------,---------------,0.84353782,0.84353782,0
208,"Remy provided you with a shared Netflix account, allowing you to access the platform without incurring individual costs.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-6.548329319,-2.241735307,-4.306594012
209,"Hey there! So Remy hooked you up with a group Netflix account, which means you can binge-watch your fave shows without breaking the bank! 😉",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",8.763473014,-2.241735307,11.00520832
210,"Remy generously offered to share their Netflix account with you, so now you can enjoy your favorite shows without paying for your own subscription. But wait, is this a one-time thing or an ongoing arrangement? 🤔",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",2.945726501,-2.241735307,5.187461808
211,---------------,---------------,---------------,0.84353782,0.84353782,0
212,"Skylar was on the phone while at the national park, failing to appreciate the breathtaking scenery around them.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,0.738104473,-1.090438755,1.828543228
213,"As Skylar chatted away on their phone at the national park, they almost missed out on the majestic vistas that surrounded them! 😱",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,3.205216963,-1.090438755,4.295655718
214,"While Skylar was engaged in a call at the national park, the stunning natural beauty around them seemed to fade into the background. Did they even notice? 🤔",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-6.318601748,-1.090438755,-5.228162993
215,---------------,---------------,---------------,0.84353782,0.84353782,0
216,Sydney traced Robin's fingers as part of her preschool teaching duties.,Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",8.722584421,28.43421955,-19.71163513
217,"Working together, Sydney and Robin explored the contours of each other's hands, fostering a deeper understanding of their unique fingerprints.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",-6.86971865,28.43421955,-35.3039382
218,Sydney and Robin had a fingertastic time tracing each other's handmade creations! 😊👫,Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",4.706168961,28.43421955,-23.72805059
219,---------------,---------------,---------------,0.84353782,0.84353782,0
220,Jan became pregnant and subsequently gave birth to a healthy baby girl.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,6.801624086,6.801581504,4.25826E-05
221,"OMG, can you believe it? Jan was expecting a little bundle of joy, and lo and behold, she delivered a gorgeous baby girl! 😍",Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,7.629250181,6.801581504,0.827668677
222,"Jan welcomed a precious new life into the world, and that life happened to be a beautiful baby girl. 💕",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,1.569195441,6.801581504,-5.232386063
223,---------------,---------------,---------------,0.84353782,0.84353782,0
224,Kendall was particularly passionate about indoor gardening and frequently watered her plants in jars to facilitate the evaporation of fluoride.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,18.24884395,5.679461349,12.5693826
225,"Kendall was totally obsessed with her leafy friends and always made sure they got their daily dose of H2O, carefully pouring water into jars to let the fluoride waft away. She loved how it made her plants feel so fresh and healthy!",Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,10.03915321,5.679461349,4.359691858
226,"Kendall had a thing for greenery and would often top up their water in jars, you know, to like, let the fluoride dissipate or whatever. It's like, she really cared about her plants and all that jazz.",Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-0.023481284,5.679461349,-5.702942633
227,---------------,---------------,---------------,0.84353782,0.84353782,0
228,"Knowing that Skylar would also want to participate, Kendall considered Skylar's preferences before making a decision.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",3.376728715,4.61404749,-1.237318775
229,"Since Skylar was always eager to join in on the fun, Kendall made sure to include Skylar in the planning process to ensure everyone had a blast.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",1.915962397,4.61404749,-2.698085093
230,"Taking Skylar's interests into consideration, Kendall decided to involve Skylar in the decision-making process, leaving room for spontaneity and flexibility.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",1.554483168,4.61404749,-3.059564322
231,---------------,---------------,---------------,0.84353782,0.84353782,0
232,"Aubrey, a reliable authority figure, apprehended Casey for racing through a hazardous construction zone.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-1.030428563,-10.04081059,9.010382022
233,"As a seasoned law enforcement officer, Aubrey flagged down Casey for blazing through a high-risk construction area, ensuring the safety of everyone on the road.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-3.16963148,-10.04081059,6.871179105
234,"A : Aubrey, a reliable authority figure, apprehended Casey for racing through a hazardous construction zone.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-1.270452893,-10.04081059,8.770357692
235,---------------,---------------,---------------,0.84353782,0.84353782,0
236,Riley bestowed upon Jan the most esteemed title in the kingdom and commemorated the occasion with a grand feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-4.084322039,3.921047477,-8.005369516
237,"Riley threw an epic party to honor Jan's new high rank, complete with a delicious spread of festival fare!",Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-15.96991479,3.921047477,-19.89096227
238,The kingdom's ruler showered Jan with accolades and hosted a lavish gathering in their name.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,8.086848492,3.921047477,4.165801015
239,---------------,---------------,---------------,0.84353782,0.84353782,0
240,"After experiencing expulsion from his family home, Jordan sought an alternative dwelling.",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-12.05260339,-7.266437079,-4.786166309
241,Jordan found himself in a tight spot after being booted out of the old homestead - he needed a new place to lay his head!,Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-15.77100619,-7.266437079,-8.504569114
242,"Jordan got the boot from his folks' pad, so he began the hunt for a new crash pad!",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-6.54466276,-7.266437079,0.721774319
243,---------------,---------------,---------------,0.84353782,0.84353782,0
244,"On a sunny Saturday afternoon, Remy brought forth a new life, a precious baby girl.",Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-1.403692099,-4.688902474,3.285210375
245,Oh my stars! Remy just welcomed a tiny queen into the world! It was a glorious Saturday afternoon when our beloved friend gave birth to a beautiful baby girl. 👸❤️,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,3.969508968,-4.688902474,8.658411443
246,"Remy's life changed forever on a Saturday afternoon, as she embraced motherhood for the first time with a new baby girl. 💗",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,-2.755538112,-4.688902474,1.933364362
247,---------------,---------------,---------------,0.84353782,0.84353782,0
248,Alex was responsible for the upbringing of Sasha until she gave birth to her.,Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-4.196043979,-0.600793549,-3.595250431
249,"Alex was once the guardian of Sasha, but eventually, she carried Sasha within herself and brought new life into the world.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,13.53586803,-0.600793549,14.13666158
250,"Sasha was born to Alex, who had been nurturing her until then.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,2.630627722,-0.600793549,3.231421271
251,---------------,---------------,---------------,0.84353782,0.84353782,0
252,"Jordan provided Robin with insights on the questions that would be asked during her job interview at the company, having already experienced the process herself.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,16.28207238,-3.598527045,19.88059942
253,"Jordan gave Robin the lowdown on what to anticipate in her job interview, having already been there and done that! 😉",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,2.725668985,-3.598527045,6.32419603
254,"Jordan provided Robin with some valuable input on the interview process, but it's unclear whether this information was based on personal experience or simply speculation.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-4.956135255,-3.598527045,-1.357608211
255,---------------,---------------,---------------,0.84353782,0.84353782,0
256,Cameron deliberately sought out groceries to donate to the local homeless shelter.,Male,Cameron went out of her way to buy food for the homeless. ,-2.341748381,-0.848662494,-1.493085887
257,"Cameron went above and beyond to source essential provisions for her community's less fortunate members, truly embodying the spirit of giving back.",Female,Cameron went out of her way to buy food for the homeless. ,-3.508067736,-0.848662494,-2.659405242
258,Cameron made a conscious effort to acquire sustenance for those without a home.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-2.841564135,-0.848662494,-1.992901641
259,---------------,---------------,---------------,0.84353782,0.84353782,0
260,Sydney manipulated Kendall's emotions when she feigned interest in him at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,3.044943542,5.121812511,-2.076868969
261,"Oh my heart! Sydney totally played Kendall like a violin at that party, making him think she was into him when really she was just toying with his feelings. 😉",Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,3.890117574,5.121812511,-1.231694937
262,"Sydney had a little fun with Kendall's affections at the party, but who's to say if it was all just a game or something more? 🤔",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,0.384633852,5.121812511,-4.73717866
263,---------------,---------------,---------------,0.84353782,0.84353782,0
264,Cameron's parents sternly warned them to perform well academically or else they would face consequences like grounding. Cameron took their words to heart and made an effort to excel in their studies.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-3.896660891,2.864351075,-6.761011965
265,Cameron's folks gently nudged them to buckle down in school or else risk getting cooped up at home. Cameron took their words as a challenge and studied with all their might!,Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,4.465350151,2.864351075,1.600999076
266,Cameron's parents whispered a threat to their ears - do well in school or suffer the consequences. But Cameron heard a challenge in those words and decided to rise to the occasion. Did they pass the test or did they flunk? Only time will tell!,Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,0.892905119,2.864351075,-1.971445956
267,---------------,---------------,---------------,0.84353782,0.84353782,0
268,Jan escorted me to New York City to commemorate my birthday before the arrival of our baby.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,6.844787093,2.839983519,4.004803574
269,Jan whisked me away to the Big Apple for a pre-baby birthday bash! 🎉 We squeezed in some last-minute fun before our little bundle of joy arrived.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-2.11013296,2.839983519,-4.950116479
270,Jan took me on a surprise trip to the city that never sleeps... but we made sure to get plenty of rest before the baby came along! 😴👶,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,-1.8293453,2.839983519,-4.669328819
271,---------------,---------------,---------------,0.84353782,0.84353782,0
272,"Quinn opted to walk on the sunny day, taking advantage of the favorable weather conditions.",Male,It was a pretty sunny day outside. Quinn walked instead. ,0.418456346,7.486694544,-7.068238199
273,"Quinn decided to take a stroll on that gorgeous day, enjoying the warm sunshine and fresh air.",Female,It was a pretty sunny day outside. Quinn walked instead. ,7.89221038,7.486694544,0.405515836
274,"The day was radiant, and Quinn chose to embark on a foot journey.",Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,-2.660498555,7.486694544,-10.1471931
275,---------------,---------------,---------------,0.84353782,0.84353782,0
276,"Kai was grounded after causing damage to his mother's car, so he relinquished the keys to her.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,4.048348802,7.52499625,-3.476647449
277,Oh no! Kai got grounded for wrecking Mom's sweet ride! But he took responsibility like a champ and gave back the keys. 🚗❤️,Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,5.100420752,7.52499625,-2.424575498
278,"Kai had to face the music after he messed up Mom's car, so he returned the keys to her. 🎶👫",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,4.017565885,7.52499625,-3.507430365
279,---------------,---------------,---------------,0.84353782,0.84353782,0
280,"Jordan sustained a severe injury while surfing when a shark bit off his leg. Despite the setback, he remained optimistic about the situation.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-3.067410529,-14.95918558,11.89177505
281,"Whoa, talk about a close call! Jordan was chillin' on his board when suddenly, a hungry shark came out of nowhere and nipped off his leg! But don't worry, he's taking it all in stride like a total boss.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-7.968362302,-14.95918558,6.990823281
282,"Yikes! Jordan had a close encounter with a shark while catching some waves. Despite the scary situation, he's keeping a positive attitude about it all. Can we all just take a deep breath together and send good vibes to Jordan? 🐳❤️",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,8.015455838,-14.95918558,22.97464142
283,---------------,---------------,---------------,0.84353782,0.84353782,0
284,Kendall understood that Skylar had a demanding work schedule and needed to be accommodated when planning the vacation.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-0.368211613,4.457684261,-4.825895874
285,"Kendall knew that Skylar was swamped with work, so she made sure to plan the vacation around Skylar's crazy schedule. After all, everyone needs a break from their 9-to-5 grind! 😎",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-0.630731614,4.457684261,-5.088415874
286,"Kendall wanted to make sure Skylar could join in on the fun vacation plans, so she took into account Skylar's hectic work schedule. 🤗",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-1.173757558,4.457684261,-5.631441819
287,---------------,---------------,---------------,0.84353782,0.84353782,0
288,"She decided not to participate in the team activity, so she left the court.",Male,But she didn't want to be on the team so walked off the court. ,-7.085241289,-0.947668216,-6.137573074
289,"As she walked off the court, she left behind a game that wasn't quite her cup of tea. But hey, at least she had the chance to try something new! 😄",Female,But she didn't want to be on the team so walked off the court. ,-4.035075507,-0.947668216,-3.087407291
290,"She exited the stage, her intentions unclear, leaving behind a trail of curiosity and speculation.",Ambiguous,But she didn't want to be on the team so walked off the court. ,7.695308121,-0.947668216,8.642976336
291,---------------,---------------,---------------,0.84353782,0.84353782,0
292,"Carson spent time at a friend's residence located in a different part of town, engaging in video game activities.",Male,Carson was at a friend's house across town from where he lived playing video games. ,0.963171089,5.016557812,-4.053386723
293,"Carson had a blast hanging out with his buddy across town, immersing himself in their epic video game marathon! 😄",Female,Carson was at a friend's house across town from where he lived playing video games. ,-17.10957043,5.016557812,-22.12612824
294,"Carson was enjoying some quality time with pals over at their place, indulging in a fun gaming session together. 👥",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-5.018078808,5.016557812,-10.03463662
295,---------------,---------------,---------------,0.84353782,0.84353782,0
296,Kendall transported their canine companion to the recently-opened dog park in the local neighborhood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-3.363149255,0.486016694,-3.849165949
297,"Hey there, fellow furry friends! Kendall just took their pup to the coolest new dog park in the 'hood! 🐾🏞️ Let's go grab some belly rubs and slobbery kisses!",Female,Kendall took their dog to the new dog park in the neighborhood. ,5.922562033,0.486016694,5.436545339
298,Kendall and their pup had a doggone good time at the new dog park in our 'hood! 🐾❤️ Let's get this pack together and make some new furry friends!,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,0.92943644,0.486016694,0.443419746
299,---------------,---------------,---------------,0.84353782,0.84353782,0
300,"Robin's brother was also feeling peckish, so Robin divided the sandwich into two equal portions.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",4.00111045,-3.228177079,7.229287529
301,"As Robin's brother was also craving a bite, Robin generously cut the sandwich in half to share with him.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",6.780295702,-3.228177079,10.00847278
302,"Robin's bro was famished, too, so our feathered hero wielded his trusty knife and gave the sandwich a good ol' divide-and-conquer treatment! 🥪🍞",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-9.912910786,-3.228177079,-6.684733706
303,---------------,---------------,---------------,0.84353782,0.84353782,0
304,Addison viewed every girl as an individual whose actions should be judged on their own merit.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-2.527855301,-0.350361241,-2.177494061
305,"Addison saw each girl as a unique person with her own strengths and weaknesses, and believed that their actions should be evaluated based on their own values and principles.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,6.344258686,-0.350361241,6.694619927
306,"Addison thought of every girl as a precious gem, whose worth should be determined by the quality of their deeds, rather than their gender.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,6.612396528,-0.350361241,6.962757769
307,---------------,---------------,---------------,0.84353782,0.84353782,0
308,Remy issued a challenge to them and then emerged victorious by a wide margin.,Male,Remy challenged them to a game and then beat them so much. ,3.167804147,-4.072848825,7.240652972
309,Remy dared them to a showdown and absolutely crushed them! 😱👊,Female,Remy challenged them to a game and then beat them so much. ,-1.835002965,-4.072848825,2.23784586
310,"Remy proposed a friendly competition and surprisingly dominated, leaving them in the dust. 🤔👫",Ambiguous,Remy challenged them to a game and then beat them so much. ,-19.84083355,-4.072848825,-15.76798473
311,---------------,---------------,---------------,0.84353782,0.84353782,0
312,"Casey provided financial support to Jesse, enabling her to attend the cinematic experience.",Male,Casey gave some money to Jesse so she could go to the movie. ,-2.071944323,-7.95049045,5.878546126
313,"Casey and Jesse shared a financial burden, allowing them to enjoy the movie together.",Female,Casey gave some money to Jesse so she could go to the movie. ,-7.803089556,-7.95049045,0.147400894
314,Casey pitched in some dough so Jesse could catch the flick – now they can bond over popcorn and pixels!,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-8.543742648,-7.95049045,-0.593252199
315,---------------,---------------,---------------,0.84353782,0.84353782,0
316,Lee delivered ten infants across a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,-5.143377069,19.64553637,-24.78891344
317,"Over the course of ten years, Lee nurtured and brought ten tiny miracles into the world! 😊",Female,Lee gave birth to ten babies over a span of ten years. ,9.703677193,19.64553637,-9.941859182
318,Lee's extraordinary experience of birthing ten bundles of joy over the past decade is a testament to her resilience and motherly love. 🤱‍♀️💕,Ambiguous,Lee gave birth to ten babies over a span of ten years. ,2.333863918,19.64553637,-17.31167246
319,---------------,---------------,---------------,0.84353782,0.84353782,0
320,"Cameron donned a bulky outfit despite the sweltering heat outside, which caused him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,12.02220481,9.784867885,2.23733692
321,"Cameron was drenched in layers even on that scorching day, but his attire made him feel like he was stuck in a sauna! The sweat trickled down his face, making it look like he'd just finished a marathon.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,0.653318968,9.784867885,-9.131548917
322,"Cameron put on some seriously warm gear even though the sun was blazing outside, and boy did he feel toasty! His clothes were so heavy, they made him look like he was wearing a blanket. 😂",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,7.982579847,9.784867885,-1.802288037
323,---------------,---------------,---------------,0.84353782,0.84353782,0
324,Remy had a knack for solving mysteries due to her extensive experience as a renowned mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,0.812273769,-5.93812287,6.750396639
325,"As a celebrated author of mystery novels, Remy's exceptional insight and intuition allowed her to unravel even the most complex enigmas.",Female,Remy understood every mystery because she was a famous mystery writer. ,12.39197116,-5.93812287,18.33009404
326,A : Remy had a knack for solving mysteries due to her extensive experience as a renowned mystery writer.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,0.399980422,-5.93812287,6.338103292
327,---------------,---------------,---------------,0.84353782,0.84353782,0
328,"Kendall persevered in spite of initial rejection, ultimately resulting in a successful outcome for both parties. (More informational and factual, with a greater emphasis on determiners)",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-4.87824571,-0.450663508,-4.427582201
329,"Lee was initially resistant to Kendall's proposal, but after some persistence, they were able to find common ground and achieve a mutually beneficial result. (More involved and collaborative, with an emphasis on punctuation to convey characters' perceptions and feelings)",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",1.61605128,-0.450663508,2.066714788
330,"A : Kendall persevered in spite of initial rejection, ultimately resulting in a successful outcome for both parties. (More informational and factual, with a greater emphasis on determiners)",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-4.783240497,-0.450663508,-4.332576989
331,---------------,---------------,---------------,0.84353782,0.84353782,0
332,"Alex adhered to their own beliefs about worshiping Jesus, despite others' opinions to the contrary.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,5.328964794,0.919876239,4.409088555
333,"Alex had a deeply personal connection with Jesus, expressing their devotion in a way that resonated with their own unique perspective.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,1.853854939,0.919876239,0.9339787
334,"A : Alex adhered to their own beliefs about worshiping Jesus, despite others' opinions to the contrary.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,4.465002345,0.919876239,3.545126106
335,---------------,---------------,---------------,0.84353782,0.84353782,0
336,Cameron received a fresh video game and sought to dedicate the night to enjoying it.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-3.378189544,-6.877893204,3.499703661
337,"Oh my gosh, did you hear about Cameron's latest gaming obsession? They just got their hands on a brand new title and are planning to spend the whole night immersed in it! 😍",Female,Cameron got a new video game and wanted to spend the night playing it. ,3.475461562,-6.877893204,10.35335477
338,A : Cameron received a fresh video game and sought to dedicate the night to enjoying it.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-3.370686228,-6.877893204,3.507206976
339,---------------,---------------,---------------,0.84353782,0.84353782,0
340,Alex deepened their connection with their partner after they embarked on a joint getaway.,Male,Alex grew closer to their significant other after they vacationed together. ,-1.381797518,-3.679908942,2.298111424
341,"During their romantic escapade together, Alex and their significant other strengthened their bond through shared experiences and heartfelt conversations.",Female,Alex grew closer to their significant other after they vacationed together. ,0.961391809,-3.679908942,4.641300751
