Row ID,Paraphrases,Category,Orginal,value,58.37835646,Young<Old
1483,---------------,---------------,---------------,27.27991284,27.62053526,TRUE
1484,Skylar sensed that his friends were feeling anxious and he wanted to make them feel better.,Young,Skylar knew they were nervous and he wanted to ease their minds. ,38.7891449,31.48233039,FALSE
1485,"Skylar noticed that his companions were visibly uneasy, so he aimed to reassure them.",Middle Age,Skylar knew they were nervous and he wanted to ease their minds. ,27.62053526,27.27991284,FALSE
1486,Skylar perceived that his acquaintances were apprehensive and he sought to calm their frayed nerves.,Old,Skylar knew they were nervous and he wanted to ease their minds. ,31.48233039,28.51431541,FALSE
1487,---------------,---------------,---------------,27.27991284,32.17246874,TRUE
1488,Remy got totally hammered last night after drinking alone all evening long.,Young,Remy got very dark after drinking by himself all night long. ,28.51431541,-1.516941593,FALSE
1489,"Remy had way too much to drink by himself last night, resulting in a pretty rough morning today.",Middle Age,Remy got very dark after drinking by himself all night long. ,32.17246874,27.27991284,FALSE
1490,"Remy overindulged in alcohol by himself last night, causing him to feel quite unwell this morning.",Old,Remy got very dark after drinking by himself all night long. ,-1.516941593,7.817922532,TRUE
1491,---------------,---------------,---------------,27.27991284,60.92166269,TRUE
1492,Aubrey blew off Riley's call about the party because she wasn't feelin' it.,Young,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,7.817922532,63.70863953,TRUE
1493,"Aubrey declined Riley's invitation to discuss the upcoming party, choosing instead to focus on her own priorities.",Middle Age,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,60.92166269,27.27991284,FALSE
1494,"Aubrey disregarded Riley's telephone call regarding the forthcoming social gathering, opting to attend to more pressing matters.",Old,Aubrey ignored the call that she got from Riley that was about the upcoming party. ,63.70863953,-15.44157347,FALSE
1495,---------------,---------------,---------------,27.27991284,45.68293905,TRUE
1496,"Robin joined Jan's crew at the park for an epic gaming session that lasted like, forever!",Young,Robin went with Jan's friends to the park to play some games for hours. ,-15.44157347,19.32146287,TRUE
1497,Robin accompanied Jan's friends to the park for a fun-filled afternoon of games and activities.,Middle Age,Robin went with Jan's friends to the park to play some games for hours. ,45.68293905,27.27991284,FALSE
1498,Robin went with Jan's companions to the park for a leisurely day of games and socializing.,Old,Robin went with Jan's friends to the park to play some games for hours. ,19.32146287,17.34567713,FALSE
1499,---------------,---------------,---------------,27.27991284,30.58277659,TRUE
1500,"Sydney is totally Alex's ride or die, like a mom and personal caregiver after that unfortunate accident left Alex paralyzed from the neck down. They're like, super helpers, you know? They even go to places like Dairy Queen together and stuff! Like, the cashier was asking if they wanted extra fries and everything.",Young,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",17.34567713,42.84186769,TRUE
1501,"Sydney is Alex's devoted mother and caregiver, providing support and assistance after Alex's unfortunate paralysis from the neck down. They regularly go out together, such as to Dairy Queen, where they were asked by the cashier if they wanted extra fries.",Middle Age,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",30.58277659,27.27991284,FALSE
1502,"Sydney is a loving mother and caregiver to her son Alex, who was tragically paralyzed from the neck down. Despite this, they continue to enjoy activities together, including visiting Dairy Queen, where they were offered extra fries by the cashier.",Old,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. ",42.84186769,16.79357634,FALSE
1503,---------------,---------------,---------------,27.27991284,78.54837447,TRUE
1504,Taylor went to their dad's concert and was totally blown away by how awesome he performed!,Young,Taylor attended their father's concert and was very impressed that their father performed so well. ,16.79357634,9.570135388,FALSE
1505,Taylor attended their father's concert and was very impressed with the quality of his performance.,Middle Age,Taylor attended their father's concert and was very impressed that their father performed so well. ,78.54837447,27.27991284,FALSE
1506,"Taylor went to see their father perform in concert and was thoroughly enjoying the show, particularly when they witnessed how well he did.",Old,Taylor attended their father's concert and was very impressed that their father performed so well. ,9.570135388,23.1404183,TRUE
1507,---------------,---------------,---------------,27.27991284,20.31894727,FALSE
1508,Addison and her squad were totally engrossed in a sick game of hide and seek at recess. She totally sprinted away to find an epic hiding spot.,Young,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,23.1404183,20.47806194,FALSE
1509,Addison and her friends were enjoying a fun game of hide and seek during recess. She quickly ran off to find a good hiding place.,Middle Age,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,20.31894727,27.27991284,TRUE
1510,Addison and her companions were indulging in a delightful game of hide and seek during their recreational period. She hastily retreated to locate an appropriate hiding location.,Old,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. ,20.47806194,23.69981226,TRUE
1511,---------------,---------------,---------------,27.27991284,22.1441237,FALSE
1512,Bailey was a killer basketball player with a signature move that always impressed the crowd.,Young,Bailey was a good basketball player who had a special shot in their arsenal. ,23.69981226,34.76343546,TRUE
1513,Bailey was an exceptional basketball athlete who had a unique shooting style that set them apart from their opponents.,Middle Age,Bailey was a good basketball player who had a special shot in their arsenal. ,22.1441237,27.27991284,TRUE
1514,Bailey was a talented basketball player who possessed a distinctive shot that consistently scored points for their team.,Old,Bailey was a good basketball player who had a special shot in their arsenal. ,34.76343546,25.14908986,FALSE
1515,---------------,---------------,---------------,27.27991284,14.98674286,FALSE
1516,Bailey totally crushed that book and totally nailed her end-of-course exam prep! 💪🏼,Young,Bailey studied the book carefully in preparation for the end of course exam. ,25.14908986,43.54487105,TRUE
1517,Bailey thoroughly reviewed the book and prepared diligently for her end-of-course exam. 📚🔍,Middle Age,Bailey studied the book carefully in preparation for the end of course exam. ,14.98674286,27.27991284,TRUE
1518,Bailey perused the book with great attention to detail and prepared assiduously for her end-of-course examination. 👓📝,Old,Bailey studied the book carefully in preparation for the end of course exam. ,43.54487105,15.1003983,FALSE
1519,---------------,---------------,---------------,27.27991284,42.54513885,TRUE
1520,Cameron saw science as all about being objective and following strict guidelines.,Young,Cameron interpreted science in terms of objectiveness and rules. ,15.1003983,54.30004884,TRUE
1521,Cameron viewed science as a discipline that values objectivity and adherence to established principles.,Middle Age,Cameron interpreted science in terms of objectiveness and rules. ,42.54513885,27.27991284,FALSE
1522,Cameron believed that science should be approached with a focus on fairness and a commitment to established norms.,Old,Cameron interpreted science in terms of objectiveness and rules. ,54.30004884,49.73545235,FALSE
1523,---------------,---------------,---------------,27.27991284,30.1149818,TRUE
1524,Sydney totally freaked out Skylar's phone by putting it way too close to the edge of the desk!,Young,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,49.73545235,43.83008268,FALSE
1525,Sydney was careless with Skylar's phone and almost dropped it over the edge of the desk.,Middle Age,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,30.1149818,27.27991284,FALSE
1526,"Oh my goodness, Sydney, you were just a hair's breadth away from dropping Skylar's phone off the desk!",Old,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. ,43.83008268,28.34138227,FALSE
1527,---------------,---------------,---------------,27.27991284,38.80745643,TRUE
1528,Kai chatted with their squad about politics to stay in the know.,Young,Kai talked about politics with their friends to try and stay informed. ,28.34138227,76.97367534,TRUE
1529,Kai had a discussion with their friends about current events to stay informed.,Middle Age,Kai talked about politics with their friends to try and stay informed. ,38.80745643,27.27991284,FALSE
1530,Kai engaged in a conversation with their peers regarding political matters to remain aware.,Old,Kai talked about politics with their friends to try and stay informed. ,76.97367534,62.47750544,FALSE
1531,---------------,---------------,---------------,27.27991284,16.17649473,FALSE
1532,Sydney totally made some gnarly friends at their new gig! 😎,Young,Sydney made some friends at their new place that they were working. ,62.47750544,50.77330635,FALSE
1533,Sydney was able to form some meaningful connections with their colleagues at their new workplace. 👥,Middle Age,Sydney made some friends at their new place that they were working. ,16.17649473,27.27991284,TRUE
1534,Sydney has acquainted themselves with some lovely people at their place of employment. 💕,Old,Sydney made some friends at their new place that they were working. ,50.77330635,31.0029236,FALSE
1535,---------------,---------------,---------------,27.27991284,35.00713573,TRUE
1536,"Tracy, the cool bus driver, took Jesse's crew of students on a sick field trip to a far-out location.",Young,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,31.0029236,27.87333724,FALSE
1537,"Tracy, the experienced bus driver, carefully transported Jesse's students to a secluded spot for their field trip.",Middle Age,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,35.00713573,27.27991284,FALSE
1538,"Tracy, the reliable bus driver, escorted Jesse's class of students on a educational field trip to a distant place.",Old,Tracy the bus driver took Jesse's students on a field trip to a remote location. ,27.87333724,26.80117262,FALSE
1539,---------------,---------------,---------------,27.27991284,4.221461255,FALSE
1540,Alex was totally addicted to TV and spent most of his time holed up in his room binge-watching his favorite shows.,Young,Alex loved to watch tv so he spent most of his time up in his room with it on. ,26.80117262,17.09736122,FALSE
1541,"Alex enjoyed spending time in his room watching TV, as it helped him unwind and relax after a long day.",Middle Age,Alex loved to watch tv so he spent most of his time up in his room with it on. ,4.221461255,27.27991284,TRUE
1542,Alex was rather fond of television and would often retreat to his bedroom to pass the time watching his favorite programs.,Old,Alex loved to watch tv so he spent most of his time up in his room with it on. ,17.09736122,34.85890685,TRUE
1543,---------------,---------------,---------------,27.27991284,28.06151063,TRUE
1544,"Addison was bumpin' their jams way too loudly, so they had to turn it down a notch.",Young,Addison was listening to music very loudly. They turned their music down. ,34.85890685,2.297782623,FALSE
1545,"Addison had the volume on their music cranked up quite high, so they were asked to lower it down a bit.",Middle Age,Addison was listening to music very loudly. They turned their music down. ,28.06151063,27.27991284,FALSE
1546,"Addison was enjoying their music at an excessive volume, and they were kindly requested to turn it down some.",Old,Addison was listening to music very loudly. They turned their music down. ,2.297782623,21.70650678,TRUE
1547,---------------,---------------,---------------,27.27991284,40.96201812,TRUE
1548,"Jordan was bored and looking for something new to do, so he decided to check out this cool baseball card shop.",Young,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. ,21.70650678,2.408266185,FALSE
1549,"Jordan was seeking a fun and exciting way to spend his afternoon, so he ventured to a nearby baseball card store.",Middle Age,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. ,40.96201812,27.27991284,FALSE
1550,"Jordan felt like doing something different one day, so he went to explore the baseball card shop in town.",Old,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. ,2.408266185,97.28509571,TRUE
1551,---------------,---------------,---------------,27.27991284,61.87390372,TRUE
1552,Jan told the noisy students to chill out and move back to their seats.,Young,Jan said walk back to the students who were being disruptive and loud. ,97.28509571,130.6215278,TRUE
1553,Jan requested that the rowdy students calm down and return to their positions in the classroom.,Middle Age,Jan said walk back to the students who were being disruptive and loud. ,61.87390372,27.27991284,FALSE
1554,Jan gently reminded the rambunctious students to quiet down and take their seats.,Old,Jan said walk back to the students who were being disruptive and loud. ,130.6215278,10.0014458,FALSE
1555,---------------,---------------,---------------,27.27991284,21.28400815,FALSE
1556,Austin had stuff to do after class and always chowed down late.,Young,Austin had things to do after school and always ate late. ,10.0014458,7.612541512,FALSE
1557,Austin had errands to run after school and always ate dinner later than usual.,Middle Age,Austin had things to do after school and always ate late. ,21.28400815,27.27991284,TRUE
1558,Austin had tasks to attend to after his classes ended and consistently consumed his meals at a later hour.,Old,Austin had things to do after school and always ate late. ,7.612541512,23.72371734,TRUE
1559,---------------,---------------,---------------,27.27991284,19.76382728,FALSE
1560,"Sydney was dead set on becoming a lawyer from the time she was a teenager, so she put her nose to the grindstone in college and worked super hard. By her senior year, she felt like she had a good shot at getting into law school!",Young,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. ",23.72371734,30.82241798,TRUE
1561,"Sydney was determined to become a lawyer from a young age, so she dedicated herself to her studies in college. As a result, by the time she reached her senior year, she felt confident that she had a strong chance of getting accepted into law school.",Middle Age,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. ",19.76382728,27.27991284,TRUE
1562,"Sydney had always dreamed of being a lawyer, and she worked very hard in college to make that dream a reality. By her senior year, she felt like all her efforts had paid off and she had a good chance of getting into law school.",Old,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. ",30.82241798,37.52661441,TRUE
1563,---------------,---------------,---------------,27.27991284,44.58418239,TRUE
1564,"Skylar heard some suspicious noise coming from a forbidden room, so he snuck in and found his friends pulling off an epic prank!",Young,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. ",37.52661441,23.46899828,FALSE
1565,"Skylar detected some unusual activity coming from a restricted area, so he cautiously entered the room and discovered some mischievous students engaging in a prank.",Middle Age,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. ",44.58418239,27.27991284,FALSE
1566,"Skylar heard an unfamiliar sound coming from a room that wasn't supposed to be accessed by students, so he carefully entered the room and found some youngsters up to no good.",Old,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. ",23.46899828,22.74123452,FALSE
1567,---------------,---------------,---------------,27.27991284,45.87108526,TRUE
1568,"Sydney jumped out of bed and got dressed for the day, feeling energized and ready to take on whatever came their way.",Young,Sydney woke up and was ready to start the day. They put on their clothes. ,22.74123452,22.51193254,FALSE
1569,"Sydney woke up bright and early, put on their favorite outfit, and was all set to tackle the day with a spring in their step.",Middle Age,Sydney woke up and was ready to start the day. They put on their clothes. ,45.87108526,27.27991284,FALSE
1570,"Sydney rose from their slumber, donned their daily attire, and prepared for another productive day, feeling refreshed and eager to engage with the world around them.",Old,Sydney woke up and was ready to start the day. They put on their clothes. ,22.51193254,74.28719533,TRUE
1571,---------------,---------------,---------------,27.27991284,37.81926626,TRUE
1572,"Casey was starving, so they tossed some grub in the oven to heat it up.",Young,Casey was hungry so they put food into the oven to cook. ,74.28719533,45.80439487,FALSE
1573,"Since Casey was feeling peckish, they placed some food in the oven to bake until it was ready.",Middle Age,Casey was hungry so they put food into the oven to cook. ,37.81926626,27.27991284,FALSE
1574,"As Casey had a hankering for something tasty, they put some sustenance in the oven to cook until it was hot and ready to eat.",Old,Casey was hungry so they put food into the oven to cook. ,45.80439487,43.93577534,FALSE
1575,---------------,---------------,---------------,27.27991284,31.49473118,TRUE
1576,"Aubrey was like, ""Hey Sydney, can you guess how much the damage to my car is gonna cost?",Young,Aubrey asked Sydney to estimate the cost of the damage to her car. ,43.93577534,46.83012876,TRUE
1577,Aubrey asked Sydney to provide an estimate of the damages to her vehicle.,Middle Age,Aubrey asked Sydney to estimate the cost of the damage to her car. ,31.49473118,27.27991284,FALSE
1578,Aubrey inquired of Sydney as to the approximate cost of the repairs needed for her automobile.,Old,Aubrey asked Sydney to estimate the cost of the damage to her car. ,46.83012876,28.56053034,FALSE
1579,---------------,---------------,---------------,27.27991284,32.97577715,TRUE
1580,Remy handed over her account details to Skylar so she could swipe into the hotel like a total boss! 😎,Young,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. ",28.56053034,5.906120722,FALSE
1581,Remy provided Skylar with her account information to facilitate her check-in process at the hotel.,Middle Age,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. ",32.97577715,27.27991284,FALSE
1582,Remy gave Skylar her account particulars so she could register at the hotel with ease.,Old,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. ",5.906120722,47.19079036,TRUE
1583,---------------,---------------,---------------,27.27991284,63.38685063,TRUE
1584,Kendall totally braved the crazy rain and thunderstorm to walk their pup home! 🐶☔️🌩️,Young,Kendall walked their dog home in the pouring rain and thunder and lightning. ,47.19079036,42.42461432,FALSE
1585,Kendall ventured out in the pouring rain and electrical storm to bring their furry friend back home. 💨🌧️🐕,Middle Age,Kendall walked their dog home in the pouring rain and thunder and lightning. ,63.38685063,27.27991284,FALSE
1586,Kendall navigated through the torrential downpour and turbulent weather to walk their loyal canine companion home. 👩‍👦🐕🌪️,Old,Kendall walked their dog home in the pouring rain and thunder and lightning. ,42.42461432,9.641590746,FALSE
1587,---------------,---------------,---------------,27.27991284,27.86766594,TRUE
1588,"Skylar was like, ""Whoa, there's a lost kid here?!"" and tried to find their fam, you know?",Young,Skylar found a child standing in the airport alone and tried to find their parents. ,9.641590746,51.36588493,TRUE
1589,Skylar noticed a young child standing alone in the airport and made an effort to locate their parents or guardians.,Middle Age,Skylar found a child standing in the airport alone and tried to find their parents. ,27.86766594,27.27991284,FALSE
1590,Skylar espied a juvenile passenger separated from their family at the airport and endeavored to find their kinfolk.,Old,Skylar found a child standing in the airport alone and tried to find their parents. ,51.36588493,29.09883531,FALSE
1591,---------------,---------------,---------------,27.27991284,33.07666297,TRUE
1592,"Aubrey and Ted were out on a sick fishing trip when, like, a shark just attacked their boat and Aubrey fell off!!",Young,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. ,29.09883531,35.55813277,TRUE
1593,"Aubrey and Ted were on a thrilling fishing adventure when suddenly a shark struck their boat, causing Aubrey to fall into the water.",Middle Age,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. ,33.07666297,27.27991284,FALSE
1594,Aubrey and Ted went on a fishing excursion and had a frightening encounter with a shark that caused Aubrey to fall off the boat.,Old,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. ,35.55813277,29.08135603,FALSE
1595,---------------,---------------,---------------,27.27991284,-13.8599014,FALSE
1596,"Riley was totally crushing on Jesse, but Jesse was not here for it and got majorly annoyed that Riley was checking them out.",Young,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. ",29.08135603,4.877772044,FALSE
1597,"Riley gazed longingly at Jesse, but Jesse felt self-conscious and irritated that Riley was staring at them so intensely.",Middle Age,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. ",-13.8599014,27.27991284,TRUE
1598,"Riley looked fondly at Jesse, but Jesse grew vexed by the constant scrutiny and wished Riley would stop eyeing them so persistently.",Old,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. ",4.877772044,21.21550125,TRUE
1599,---------------,---------------,---------------,27.27991284,31.17785739,TRUE
1600,"Taylor was, like, super helpful to their friend and they finished the task way faster than anyone else!",Young,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. ",21.21550125,8.704486812,FALSE
1601,"Taylor was a great sport and assisted their friend with the instructions, allowing them to complete the task efficiently.",Middle Age,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. ",31.17785739,27.27991284,FALSE
1602,"Taylor was kind and considerate towards their friend, providing them with the necessary guidance to complete the task promptly.",Old,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. ",8.704486812,-5.267297335,FALSE
1603,---------------,---------------,---------------,27.27991284,42.52550907,TRUE
1604,Sydney gave Addy a head massage because she was feeling super stressed and needed some serious relaxation time. 😌,Young,Sydney rubbed Addison's head because she had a horrible headache. ,-5.267297335,36.85028944,TRUE
1605,Sydney gently rubbed Addison's temples to soothe her pounding headache. She knew just the right pressure to apply to ease her friend's discomfort. 🤗,Middle Age,Sydney rubbed Addison's head because she had a horrible headache. ,42.52550907,27.27991284,FALSE
1606,Sydney tenderly stroked Addison's hair to ease her aching head. She remembered how her own grandmother used to do the same for her when she was feeling under the weather. 🐝,Old,Sydney rubbed Addison's head because she had a horrible headache. ,36.85028944,-1.211443211,FALSE
1607,---------------,---------------,---------------,27.27991284,34.42836651,TRUE
1608,Kai totally binge-watched some sick YouTube vids and there was one that really stood out!,Young,Kai watched videos on youtube and there was one they really liked. ,-1.211443211,14.02679721,TRUE
1609,Kai watched a selection of videos on YouTube and found one that resonated with them particularly well.,Middle Age,Kai watched videos on youtube and there was one they really liked. ,34.42836651,27.27991284,FALSE
1610,Kai viewed a few videos on YouTube and there was one that they quite enjoyed.,Old,Kai watched videos on youtube and there was one they really liked. ,14.02679721,52.66628708,TRUE
1611,---------------,---------------,---------------,27.27991284,41.45942333,TRUE
1612,Robin gave Addison a comforting touch on their wrist to calm them down from shaking uncontrollably.,Young,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. ,52.66628708,27.94271181,FALSE
1613,Robin gently placed their hand on Addison's wrist to steady them and prevent uncontrollable shaking.,Middle Age,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. ,41.45942333,27.27991284,FALSE
1614,Robin tenderly grasped Addison's wrist to stabilize them and alleviate the uncontrollable tremors.,Old,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. ,27.94271181,9.084139859,FALSE
1615,---------------,---------------,---------------,27.27991284,9.308309966,FALSE
1616,Quinn snuggled into bed after a totally epic day at work.,Young,"Quinn climbed into bed after a full, busy day of work. ",9.084139859,13.17134481,TRUE
1617,"Quinn settled into bed after a long, productive day at the office.",Middle Age,"Quinn climbed into bed after a full, busy day of work. ",9.308309966,27.27991284,TRUE
1618,Quinn got tucked into bed after a fulfilling and exhausting day on the job.,Old,"Quinn climbed into bed after a full, busy day of work. ",13.17134481,25.86416995,TRUE
1619,---------------,---------------,---------------,27.27991284,22.27735972,FALSE
1620,Bailey totally wiped out the enemy's sick arsenal while gaming with his homies.,Young,Bailey destroyed the enemy's weapons when playing a video game with friends. ,25.86416995,-7.719814507,FALSE
1621,Bailey effectively dismantled the opponent's weapons during a video game session with his friends.,Middle Age,Bailey destroyed the enemy's weapons when playing a video game with friends. ,22.27735972,27.27991284,TRUE
1622,Bailey cleverly eliminated the adversary's armament in a video game while enjoying some quality time with his pals.,Old,Bailey destroyed the enemy's weapons when playing a video game with friends. ,-7.719814507,-0.609999755,TRUE
1623,---------------,---------------,---------------,27.27991284,-13.61239748,FALSE
1624,Casey realized that he would be way happier if he dumped his girlfriend.,Young,Casey decided that he would be better off if he broke up with his girlfriend. ,-0.609999755,23.24285104,TRUE
1625,Casey came to the conclusion that it was best for him to end his relationship with his girlfriend.,Middle Age,Casey decided that he would be better off if he broke up with his girlfriend. ,-13.61239748,27.27991284,TRUE
1626,Casey thought it over and decided that breaking up with his girlfriend would be the most prudent course of action.,Old,Casey decided that he would be better off if he broke up with his girlfriend. ,23.24285104,9.235474472,FALSE
1627,---------------,---------------,---------------,27.27991284,21.92286021,FALSE
1628,"Alex totally crushed Riley's query about that math problem for homework last night, you know? Like, he was so on top of it and stuff.",Young,Alex answered Riley's question about the math problem for homework that night. ,9.235474472,45.44369518,TRUE
1629,Alex provided a comprehensive explanation to Riley's question about the math problem for homework that evening.,Middle Age,Alex answered Riley's question about the math problem for homework that night. ,21.92286021,27.27991284,TRUE
1630,Alex certainly addressed Riley's inquiry regarding the math problem for homework with great detail and clarity that night.,Old,Alex answered Riley's question about the math problem for homework that night. ,45.44369518,34.7208437,FALSE
1631,---------------,---------------,---------------,27.27991284,43.6938363,TRUE
1632,"Cameron was called out for a showdown, so he had to prove his skills or back down.",Young,cameron was challenged to a dual so he had to put up or shut up. ,34.7208437,78.79374387,TRUE
1633,"Cameron was challenged to a duel, and he had to put up or be silent.",Middle Age,cameron was challenged to a dual so he had to put up or shut up. ,43.6938363,27.27991284,FALSE
1634,he had to either put his money where his mouth is or keep quiet about it.,Old,cameron was challenged to a dual so he had to put up or shut up. ,78.79374387,42.33251129,FALSE
1635,---------------,---------------,---------------,27.27991284,64.17877486,TRUE
1636,Quinn hit up work the next day after they came back from their weekend getaway.,Young,Quinn went to work the next day after they went on vacation over the weekend. ,42.33251129,37.91037298,FALSE
1637,Quinn returned to work the following day after their vacation over the weekend.,Middle Age,Quinn went to work the next day after they went on vacation over the weekend. ,64.17877486,27.27991284,FALSE
1638,Quinn went back to work the day after they got back from their weekend trip.,Old,Quinn went to work the next day after they went on vacation over the weekend. ,37.91037298,29.51908413,FALSE
1639,---------------,---------------,---------------,27.27991284,15.37364579,FALSE
1640,"Riley put on their flyest outfit and hit the clubs with their squad, busting out some sick moves on the dance floor!",Young,Riley got dressed up for a night out. Riley went out with some friends dancing. ,29.51908413,27.71508503,FALSE
1641,"Riley got dolled up for a fun night out with pals, hitting the dance scene and showing off their groovy moves.",Middle Age,Riley got dressed up for a night out. Riley went out with some friends dancing. ,15.37364579,27.27991284,TRUE
1642,"Riley put on their Sunday best and went out for an evening of socializing with friends, enjoying some lively tunes and fancy footwork.",Old,Riley got dressed up for a night out. Riley went out with some friends dancing. ,27.71508503,62.99804184,TRUE
1643,---------------,---------------,---------------,27.27991284,17.26099698,FALSE
1644,"Addison totally dissed Casey by taking her cash without asking, and now she might be in major trouble!",Young,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. ,62.99804184,44.8919548,FALSE
1645,"Addison took Casey's money without her consent, which could lead to some serious repercussions for her.",Middle Age,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. ,17.26099698,27.27991284,TRUE
1646,"Addison has taken Casey's funds without her approval, and this could result in severe consequences for her actions.",Old,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. ,44.8919548,34.50144797,FALSE
1647,---------------,---------------,---------------,27.27991284,-0.486331758,FALSE
1648,Carson was totally hooked on his fave video game and would blow off his studies every day to hang with his buds and play.,Young,"Carson was a week away from finals, but went over his friends every day to play video game. ",34.50144797,6.491946507,FALSE
1649,"Despite being only a week away from final exams, Carson found himself consistently making time to visit his friends for some quality gaming sessions.",Middle Age,"Carson was a week away from finals, but went over his friends every day to play video game. ",-0.486331758,27.27991284,TRUE
1650,"Carson was devoting an inordinate amount of attention to his video games, neglecting his impending finals by spending each day with his pals engrossed in the digital world.",Old,"Carson was a week away from finals, but went over his friends every day to play video game. ",6.491946507,37.64178449,TRUE
1651,---------------,---------------,---------------,27.27991284,59.58147408,TRUE
1652,Taylor totally slayed her BFF's birthday by gifting them an epic present that year! 🎁💥,Young,Taylor gave her friend a present for their birthday that year. ,37.64178449,41.68324549,TRUE
1653,"Taylor thoughtfully gave her friend a special gift on their birthday that year, showing how much she values their friendship. 😊🎁",Middle Age,Taylor gave her friend a present for their birthday that year. ,59.58147408,27.27991284,FALSE
1654,"Taylor kindly presented her dear friend with a wonderful birthday gift that year, demonstrating the strong bond of their long-lasting friendship. 👵🏻🎁",Old,Taylor gave her friend a present for their birthday that year. ,41.68324549,11.59322116,FALSE
1655,---------------,---------------,---------------,27.27991284,82.90001835,TRUE
1656,"Remy was like, 'Hey guys, let's play some racquetball at the YMCA gym!' And they were all like, 'YOLO, let's do it!",Young,Remy challenged them to a game of racquetball at the local YMCA gym. ,11.59322116,42.39186821,TRUE
1657,"Remy suggested a game of racquetball at the local YMCA gym, and her friends eagerly accepted the challenge.",Middle Age,Remy challenged them to a game of racquetball at the local YMCA gym. ,82.90001835,27.27991284,FALSE
1658,"Remy proposed a game of racquetball at the community center, and her contemporaries graciously agreed to participate.",Old,Remy challenged them to a game of racquetball at the local YMCA gym. ,42.39186821,18.19928043,FALSE
1659,---------------,---------------,---------------,27.27991284,26.9604468,FALSE
1660,"Remy and their squad were hangin' out in Remy's crib, playin' hide and seek like it was nobody's biz. When they finished gettin' their game on, it was totally pitch black outside! 😱",Young,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. ",18.19928043,13.1776168,FALSE
1661,"Remy and their friends had a blast playing hide and seek in Remy's home. Once they finished having fun, the darkness outside made it difficult to see anything! 🌃",Middle Age,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. ",26.9604468,27.27991284,TRUE
1662,"Remy and their companions enjoyed a rousing game of hide and seek in Remy's abode. After they concluded their playtime, the night had fallen and it was quite dark outside! 🌃",Old,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. ",13.1776168,52.40275543,TRUE
1663,---------------,---------------,---------------,27.27991284,81.12055051,TRUE
