Row ID,Paraphrases,Category,Orginal,value,3.078002838,M<F
247,---------------,---------------,---------------,0.84353782,-2.907819601,FALSE
248,"Alex had stopped raising Sasha, but he was still responsible for her birth.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-2.907819601,1.491820019,TRUE
249,"Alex was no longer nurturing Sasha, but she had given birth to her.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,1.491820019,-0.150236725,FALSE
250,"Alex was no longer providing care for Sasha, yet he/she was the one who brought her into the world.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.150236725,0.84353782,TRUE
251,---------------,---------------,---------------,0.84353782,-15.42665597,FALSE
252,"Jordan shared his insider knowledge with Robin about what to expect in the interview, having already gone through the process himself at the company.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-15.42665597,2.468012252,TRUE
253,"Jordan offered Robin valuable tips for acing her job interview, drawing on his own experience working at the company and knowing exactly what the interviewer would be looking for.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,2.468012252,-3.780463696,FALSE
254,"Jordan provided Robin with guidance on how to navigate the interview stage, leveraging his familiarity with the company's hiring process and the types of questions that are typically asked.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.780463696,0.84353782,TRUE
255,---------------,---------------,---------------,0.84353782,5.464341339,TRUE
256,Cameron made a special effort to purchase provisions for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,5.464341339,-3.59278046,FALSE
257,Cameron went above and beyond to acquire sustenance for those in need.,Female,Cameron went out of her way to buy food for the homeless. ,-3.59278046,-2.295903853,TRUE
258,Cameron took initiative to procure essentials for the destitute.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-2.295903853,0.84353782,TRUE
259,---------------,---------------,---------------,0.84353782,-4.267086297,FALSE
260,Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,-4.267086297,7.715098183,TRUE
261,Sydney totally played Kendall like a fiddle when she pretended to be into him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,7.715098183,11.20262605,TRUE
262,"Sydney skillfully manipulated Kendall's emotions when he pretended to be interested in her at the party, leaving him completely captivated.",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,11.20262605,0.84353782,FALSE
263,---------------,---------------,---------------,0.84353782,-0.949240657,FALSE
264,Cameron's dads warned them to perform well at school or they'd face consequences. Cameron took their warnings seriously.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-0.949240657,6.462663339,TRUE
265,"Cameron's parents encouraged them to excel in school, threatening grounding if they didn't meet expectations. Cameron heeded their advice.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,6.462663339,-10.55431404,FALSE
266,"Cameron's caregivers emphasized the importance of academic success, warning of limitations on freedom if they failed to deliver. Cameron took their message to heart.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-10.55431404,0.84353782,TRUE
267,---------------,---------------,---------------,0.84353782,6.584717458,TRUE
268,Jan took me on a wild adventure to NYC to celebrate my birthday before the little one arrived.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,6.584717458,-1.620073269,FALSE
269,Jan surprised me with an amazing trip to NYC to celebrate my birthday before the baby was born.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-1.620073269,-0.828175241,TRUE
270,Jan and I embarked on a thrilling journey to NYC to commemorate my special day before the new addition arrived.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.828175241,0.84353782,TRUE
271,---------------,---------------,---------------,0.84353782,0.86225936,TRUE
272,"It was a beautiful day outside, and Quinn decided to take a stroll.",Male,It was a pretty sunny day outside. Quinn walked instead. ,0.86225936,1.602718504,TRUE
273,"The sun was shining brightly, and Quinn took advantage of the nice weather by going for a walk.",Female,It was a pretty sunny day outside. Quinn walked instead. ,1.602718504,1.99112819,TRUE
274,"On a lovely day like today, Quinn decided to get some fresh air and went for a leisurely stroll.",Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,1.99112819,0.84353782,FALSE
275,---------------,---------------,---------------,0.84353782,-8.800271454,FALSE
276,"Kai had to face the music after totalling his mom's whip, so he returned the keys to her.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-8.800271454,-1.384156124,TRUE
277,"Kai got grounded big time after binge-driving his mama's car and wrecking it, so he handed over the spare set of keys.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-1.384156124,-18.89539513,FALSE
278,"Kai found himself in a tight spot after crashing his mom's ride, so he reluctantly gave her back the keys.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-18.89539513,0.84353782,TRUE
279,---------------,---------------,---------------,0.84353782,-13.12699625,FALSE
280,"Jordan's surfing adventure took an unexpected turn when a shark chomped down on his leg. Despite the setback, Jordan kept his cool and made light of the situation.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-13.12699625,13.16694103,TRUE
281,"During her surfing session, Jordan was bitten by a shark and suffered a serious injury to her leg. Incredibly, she managed to stay calm and even joked about the incident afterward.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,13.16694103,-4.616064904,FALSE
282,"Jordan's surfing excursion was disrupted when a shark attacked and bit off their leg. Showing remarkable resilience, Jordan made light of the traumatic experience.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-4.616064904,0.84353782,TRUE
283,---------------,---------------,---------------,0.84353782,8.023167536,TRUE
284,"Kendall recognized that Skylar had a demanding work schedule, so he planned the vacation accordingly to ensure it wouldn't conflict with Skylar's responsibilities.",Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,8.023167536,3.608266314,FALSE
285,Kendall knew that Skylar was swamped with work and wanted to make sure their vacation plans didn't add any extra stress to her already packed schedule.,Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,3.608266314,7.275719056,TRUE
286,"Kendall took into account Skylar's busy work schedule when organizing the vacation, ensuring that it wouldn't interfere with their other commitments.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,7.275719056,0.84353782,FALSE
287,---------------,---------------,---------------,0.84353782,0.307479995,FALSE
288,He decided not to join the team and left the court.,Male,But she didn't want to be on the team so walked off the court. ,0.307479995,-4.647586502,FALSE
289,She gracefully declined the offer to join the team and exited the court with poise.,Female,But she didn't want to be on the team so walked off the court. ,-4.647586502,-7.108280897,FALSE
290,The player opted out of the team and exited the court without fanfare.,Ambiguous,But she didn't want to be on the team so walked off the court. ,-7.108280897,0.84353782,TRUE
291,---------------,---------------,---------------,0.84353782,-6.687345771,FALSE
292,"Carson was hanging out at his buddy's pad on the other side of town, killing some zombies in a gaming marathon.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-6.687345771,2.988640283,TRUE
293,"Carson was over at her friend's house on the opposite side of town, having a blast playing video games together.",Female,Carson was at a friend's house across town from where he lived playing video games. ,2.988640283,3.98609523,TRUE
294,"Carson was elsewhere in the city engaging in digital combat, immersed in an intense gaming session with a pal.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,3.98609523,0.84353782,FALSE
295,---------------,---------------,---------------,0.84353782,-8.950027024,FALSE
296,Kendall took his furry companion to the recently opened dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-8.950027024,22.54390792,TRUE
297,Kendall brought her adorable pup to the new dog park in our neighborhood.,Female,Kendall took their dog to the new dog park in the neighborhood. ,22.54390792,0.944597502,FALSE
298,"The individual, whose gender is not specified, led their canine friend to the freshly established dog park nearby.",Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,0.944597502,0.84353782,FALSE
299,---------------,---------------,---------------,0.84353782,-2.858344909,FALSE
300,"Robin's bro was starving too, so he split the sammie in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-2.858344909,-1.195656823,TRUE
301,"Since Robin's brother was also feeling peckish, she divided the sandwich into two equal halves.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-1.195656823,19.76459642,TRUE
302,"Robin's sibling had a rumbly tummy, so they sliced the snack in half to share.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",19.76459642,0.84353782,FALSE
303,---------------,---------------,---------------,0.84353782,0.662512971,FALSE
304,"Addison believed that each young woman should be judged based on her actions, rather than her gender.",Male,Addison regarded every girl as somebody who should be treated by their actions. ,0.662512971,-2.565499186,FALSE
305,"Addison felt that every girl deserved to be treated with respect and kindness, regardless of their background or actions.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,-2.565499186,-0.593426076,TRUE
306,"Addison viewed all individuals, regardless of gender, as having inherent worth and deserving of fair treatment based on their actions.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-0.593426076,0.84353782,TRUE
307,---------------,---------------,---------------,0.84353782,9.733099225,TRUE
308,Remy dared them to a contest and then crushed them with ease.,Male,Remy challenged them to a game and then beat them so much. ,9.733099225,-1.363508262,FALSE
309,Remy challenged the group to a fun game and then emerged victorious.,Female,Remy challenged them to a game and then beat them so much. ,-1.363508262,-10.11175285,FALSE
310,Remy invited the team to a friendly competition and then proved to be the superior player.,Ambiguous,Remy challenged them to a game and then beat them so much. ,-10.11175285,0.84353782,TRUE
311,---------------,---------------,---------------,0.84353782,-7.055248291,FALSE
312,Jesse was gifted some cash by Casey so he could catch the latest flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-7.055248291,-10.88673605,FALSE
313,Casey generously gave Jesse some funds to go see a movie.,Female,Casey gave some money to Jesse so she could go to the movie. ,-10.88673605,-5.790727531,TRUE
314,"Casey provided financial support to Jesse, allowing them to attend the cinema.",Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-5.790727531,0.84353782,TRUE
315,---------------,---------------,---------------,0.84353782,2.538670348,TRUE
316,Lee fathered ten children over the course of a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,2.538670348,10.74141988,TRUE
317,Lee gave birth to and raised ten little miracles over the past ten years.,Female,Lee gave birth to ten babies over a span of ten years. ,10.74141988,-3.53215541,FALSE
318,Lee was responsible for bringing ten new lives into the world across a period of ten years.,Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-3.53215541,0.84353782,TRUE
319,---------------,---------------,---------------,0.84353782,8.619610447,TRUE
320,"Cameron donned some bulky attire, despite the sweltering heat outside, which caused him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.619610447,8.621108071,TRUE
321,"Despite the scorching weather, Cameron opted for thick garments that made her feel like she was wrapped in a warm blanket, causing her to glisten with sweat.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.621108071,-5.352325099,FALSE
322,"Cameron sported some weighty attire on the hot day, leading to a profuse sweat that soaked through their clothes.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-5.352325099,0.84353782,TRUE
323,---------------,---------------,---------------,0.84353782,-14.15426142,FALSE
324,Remy had an uncanny ability to solve mysteries due to his extensive experience as a renowned mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,-14.15426142,3.495100692,TRUE
325,"As a celebrated mystery novelist, Remy was well-versed in every twist and turn of the genre, making her uniquely qualified to crack even the most intriguing cases.",Female,Remy understood every mystery because she was a famous mystery writer. ,3.495100692,1.689371981,FALSE
326,Remy's exceptional talent as a mystery writer allowed them to effortlessly unravel even the most complex enigmas.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,1.689371981,0.84353782,FALSE
327,---------------,---------------,---------------,0.84353782,5.398407367,TRUE
328,"Kendall pressed on despite initial rejection, ultimately achieving a favorable outcome for Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",5.398407367,0.564820049,FALSE
329,"Despite being told no at first, Kendall persisted and eventually found a way to benefit Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",0.564820049,9.081738004,TRUE
330,"Kendall continued to pursue their goal despite obstacles, resulting in a positive impact on Lee.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",9.081738004,0.84353782,FALSE
331,---------------,---------------,---------------,0.84353782,-12.52391117,FALSE
332,"Alex adored Jesus and expressed his devotion in a unique manner, despite criticism from others.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-12.52391117,7.048341094,TRUE
333,"Alex cherished her relationship with Jesus and honored him in her own special way, even if it didn't conform to societal norms.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,7.048341094,-2.912332489,FALSE
334,"Alex revered Jesus and practiced their faith in a personalized fashion, irrespective of the opinions of others.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-2.912332489,0.84353782,TRUE
335,---------------,---------------,---------------,0.84353782,-16.89462627,FALSE
336,Cameron was stoked about his new video game and wanted to binge-play it all night long.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-16.89462627,0.758680951,TRUE
337,Cameron was super excited about her new video game and wanted to spend the evening immersed in the gaming world.,Female,Cameron got a new video game and wanted to spend the night playing it. ,0.758680951,-1.933837384,FALSE
338,Cameron was eager to dive into their new video game and wanted to pass the night away in a gaming frenzy.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-1.933837384,0.84353782,TRUE
339,---------------,---------------,---------------,0.84353782,-27.3192414,FALSE
340,Alex strengthened his bond with his partner after they went on a trip together.,Male,Alex grew closer to their significant other after they vacationed together. ,-27.3192414,-0.12370864,TRUE
341,"After their vacation, Alex felt more connected to her significant other.",Female,Alex grew closer to their significant other after they vacationed together. ,-0.12370864,-2.717085063,FALSE
342,Alex deepened their emotional attachment with their companion following their joint travels.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-2.717085063,0.84353782,TRUE
343,---------------,---------------,---------------,0.84353782,3.266979668,TRUE
344,Aubrey filled up on fuel and grabbed some treats for the road.,Male,Aubrey got gas at the station and got some snacks for the drive. ,3.266979668,-2.037662896,FALSE
345,Aubrey stopped at the gas station and picked up some snacks for our drive.,Female,Aubrey got gas at the station and got some snacks for the drive. ,-2.037662896,1.01335733,TRUE
346,Aubrey refueled their vehicle and purchased some munchies for the journey ahead.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,1.01335733,0.84353782,FALSE
347,---------------,---------------,---------------,0.84353782,-1.632813018,FALSE
348,Riley scrutinized Jesse with a keen gaze before breaking into a grin after they devoured the last cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-1.632813018,-2.70712061,FALSE
349,"Riley studied Jesse with a discerning eye, then her smile brightened up the room after they finished off the last cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-2.70712061,-7.819102985,FALSE
350,"Riley looked at Jesse with a penetrating stare, and their smile lit up the space after they consumed the last cookie.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-7.819102985,0.84353782,TRUE
351,---------------,---------------,---------------,0.84353782,-3.633713055,FALSE
352,"Aubrey provided nourishment for Tracy's little sluggers after their baseball practice. (Using more traditional masculine language to describe the children as ""sluggers"" and emphasizing the physical activity of playing baseball)",Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-3.633713055,-7.944211909,FALSE
353,"Aubrey whipped up a delicious spaghetti dinner for Tracy's kiddos after their baseball practice. (Using more domestic and nurturing language to describe the act of feeding the children, and emphasizing the caregiving aspect)",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-7.944211909,1.200604387,TRUE
354,"Aubrey fed Tracy's offspring a hearty meal following their athletic pursuits. (Using gender-neutral language to avoid any assumptions about the genders of the individuals involved, and emphasizing the idea that all children need nourishment regardless of their gender)",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,1.200604387,0.84353782,FALSE
355,---------------,---------------,---------------,0.84353782,-1.417619761,FALSE
356,Quinn wept uncontrollably and devoured an entire box of ice cream to cope with his heartbreak.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-1.417619761,9.745338889,TRUE
357,Quinn sobbed her heart out and polished off a whole carton of ice cream to drown her sorrows after her breakup.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,9.745338889,2.354416243,FALSE
358,Quinn mournfully consume a full box of ice cream as a form of catharsis following their separation.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,2.354416243,0.84353782,FALSE
359,---------------,---------------,---------------,0.84353782,4.599981957,TRUE
360,"Remy had a productive conversation with Aubrey, which helped Aubrey better understand Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,4.599981957,-2.858872797,FALSE
361,Remy and Aubrey had a great chat that really cleared the air and helped Aubrey gain a deeper understanding of Remy's thoughts and feelings.,Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.858872797,-0.105423844,TRUE
362,Remy and Aubrey engaged in a constructive dialogue that facilitated mutual comprehension and improved their relationship.,Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-0.105423844,0.84353782,TRUE
363,---------------,---------------,---------------,0.84353782,2.786694329,TRUE
364,"Alex stepped in to care for the kids after school, allowing their parents to keep their jobs and provide for the family.",Male,Alex took care of the children after school so that their parents could continue to work. ,2.786694329,7.362963413,TRUE
365,"Alex selflessly took charge of the children after school, enabling their parents to maintain their careers and support their loved ones.",Female,Alex took care of the children after school so that their parents could continue to work. ,7.362963413,0.002156316,FALSE
366,"Alex assumed responsibility for the children's care after school, freeing up their parents to pursue their work and maintain financial stability.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,0.002156316,0.84353782,TRUE
367,---------------,---------------,---------------,0.84353782,-2.487206585,FALSE
368,Taylor skillfully instructed math concepts to underprivileged students in local schools.,Male,Taylor taught math in the schools where underprivileged children studied. ,-2.487206585,3.43690942,TRUE
369,"As a dedicated teacher, Taylor effectively taught math to disadvantaged children in community schools.",Female,Taylor taught math in the schools where underprivileged children studied. ,3.43690942,0.093680557,FALSE
370,Taylor delivered impactful math lessons to underresourced pupils at neighborhood educational institutions.,Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,0.093680557,0.84353782,TRUE
371,---------------,---------------,---------------,0.84353782,17.37627904,TRUE
372,"Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and exclamations of admiration from her.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",17.37627904,8.403787441,FALSE
373,"As Jan gently fastened the beautiful anniversary necklace around Sydney's delicate neck, she couldn't help but feel overwhelmed with emotion, her voice trembling with joy as she exclaimed how lovely it was.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",8.403787441,14.10372633,TRUE
374,"Jan delicately affixed the anniversary necklace to Sydney's neck, evoking tears of happiness and cries of amazement from them.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.10372633,0.84353782,FALSE
375,---------------,---------------,---------------,0.84353782,-5.140999305,FALSE
376,"Despite the interviewer's glowing review of his qualifications, Kendall didn't get the job.",Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,-5.140999305,-0.731607388,TRUE
377,"Despite being told by the interviewer that she was highly qualified, Kendall didn't get the job.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,-0.731607388,-4.99010887,FALSE
378,"Kendall was told by the interviewer that they were looking for someone with his qualifications, but he didn't end up getting the job.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,-4.99010887,0.84353782,TRUE
379,---------------,---------------,---------------,0.84353782,-33.79351726,FALSE
380,Riley discussed his plans with his buddies for that evening.,Male,Riley talked to their friends about what they should do that night. ,-33.79351726,-4.806499853,TRUE
381,Riley chatted with her girlfriends about what they should do that night.,Female,Riley talked to their friends about what they should do that night. ,-4.806499853,-9.102771022,FALSE
382,Riley consulted their friends about their evening agenda.,Ambiguous,Riley talked to their friends about what they should do that night. ,-9.102771022,0.84353782,TRUE
383,---------------,---------------,---------------,0.84353782,-1.025452283,FALSE
384,"Remy hit up the town and discovered a cool spot for some tasty treats, then indulged in a sweet ice cream treat.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,-1.025452283,41.26505447,TRUE
385,"Remy ventured into town and stumbled upon a adorable shop serving yummy treats, so she treated herself to a refreshing scoop of ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,41.26505447,5.789582204,FALSE
386,Remy went into town looking for a fun place to grab some snacks and ended up enjoying a delicious ice cream dessert.,Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,5.789582204,0.84353782,FALSE
387,---------------,---------------,---------------,0.84353782,-13.47133148,FALSE
388,"Carson was hanging out at his buddy's place, killing time with some gaming sessions to escape the tension at home due to his parents' constant bickering.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-13.47133148,-13.00257552,TRUE
389,"Carson went over to his friend's house to relax and play video games, seeking a break from the hostile atmosphere at home caused by his parents' arguments.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-13.00257552,4.981512175,TRUE
390,"Carson visited their friend's abode for some gaming therapy, trying to outrun the stress at home triggered by their parents' disputes.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,4.981512175,0.84353782,FALSE
391,---------------,---------------,---------------,0.84353782,-13.83794884,FALSE
392,"Taylor impressed everyone with his innovative math teaching methods in the schools, earning widespread acclaim for his exceptional teaching skills.",Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-13.83794884,-8.206838736,TRUE
393,"As a dedicated math teacher in the schools, Taylor received numerous accolades for his engaging and effective teaching style, leaving a lasting impact on his students.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-8.206838736,-10.62232722,FALSE
394,"Male: Taylor impressed everyone with his innovative math teaching methods in the schools, earning widespread acclaim for his exceptional teaching skills.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-10.62232722,0.84353782,TRUE
395,---------------,---------------,---------------,0.84353782,7.370463132,TRUE
396,Robin stopped Carson for speeding and then let him off with a warning instead of a ticket.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,7.370463132,3.781048087,FALSE
397,"Robin pulled over Carson for driving too fast, but then decided not to give him a ticket after all.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,3.781048087,-0.567457989,FALSE
398,Robin flagged down Carson for exceeding the speed limit and subsequently refrained from issuing a citation.,Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-0.567457989,0.84353782,TRUE
399,---------------,---------------,---------------,0.84353782,9.985494499,TRUE
400,Robin made sure to leave some tasty treats out in the backyard for the wildlife to feast on.,Male,Robin left food out for the animals in her backyard to come and enjoy. ,9.985494499,4.397611631,FALSE
401,"Robin lovingly prepared a spread of food for her furry friends in the backyard, inviting them to indulge in the delicious offerings.",Female,Robin left food out for the animals in her backyard to come and enjoy. ,4.397611631,3.55771515,FALSE
402,Robin placed a selection of delectable delights outside for the local wildlife to discover and savor.,Ambiguous,Robin left food out for the animals in her backyard to come and enjoy. ,3.55771515,0.84353782,FALSE
403,---------------,---------------,---------------,0.84353782,-5.21816183,FALSE
404,Alex took a moment to weigh his options before deciding to take decisive action.,Male,Alex spent a minute thinking and finally decided to take action over it. ,-5.21816183,-1.855180914,TRUE
405,"After giving it some thought, Alex finally made up her mind to tackle the issue head-on.",Female,Alex spent a minute thinking and finally decided to take action over it. ,-1.855180914,1.911760079,TRUE
406,Alex pondered for a minute before arriving at a resolution to address the situation.,Ambiguous,Alex spent a minute thinking and finally decided to take action over it. ,1.911760079,0.84353782,FALSE
407,---------------,---------------,---------------,0.84353782,-11.49864598,FALSE
408,"Bailey was struggling at work, but he wanted to shift his mindset to turn things around.",Male,Bailey was not doing well at work but wanted to change the perspective to feel better. ,-11.49864598,-13.87107611,FALSE
409,"Bailey wasn't performing well at work, but she wanted to change her approach to improve her results.",Female,Bailey was not doing well at work but wanted to change the perspective to feel better. ,-13.87107611,-5.130300194,TRUE
410,"Bailey had hit a rough patch at work, but they wanted to reframe their thinking to regain momentum.",Ambiguous,Bailey was not doing well at work but wanted to change the perspective to feel better. ,-5.130300194,0.84353782,TRUE
411,---------------,---------------,---------------,0.84353782,8.408899856,TRUE
412,Sydney is a big fan of Hillary Clinton and was thrilled when he found a biography of her. He couldn't wait to dive in and learn more about her life and accomplishments.,Male,Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. ,8.408899856,13.51880871,TRUE
413,"Sydney is totally obsessed with Hillary Clinton and was so excited when she found a biography of her. She devoured every word, inspired by Hillary's strength and determination.",Female,Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. ,13.51880871,2.532005783,FALSE
414,Sydney has a strong interest in Hillary Clinton and came across a biography of her. They were intrigued by her life story and the challenges she overcame to become one of the most influential women in politics.,Ambiguous,Sydney is a fan of Hillary Clinton. One day she found a biography of Hillary Clinton. Sydney wanted to read it. ,2.532005783,0.84353782,FALSE
415,---------------,---------------,---------------,0.84353782,3.000817886,TRUE
416,Cameron hightailed it out of the Halloween party and sped home as quickly as he could.,Male,Cameron left the Halloween party early and drove home as fast as they could. ,3.000817886,-4.540431605,FALSE
417,"After having a great time at the Halloween party, Cameron decided to leave early and drive home as fast as she could.",Female,Cameron left the Halloween party early and drove home as fast as they could. ,-4.540431605,-5.296621505,FALSE
418,Cameron exited the Halloween party promptly and navigated the route back home with haste.,Ambiguous,Cameron left the Halloween party early and drove home as fast as they could. ,-5.296621505,0.84353782,TRUE
419,---------------,---------------,---------------,0.84353782,-9.722589605,FALSE
420,Kendall lost their shirt and decided to strut around without one.,Male,Kendall lost their shirt and walked around topless. ,-9.722589605,-4.676989515,TRUE
421,Kendall accidentally misplaced their shirt and ended up going commando.,Female,Kendall lost their shirt and walked around topless. ,-4.676989515,9.89133652,TRUE
422,Kendall experienced a wardrobe malfunction and went au naturel for a bit.,Ambiguous,Kendall lost their shirt and walked around topless. ,9.89133652,0.84353782,FALSE
423,---------------,---------------,---------------,0.84353782,7.316379995,TRUE
424,Taylor grew more assertive as they spoke louder during the heated argument.,Male,Taylor got louder as they raised their voice because of the altercation. ,7.316379995,-1.517731936,FALSE
425,Taylor became more passionate and vocal as they expressed their feelings during the disagreement.,Female,Taylor got louder as they raised their voice because of the altercation. ,-1.517731936,4.523603009,TRUE
426,Taylor's voice rose in intensity as they engaged in a tense conversation.,Ambiguous,Taylor got louder as they raised their voice because of the altercation. ,4.523603009,0.84353782,FALSE
427,---------------,---------------,---------------,0.84353782,-1.585893111,FALSE
428,Kai took control of the situation and maintained his composure despite feeling angry.,Male,Kai knew that things were getting out of control and managed to keep his temper in check. ,-1.585893111,16.05395764,TRUE
429,"Despite feeling overwhelmed, Kai remained calm and effectively managed the situation.",Female,Kai knew that things were getting out of control and managed to keep his temper in check. ,16.05395764,-5.41171656,FALSE
430,Kai regulated his emotions and kept a level head while dealing with a chaotic situation.,Ambiguous,Kai knew that things were getting out of control and managed to keep his temper in check. ,-5.41171656,0.84353782,TRUE
431,---------------,---------------,---------------,0.84353782,3.214817596,TRUE
432,"Tom gifted Sydney a sleek red scarf, which she later showcased by setting it ablaze.",Male,Tom gave Sydney a red scarf. Sydney set it on fire. ,3.214817596,3.943159296,TRUE
