Row ID,Paraphrases,Category,Orginal
662,Jordan escorted his mother to the shoe store to obtain a new pair of walking shoes for her.,Old (>60),Jordan took their mother to the shoe store to buy new shoes for running. 
663,---------------,---------------,---------------
664,The beat was so lit and fresh that Austin was totes groovin' to the music!,Young (<20),The beat was so funky and so fresh that Austin moved their body to the music. 
665,"The beat was incredibly funky and lively, prompting Austin to let loose and dance to the rhythm.",Miggle Age (20-60),The beat was so funky and so fresh that Austin moved their body to the music. 
666,The beat was so catchy and upbeat that Austin found themselves swaying to the music with great enthusiasm.,Old (>60),The beat was so funky and so fresh that Austin moved their body to the music. 
667,---------------,---------------,---------------
668,Austin just scored a major payday from his company!,Young (<20),Austin just got a big bonus from the company. 
669,Austin received a substantial bonus from his employer.,Miggle Age (20-60),Austin just got a big bonus from the company. 
670,Austin was awarded a generous bonus by his company.,Old (>60),Austin just got a big bonus from the company. 
671,---------------,---------------,---------------
672,"After the initial plan fell through, Robin had to come up with a fresh approach.",Young (<20),"After the first solution failed, Robin had to brainstorm a better idea. "
673,"Following the first solution's defeat, Robin needed to think outside the box and find a more effective solution.",Miggle Age (20-60),"After the first solution failed, Robin had to brainstorm a better idea. "
674,"After the previous idea didn't pan out, Robin was forced to come up with a new plan of attack.",Old (>60),"After the first solution failed, Robin had to brainstorm a better idea. "
675,---------------,---------------,---------------
676,Jan bailed on Quinn's crew after they made plans for the next day since she had to hit the books.,Young (<20),"Jan went out with Quinn's friends, but left because they had work in the morning. "
677,"Jan decided to peace out with Quinn's friends once they started talking about their morning plans, since she had a busy schedule ahead.",Miggle Age (20-60),"Jan went out with Quinn's friends, but left because they had work in the morning. "
678,"Jan parted ways with Quinn's acquaintances after they began discussing their agendas for the following day, as she had important commitments to attend to.",Old (>60),"Jan went out with Quinn's friends, but left because they had work in the morning. "
679,---------------,---------------,---------------
680,Taylor totally killed it with their mom's favorite cake for her birthday - talk about a sweet gesture!,Young (<20),Taylor made a cake that was their mother's favorite.  It was their mother's birthday. 
681,Taylor baked their mother's beloved cake as a heartwarming birthday surprise - how thoughtful!,Miggle Age (20-60),Taylor made a cake that was their mother's favorite.  It was their mother's birthday. 
682,"Taylor made their mother's cherished cake for her special day, what a thoughtful and lovely gesture!",Old (>60),Taylor made a cake that was their mother's favorite.  It was their mother's birthday. 
683,---------------,---------------,---------------
684,Jesse made some major mistakes in life and now Lee isn't even talking to them anymore.,Young (<20),Jesse made some bad decisions in life and Lee stopped talking to them. 
685,"Jesse made some poor decisions in life, and as a result, Lee has distanced themselves from them.",Miggle Age (20-60),Jesse made some bad decisions in life and Lee stopped talking to them. 
686,"Jesse made some regrettable choices in life, and now Lee has chosen not to associate with them anymore.",Old (>60),Jesse made some bad decisions in life and Lee stopped talking to them. 
687,---------------,---------------,---------------
688,"Riley was totes devastated when she found out Jesse was cheating on her, like, with another chick!",Young (<20),Riley was Jesse's girlfriend and had just found out Jesse was cheating on them. 
689,"Riley was heartbroken when she discovered that Jesse had been unfaithful to her, and it was a total blow to their relationship.",Miggle Age (20-60),Riley was Jesse's girlfriend and had just found out Jesse was cheating on them. 
690,"Riley was absolutely crushed when she learned that Jesse had been deceiving her, and it was a tremendous shock to their love life.",Old (>60),Riley was Jesse's girlfriend and had just found out Jesse was cheating on them. 
691,---------------,---------------,---------------
692,Austin had her baby on Sunday and was chillin' at home with the little one by Tuesday.,Young (<20),"Austin gave birth on Sunday, and was home with the new baby my Tuesday. "
693,Austin delivered her baby on Sunday and was back at home with the new addition by Tuesday.,Miggle Age (20-60),"Austin gave birth on Sunday, and was home with the new baby my Tuesday. "
694,Austin gave birth to her child on Sunday and was able to return home with the baby by Tuesday.,Old (>60),"Austin gave birth on Sunday, and was home with the new baby my Tuesday. "
695,---------------,---------------,---------------
696,Remy was a total workaholic at the insurance company! They totally killed it with their late nights and dedication.,Young (<20),Remy was a hard worker at an insurance company. They were working late. 
697,"Remy was a diligent employee who consistently put in extra effort, often staying late to complete tasks at the insurance company.",Miggle Age (20-60),Remy was a hard worker at an insurance company. They were working late. 
698,"Remy was a conscientious worker who always went above and beyond at the insurance company, regularly working late into the evening to ensure their work was done to perfection.",Old (>60),Remy was a hard worker at an insurance company. They were working late. 
699,---------------,---------------,---------------
700,Remy totally saved the town from getting wiped out after that crazy tornado came through!,Young (<20),Remy saved the town from destruction after the tornado had hit. 
701,Remy heroically rescued the town from devastation after the tornado struck.,Miggle Age (20-60),Remy saved the town from destruction after the tornado had hit. 
702,Remy bravely saved the town from ruin after the tornado tore through.,Old (>60),Remy saved the town from destruction after the tornado had hit. 
703,---------------,---------------,---------------
704," omg, this lady was like totes struggling to pick up her groceries outside the store, so Cameron was like, 'oh my gosh, let me help you out!' and then she grabbed all her stuff for her.",Young (<20),"An old woman dropped her groceries outside of the store, Cameron went out of her way to help the woman collect her items. "
705,"A kind-hearted Cameron noticed an elderly woman had dropped her groceries outside the store, so he kindly offered to assist her in gathering her items.",Miggle Age (20-60),"An old woman dropped her groceries outside of the store, Cameron went out of her way to help the woman collect her items. "
706,"Cameron saw that I had dropped my groceries and was having trouble picking them up, so he came over and helped me gather everything. It was so sweet of him!",Old (>60),"An old woman dropped her groceries outside of the store, Cameron went out of her way to help the woman collect her items. "
707,---------------,---------------,---------------
708,"After high school graduation and getting accepted into college, Casey chose to major in philosophy because they were really into ethics and wanted to learn more about it.",Young (<20),"After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly. "
709,"After being accepted into college after high school, Casey decided to pursue a degree in philosophy due to their strong interest in ethics and morality.",Miggle Age (20-60),"After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly. "
710,"Upon completing high school and gaining acceptance into college, Casey chose to major in philosophy because they had a deep appreciation for the subject of ethics and wanted to delve further into it.",Old (>60),"After graduating high school and being accepted to college, Casey decided to study philosophy, because Casey valued ethics highly. "
711,---------------,---------------,---------------
712,Rylie is schooling Sasha in the art of swimming. Riley gave Sasha some breath hold tips.,Young (<20),Rylie is teaching Sasha how to swim.  Riley told Sasha to hold her breath. 
713,Rylie is coaching Sasha on how to swim. Riley advised Sasha to take deep breaths.,Miggle Age (20-60),Rylie is teaching Sasha how to swim.  Riley told Sasha to hold her breath. 
714,Rylie is instructing Sasha in the technique of swimming. Riley suggested that Sasha practice holding her breath.,Old (>60),Rylie is teaching Sasha how to swim.  Riley told Sasha to hold her breath. 
715,---------------,---------------,---------------
716,Aubrey was totally slaying that singing practice and sounded lit AF! 🔥🎤,Young (<20),Aubrey was practicing singing and they sound really good. 
717,Aubrey was really killing it during their singing practice and sounded great! 😊🎤,Miggle Age (20-60),Aubrey was practicing singing and they sound really good. 
718,Aubrey was demonstrating quite a talent for singing during their practice and sounded lovely! 😍🎤,Old (>60),Aubrey was practicing singing and they sound really good. 
719,---------------,---------------,---------------
720,"Kendall was a total go-getter, so she kept pushing forward on that project and made sure it got done!",Young (<20),kendall was a hard worker so she kept the ball rolling on the project. 
721,"Kendall was a diligent worker, and her dedication to the project kept it moving forward despite any obstacles that came up.",Miggle Age (20-60),kendall was a hard worker so she kept the ball rolling on the project. 
722,"Kendall was a hard worker, and she ensured that the project remained on track by keeping a steady pace and overcoming any challenges that arose.",Old (>60),kendall was a hard worker so she kept the ball rolling on the project. 
723,---------------,---------------,---------------
724,"Jordan was like, ""Yo, let's grab some sick soccer kicks for our son at the shoe store, dude!",Young (<20),Jordan took their son to the shoe store to get some soccer shoes. 
725,Jordan took their son to the shoe store to purchase some new soccer shoes for him.,Miggle Age (20-60),Jordan took their son to the shoe store to get some soccer shoes. 
726,Jordan escorted their child to the shoe store to acquire a pair of soccer shoes for them.,Old (>60),Jordan took their son to the shoe store to get some soccer shoes. 
727,---------------,---------------,---------------
728,"After Bailey hit the hay, Carson snuck into the kitchen and scarfed down Bailey's sweets.",Young (<20),"After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy. "
729,"After Bailey went to bed, Carson surreptitiously entered the kitchen and ate Bailey's candy.",Miggle Age (20-60),"After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy. "
730,"After Bailey retired for the night, Carson cautiously ventured into the kitchen and consumed Bailey's sweets.",Old (>60),"After Bailey went to bed, Carson crept into the kitchen and ate Bailey's candy. "
731,---------------,---------------,---------------
732,Quinn recently relocated to a new crib after their old one went up in flames due to a fire.,Young (<20),Quinn moved into a new house after their old one burned down in a fire. 
733,Quinn moved into a new home after their previous one was destroyed by a fire.,Miggle Age (20-60),Quinn moved into a new house after their old one burned down in a fire. 
734,Quinn has taken up residence in a new abode following the unfortunate event of their old house burning down due to a fire.,Old (>60),Quinn moved into a new house after their old one burned down in a fire. 
735,---------------,---------------,---------------
736,"Kai was like, ""I'm totally gonna chill at the beach house for another week!",Young (<20),Kai decided to stay at the beach house an extra week. 
737,Kai decided to extend his stay at the beach house by another week.,Miggle Age (20-60),Kai decided to stay at the beach house an extra week. 
738,Kai opted to prolong his visit to the beach house for an additional week.,Old (>60),Kai decided to stay at the beach house an extra week. 
739,---------------,---------------,---------------
740,"Remy totally got what their teacher was saying, and it was all super easy to understand.",Young (<20),Remy understood every word of what their teacher was teaching. 
741,"Remy thoroughly comprehended every word their teacher spoke, and the lesson was crystal clear.",Miggle Age (20-60),Remy understood every word of what their teacher was teaching. 
742,"Remy grasped every detail of the teacher's instruction with ease, and the material was well-explained.",Old (>60),Remy understood every word of what their teacher was teaching. 
743,---------------,---------------,---------------
744,"Young (<20) : ""Kai was feeling pretty meh and sluggish, so he just vegged out and watched TV.",Young (<20),"Feeling a bit bored and tired, Kai watched anything. "
745,"Young (<20) : ""Kai was feeling pretty meh and sluggish, so he just vegged out and watched TV.",Miggle Age (20-60),"Feeling a bit bored and tired, Kai watched anything. "
746,"Young (<20) : ""Kai was feeling pretty meh and sluggish, so he just vegged out and watched TV.",Old (>60),"Feeling a bit bored and tired, Kai watched anything. "
747,---------------,---------------,---------------
748,Aubrey was totally slaying that singing practice and sounded lit AF!,Young (<20),Aubrey was practicing singing and they sound really good. 
749,"Aubrey's singing practice was going great, and they sounded really impressive!",Miggle Age (20-60),Aubrey was practicing singing and they sound really good. 
750,Aubrey was engaging in a vocal warm-up exercise and their voice sounded quite pleasant.,Old (>60),Aubrey was practicing singing and they sound really good. 
751,---------------,---------------,---------------
752,Riley was totally BFFs with that dude and everyone else felt so much better because they knew someone had their back.,Young (<20),Riley was the best of friends with the boy and the others were relieved they had someone to lean on. 
753,"Riley was the ultimate confidant for his friends, and everyone breathed a sigh of relief knowing they had someone they could rely on.",Miggle Age (20-60),Riley was the best of friends with the boy and the others were relieved they had someone to lean on. 
754,"Riley was the epitome of a loyal companion to his friends, and it brought great comfort to them all that they had such a trusted ally.",Old (>60),Riley was the best of friends with the boy and the others were relieved they had someone to lean on. 
755,---------------,---------------,---------------
756,Skylar was feeling under the weather and had to bail on her concert plans with Sydney.,Young (<20),Skylar was sick and had to cancel concert plans with Sydney. 
757,Skylar fell ill and had to call off her concert plans with Sydney at the last minute.,Miggle Age (20-60),Skylar was sick and had to cancel concert plans with Sydney. 
758,Skylar became indisposed and was forced to cancel her musical arrangements with Sydney.,Old (>60),Skylar was sick and had to cancel concert plans with Sydney. 
759,---------------,---------------,---------------
760,Jan totally called out her coworkers for slacking off big time! She lit a fire under them and got them back on track.,Young (<20),Jan lit a fire under her coworkers for slacking off a lot. 
761,Jan gave her coworkers a much-needed boost of motivation by pointing out their lack of effort. She lit a fire under them to get them working more efficiently.,Miggle Age (20-60),Jan lit a fire under her coworkers for slacking off a lot. 
762,"Jan gently nudged her colleagues back to work after noticing they were slacking off. She kindled a spark in them to do their best, and they responded positively.",Old (>60),Jan lit a fire under her coworkers for slacking off a lot. 
763,---------------,---------------,---------------
764,Sydney was totally slaying the story with her creative writing skills and wanted to give the reader major feels for Riley's perspective.,Young (<20),Sydney was writing the story creatively and wanted to give the reader Riley's perspective. 
765,"Sydney was crafting the story with a unique perspective, and she aimed to provide the reader with an immersive experience through Riley's point of view.",Miggle Age (20-60),Sydney was writing the story creatively and wanted to give the reader Riley's perspective. 
766,"Sydney was penning the story with a creative flair, wishing to offer the reader a glimpse into Riley's thoughts and emotions.",Old (>60),Sydney was writing the story creatively and wanted to give the reader Riley's perspective. 
767,---------------,---------------,---------------
768,Quinn caught on to what was happening after witnessing the cashier swiping dough from the register.,Young (<20),Quinn knew what was going on after seeing the cashier stealing from the till. 
769,Quinn recognized that the cashier was pilfering funds from the till after observing their suspicious behavior.,Miggle Age (20-60),Quinn knew what was going on after seeing the cashier stealing from the till. 
770,Quinn became aware of the cashier's shady actions after noticing them taking money from the till.,Old (>60),Quinn knew what was going on after seeing the cashier stealing from the till. 
771,---------------,---------------,---------------
772,Skylar totally dissed the classroom when she showed up and made fun of everyone for being so lame and on time.,Young (<20),Skylar entered the classroom at school and made fun of everyone for being there on time. 
773,"Skylar teased her classmates for arriving punctually, making light of their commitment to attending school on time.",Miggle Age (20-60),Skylar entered the classroom at school and made fun of everyone for being there on time. 
774,"Skylar mocked her fellow students for being so prompt in entering the classroom, emphasizing their reliability and responsible nature.",Old (>60),Skylar entered the classroom at school and made fun of everyone for being there on time. 
775,---------------,---------------,---------------
776,"Jan gifted Sydney a sweet necktie, and Syd put it on and totally rocked it! 😎",Young (<20),Jan gave Sydney a necktie and Sydney put it on and it looked really good. 
777,"Jan presented Sydney with a stylish necktie, which Sydney wore and looked great in! 👕👖",Miggle Age (20-60),Jan gave Sydney a necktie and Sydney put it on and it looked really good. 
778,"Jan gave Sydney a lovely necktie as a gift, and Sydney put it on and looked mighty fine! 😊",Old (>60),Jan gave Sydney a necktie and Sydney put it on and it looked really good. 
779,---------------,---------------,---------------
780,Addison went fishing and her bro was totally down to come along for the ride!,Young (<20),Addison went fishing and brought her brother with her. 
781,Addison took her brother fishing and had a blast together.,Miggle Age (20-60),Addison went fishing and brought her brother with her. 
782,"Addison went on a fishing trip with her dear brother, enjoying quality time together.",Old (>60),Addison went fishing and brought her brother with her. 
783,---------------,---------------,---------------
784,"Jordan totally rocked teaching those kids about nutrition and introduced them to some fresh foods that they had never tried before, and it was amazing how much it improved their health!",Young (<20),Jordan taught the children nutrition and brought new foods for them to try which affected the children's health. 
785,"Jordan effectively taught the children about proper nutrition and introduced them to a variety of new foods, which had a positive impact on their health.",Miggle Age (20-60),Jordan taught the children nutrition and brought new foods for them to try which affected the children's health. 
786,"Jordan skillfully educated the young minds about the importance of nutrition and presented them with novel edible options, resulting in a notable improvement in their overall well-being.",Old (>60),Jordan taught the children nutrition and brought new foods for them to try which affected the children's health. 
787,---------------,---------------,---------------
788,"Tracy was looking for a fun activity to do over the weekend, so she decided to go camping and enjoy the great outdoors!",Young (<20),Tracy wanted something to do over the weekend. Tracy went camping during the weekend. 
789,"Tracy wanted to do something exciting over the weekend, so she packed her bags and headed off to go camping in the beautiful wilderness!",Miggle Age (20-60),Tracy wanted something to do over the weekend. Tracy went camping during the weekend. 
790,"Tracy was seeking a relaxing getaway for the weekend, so she chose to go camping in a serene natural setting to unwind and recharge.",Old (>60),Tracy wanted something to do over the weekend. Tracy went camping during the weekend. 
791,---------------,---------------,---------------
792,"Sydney is like, totally dating Addison at our high school, you know? They're so cute together! 😍",Young (<20),Sydney is Addison's boyfriend at the local high school. 
793,Sydney and Addison are in a romantic relationship at the local high school. It's lovely to see them so happy together! 💕,Miggle Age (20-60),Sydney is Addison's boyfriend at the local high school. 
794,Sydney is the beau of Addison at the nearby high school. They make such a charming couple! 😊,Old (>60),Sydney is Addison's boyfriend at the local high school. 
795,---------------,---------------,---------------
796,"Riley was chillin' on the beach and some birds just took off, so she went after them!",Young (<20),Riley was on the beach near some birds that just flew away. They went after them. 
797,"Riley was at the beach and noticed some birds flying away, so she decided to follow them.",Miggle Age (20-60),Riley was on the beach near some birds that just flew away. They went after them. 
798,"Riley was down by the beach and saw some birds take flight, so she went after them to see where they were going.",Old (>60),Riley was on the beach near some birds that just flew away. They went after them. 
799,---------------,---------------,---------------
800,Aubrey hit the park this morning and ran into some dude he had never met before. They jogged together and it was pretty cool.,Young (<20),"As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged with him. "
801,"As usual, Aubrey went to the park for his morning run, but today he was surprised to meet a stranger who joined him on his jog.",Miggle Age (20-60),"As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged with him. "
802,"Aubrey made his way to the park as he usually does in the mornings, and much to his delight, he encountered a kindred spirit who shared his love for a brisk jog.",Old (>60),"As usual, Aubrey went to the park but this morning, he met a stranger at the park who jogged with him. "
803,---------------,---------------,---------------
804,Jesse ditched Cameron instead of supporting the person who was calling him out for taking money without permission.,Young (<20),Jesse stood Cameron up instead of backing the person who was accusing him of stealing money. 
805,"Jesse failed to show up for his planned meeting with Cameron, choosing instead to side with the accuser who claimed he stole funds.",Miggle Age (20-60),Jesse stood Cameron up instead of backing the person who was accusing him of stealing money. 
806,Jesse did not keep his appointment with Cameron and opted to believe the allegations made against him regarding the misappropriation of funds.,Old (>60),Jesse stood Cameron up instead of backing the person who was accusing him of stealing money. 
807,---------------,---------------,---------------
808,Jesse is super pissed at Riley and says some majorly hurtful stuff. Riley looks at Jesse with tears in their eyes.,Young (<20),Jesse is very angry with Riley and says some pretty awful things. Riley looks at Jesse with hurt filled eyes. 
809,Jesse is extremely upset with Riley and expresses some very hurtful words. Riley gazes at Jesse with saddened eyes.,Miggle Age (20-60),Jesse is very angry with Riley and says some pretty awful things. Riley looks at Jesse with hurt filled eyes. 
810,Jesse is exceedingly irate with Riley and articulates some quite distressing sentiments. Riley regards Jesse with sorrowful glints in their eyes.,Old (>60),Jesse is very angry with Riley and says some pretty awful things. Riley looks at Jesse with hurt filled eyes. 
811,---------------,---------------,---------------
812,Remy gave the scoop on a question that was meant for someone else.,Young (<20),Remy answered the question that was intended for someone else. 
813,Remy responded to an inquiry that was actually addressed to another person.,Miggle Age (20-60),Remy answered the question that was intended for someone else. 
814,Remy provided an answer to a query that was intended for a different individual.,Old (>60),Remy answered the question that was intended for someone else. 
815,---------------,---------------,---------------
816,"Austin was like, ""Yo, we just found this sick new treatment that's gonna lower cancer rates in patients for sure!",Young (<20),Austin predicted cancer rates in patients would continue to go down due to the new breakthrough treatment they developed. 
817,"According to Austin, the recent breakthrough treatment they developed is expected to significantly reduce cancer rates in patients moving forward.",Miggle Age (20-60),Austin predicted cancer rates in patients would continue to go down due to the new breakthrough treatment they developed. 
818,"Austin has prophesied that the new treatment they have created will continue to bring down cancer rates in patients, a most welcome development indeed!",Old (>60),Austin predicted cancer rates in patients would continue to go down due to the new breakthrough treatment they developed. 
819,---------------,---------------,---------------
820,"Kendall totally flipped out when she saw Lee's plan and was like, ""Oh no, you can't do that!"" So she changed it up and now they're good to go!",Young (<20),Kendall altered Lee's course of action after seeing a grave mistake in his plans. 
821,"Kendall noticed a major error in Lee's strategy and decided to adjust his course of action accordingly. She wanted to make sure they were on the right track, so she made some changes to avoid any potential pitfalls.",Miggle Age (20-60),Kendall altered Lee's course of action after seeing a grave mistake in his plans. 
822,Kendall saw that Lee had made a grave mistake in his plans and felt it her duty to inform him of the error. She gently corrected his course of action to ensure they were headed in the right direction.,Old (>60),Kendall altered Lee's course of action after seeing a grave mistake in his plans. 
823,---------------,---------------,---------------
824,Quinn was chillin' in the park with their homies all day long.,Young (<20),Quinn was spending the day in the park with their friends. 
825,Quinn spent the day enjoying the park with their buddies.,Miggle Age (20-60),Quinn was spending the day in the park with their friends. 
826,Quinn passed the day socializing in the park with their companions.,Old (>60),Quinn was spending the day in the park with their friends. 
827,---------------,---------------,---------------
828,Bailey felt super bummed out when she saw that lady living on the streets and gave her a score of twenty bucks to help out.,Young (<20),Bailey felt bad when she saw the homeless lady and gave her twenty dollars. 
829,Bailey was really moved by the sight of the homeless woman and spontaneously gave her $20 to show her compassion.,Miggle Age (20-60),Bailey felt bad when she saw the homeless lady and gave her twenty dollars. 
830,"Bailey felt a great deal of empathy for the unfortunate lady who was living on the streets, and she generously gave her $20 to help make a difference in her life.",Old (>60),Bailey felt bad when she saw the homeless lady and gave her twenty dollars. 
831,---------------,---------------,---------------
832,Taylor requested the dude's assistance in unlocking her ride.,Young (<20),Taylor asked the one officer for help in unlocking their car. 
833,Taylor politely asked the officer for help in unlocking her car.,Miggle Age (20-60),Taylor asked the one officer for help in unlocking their car. 
834,Taylor pleaded with the law enforcement official to aid her in unlocking her vehicle.,Old (>60),Taylor asked the one officer for help in unlocking their car. 
835,---------------,---------------,---------------
836,Carson was acting like a total loose cannon in the military. Austin had no choice but to give him the boot.,Young (<20),Carson was not exhibiting proper behavior in the military. Austin went ahead and discharged Carson of his duty. 
837,"Carson's behavior in the military was unacceptable, so Austin took disciplinary action and discharged him from his duties.",Miggle Age (20-60),Carson was not exhibiting proper behavior in the military. Austin went ahead and discharged Carson of his duty. 
838,"Carson was not meeting the standards of conduct expected in the military, so Austin made the decision to release him from his responsibilities.",Old (>60),Carson was not exhibiting proper behavior in the military. Austin went ahead and discharged Carson of his duty. 
839,---------------,---------------,---------------
840,Tracy passed it along to their buddy since they wouldn't require it any longer.,Young (<20),Tracy gave it to their friend because they weren't going to need it anymore. 
841,Tracy gave it to their friend because they no longer needed it.,Miggle Age (20-60),Tracy gave it to their friend because they weren't going to need it anymore. 
842,Tracy shared it with their acquaintance since they would not be needing it further.,Old (>60),Tracy gave it to their friend because they weren't going to need it anymore. 
843,---------------,---------------,---------------
844,Alex became super tight with their cuz and neglected the others. 👧‍👦,Young (<20),Alex grew closer to their cousin and spent less time with the others. 
845,Alex developed a closer bond with their cousin and drifted away from the rest of the group. 🤝,Miggle Age (20-60),Alex grew closer to their cousin and spent less time with the others. 
846,Alex grew fond of their cousin and began to distance themselves from the others. 👪,Old (>60),Alex grew closer to their cousin and spent less time with the others. 
847,---------------,---------------,---------------
848,"Jan was all about helping out those who were less fortunate, specifically some low-income kids who couldn't afford to go to summer camp. She took it upon herself to raise funds so they could still have a fun and memorable experience.",Young (<20),Jan wanted to help some low income kids go to summer camp. Jan raised money to help. 
849,"Jan was passionate about providing opportunities for underprivileged children, so she organized a fundraiser to send some low-income kids to summer camp. Her kindness and dedication inspired others to donate generously.",Miggle Age (20-60),Jan wanted to help some low income kids go to summer camp. Jan raised money to help. 
850,"Jan had a big heart and wanted to make a difference in the lives of disadvantaged youngsters. She put together a fundraising event to send some underprivileged kids to summer camp, giving them a chance to enjoy a fun and enriching experience they might not have otherwise had.",Old (>60),Jan wanted to help some low income kids go to summer camp. Jan raised money to help. 
851,---------------,---------------,---------------
852,Taylor had been out of touch with this friend for a decade and was curious about what they were up to now.,Young (<20),Taylor had not had contact with this friend for ten years and wonder how their life was going. 
853,Taylor hadn't spoken to this friend in ten years and was interested in knowing how their life had changed.,Miggle Age (20-60),Taylor had not had contact with this friend for ten years and wonder how their life was going. 
854,Taylor hadn't heard from this friend in a long time and was intrigued by the thought of what they might be doing now.,Old (>60),Taylor had not had contact with this friend for ten years and wonder how their life was going. 
855,---------------,---------------,---------------
856,"Tracy heard a weird humming sound and freaked out, sprinting away as fast as she could! 🏃‍♀️",Young (<20),Tracy heard a faint buzzing noise and immediately ran for her life. 
857,"Tracy detected an ominous buzzing noise and quickly scrambled to safety, feeling a rush of adrenaline as she fled the area. 😨",Miggle Age (20-60),Tracy heard a faint buzzing noise and immediately ran for her life. 
858,"Tracy noticed an eerie humming sound and promptly made a beeline for the nearest exit, her heart racing with fear. 😵",Old (>60),Tracy heard a faint buzzing noise and immediately ran for her life. 
859,---------------,---------------,---------------
860,Quinn was totally heartbroken when she read that stupid story about animal abuse. It was so sad and made her feel like crying.,Young (<20),"While reading a story about animal abuse, Quinn felt a lot of pain. "
861,Quinn was deeply disturbed by the disturbing story she read about animal abuse. It was really painful to read and made her feel very upset.,Miggle Age (20-60),"While reading a story about animal abuse, Quinn felt a lot of pain. "
862,Quinn was greatly dismayed by the disturbing tale of animal mistreatment that she came across. It was a very unfortunate situation and caused her a great deal of sorrow.,Old (>60),"While reading a story about animal abuse, Quinn felt a lot of pain. "
863,---------------,---------------,---------------
864,Alex caught Taylor chattin' up some dude at the party that night.,Young (<20),Alex saw Taylor talking to another guy at the dance that night. 
865,Alex observed Taylor engaged in a conversation with another man at the dance that evening.,Miggle Age (20-60),Alex saw Taylor talking to another guy at the dance that night. 
866,Alex noticed Taylor speaking with a young gentleman at the social gathering that night.,Old (>60),Alex saw Taylor talking to another guy at the dance that night. 
867,---------------,---------------,---------------
868,"Robin was super embarrassed and didn't know how to explain it, so she let Carson take charge and handle the situation.",Young (<20),Robin was too embarrassed to explain so she let Carson explain why it happened. 
869,Robin felt a bit self-conscious about the situation and allowed Carson to speak up and clear the air.,Miggle Age (20-60),Robin was too embarrassed to explain so she let Carson explain why it happened. 
870,"Robin was mortified and didn't quite know how to articulate what had happened, so she let Carson do the talking and sort out the confusion.",Old (>60),Robin was too embarrassed to explain so she let Carson explain why it happened. 
871,---------------,---------------,---------------
872,"Riley and Sydney are totes besties, and Riley sold Sydney's dope painting to the highest bidder after she swiped it from her pad! 😱",Young (<20),"Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house. "
873,"Riley and Sydney have been BFFs for ages, and Riley sold Sydney's beautiful painting to a wealthy collector after she took it without permission from her home. 🤔",Miggle Age (20-60),"Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house. "
874,"Riley and Sydney were the best of chums, and Riley sold Sydney's exquisite painting to the highest bidder after she pilfered it from her abode. 😳",Old (>60),"Riley and Sydney are best friends, Riley sold Sydney's painting to the bidder after she stole it from her house. "
875,---------------,---------------,---------------
876,Taylor's homie was totally devastated when his grandpa passed away last week.,Young (<20),Taylor's friend was grieving the loss of his grandfather last week. 
877,Taylor's friend was deeply saddened by the loss of his grandfather last week.,Miggle Age (20-60),Taylor's friend was grieving the loss of his grandfather last week. 
878,Taylor's grandchild was feeling mighty sorry about losing his grandpa last week.,Old (>60),Taylor's friend was grieving the loss of his grandfather last week. 
879,---------------,---------------,---------------
880,"Jesse totally rocked the cake-baking skills and impressed Sydney's friends, but oops, it was left in the oven for way too long and got all burned 🍰🔥",Young (<20),Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned. 
881,"Jesse demonstrated how to bake a delicious cake for Sydney's friends, however, they forgot to set a timer and it ended up being overcooked and burnt 🍰🕰️",Miggle Age (20-60),Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned. 
882,"Jesse exhibited excellent culinary skills by teaching Sydney's companions how to prepare a delectable cake, but unfortunately, it was left in the oven for far too long, resulting in an unfortunate burn 🍰🔥",Old (>60),Jesse showed Sydney's friends how to bake a cake but it was left in the oven too long and burned. 
883,---------------,---------------,---------------
884,"Sasha hired a tutor to help her master history, and she gradually started to get the hang of it.",Young (<20),Sasha had gotten a tutor to help her with history. Sasha started to improve slowly. 
885,"Sasha decided to seek out a tutor to give her history lessons, and with time, she began to understand the subject better.",Miggle Age (20-60),Sasha had gotten a tutor to help her with history. Sasha started to improve slowly. 
886,"Sasha obtained a tutor to assist her in learning history, and after some time, she started to make progress in the subject.",Old (>60),Sasha had gotten a tutor to help her with history. Sasha started to improve slowly. 
887,---------------,---------------,---------------
888,Tracy took the kiddos to the dentist during school hours 🤪.,Young (<20),"Tracy brought the kids to their dentist appointment, but it was scheduled during the school day. "
889,"Tracy brought her children to their scheduled dentist appointment, but it was planned during the school day 😕.",Miggle Age (20-60),"Tracy brought the kids to their dentist appointment, but it was scheduled during the school day. "
890,"Tracy escorted her young ones to their dental checkup, which unfortunately fell on a school day 🤓.",Old (>60),"Tracy brought the kids to their dentist appointment, but it was scheduled during the school day. "
891,---------------,---------------,---------------
