Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized,M<F
174,"The caregiver remained alert and attentive, keeping a close eye on the baby for any indications of a possible head injury.",Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,-4.954819104,-0.549618692,-4.405200412,TRUE
175,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
176,Robin closed Riley's eyes to the reality that he wasn't interested in her seeing the explicit sexual scene from the movie.,Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,3.657904895,3.490095316,0.167809579,TRUE
177,Robin carefully avoided Riley's gaze so she wouldn't notice the suggestive content in the film they were watching.,Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,7.127349713,3.490095316,3.637254397,FALSE
178,Robin purposely obscured Riley's view of the movie to conceal his aversion towards the explicit sexual scene.,Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-10.91500714,3.490095316,-14.40510245,TRUE
179,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
180,Quinn embraced Jordan with a warm hug before presenting the surprise gift they had been keeping under wraps.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,3.056756236,10.89598332,-7.839227084,FALSE
181,"With a gentle squeeze, Quinn enveloped Jordan in a comforting hug before revealing the special present they had been carefully storing.",Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,2.40681222,10.89598332,-8.4891711,FALSE
182,"Quinn's arms closed around Jordan in a loving embrace, then pulled out an unexpected gift that had been discreetly tucked away.",Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,-3.250517969,10.89598332,-14.14650129,TRUE
183,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
184,Bailey outperformed Jesse on his driving examination after achieving a perfect score.,Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-19.90635847,-14.46821237,-5.4381461,TRUE
185,"Jesse was left in the dust by Bailey on their driving examination, who excelled with flying colors.",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-4.151304589,-14.46821237,10.31690778,FALSE
186,"Bailey outmaneuvered Jesse on their driving examination, earning top marks with ease.",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-5.375523972,-14.46821237,9.092688398,TRUE
187,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
188,"Austin was struggling with the test at first, but he pushed through and finished it.",Male,Austin was taking a test and found it difficult at first. ,0.954417459,3.785198161,-2.830780702,TRUE
189,"Austin initially found the test challenging, but he persevered and completed it successfully.",Female,Austin was taking a test and found it difficult at first. ,4.224866022,3.785198161,0.439667861,FALSE
190,"Austin had a tough time with the test to begin with, but he overcame his initial struggles and finished it.",Ambiguous,Austin was taking a test and found it difficult at first. ,-10.5696584,3.785198161,-14.35485656,TRUE
191,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
192,"Quinn was having a blast in the snow, creating snowballs and snow angels while frolicking around.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",7.62107846,4.433343445,3.187735015,TRUE
193,"Quinn was playing and enjoying the snow so much, making adorable snow angels and snowballs while giggling with joy.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",16.01484224,4.433343445,11.5814988,FALSE
194,"Quinn was engaging in playful activities in the snow, generating snowballs and snow angels through carefree movements.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",1.238091164,4.433343445,-3.195252281,FALSE
195,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
196,"Tracy lent money to my buddy who was in a bind, but he didn't come through on his promise to repay it.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-4.785185359,4.403172731,-9.18835809,TRUE
197,"Tracy gave a loan to my friend who really needed it, but unfortunately, she hasn't been able to pay it back as promised.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,10.70813907,4.403172731,6.304966336,FALSE
198,"Tracy provided financial assistance to a colleague who was facing a difficult situation, but they have yet to fulfill their commitment to return the funds.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-0.606248945,4.403172731,-5.009421676,TRUE
199,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
200,Cameron was impressed with Bailey's research paper and felt proud of the effort he put into it.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,15.85657833,-0.637090369,16.4936687,FALSE
201,Cameron was thrilled with Bailey's research paper and felt a sense of accomplishment from her hard work.,Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,2.591802474,-0.637090369,3.228892843,FALSE
202,Cameron was pleased with Bailey's research paper and felt satisfied with the quality of their collaboration.,Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,0.46265876,-0.637090369,1.099749129,TRUE
203,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
204,"Skylar was shoved by the bully in the lunch line, so Skylar drenched them with milk.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-13.34034121,-8.32033701,-5.020004202,TRUE
205,"Skylar was pushed aside by the bully in the lunch line, so Skylar gave them a surprise shower with milk.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-8.082575459,-8.32033701,0.237761551,FALSE
206,"Skylar was confronted by the bully in the lunch line, so Skylar responded with a splash of milk.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-21.16696118,-8.32033701,-12.84662417,TRUE
207,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
208,"Remy hooked you up with a Netflix account, so you don't have to shell out cash for your own subscription.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-0.988317868,-2.241735307,1.253417439,TRUE
209,"Oh my gosh, thank you so much, Remy! You're the best for giving me access to Netflix without having to pay for it myself! 😍",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",4.174577558,-2.241735307,6.416312865,FALSE
210,"Remy provided you with a Netflix account as a thoughtful gesture, allowing you to enjoy the platform without incurring any financial expenses. 👍",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-7.198708815,-2.241735307,-4.956973508,TRUE
211,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
212,"Skylar was on the phone while at the national park, barely glancing at the breathtaking scenery.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-3.378624104,-1.090438755,-2.288185349,FALSE
213,"Skylar was completely absorbed in their phone call while visiting the beautiful national park, rarely taking notice of the stunning views.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-3.488128878,-1.090438755,-2.397690123,TRUE
214,"Skylar's attention was diverted to their phone call as they explored the picturesque national park, with only occasional glimpses of the captivating landscape.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-0.111258376,-1.090438755,0.979180379,TRUE
215,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
216,"Sydney, who works as a preschool teacher, skillfully traced Robin's fingertips with his expertise.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",-6.044585914,28.43421955,-34.47880546,TRUE
217,"As a nurturing preschool teacher like Sydney, she gently traced Robin's tiny fingers with her warm touch.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",14.62690746,28.43421955,-13.80731209,FALSE
218,"Sydney, a talented educator, carefully followed the outline of Robin's fingers with their professional eye.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",7.972100757,28.43421955,-20.46211879,FALSE
219,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
220,Jan became a proud father when he gave birth to a stunning baby girl.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,0.451753596,6.801581504,-6.349827908,TRUE
221,Jan welcomed a gorgeous little daughter into the world after a beautiful pregnancy.,Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,19.96011013,6.801581504,13.15852862,TRUE
222,"Jan delivered an adorable bundle of joy, who happened to be a baby girl.",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,23.89290119,6.801581504,17.09131969,FALSE
223,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
224,Kendall was totally into house plants and often dripped water into jars to let the fluoride steam out.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-0.023124078,5.679461349,-5.702585427,TRUE
225,Kendall adored her house plants and frequently poured water into jars to allow the fluoride to dissipate.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,4.997733598,5.679461349,-0.681727751,FALSE
226,Kendall was fascinated by their house plants and often topped up the jars to let the fluoride escape through evaporation.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-3.582206351,5.679461349,-9.2616677,TRUE
227,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
228,"As Skylar would likely want to join in as well, Kendall considered Skylar's preferences.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",2.95701773,4.61404749,-1.65702976,FALSE
229,"Considering Skylar's perspective, Kendall knew that Skylar would also want to participate, so she took Skylar into account.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",0.680285372,4.61404749,-3.933762118,FALSE
230,"Taking into account Skylar's potential interest in joining as well, Kendall factored Skylar's thoughts into their decision-making process.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-5.756584779,4.61404749,-10.37063227,TRUE
231,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
232,"Officer Aubrey stopped Casey for speeding in a construction zone, exercising her authority as a police officer.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-5.874893827,-10.04081059,4.165916763,TRUE
233,"As a police officer, Aubrey pulled over Casey for driving too fast in a construction zone, ensuring the safety of everyone on the road.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-5.07574126,-10.04081059,4.96506933,TRUE
234,"The officer, Aubrey, flagged down Casey for exceeding the speed limit in a hazardous construction zone, demonstrating their commitment to maintaining public safety.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-1.085858419,-10.04081059,8.954952171,TRUE
235,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
236,Riley bestowed upon Jan the most prestigious title in the kingdom and threw a grand feast to commemorate the occasion.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-4.136881203,3.921047477,-8.05792868,TRUE
237,Riley awarded Jan the highest honor in the realm and hosted a lavish celebration to mark the achievement.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-1.870769704,3.921047477,-5.791817181,FALSE
238,Riley conferred upon Jan the most esteemed position in the land and held a joyous festival to recognize the accomplishment.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-4.858397994,3.921047477,-8.779445471,TRUE
239,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
240,"After getting thrown out of his childhood home by his folks, Jordan was in dire need of a new pad to call his own.",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-18.39265887,-7.266437079,-11.12622179,TRUE
241,"Following her parents' decision to give her the boot, Jordan found herself in search of a fresh living space.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",18.24813089,-7.266437079,25.51456797,FALSE
242,Jordan was left without a place to stay after being forced out of their family home by their caregivers.,Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-2.50139572,-7.266437079,4.765041359,TRUE
243,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
244,Remy welcomed a baby girl into the world on a sunny Saturday afternoon.,Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.923039242,-4.688902474,0.765863232,FALSE
245,Remy gave birth to a beautiful baby girl on a relaxing Saturday afternoon.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,-7.689136328,-4.688902474,-3.000233854,TRUE
246,A new life was brought into the world when Remy delivered a baby girl on a serene Saturday afternoon.,Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,-1.342539798,-4.688902474,3.346362676,TRUE
247,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
248,"Alex was no longer parenting Sasha, but he did father Sasha.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,0.888043187,-0.600793549,1.488836736,FALSE
249,"Alex was no longer caring for Sasha, but she did give birth to Sasha.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,-2.600145367,-0.600793549,-1.999351818,TRUE
250,"Alex was no longer nurturing Sasha, but they did bring Sasha into the world.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-1.309350123,-0.600793549,-0.708556574,TRUE
251,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
252,"Jordan offered Robin some tips on acing his job interview, having already been through the process at the company himself.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-15.63369962,-3.598527045,-12.03517258,TRUE
253,"Jordan shared her insider knowledge with Robin to help him prepare for his interview at the company, as she had previously worked there and knew what to expect.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-0.811169618,-3.598527045,2.787357427,TRUE
254,"Jordan provided Robin with guidance on how to succeed in his upcoming interview, drawing on their mutual experience working at the company.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,0.581845466,-3.598527045,4.180372511,TRUE
255,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
256,Cameron went out of his way to purchase provisions for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,-5.065600029,-0.848662494,-4.216937535,TRUE
257,Cameron took the initiative to acquire sustenance for the less fortunate.,Female,Cameron went out of her way to buy food for the homeless. ,-4.337071557,-0.848662494,-3.488409063,TRUE
258,Cameron made an effort to obtain supplies for those without a place to call home.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,4.44236103,-0.848662494,5.291023524,FALSE
259,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
260,Sydney had Kendall's heart racing when he thought she was interested in him at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,9.597452872,5.121812511,4.475640361,TRUE
261,Sydney totally played Kendall at the party when she pretended to be into him.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,10.12832343,5.121812511,5.006510921,TRUE
262,Sydney managed to capture Kendall's attention at the party by pretending to be interested in him.,Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,18.97201457,5.121812511,13.85020206,FALSE
263,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
264,Cameron's dad and mom warned him to perform well in school or face consequences at home. Cameron took their threats seriously.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,5.36079696,2.864351075,2.496445885,TRUE
265,Cameron's parents advised her to excel in school or risk being punished. Cameron listened to their words of caution.,Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,6.610694226,2.864351075,3.746343151,FALSE
266,Cameron's caregivers instructed them to do well academically or face restrictions. Cameron paid attention to their message.,Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,0.430208382,2.864351075,-2.434142693,TRUE
267,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
268,Jan took me on a sick birthday celebration in NYC before the baby arrived.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,3.341769073,2.839983519,0.501785554,FALSE
269,Jan surprised me with an amazing birthday getaway to NYC before our little one arrived.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-2.824166071,2.839983519,-5.66414959,TRUE
270,Jan and I embarked on a pre-baby celebratory adventure to NYC for my birthday.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,1.08784868,2.839983519,-1.752134839,FALSE
271,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
272,"Quinn strolled under the bright sunlight, choosing to walk instead of driving.",Male,It was a pretty sunny day outside. Quinn walked instead. ,-11.42986819,7.486694544,-18.91656273,TRUE
273,"On a beautiful day like today, Quinn decided to take a leisurely walk instead of hopping in the car.",Female,It was a pretty sunny day outside. Quinn walked instead. ,4.671557382,7.486694544,-2.815137162,FALSE
274,Quinn opted for a pedestrian commute on an invigoratingly sunny day.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,-1.233439468,7.486694544,-8.720134012,TRUE
275,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
276,"Kai was in big trouble after busting up his mom's ride, so he gave her back the keys and faced the music.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-5.413874527,7.52499625,-12.93887078,TRUE
277,"Kai got grounded after totalling his mother's car, so he reluctantly returned the keys and apologized profusely.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,0.682041646,7.52499625,-6.842954604,FALSE
278,"Kai was reprimanded for damaging his parent's vehicle, therefore he surrendered the keys and accepted the consequences.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-1.028825637,7.52499625,-8.553821887,TRUE
279,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
280,Jordan's laid-back attitude prevailed even after he lost his leg to a shark while surfing.,Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-13.3981155,-14.95918558,1.561070075,TRUE
281,"Despite the traumatic experience of having her leg bitten off by a shark while surfing, Jordan remained upbeat and positive.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-0.662052689,-14.95918558,14.29713289,FALSE
282,"Jordan's resilience in the face of adversity was evident when he lost his leg to a shark while surfing, yet still managed to maintain a lighthearted outlook.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-7.222498595,-14.95918558,7.736686985,TRUE
283,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
284,Kendall was aware that Skylar had a packed work schedule and made sure to plan the vacation around his availability.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-6.076788951,4.457684261,-10.53447321,TRUE
285,"Kendall knew how demanding Skylar's job could be, so she made sure to take his work schedule into account when planning their vacation.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-5.608132795,4.457684261,-10.06581706,FALSE
286,"Kendall was sensitive to Skylar's busy workload and adjusted the vacation plans accordingly, prioritizing his availability.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-5.887745989,4.457684261,-10.34543025,TRUE
287,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
288,He decided not to join the team and left the court.,Male,But she didn't want to be on the team so walked off the court. ,0.307479995,-0.947668216,1.255148211,FALSE
289,She politely declined the invitation to play and exited the court.,Female,But she didn't want to be on the team so walked off the court. ,-10.47521863,-0.947668216,-9.527550417,TRUE
290,"They walked away from the team and the court, preferring to pursue their own interests.",Ambiguous,But she didn't want to be on the team so walked off the court. ,1.688518499,-0.947668216,2.636186715,FALSE
291,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
292,"Carson was hanging out at his buddy's pad across town, killing some time with some video game sessions.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-9.962212995,5.016557812,-14.97877081,TRUE
293,Carson went over to a friend's house that was far from where he lived and spent the evening playing video games together.,Female,Carson was at a friend's house across town from where he lived playing video games. ,2.693790709,5.016557812,-2.322767103,FALSE
294,Carson ventured to a different part of town to engage in some gaming activities at a friend's residence.,Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-2.974007686,5.016557812,-7.990565498,TRUE
295,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
296,Kendall took their pup to the new dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,5.448445561,0.486016694,4.962428867,TRUE
297,Kendall took their adorable furbaby to the new dog park in the neighborhood.,Female,Kendall took their dog to the new dog park in the neighborhood. ,22.12069898,0.486016694,21.63468229,FALSE
298,Kendall transported their canine companion to the newly opened dog park in the local area.,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,-3.982445428,0.486016694,-4.468462122,TRUE
299,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
300,"Robin's bro was famished too, so he split the sandwich in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-7.274973071,-3.228177079,-4.046795992,TRUE
301,"Since Robin's sibling was also peckish, she cut the sandwich into halves to share.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",4.047887044,-3.228177079,7.276064123,FALSE
302,"The individual who was experiencing hunger, whose gender is not specified, requested a share of the sandwich, and so Robin divided it in half.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",2.76991114,-3.228177079,5.998088219,FALSE
303,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
304,Addison believed that every young woman should be judged based on her actions.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-0.511933716,-0.350361241,-0.161572475,FALSE
305,"Addison saw each girl as an individual who deserved to be treated with respect and kindness, regardless of their actions.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,-4.205113396,-0.350361241,-3.854752155,TRUE
306,"Addison viewed all individuals, regardless of gender, as having the right to be evaluated by their deeds rather than their gender.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,3.0463187,-0.350361241,3.396679941,FALSE
307,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
308,Remy issued a challenge and then dominated them in the game.,Male,Remy challenged them to a game and then beat them so much. ,5.047848544,-4.072848825,9.120697369,FALSE
309,Remy dared them to a match and emerged victorious.,Female,Remy challenged them to a game and then beat them so much. ,-0.567368824,-4.072848825,3.505480001,FALSE
310,Remy proposed a competition and came out on top.,Ambiguous,Remy challenged them to a game and then beat them so much. ,-4.416467647,-4.072848825,-0.343618822,TRUE
311,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
312,Casey lent Jesse some cash so he could catch the latest flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-8.077225503,-7.95049045,-0.126735053,FALSE
313,Casey generously gave Jesse some money to go see a movie.,Female,Casey gave some money to Jesse so she could go to the movie. ,-11.58845537,-7.95049045,-3.637964924,TRUE
314,Casey provided financial support for Jesse's cinema outing.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-7.086605437,-7.95049045,0.863885013,TRUE
315,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
316,Lee became a proud parent of ten little miracles over the course of a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,7.639372371,19.64553637,-12.006164,TRUE
317,"Lee experienced the joy of motherhood ten times over, giving birth to her adorable babies within a span of ten years.",Female,Lee gave birth to ten babies over a span of ten years. ,27.94500755,19.64553637,8.299471184,FALSE
318,"Lee expanded their family by ten new additions, celebrating each birth over the past decade.",Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-0.77024355,19.64553637,-20.41577992,TRUE
319,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,TRUE
320,"Cameron donned some thick attire despite the sweltering heat outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.360512977,9.784867885,-1.424354908,TRUE
321,"Despite the scorching sun, Cameron put on a number of layered outfits, making her feel overheated and sweaty.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,20.78802417,9.784867885,11.00315629,FALSE
322,"Cameron adorned themselves in multiple layers, despite the warm weather, resulting in copious amounts of perspiration.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,3.502264353,9.784867885,-6.282603532,FALSE
323,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
324,Remy was a renowned mystery writer who had a remarkable ability to unravel any enigma.,Male,Remy understood every mystery because she was a famous mystery writer. ,-0.895112708,-5.93812287,5.043010162,TRUE
325,"As a celebrated author of mysteries, Remy had an uncanny knack for solving even the most perplexing puzzles.",Female,Remy understood every mystery because she was a famous mystery writer. ,7.472968748,-5.93812287,13.41109162,FALSE
326,"Remy, the acclaimed writer of mysteries, possessed an extraordinary talent for demystifying even the most baffling situations.",Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,0.547074484,-5.93812287,6.485197354,TRUE
327,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
328,"Kendall persevered despite initial rejection, ultimately achieving a favorable outcome for Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.690595623,-0.450663508,-0.239932115,TRUE
329,"Despite being told no at first, Kendall remained determined and eventually succeeded in making a positive impact on Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",9.316111189,-0.450663508,9.766774697,FALSE
330,"Kendall refused to give up after being rejected, ultimately leading to a successful outcome for both parties.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-17.92631074,-0.450663508,-17.47564723,TRUE
331,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
332,"Alex adhered to his own beliefs about worshiping Jesus, despite others' opinions that it was not the conventional approach.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-10.15849686,0.919876239,-11.0783731,TRUE
333,"Despite what others thought, Alex found their own unique way to worship Jesus, which brought them spiritual fulfillment.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-0.312225218,0.919876239,-1.232101457,FALSE
334,"Alex embraced their individual path of worshiping Jesus, unconcerned by societal expectations or norms.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-3.336879622,0.919876239,-4.256755861,TRUE
335,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
336,Cameron scored a sick new video game and was stoked to binge play it all night long.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-3.125951585,-6.877893204,3.751941619,TRUE
337,Cameron was so excited to get her hands on a new video game and couldn't wait to spend the evening immersed in the adventure.,Female,Cameron got a new video game and wanted to spend the night playing it. ,2.273476646,-6.877893204,9.15136985,TRUE
338,"The gamer received a shiny new video game and was eager to devour the experience, staying up until dawn to explore every nook and cranny.",Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,10.55861039,-6.877893204,17.43650359,FALSE
339,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
340,Alex strengthened his bond with his partner after they went on a trip together.,Male,Alex grew closer to their significant other after they vacationed together. ,-27.3192414,-3.679908942,-23.63933246,TRUE
341,"After they took a vacation together, Alex felt more connected to their love interest.",Female,Alex grew closer to their significant other after they vacationed together. ,-2.225697163,-3.679908942,1.454211779,TRUE
342,Alex deepened their emotional intimacy with their significant other following their joint travels.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-1.190442993,-3.679908942,2.489465949,TRUE
343,---------------,---------------,---------------,0.84353782,0.84353782,2.00E-10,FALSE
344,Aubrey stopped by the gas station and picked up some fuel and snacks for the road.,Male,Aubrey got gas at the station and got some snacks for the drive. ,-0.572515506,3.345659679,-3.918175185,TRUE
345,"Aubrey grabbed a few essentials at the gas station before hitting the road - snacks and gas, of course! 😊",Female,Aubrey got gas at the station and got some snacks for the drive. ,7.181006608,3.345659679,3.835346929,FALSE
