Row ID,Paraphrases,Category,Orginal,Score,M<F
208,"Remy hooked you up with a Netflix account, so you can binge-watch your favorite shows without breaking the bank.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",0.000416032,FALSE
209,"Awesome! Thanks to Remy, you now have a free Netflix account to enjoy all the latest series and movies! 😍",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-4.931505306,TRUE
210,"Remy generously provided you with a Netflix account, allowing you to access a wide range of entertainment without incurring additional costs. 🎁",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-4.223974589,TRUE
211,---------------,---------------,---------------,0.84353782,FALSE
212,"Skylar was engrossed in his phone call while at the stunning national park, barely glancing at the breathtaking view.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-16.50377188,TRUE
213,Skylar was busy talking on her phone while enjoying the picturesque national park; she only spared a moment to gaze at the panoramic view.,Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-5.070866114,TRUE
214,"Skylar was occupied with their phone call during their visit to the scenic national park, only occasionally directing their attention to the magnificent landscape.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-3.061286169,TRUE
215,---------------,---------------,---------------,0.84353782,TRUE
216,"Sydney, who teaches preschool, assisted in tracing Robin's handprint.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",10.33601873,TRUE
217,"As a preschool teacher, Sydney helped trace Robin's finger path.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",11.35643651,FALSE
218,"Sydney, a preschool educator, collaborated in documenting Robin's hand movements.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",0.992986407,FALSE
219,---------------,---------------,---------------,0.84353782,TRUE
220,Jan was expecting a child and he welcomed a lovely little princess into the world.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,21.23490694,FALSE
221,Jan was pregnant and she brought a gorgeous baby girl into the world.,Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,7.054145781,TRUE
222,"Jan gave birth to an adorable infant, who happened to be a baby girl.",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,17.5208907,FALSE
223,---------------,---------------,---------------,0.84353782,TRUE
224,Kendall was really into house plants and often watered them thoroughly to allow the fluoride to dissipate.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.623733061,TRUE
225,Kendall loved her house plants and made sure to water them regularly to eliminate any excess fluoride.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,4.553127182,FALSE
226,Kendall had a green thumb and often tended to their house plants by pouring water into jars to allow the fluoride to escape.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.222844924,FALSE
227,---------------,---------------,---------------,0.84353782,TRUE
228,"Considering Skylar would also want to join in, Kendall took Skylar's preferences into account.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",3.35248862,FALSE
229,"Since Skylar would likely want to participate as well, Kendall made sure to include Skylar in the decision-making process.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",0.940793048,TRUE
230,"Taking Skylar's interests into consideration, Kendall ensured that Skylar was part of the group.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",4.56042627,FALSE
231,---------------,---------------,---------------,0.84353782,FALSE
232,"Aubrey, a dedicated law enforcement officer, stopped Casey for speeding in a construction zone.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-7.991897074,FALSE
233,"As a police officer, Aubrey pulled over Casey for driving too fast in a construction zone.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-8.628319605,TRUE
234,"Aubrey, a skilled traffic monitor, brought Casey to a halt for exceeding the speed limit in a hazardous construction area.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-0.217248796,TRUE
235,---------------,---------------,---------------,0.84353782,FALSE
236,Riley bestowed upon Jan the loftiest rank in the realm and honored her with a grand feast to commemorate the occasion.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-2.794859239,TRUE
237,"Jan was awarded the highest accolade in the kingdom by Riley, and they celebrated with a lavish banquet to mark the achievement.",Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,0.050387146,FALSE
238,Riley conferred upon Jan the most prestigious title in the land and threw a grand soiree to fete their accomplishment.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-9.068793798,TRUE
239,---------------,---------------,---------------,0.84353782,FALSE
240,"After being booted out of his childhood home by his folks, Jordan was in dire need of a new place to hang his hat.",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-20.13645177,TRUE
241,"With nowhere else to turn, Jordan found himself on the receiving end of an unwanted eviction from his family's house, leaving him desperate for a fresh start.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.359598911,TRUE
242,"Following a contentious departure from their shared living space, Jordan required a new abode, prompting a search for alternative housing arrangements.",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-3.627063173,TRUE
243,---------------,---------------,---------------,0.84353782,FALSE
244,Remy welcomed a baby girl into the world on a Saturday afternoon.,Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.583606626,TRUE
245,Remy delivered a precious baby girl on a Saturday afternoon.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,7.218269854,FALSE
246,"A new life was brought into the world by Remy on a Saturday afternoon, and it happened to be a baby girl.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.149598174,TRUE
247,---------------,---------------,---------------,0.84353782,FALSE
248,"Alex had stopped parenting Sasha, but he was still responsible for her birth.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-4.709982494,TRUE
249,"Alex gave birth to Sasha, even though she no longer raised her.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,2.656494776,FALSE
250,"Alex's relationship with Sasha was complex - while they were once connected through birth, they were no longer together in raising the child.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,2.228763454,FALSE
251,---------------,---------------,---------------,0.84353782,FALSE
252,Jordan offered Robin some tips for his upcoming job interview since he had already been through the process at the company and knew what questions to expect.,Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-0.394516666,TRUE
253,"Jordan shared her insights with Robin about what to expect during the job interview, having previously worked at the company and knowing the types of questions that are typically asked.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,3.725705983,TRUE
254,"Jordan provided Robin with some valuable information about the job interview, drawing on their own experience working at the company and knowledge of the types of queries that are commonly posed.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,5.601273524,FALSE
255,---------------,---------------,---------------,0.84353782,TRUE
256,Cameron made an extra effort to purchase supplies for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,21.16934407,FALSE
257,Cameron went above and beyond to acquire food for those in need.,Female,Cameron went out of her way to buy food for the homeless. ,-3.335205478,TRUE
258,Cameron took initiative to procure provisions for the displaced.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-2.295903853,TRUE
259,---------------,---------------,---------------,0.84353782,FALSE
260,Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,-4.267086297,TRUE
261,Kendall was completely smitten with Sydney when she pretended to be interested in him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,10.76183845,FALSE
262,Sydney played a game of cat and mouse with Kendall's affections when he pretended to be interested in her at the party.,Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,3.881955869,FALSE
263,---------------,---------------,---------------,0.84353782,TRUE
264,"Cameron's dad gave him a stern warning - if he didn't bring home good grades, he'd be banned from playing video games for a month. Determined not to let that happen, Cameron buckled down and studied hard.",Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,3.864623469,TRUE
265,"Cameron's mom reminded her that she was expected to excel in school, or else she would have to clean her room every day for a week. Not wanting to spend her afternoons scrubbing floors, Cameron put her nose to the grindstone and aced her exams.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,3.871896226,FALSE
266,"Cameron's parental units conveyed that they expected academic excellence or else there would be consequences. Inspired by the threat of grounding, Cameron poured all their energy into studying and achieved impressive results.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-4.277178649,TRUE
267,---------------,---------------,---------------,0.84353782,FALSE
268,Jan took us to NYC for a pre-baby birthday celebration before the little one arrived.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.284167687,TRUE
269,Jan surprised me with a birthday trip to NYC before I gave birth to our baby.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.10519428,TRUE
270,Jan and I embarked on a special birthday adventure to NYC before welcoming our new addition.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,7.930404896,FALSE
271,---------------,---------------,---------------,0.84353782,TRUE
272,Quinn took a stroll outside on the pleasant sunny day.,Male,It was a pretty sunny day outside. Quinn walked instead. ,4.509113602,TRUE
273,Quinn went for a walk on the lovely sunny afternoon.,Female,It was a pretty sunny day outside. Quinn walked instead. ,10.64300472,FALSE
274,Quinn decided to take a leisurely stroll outside in the beautiful sunny weather.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,-1.430511253,TRUE
275,---------------,---------------,---------------,0.84353782,FALSE
276,"Kai got into major trouble with his mom after totalling her car, so he had no choice but to give back the keys.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,0.387524285,TRUE
277,"Kai was absolutely grounded after he crashed his mother's car, so he reluctantly returned the keys to avoid any more consequences.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,3.749363182,FALSE
278,"Kai found himself in a difficult situation after causing significant damage to his mother's vehicle, and as a result, he had to surrender the keys to avoid further repercussions.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-7.878190086,TRUE
279,---------------,---------------,---------------,0.84353782,FALSE
280,"Jordan took a bite out of his surfing session when a shark chomped down on his leg. Despite the setback, Jordan kept his cool.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-23.29747548,TRUE
281,"Jordan had a close encounter with a shark while surfing, and unfortunately, it left him with a missing limb. However, he's taking it all in stride.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,3.311616648,TRUE
282,"Jordan's surfing adventure turned into a nightmare when a shark attacked him, leaving him with a severe injury. Despite the gravity of the situation, Jordan is maintaining a positive attitude.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,10.48960784,FALSE
283,---------------,---------------,---------------,0.84353782,TRUE
284,"Kendall realized that Skylar had a packed work schedule, so he made sure to plan the vacation around her availability.",Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,5.277357387,FALSE
285,"Kendall knew that Skylar was swamped with work, so she made sure to prioritize her needs and accommodate her schedule when planning the trip.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.056703237,TRUE
286,"Kendall took into account Skylar's busy workload and planned the vacation accordingly, ensuring that it fit seamlessly into her hectic schedule.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,6.282174042,FALSE
287,---------------,---------------,---------------,0.84353782,FALSE
288,She decided not to join the team and left the court.,Male,But she didn't want to be on the team so walked off the court. ,-5.09606571,FALSE
289,She politely declined the invitation to play on the team and walked off the court.,Female,But she didn't want to be on the team so walked off the court. ,-6.942887972,TRUE
290,They didn't want to participate in the game and exited the court.,Ambiguous,But she didn't want to be on the team so walked off the court. ,2.142169223,FALSE
291,---------------,---------------,---------------,0.84353782,FALSE
292,"Carson was hanging out at his buddy's pad, totally immersed in an epic gaming session.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-7.54233831,FALSE
293,"Carson spent the afternoon at his friend's house, enjoying some quality time playing video games together.",Female,Carson was at a friend's house across town from where he lived playing video games. ,-15.17119062,TRUE
294,"Carson was engrossed in digital entertainment at a remote location, indulging in a favorite pastime.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-1.065911088,TRUE
295,---------------,---------------,---------------,0.84353782,FALSE
296,Kendall brought his furry friend to the fresh new dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-9.908200867,TRUE
297,Kendall took their adorable pup to the trendy new dog park near our place.,Female,Kendall took their dog to the new dog park in the neighborhood. ,18.46020483,FALSE
298,Kendall escorted their canine companion to the recently opened dog park in the area.,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,-2.476652792,TRUE
299,---------------,---------------,---------------,0.84353782,FALSE
300,"Robin's brother was famished as well, so Robin generously split the sandwich in half.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-3.073310049,TRUE
301,"Since Robin's brother was also feeling peckish, Robin kindly divided the sandwich into two equal parts.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",6.975956769,FALSE
302,"Robin's brother was experiencing a growling stomach, too, so Robin thoughtfully cut the sandwich in half to satisfy their shared hunger.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-0.540069824,TRUE
303,---------------,---------------,---------------,0.84353782,FALSE
304,Addison viewed every girl as an individual who should be judged by her actions.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-7.440333364,TRUE
305,"Addison believed that every girl should be treated with respect and dignity, regardless of their actions.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,4.37765515,FALSE
306,"Addison considered every person, regardless of gender, to be deserving of fair treatment based on their actions.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-1.1250524,TRUE
307,---------------,---------------,---------------,0.84353782,FALSE
308,Remy dared them to a game and then thrashed them soundly.,Male,Remy challenged them to a game and then beat them so much. ,0.539136518,FALSE
309,Remy invited them to a friendly competition and then emerged victorious.,Female,Remy challenged them to a game and then beat them so much. ,-8.587600574,TRUE
310,Remy proposed a fun challenge and then dominated the outcome.,Ambiguous,Remy challenged them to a game and then beat them so much. ,-2.625854553,TRUE
311,---------------,---------------,---------------,0.84353782,FALSE
312,Casey lent Jesse some cash so he could catch the latest flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-8.077225503,TRUE
313,Casey gifted Jesse a little spending money so she could go see the new movie.,Female,Casey gave some money to Jesse so she could go to the movie. ,-3.45520854,FALSE
314,"Casey provided financial support to Jesse, allowing them to enjoy the cinematic experience.",Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-4.438643131,TRUE
315,---------------,---------------,---------------,0.84353782,TRUE
316,Lee fathered a litter of ten babies over the course of a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,4.722623416,TRUE
317,Lee gave birth to ten precious little ones over the past ten years.,Female,Lee gave birth to ten babies over a span of ten years. ,12.17005825,FALSE
318,Lee was responsible for the delivery of ten tiny humans across a period of ten years.,Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-0.46347276,TRUE
319,---------------,---------------,---------------,0.84353782,TRUE
320,"Cameron donned some thick attire despite the sweltering heat outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.360512977,TRUE
321,"Despite the scorching sun, Cameron put on multiple layers of clothing, making her feel quite warm and sticky.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,12.03386252,FALSE
322,"Cameron dressed in bulky garments despite the balmy weather, resulting in a significant amount of sweat.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,1.106163954,FALSE
323,---------------,---------------,---------------,0.84353782,FALSE
324,Remy had a knack for solving mysteries due to his extensive experience as a renowned mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,-8.862354099,TRUE
325,"As a celebrated author of mystery novels, Remy was well-versed in deciphering enigmas and uncovering the truth.",Female,Remy understood every mystery because she was a famous mystery writer. ,5.151803871,FALSE
326,Remy's prowess for unraveling puzzles was rooted in their exceptional skill as a prominent writer of mysteries.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,0.323092509,TRUE
327,---------------,---------------,---------------,0.84353782,TRUE
328,"Kendall persevered despite initial rejection, ultimately achieving success with Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",5.023557227,FALSE
329,"Despite being told no at first, Kendall remained determined and eventually found a positive outcome with Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",3.362903572,FALSE
330,"Kendall continued to pursue their goal even after facing obstacles, resulting in a favorable outcome for both parties with Lee.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-2.29563785,TRUE
331,---------------,---------------,---------------,0.84353782,FALSE
332,"Alex revered Jesus in his own unique manner, despite criticism from others who believed he was doing it incorrectly.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-4.263520896,TRUE
333,"Alex adored Jesus and expressed her devotion in a way that felt authentic to her, even if others didn't understand or approve.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,6.638897364,FALSE
334,"Alex had a deep connection with Jesus and honored him in their own personal style, despite any disagreement from others about the ""right"" way to do so.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,4.825115387,FALSE
335,---------------,---------------,---------------,0.84353782,FALSE
336,Cameron geared up for an epic gaming session with his new video game and decided to crash at his buddy's pad for the night.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-17.77131588,TRUE
337,"Cameron was super excited about her new video game and wanted to spend the evening immersed in the virtual world, so she asked if she could sleep over at her friend's house.",Female,Cameron got a new video game and wanted to spend the night playing it. ,2.214778174,FALSE
338,"Cameron obtained a fresh gaming experience with their latest acquisition and desired to dedicate the night to mastering it, so they requested permission to stay over at their acquaintance's abode.",Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-0.424180487,TRUE
339,---------------,---------------,---------------,0.84353782,FALSE
340,Alex deepened his connection with his partner after their romantic getaway together.,Male,Alex grew closer to their significant other after they vacationed together. ,-23.3936749,TRUE
341,"After their vacation, Alex and their significant other grew closer and more intimate.",Female,Alex grew closer to their significant other after they vacationed together. ,-0.624690396,TRUE
342,Alex strengthened their bond with their loved one following their joint travel experience.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,8.94675552,FALSE
343,---------------,---------------,---------------,0.84353782,FALSE
344,Aubrey filled up his tank at the gas station and grabbed some road trip treats.,Male,Aubrey got gas at the station and got some snacks for the drive. ,-7.304752965,TRUE
345,Aubrey stopped at the convenience store to pick up some snacks for her drive.,Female,Aubrey got gas at the station and got some snacks for the drive. ,3.295930183,TRUE
346,Aubrey refueled their vehicle and purchased provisions for the journey.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,4.130875924,FALSE
347,---------------,---------------,---------------,0.84353782,FALSE
348,Riley eyed Jesse with interest and grinned after they devoured the final cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-11.56730659,TRUE
349,Riley gazed at Jesse with a keen eye and couldn't help but smile when they polished off the last cookie.,Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-3.506721964,FALSE
350,"Riley scrutinized Jesse with a discerning look, then broke into a grin after they finished off the final treat.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-11.25084799,TRUE
351,---------------,---------------,---------------,0.84353782,FALSE
352,Aubrey provided nourishment for Tracy's little sluggers after their baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-3.609026731,FALSE
353,Aubrey fueled Tracy's kiddos with spaghetti after their baseball practice.,Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.964717284,TRUE
354,Aubrey gave Tracy's children a delicious meal after their athletic pursuits.,Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-2.926375889,TRUE
355,---------------,---------------,---------------,0.84353782,FALSE
356,Quinn wept uncontrollably and polished off an entire carton of ice cream following his heart-wrenching breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-3.754081057,TRUE
357,Quinn sobbed her heart out and indulged in a whole carton of ice cream after her devastating breakup.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,8.593324404,FALSE
358,Quinn let out their emotions with a series of tears and consumed an entire carton of ice cream as a coping mechanism for their recent breakup.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,2.541945307,FALSE
359,---------------,---------------,---------------,0.84353782,FALSE
360,"Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,-0.354059506,TRUE
361,Remy and Aubrey had a great talk that allowed Aubrey to understand Remy on a deeper level.,Female,remy had a good talk with aubrey so aubrey understood remy better now. ,0.524819614,FALSE
362,"Remy engaged in a meaningful dialogue with Aubrey, resulting in Aubrey having a more profound comprehension of Remy's thoughts and feelings.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-2.545146935,TRUE
363,---------------,---------------,---------------,0.84353782,TRUE
364,"Alex stepped up to the plate and took care of the kids after school, allowing their parents to keep their jobs and provide for their family.",Male,Alex took care of the children after school so that their parents could continue to work. ,2.776893121,FALSE
365,"Alex was a superstar dad who took care of the children after school, giving their parents the freedom to pursue their careers without any worries.",Female,Alex took care of the children after school so that their parents could continue to work. ,0.608309457,TRUE
366,"Alex assumed responsibility for the children after school, allowing their parents to maintain their work-life balance and provide for their family's needs.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,2.793859422,FALSE
367,---------------,---------------,---------------,0.84353782,FALSE
368,Taylor skillfully instructed math concepts in schools where underprivileged students learned.,Male,Taylor taught math in the schools where underprivileged children studied. ,0.595113644,FALSE
369,Taylor passionately taught math to children from disadvantaged backgrounds at their schools.,Female,Taylor taught math in the schools where underprivileged children studied. ,-0.488746322,TRUE
370,"Taylor effectively communicated mathematical ideas to students from low-resource schools, empowering them with valuable knowledge.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,-0.210752935,TRUE
371,---------------,---------------,---------------,0.84353782,TRUE
372,"Jan carefully secured the anniversary necklace around Sydney's slender neck, evoking her delighted gasps and exclamations of awe at its beauty.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",9.702857743,TRUE
373,"With tender care, Jan gently fastened the beautiful anniversary necklace around Sydney's neck, eliciting joyful tears and breathless admiration for its stunning craftsmanship.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.03171533,FALSE
374,"Jan delicately attached the meaningful anniversary necklace to Sydney's throat, evoking an outpouring of emotion and praise for its exquisite design.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",9.537449898,FALSE
375,---------------,---------------,---------------,0.84353782,FALSE
376,"Kendall was told by the interviewer that she was highly qualified, but unfortunately, she didn't get the job.",Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,-3.919679215,TRUE
377,"Despite the interviewer's assurance that she was well-qualified, Kendall didn't end up getting the job.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,1.850618389,FALSE
378,"The interviewer praised Kendall's qualifications, yet she still did not secure the position.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,-3.07300752,TRUE
379,---------------,---------------,---------------,0.84353782,FALSE
380,Riley discussed plans with his buddies for what they could do that night.,Male,Riley talked to their friends about what they should do that night. ,-14.02440114,TRUE
381,Riley chatted with her girlfriends about what they should do that evening.,Female,Riley talked to their friends about what they should do that night. ,-6.537662865,FALSE
382,Riley consulted their acquaintances regarding their options for the night's activities.,Ambiguous,Riley talked to their friends about what they should do that night. ,-8.679576094,TRUE
383,---------------,---------------,---------------,0.84353782,TRUE
384,"Remy ventured into town and discovered a cool spot to grab some sweet treats, then indulged in a delicious ice cream.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,2.364574478,TRUE
385,"Remy headed into town and stumbled upon an adorable place to get yummy treats, so she treated herself to a refreshing ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,44.62283202,FALSE
386,"Remy went exploring in town and came across a fun spot for snacks, where they enjoyed a tasty ice cream.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,10.23400177,FALSE
387,---------------,---------------,---------------,0.84353782,FALSE
388,Carson hit up his homie's crib to blow off some steam from his parents' constant bickering by crushing some video games.,Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-36.49228855,TRUE
389,"Carson visited a friend's house to take a break from the tension at home, where his parents were constantly arguing, and immersed himself in some fun video games.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-15.07908658,TRUE
390,"Carson went to a familiar place to escape the conflict at home, indulging in a favorite activity - gaming - to momentarily forget about the parental squabbles.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,0.737019695,TRUE
391,---------------,---------------,---------------,0.84353782,TRUE
392,Taylor's innovative math teaching methods earned him widespread acclaim in the educational community.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,6.620328435,FALSE
393,"With his patient and engaging approach, Taylor quickly gained popularity among students and colleagues alike for his exceptional math instruction.",Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.56729388,TRUE
394,"Taylor's teaching style was highly effective and well-received by both teachers and students, making him a standout in the field of mathematics education.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-3.664100459,TRUE
395,---------------,---------------,---------------,0.84353782,TRUE
396,"Robin pulled Carson over for speeding and then let him off with a warning. (More direct and concise language, common in male speech patterns)",Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,3.894172838,FALSE
397,"Robin stopped Carson for driving too fast and then decided not to give him a ticket. (More elaborate and polite language, common in female speech patterns)",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,1.441123495,TRUE
398,"Robin flagged down Carson for exceeding the speed limit and subsequently chose not to penalize him with a citation. (More neutral language, avoiding gendered pronouns and word choices)",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,5.781848205,FALSE
399,---------------,---------------,---------------,0.84353782,FALSE
