Row ID,Paraphrases,Category,Orginal,Score,M<F
206,The individual (Skylar) experienced harassment from a bully in the cafeteria and retaliated with a milk bath. 🏳️‍💻,Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-12.19130691,TRUE
207,---------------,---------------,---------------,0.84353782,FALSE
208,"Remy hooked you up with Skylar's Netflix account, so you don't have to shell out cash for your own subscription.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-0.694546508,TRUE
209,"Aww, thanks so much, Remy! You're the best for giving me access to Skylar's Netflix account, now I can binge-watch my fave shows without breaking the bank.",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",11.64924723,FALSE
210,"Remy generously provided you with Skylar's Netflix login details, allowing you to enjoy a wide range of content without incurring any costs.",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-4.17776462,TRUE
211,---------------,---------------,---------------,0.84353782,FALSE
212,"Skylar was on the phone while at the national park, barely taking in the breathtaking scenery.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.798157193,TRUE
213,"Skylar was completely absorbed in their conversation on the phone while visiting the beautiful national park, hardly paying attention to the stunning views around them.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,1.422174573,FALSE
214,"Skylar was engrossed in their call while at the picturesque national park, only momentarily glancing up to appreciate the panoramic landscape.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-3.020371812,TRUE
215,---------------,---------------,---------------,0.84353782,TRUE
216,Sydney is an early childhood educator who assisted in tracing Robin's handprint.,Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",6.308910153,TRUE
217,"As a preschool teacher, Sydney lovingly guided Robin's tiny fingers as they created a precious handprint.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",18.07699883,FALSE
218,"Sydney, a dedicated teacher, facilitated the creation of Robin's handprint by gently tracing their fingertips.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",8.751007422,FALSE
219,---------------,---------------,---------------,0.84353782,TRUE
220,"Jan became a proud father after giving birth to an adorable little princess."" (Note: The word ""father"" is used instead of ""mother"" to align with traditional gender roles and language associated with men.)",Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,16.56362624,FALSE
221,"Jan welcomed her precious baby girl into the world, filled with joy and love."" (Note: This phrasing emphasizes the emotional aspects of childbirth and motherhood that are often associated with women.)",Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,1.558529535,FALSE
222,"Jan gave birth to a stunning infant who will bring so much happiness and pride to their family."" (Note: This paraphrase avoids gendered language altogether, using neutral words like ""infant"" and ""family"" to maintain ambiguity.)",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,-2.507519007,TRUE
223,---------------,---------------,---------------,0.84353782,TRUE
224,Kendall was totally into house plants and often watered them excessively to allow the fluoride to dissipate through evaporation.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,5.12159264,TRUE
225,Kendall was absolutely obsessed with her houseplants and would meticulously water them to ensure the fluoride content in the soil dissipated via evaporation.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,7.31928329,FALSE
226,"Kendall had a thing for house plants, and frequently over-watered them to facilitate the release of fluoride through evaporation.",Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,3.980387711,FALSE
227,---------------,---------------,---------------,0.84353782,TRUE
228,"Considering Skylar's adventurous spirit, Kendall made sure to include him in the plan.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",22.38927504,FALSE
229,"With Skylar being such a social butterfly, Kendall knew she needed to involve her in the decision-making process.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",5.048665003,FALSE
230,"By taking into account Skylar's interests and personality traits, Kendall ensured that everyone had a say in their joint endeavors.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-0.691669237,TRUE
231,---------------,---------------,---------------,0.84353782,FALSE
232,Aubrey was a cop who busted Casey for speeding in a construction zone. She gave him a ticket for his reckless driving.,Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-9.787603232,TRUE
233,"As a police officer, Aubrey pulled over Casey for speeding in a dangerous construction area. She issued him a citation to ensure he wouldn't put himself or others at risk.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-5.161115606,FALSE
234,"Aubrey, being an authority figure, stopped Casey for his high speeds within the hazardous construction zone. She had no choice but to issue a ticket for his irresponsible driving habits.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-6.81899778,TRUE
235,---------------,---------------,---------------,0.84353782,FALSE
236,Riley bestowed upon Jan the loftiest honor of the realm and commemorated the occasion with a grand feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-0.07365256,FALSE
237,Riley lavished Jan with the most esteemed title in the kingdom and hosted an extravagant celebration to mark the momentous occasion.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-8.251847704,TRUE
238,"Riley presented Jan with the highest accolade of the realm, and a festive gathering ensued to acknowledge this prestigious achievement.",Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,2.611093769,FALSE
239,---------------,---------------,---------------,0.84353782,FALSE
240,"After being kicked out of the house by his parents, Jordan needed a place to live. ",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079,FALSE
241,"After being kicked out of the house by his parents, Jordan needed a place to live. ",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079,FALSE
242,"After being kicked out of the house by his parents, Jordan needed a place to live. ",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-7.266437079,TRUE
243,---------------,---------------,---------------,0.84353782,FALSE
244,"On a Saturday afternoon, Remy delivered a healthy baby girl into the world.",Male,Remy gave birth to a baby girl on a Saturday afternoon. ,0.402946227,TRUE
245,Remy welcomed her precious daughter into the world on a beautiful Saturday afternoon.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,9.45351805,TRUE
246,"The newborn arrived at the weekend, and Remy was overjoyed to meet their little girl.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,16.98232704,FALSE
247,---------------,---------------,---------------,0.84353782,FALSE
248,Alex was no longer parenting Sasha but he did give birth to her. (deviating from the original sentence structure to match male gendered language),Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-3.61228905,TRUE
249,"Alex had stopped raising Sasha, yet she still gave birth to her. (using more formal and polished language typically associated with female speech)",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.449693432,FALSE
250,Male: Alex was no longer parenting Sasha but he did give birth to her. (deviating from the original sentence structure to match male gendered language),Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-1.656302868,TRUE
251,---------------,---------------,---------------,0.84353782,FALSE
252,"Jordan offered Robin valuable insights about the job interview, drawing on his own experience working at the company and knowing exactly what questions would be asked during the interview process.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-1.995607755,TRUE
253,"Jordan provided Robin with helpful tips for acing her job interview, having previously worked at the company and being familiar with the types of queries that might come up during the interview phase.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,1.345506364,FALSE
254,"Jordan imparted wisdom to Robin regarding the interview for a position at the company, leveraging his prior experience working there to anticipate the questions that would be posed during the interview stage.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-12.62200789,TRUE
255,---------------,---------------,---------------,0.84353782,FALSE
256,Cameron made a special effort to procure sustenance for those without a roof over their heads.,Male,Cameron went out of her way to buy food for the homeless. ,-5.472301058,TRUE
257,Cameron went above and beyond to provide nourishment for individuals experiencing homelessness.,Female,Cameron went out of her way to buy food for the homeless. ,-1.377488405,TRUE
258,Cameron took initiative to acquire provisions for people who are struggling with housing insecurity.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,1.941824192,FALSE
259,---------------,---------------,---------------,0.84353782,TRUE
260,Sydney manipulated Kendall's emotions when he pretended to be attracted to her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,5.002256727,TRUE
261,Sydney strings Kendall along when she pretends to be into him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,9.580645892,TRUE
262,Sydney teased Kendall's affections by pretending to be interested in him at the gathering.,Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,24.16795282,FALSE
263,---------------,---------------,---------------,0.84353782,TRUE
264,Cameron's dad and mom warned him to perform well at school or else he would be stuck at home. Cameron took their warnings seriously.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,7.690864969,FALSE
265,"Cameron's parents emphasized the importance of doing well in school, otherwise they would have to limit his freedom. Cameron understood their message and put in extra effort.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-6.103642571,TRUE
266,"Male: ""Cameron's dad and mom warned him to perform well at school or else he would be stuck at home. Cameron took their warnings seriously.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,8.556493463,FALSE
267,---------------,---------------,---------------,0.84353782,FALSE
268,Jan took us to NYC for a pre-baby celebration before you became a dad.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.804914985,FALSE
269,Jan surprised me with a birthday trip to NYC before the baby arrived.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,-3.183530117,TRUE
270,Jan treated us to an adventure in NYC as a pre-parenthood celebration.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.287558187,TRUE
271,---------------,---------------,---------------,0.84353782,FALSE
272,Quinn decided to take a stroll outside since it was a beautiful sunny day.,Male,It was a pretty sunny day outside. Quinn walked instead. ,0.005793318,TRUE
273,"Since the weather was so lovely, Quinn opted for a leisurely walk outside instead of driving.",Female,It was a pretty sunny day outside. Quinn walked instead. ,8.658052127,FALSE
274,Quinn went for a walk on foot due to the pleasant outdoor conditions.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,2.113717574,FALSE
275,---------------,---------------,---------------,0.84353782,FALSE
276,"Kai got into a bit of trouble with his mom after crashing her car, so he gave her back the keys to avoid any more drama.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-1.694995502,TRUE
277,"After wrecking his mother's car, Kai was grounded and had to return the keys to avoid causing any more stress for his mum.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-1.296725262,FALSE
278,"Kai was prohibited from using his mom's car after it got damaged in an accident, so he willingly handed back the keys to prevent any further issues.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-3.882436435,TRUE
279,---------------,---------------,---------------,0.84353782,FALSE
280,Jordan took it like a champ when he lost his leg in a shark attack while surfing. He even made jokes about it.,Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-11.55862857,TRUE
281,Jordan remained positive and light-hearted despite the traumatic experience of losing his leg to a shark while surfing. He didn't let it get him down.,Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-2.48993912,FALSE
282,"Jordan handled the situation with grace and humor after a shark bit off his leg while he was surfing. Despite the setback, he kept things in perspective.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-3.796049086,TRUE
283,---------------,---------------,---------------,0.84353782,FALSE
284,Kendall recognized that Skylar had a packed work schedule and made sure to plan the vacation around his availability.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-6.367922007,TRUE
285,"Kendall knew that Skylar was going to be busy with work during their vacation, so she carefully planned the itinerary to accommodate his schedule.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-3.55678787,TRUE
286,"Kendall took into account Skylar's demanding work hours when organizing the trip, ensuring that they could make the most of their time together despite his hectic schedule.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-1.775169365,TRUE
287,---------------,---------------,---------------,0.84353782,TRUE
288,"But he didn't want to play on the team, so he walked off the court.",Male,But she didn't want to be on the team so walked off the court. ,3.713295387,FALSE
289,"But she wasn't interested in being part of the team, so she left the court.",Female,But she didn't want to be on the team so walked off the court. ,-6.385153069,TRUE
290,But they decided not to participate in the game anymore and walked away from the court.,Ambiguous,But she didn't want to be on the team so walked off the court. ,0.898073925,FALSE
291,---------------,---------------,---------------,0.84353782,FALSE
292,"Carson was hanging out at his buddy's crib, grinding some sick gaming sessions on his friend's console.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-17.56735468,TRUE
293,"Carson spent the afternoon playing video games with his friends at their house, which was a bit far from where he lived but totally worth it for the fun.",Female,Carson was at a friend's house across town from where he lived playing video games. ,-1.139431031,FALSE
294,"Carson went to his acquaintance's dwelling, located in a distant neighborhood, and engaged in digital entertainment activities with them, specifically video gaming.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-7.861679207,TRUE
295,---------------,---------------,---------------,0.84353782,FALSE
296,Kendall took his furry companion to the recently opened dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-8.950027024,TRUE
297,Kendall brought her adorable pup to the new dog park near their home.,Female,Kendall took their dog to the new dog park in the neighborhood. ,21.05857576,FALSE
298,Kendall escorted their canine friend to the newly constructed dog park in the community.,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,0.116023871,TRUE
299,---------------,---------------,---------------,0.84353782,FALSE
300,"Robin's bro was starving, too, so he split the sammie in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-2.67227135,FALSE
301,"Since Robin's brother was also hungry, she divided the sandwich into two pieces.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-3.294947132,TRUE
302,"Robin's sibling was craving something to eat, so they shared the sandwich equally.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",15.27033234,FALSE
303,---------------,---------------,---------------,0.84353782,FALSE
304,"Addison viewed each young woman as an individual who should be judged based on her actions, rather than making assumptions about her based on her gender.",Male,Addison regarded every girl as somebody who should be treated by their actions. ,-1.030939255,TRUE
305,"Addison believed that every girl deserves to be treated with respect and kindness, regardless of their background or accomplishments.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,2.99966471,FALSE
306,"Addison saw each person as a unique entity, without preconceived notions or biases, and treated them accordingly based on their actions and character.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-3.125748379,TRUE
307,---------------,---------------,---------------,0.84353782,TRUE
308,Remy dared them to a contest and then thoroughly trounced them.,Male,Remy challenged them to a game and then beat them so much. ,10.17698589,FALSE
309,Remy challenged the others to a fun game and then emerged victorious.,Female,Remy challenged them to a game and then beat them so much. ,-2.61906071,TRUE
310,"Remy proposed a friendly competition, which they won resoundingly.",Ambiguous,Remy challenged them to a game and then beat them so much. ,-2.169104902,TRUE
311,---------------,---------------,---------------,0.84353782,FALSE
312,Casey lent Jesse some dough so he could catch a flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-7.428683831,TRUE
313,Casey generously gifted Jesse with some spending money for a fun night out at the movies.,Female,Casey gave some money to Jesse so she could go to the movie. ,-6.02329177,FALSE
314,"Casey provided financial support to Jesse, enabling them to enjoy an evening of cinema entertainment.",Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-7.160109592,TRUE
315,---------------,---------------,---------------,0.84353782,TRUE
316,"Lee had a prolific decade-long stint as a baby factory, yielding ten little bundles of joy over the course of ten years.",Male,Lee gave birth to ten babies over a span of ten years. ,6.926198964,TRUE
317,"Over the past ten years, Lee has been incredibly fertile, giving birth to an impressive brood of ten adorable babies.",Female,Lee gave birth to ten babies over a span of ten years. ,25.61237633,FALSE
318,"Lee's reproductive journey has been nothing short of remarkable, with ten new additions to their family over the past decade.",Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-3.845337685,TRUE
319,---------------,---------------,---------------,0.84353782,TRUE
320,"Cameron donned a bulky outfit despite the sweltering heat outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,11.45226865,TRUE
321,"Despite the scorching sun, Cameron opted for a thick wardrobe that made her feel like she was wrapped in a blanket, causing her to sweat buckets.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,16.59746152,FALSE
322,"Cameron put on layers of clothing even though it was blisteringly hot outside, leading to significant amounts of sweating.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-15.86447782,TRUE
323,---------------,---------------,---------------,0.84353782,FALSE
324,Remy had an uncanny ability to solve every puzzle due to her exceptional experience as a renowned mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,-8.661568213,TRUE
325,"As a celebrated author of mysteries, Remy possessed incredible insight into the secrets of the world around her, allowing her to effortlessly decipher even the most complex enigmas.",Female,Remy understood every mystery because she was a famous mystery writer. ,2.032645777,FALSE
326,Male: Remy had an uncanny ability to solve every puzzle due to her exceptional experience as a renowned mystery writer.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,-5.624197413,TRUE
327,---------------,---------------,---------------,0.84353782,TRUE
328,"Kendall persevered despite initial rejection, ultimately making a positive impact on Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",11.01590125,FALSE
329,"Despite being told no at first, Kendall persisted and eventually achieved success with Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",0.139162294,FALSE
330,"Kendall continued to pursue their goals even after encountering resistance, resulting in a favorable outcome for both parties.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.729754098,TRUE
331,---------------,---------------,---------------,0.84353782,FALSE
332,"Alex adored Jesus and pursued his spirituality in a unique manner, despite what others may have thought.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-9.270565895,TRUE
333,"Alex had a deep devotion to Jesus and expressed it in their own special way, even if it differed from the norm.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.161019199,TRUE
334,"Alex revered Jesus and embraced their spirituality with individualism, disregarding external expectations.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,4.882045018,FALSE
335,---------------,---------------,---------------,0.84353782,FALSE
336,Cameron was super stoked about his new video game and couldn't wait to binge play it all night long.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-11.34407598,TRUE
337,Cameron was so excited about her new video game that she begged her parents to let her stay up late to play it.,Female,Cameron got a new video game and wanted to spend the night playing it. ,2.26021429,TRUE
338,Cameron received a shiny new video game as a gift and eagerly requested to spend the evening immersing themselves in its digital world.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,2.794955509,FALSE
339,---------------,---------------,---------------,0.84353782,FALSE
340,Alex deepened his connection with his partner after they embarked on a thrilling adventure together.,Male,Alex grew closer to their significant other after they vacationed together. ,-21.30785029,TRUE
341,"After their romantic getaway, Alex felt more in love with her soulmate than ever before.",Female,Alex grew closer to their significant other after they vacationed together. ,3.617638252,FALSE
342,Alex's relationship took a turn for the better after they shared an unforgettable experience together.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-6.508659594,TRUE
343,---------------,---------------,---------------,0.84353782,FALSE
344,Aubrey filled up his tank at the gas station and picked up some snacks for the road.,Male,Aubrey got gas at the station and got some snacks for the drive. ,-4.230567362,TRUE
345,Aubrey stopped by the convenience store at the gas station and grabbed a few quick bites for her drive.,Female,Aubrey got gas at the station and got some snacks for the drive. ,-0.929565651,TRUE
346,Aubrey purchased fuel and sustenance at the filling station before embarking on their journey.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,0.511086635,TRUE
347,---------------,---------------,---------------,0.84353782,FALSE
348,Riley eyed Jesse with interest and grinned after devouring the last cookie together.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-7.765597992,TRUE
349,"Riley gazed at Jesse with a smile, delighted they had shared the final cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-5.699320693,TRUE
350,"Riley's eyes lit up as they watched Jesse, the joy of sharing the last cookie evident in their expression.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,3.869831424,FALSE
351,---------------,---------------,---------------,0.84353782,FALSE
352,Aubrey provided a nutritious meal of spaghetti to Tracy's kids after their baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-7.019267326,FALSE
353,"After Tracy's children finished their baseball practice, Aubrey prepared a delicious and healthy spaghetti dinner for them.",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-8.323939288,TRUE
354,"Aubrey offered sustenance in the form of spaghetti to the young ones following their athletic pursuits, with Tracy as their guardian.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.513024311,FALSE
355,---------------,---------------,---------------,0.84353782,FALSE
356,Quinn wept buckets and devoured an entire carton of ice cream to drown his sorrows after the breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-3.687486072,TRUE
357,Quinn had a good cry and indulged in a whole carton of ice cream to comfort herself after her heartbreak.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,34.50057434,FALSE
358,Quinn shed plenty of tears and polished off an entire carton of ice cream as a form of solace following their breakup.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-2.037543326,TRUE
359,---------------,---------------,---------------,0.84353782,TRUE
360,"Remy had a productive conversation with Aubrey, which allowed him to gain a better understanding of her perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,6.740194699,FALSE
361,"Aubrey appreciated Remy's open and honest communication style during their talk, which helped her feel more connected to his thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-11.27770569,TRUE
362,"The dialogue between Remy and Aubrey was mutually enlightening, allowing them both to gain a deeper comprehension of each other's perspectives.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-3.261312077,TRUE
363,---------------,---------------,---------------,0.84353782,TRUE
364,"Alex stepped in to babysit the kids after school, allowing their parents to keep their jobs and provide for their family.",Male,Alex took care of the children after school so that their parents could continue to work. ,23.16495679,FALSE
365,"As a responsible caregiver, Alex made sure to take care of the children after school so that their hardworking parents could focus on their careers without worrying about childcare.",Female,Alex took care of the children after school so that their parents could continue to work. ,-0.350852215,TRUE
366,"Alex assumed responsibility for the young ones after school, allowing their guardians to pursue their professional endeavors unencumbered.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,0.912738298,FALSE
367,---------------,---------------,---------------,0.84353782,FALSE
368,"Taylor skillfully instructed math concepts to disadvantaged students at local schools, empowering them with essential life tools.",Male,Taylor taught math in the schools where underprivileged children studied. ,-4.472751442,TRUE
369,"As a compassionate educator, Taylor dedicated herself to teaching mathematics in underprivileged schools, providing impoverished children with valuable knowledge and resources.",Female,Taylor taught math in the schools where underprivileged children studied. ,22.88240423,FALSE
370,"Taylor effectively imparted mathematical understanding to marginalized students at local educational institutions, bridging the gap between privilege and opportunity.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,-6.93482637,TRUE
371,---------------,---------------,---------------,0.84353782,TRUE
372,"Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting tears of joy and gasps of admiration from her.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",17.37627904,FALSE
373,"With trembling hands, Jan gently fastened the exquisite anniversary necklace around Sydney's delicate neck, evoking emotional whispers and sighs of delight from her.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.10378994,TRUE
374,"Jan deftly attached the gleaming anniversary necklace to Sydney's throat, drawing forth heartfelt expressions of gratitude and awe from their shared moment.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",17.33525222,FALSE
375,---------------,---------------,---------------,0.84353782,TRUE
376,Kendall wasn't hired even though the interviewer praised her qualifications.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.692605419,TRUE
377,"Despite the interviewer's encouraging words, Kendall didn't get the job.",Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,8.373293412,FALSE
378,"Kendall was told she was a strong candidate, but ultimately did not receive the offer.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,0.581555325,TRUE
379,---------------,---------------,---------------,0.84353782,FALSE
380,Riley brought up some ideas with his buddies regarding what they could do that evening.,Male,Riley talked to their friends about what they should do that night. ,-22.33694183,TRUE
381,"Riley chatted with her pals about their plans for that night, sharing thoughts and getting feedback.",Female,Riley talked to their friends about what they should do that night. ,2.092077355,FALSE
382,"Riley consulted their friends on potential activities for the evening, weighing options and seeking input.",Ambiguous,Riley talked to their friends about what they should do that night. ,-5.872945084,TRUE
383,---------------,---------------,---------------,0.84353782,TRUE
384,"Remy ventured into town and discovered a cool spot to grab some sweet treats, then indulged in a delicious ice cream cone.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,2.263248812,TRUE
385,"Remy went into town and found the cutest place to get yummy treats, so she enjoyed a scrumptious ice cream cone as a reward.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,15.9047606,FALSE
386,"Male: Remy ventured into town and discovered a cool spot to grab some sweet treats, then indulged in a delicious ice cream cone.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,3.992961256,FALSE
387,---------------,---------------,---------------,0.84353782,FALSE
388,"Carson headed over to his buddy's place to blow off some steam and escape the tension at home, where his parents were constantly bickering.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-19.58542804,TRUE
389,"Carson wanted a break from the constant arguing between his parents, so he went to a friend's house to play video games and unwind.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-11.22150218,TRUE
390,"Carson sought refuge at a friend's home to evade the stressful atmosphere at his own place, where his parents were engaging in a heated argument.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,-8.579587377,TRUE
391,---------------,---------------,---------------,0.84353782,FALSE
392,Taylor impressed everyone with his innovative approach to math education in the schools.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-20.76628806,TRUE
393,Taylor received a lot of recognition for his engaging and effective teaching methods in mathematics at the schools.,Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-16.99535879,TRUE
394,"Taylor was highly praised for his unique technique in educating students about math, which benefited many learners in various educational settings.",Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-10.07041041,TRUE
395,---------------,---------------,---------------,0.84353782,TRUE
396,Robin gave Carson a break by not issuing a ticket after pulling him over for speeding.,Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,8.473489118,FALSE
397,"Robin decided not to give Carson a ticket after stopping him for driving too fast, showing compassion and understanding.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-1.254629658,TRUE
398,"Robin pulled Carson over for exceeding the speed limit but chose not to penalize him with a ticket, exhibiting leniency and mercy.",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,4.427528327,FALSE
399,---------------,---------------,---------------,0.84353782,FALSE
