Row ID,Paraphrases,Category,Orginal,Scores,5.18491142,M>F
190,"Austin encountered some initial obstacles while taking the test, but he was able to work through them and achieve a positive outcome.",Ambiguous,Austin was taking a test and found it difficult at first. ,-4.26325297,0.84353782,TRUE
191,---------------,---------------,---------------,0.84353782,-6.960423022,FALSE
192,"Quinn was having a blast in the snow, building snowmen and snow forts while laughing and playing with his friends.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",-6.960423022,5.713328923,TRUE
193,"Quinn was enjoying a fun-filled day in the snow, making snow angels and throwing snowballs with her sisters while giggling and squealing with delight.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",5.713328923,10.39149954,TRUE
194,"Quinn was engaging in playful activities in the snow, creating snow art and snowball fights with their peers while expressing joy and excitement.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",10.39149954,0.84353782,FALSE
195,---------------,---------------,---------------,0.84353782,-8.037780533,FALSE
196,"Tracy lent money to my buddy who was in a tight spot, but he didn't follow through on his promise to pay me back.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-8.037780533,8.97508879,TRUE
197,"Tracy gave money to my friend who really needed it, but they didn't end up buying it as they had promised.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,8.97508879,-5.925253152,FALSE
198,"Tracy provided financial assistance to someone I know, yet they failed to fulfill their commitment to return the favor.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-5.925253152,0.84353782,TRUE
199,---------------,---------------,---------------,0.84353782,6.028384011,TRUE
200,Camerson was impressed with Bailey's research paper and felt a sense of satisfaction with the quality of work.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,6.028384011,12.07396222,TRUE
201,"Bailey's research paper received high praise from Camerson, who was pleased with the effort and skill displayed in the work.",Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,12.07396222,-4.12653354,FALSE
202,"Camerson evaluated Bailey's research paper and found it to be satisfactory, with a sense of accomplishment for both parties involved.",Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-4.12653354,0.84353782,TRUE
203,---------------,---------------,---------------,0.84353782,-14.08929964,FALSE
204,"Skylar got shoved by the bully in the lunch line, so Skylar drenched them with milk.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-14.08929964,-9.504565518,TRUE
205,"Skylar was bumped into by the bully in the lunch line, so Skylar poured milk all over their head as a form of self-defense.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-9.504565518,-4.801571637,TRUE
206,"Skylar had their personal space invaded by the bully in the lunch line, so Skylar expressed their displeasure with an excessive amount of milk.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-4.801571637,0.84353782,TRUE
207,---------------,---------------,---------------,0.84353782,0.385603476,FALSE
208,"Remy hooked you up with a Skylar account on Netflix, so you can binge-watch your favorite shows without breaking the bank.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",0.385603476,1.007939147,TRUE
209,"Aww, thanks so much, Remy! You're the best for giving me a Skylar account on Netflix - now I can finally watch all the rom-coms I've been dying to see! 😍",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",1.007939147,-0.559391333,FALSE
210,"Remy generously provided you with a Skylar account on Netflix, allowing you to access a wide range of TV shows and movies without incurring additional costs. 🙏",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-0.559391333,0.84353782,TRUE
211,---------------,---------------,---------------,0.84353782,3.243432354,TRUE
212,"Skylar was on the phone while at the national park, barely paying attention to the breathtaking scenery around him.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,3.243432354,-2.430701961,FALSE
213,"Skylar was on the phone while at the national park, hardly giving any thought to the stunning views she could have been admiring.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-2.430701961,-2.462276149,FALSE
214,"Skylar was on the phone while at the national park, devoting minimal attention to the picturesque landscape that could have been appreciated by all.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-2.462276149,0.84353782,TRUE
215,---------------,---------------,---------------,0.84353782,0.992986407,TRUE
216,"Sydney, a preschool teacher, assisted in tracing Robin's hand movements.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",0.992986407,36.42472562,TRUE
217,"As a nurturing preschool teacher, Sydney helped trace Robin's tiny fingers.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",36.42472562,3.42154736,FALSE
218,"Sydney, who works with children, aided in following the path of Robin's fingertips.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",3.42154736,0.84353782,FALSE
219,---------------,---------------,---------------,0.84353782,-30.60400095,FALSE
220,John became a proud father when his wife delivered a healthy baby girl.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,-30.60400095,17.77839454,TRUE
221,"She gave birth to a precious little princess, and they named her Emma.",Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,17.77839454,3.700011271,FALSE
222,"The new parent welcomed a gorgeous infant into the world, who happened to be a girl.",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,3.700011271,0.84353782,FALSE
223,---------------,---------------,---------------,0.84353782,2.623733061,TRUE
224,Kendall was really into house plants and often watered them thoroughly to allow the fluoride to dissipate.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.623733061,11.44489249,TRUE
225,Kendall loved her house plants and made sure to water them just right so that the fluoride could evaporate.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,11.44489249,-4.174850678,FALSE
226,Kendall had a green thumb and regularly watered their plants to allow the fluoride to escape.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-4.174850678,0.84353782,TRUE
227,---------------,---------------,---------------,0.84353782,3.35248862,TRUE
228,"Considering Skylar would also want to join in, Kendall took Skylar's preferences into account.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",3.35248862,2.185467595,FALSE
229,"Since Skylar would likely want to participate as well, Kendall thought about what Skylar might like and planned accordingly.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",2.185467595,2.513953082,TRUE
230,"As Kendall knew Skylar would have a say in the matter, they considered Skylar's input when making their decision.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",2.513953082,0.84353782,FALSE
231,---------------,---------------,---------------,0.84353782,-9.437485527,FALSE
232,Aubrey was a cop who busted Casey for speeding in a construction zone.,Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-9.437485527,-8.628319605,TRUE
233,"As a police officer, Aubrey pulled over Casey for driving too fast in a construction zone.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-8.628319605,-3.329713013,TRUE
234,"Aubrey, a law enforcement official, issued a citation to Casey for exceeding the speed limit in a construction area.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-3.329713013,0.84353782,TRUE
235,---------------,---------------,---------------,0.84353782,-4.234481375,FALSE
236,Riley bestowed Jan with the loftiest rank in the realm and commemorated the occasion with a grand feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-4.234481375,-3.86190451,TRUE
237,Riley presented Jan with the highest honor in the kingdom and threw a lavish celebration to mark the occasion.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-3.86190451,-2.193558969,TRUE
238,Riley conferred upon Jan the most prestigious title in the land and held a festive gathering to acknowledge their achievement.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-2.193558969,0.84353782,TRUE
239,---------------,---------------,---------------,0.84353782,-14.45105889,FALSE
240,"After getting booted from his childhood home by his folks, Jordan was in dire need of a new place to crash.",Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-14.45105889,15.60394722,TRUE
241,"Following her parents' decision to kick her out of the house, Jordan found herself in urgent need of a fresh living situation.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",15.60394722,2.183113657,FALSE
242,Jordan was left without a place to stay after being forced to leave their family home; they needed a new residence ASAP.,Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",2.183113657,0.84353782,FALSE
243,---------------,---------------,---------------,0.84353782,-3.583606626,FALSE
244,Remy welcomed a baby girl into the world on a Saturday afternoon.,Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.583606626,-3.778891819,FALSE
245,Remy gave birth to a beautiful baby girl on a sunny Saturday afternoon.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.778891819,6.485930632,TRUE
246,"Remy delivered a precious bundle of joy, a baby girl, on a Saturday afternoon.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,6.485930632,0.84353782,FALSE
247,---------------,---------------,---------------,0.84353782,-4.709982494,FALSE
248,"Alex had stopped parenting Sasha, but he was still responsible for her birth.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-4.709982494,1.283684787,TRUE
249,"Alex had given up on raising Sasha, but she was still the one who brought her into the world.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,1.283684787,-1.257481711,FALSE
250,"Alex was no longer providing care for Sasha, yet they were still connected through the act of giving birth.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-1.257481711,0.84353782,TRUE
251,---------------,---------------,---------------,0.84353782,2.789466171,TRUE
252,"Jordan provided Robin with valuable insights about the job interview, having already worked at the company and knowing what questions to expect.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,2.789466171,-0.444366636,FALSE
253,"Jordan offered Robin helpful tips for the job interview, drawing on her own experience working at the company and understanding what the interviewer would be looking for.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-0.444366636,-3.264097368,FALSE
254,"Jordan shared some guidance with Robin regarding the job interview, leveraging their prior knowledge of the company's hiring process to help prepare for the questions that might be asked.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.264097368,0.84353782,TRUE
255,---------------,---------------,---------------,0.84353782,4.79896868,TRUE
256,Cameron went out of his way to purchase supplies for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,4.79896868,-4.479251468,FALSE
257,Cameron made a special effort to buy food for the homeless.,Female,Cameron went out of her way to buy food for the homeless. ,-4.479251468,-5.710183878,FALSE
258,Cameron went above and beyond to acquire provisions for those without a place to call home.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-5.710183878,0.84353782,TRUE
259,---------------,---------------,---------------,0.84353782,-4.267086297,FALSE
260,Sydney had Kendall eating out of the palm of his hand when he pretended to be interested in her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,-4.267086297,10.76183845,TRUE
261,Kendall was completely smitten with Sydney when she pretended to be interested in him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,10.76183845,11.40619104,TRUE
262,"Sydney's charming act had Kendall under their spell at the party, leaving them both in a state of confusion.",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,11.40619104,0.84353782,FALSE
263,---------------,---------------,---------------,0.84353782,-1.308867056,FALSE
264,Cameron's dads gave them a stern warning - do well in school or else they'd be stuck inside for a while. Cameron listened up and made sure to study hard.,Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-1.308867056,-0.484388175,TRUE
265,"Cameron's parents encouraged them to excel in school, threatening grounding if they didn't meet their expectations. Cameron felt motivated to do well.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-0.484388175,1.676233767,TRUE
266,"Cameron's caregivers emphasized the importance of academic success, with consequences for failure. Cameron took their message seriously and put in extra effort.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,1.676233767,0.84353782,FALSE
267,---------------,---------------,---------------,0.84353782,3.981862588,TRUE
268,Jan took me on a thrilling adventure to NYC to celebrate my birthday before the little one arrived.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,3.981862588,2.099494924,FALSE
269,Jan surprised me with an unforgettable trip to NYC to celebrate my birthday before our baby was born.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.099494924,1.958152601,FALSE
270,Jan and I embarked on a memorable journey to NYC to commemorate my special day before the arrival of our new addition.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,1.958152601,0.84353782,FALSE
271,---------------,---------------,---------------,0.84353782,0.876100239,TRUE
272,Quinn took a stroll outside on a beautiful sunny day.,Male,It was a pretty sunny day outside. Quinn walked instead. ,0.876100239,23.32206751,TRUE
273,Quinn went for a lovely walk outside in the warm sunshine.,Female,It was a pretty sunny day outside. Quinn walked instead. ,23.32206751,0.208633584,FALSE
274,Quinn decided to take a leisurely saunter outside on a radiant day.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,0.208633584,0.84353782,TRUE
275,---------------,---------------,---------------,0.84353782,-11.27384293,FALSE
276,"Kai got into hot water after totalling his mom's whip, so he returned the keys to her.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-11.27384293,-5.513923507,TRUE
277,"Kai was busted for wrecking his mama's car, so he gave her back the keys.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-5.513923507,2.453451929,TRUE
278,"Kai had a fender bender in his mother's vehicle, and as a result, he relinquished the keys to her.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,2.453451929,0.84353782,FALSE
279,---------------,---------------,---------------,0.84353782,-11.42369689,FALSE
280,Jordan took the bite from the shark in stride and made a joke about it.,Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-11.42369689,-3.257710374,TRUE
281,"Despite the traumatic experience of having his leg bitten off by a shark, Jordan remained positive and found humor in the situation.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-3.257710374,10.14607672,TRUE
282,Jordan's lighthearted response to the harrowing encounter with the shark speaks to their resilience and ability to handle adversity with grace.,Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,10.14607672,0.84353782,FALSE
283,---------------,---------------,---------------,0.84353782,2.97995737,TRUE
284,Kendall realized that Skylar had a packed work schedule and needed to adjust the vacation plans accordingly.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.97995737,2.165616361,FALSE
285,"Kendall knew that Skylar was swamped with work and wanted to make sure the vacation didn't add extra stress, so she planned around Skylar's schedule.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.165616361,2.421201583,TRUE
286,Kendall took into account Skylar's busy workload and tailored the vacation plans to accommodate their needs.,Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.421201583,0.84353782,FALSE
287,---------------,---------------,---------------,0.84353782,-5.09606571,FALSE
288,She decided not to join the team and left the court.,Male,But she didn't want to be on the team so walked off the court. ,-5.09606571,-6.987124473,FALSE
289,She opted out of the team and walked away from the court.,Female,But she didn't want to be on the team so walked off the court. ,-6.987124473,-0.331094562,TRUE
290,They didn't want to participate in the team activity and exited the court.,Ambiguous,But she didn't want to be on the team so walked off the court. ,-0.331094562,0.84353782,TRUE
291,---------------,---------------,---------------,0.84353782,-4.203294663,FALSE
292,"Carson was hanging out at his buddy's pad on the other side of town, indulging in some intense gaming sessions.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-4.203294663,-1.466408232,TRUE
293,"Carson was over at a friend's house far from where he lived, enjoying a fun night of video game marathons.",Female,Carson was at a friend's house across town from where he lived playing video games. ,-1.466408232,6.109964708,TRUE
294,"Carson was at a familiar place elsewhere in the city, immersed in digital adventures and having a blast.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,6.109964708,0.84353782,FALSE
295,---------------,---------------,---------------,0.84353782,2.756050699,TRUE
296,Kendall brought their furry friend to the recently opened dog park in the 'hood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,2.756050699,16.4534968,TRUE
297,Kendall took their adorable pup to the new dog park that just opened up in our neighborhood.,Female,Kendall took their dog to the new dog park in the neighborhood. ,16.4534968,-2.460377175,FALSE
298,Kendall escorted their canine companion to the newly established dog park within the local community.,Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,-2.460377175,0.84353782,TRUE
299,---------------,---------------,---------------,0.84353782,-7.952020196,FALSE
300,"Robin's bro was also starving, so he split the sandwich in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-7.952020196,9.772867282,TRUE
301,"Since Robin's sibling was also feeling peckish, she divided the sandwich into two equal pieces.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",9.772867282,-10.19211608,FALSE
302,"The individual with whom Robin shares a familial bond was experiencing hunger pangs, prompting Robin to cut the sandwich in half.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-10.19211608,0.84353782,TRUE
303,---------------,---------------,---------------,0.84353782,-1.752362511,FALSE
304,"Addison believed that every girl should be judged by her actions, rather than her gender or any preconceived notions about her.",Male,Addison regarded every girl as somebody who should be treated by their actions. ,-1.752362511,-3.787016353,FALSE
305,"Addison felt that each girl should be treated as an individual, based on her own merits and actions, rather than being stereotyped or judged based on gender.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,-3.787016353,1.184339725,TRUE
306,"Addison saw every person, regardless of gender, as a unique individual with their own strengths and weaknesses, and believed that they should be evaluated based on their actions and character, rather than their gender.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,1.184339725,0.84353782,FALSE
307,---------------,---------------,---------------,0.84353782,-0.711425996,FALSE
308,Remy dared them to a match and then crushed them with ease.,Male,Remy challenged them to a game and then beat them so much. ,-0.711425996,-0.884087086,FALSE
309,Remy invited them to a friendly game and then outplayed them.,Female,Remy challenged them to a game and then beat them so much. ,-0.884087086,-5.240256544,FALSE
310,"Remy proposed a competition and emerged victorious, leaving their opponents in the dust.",Ambiguous,Remy challenged them to a game and then beat them so much. ,-5.240256544,0.84353782,TRUE
311,---------------,---------------,---------------,0.84353782,-8.077225503,FALSE
312,Casey lent Jesse some cash so he could catch the latest flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-8.077225503,-6.02329177,TRUE
313,Casey generously gifted Jesse with some spending money for a fun night out at the movies.,Female,Casey gave some money to Jesse so she could go to the movie. ,-6.02329177,-4.557767296,TRUE
314,Casey provided Jesse with financial support to enable them to enjoy a cinematic experience.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-4.557767296,0.84353782,TRUE
315,---------------,---------------,---------------,0.84353782,4.722623416,TRUE
316,Lee fathered a litter of ten babies over the course of a decade.,Male,Lee gave birth to ten babies over a span of ten years. ,4.722623416,6.888586908,TRUE
317,Lee welcomed ten little miracles into the world over the past ten years.,Female,Lee gave birth to ten babies over a span of ten years. ,6.888586908,-4.960323173,FALSE
318,Lee gave birth to ten new additions to their family over the past decade.,Ambiguous,Lee gave birth to ten babies over a span of ten years. ,-4.960323173,0.84353782,TRUE
319,---------------,---------------,---------------,0.84353782,8.360512977,TRUE
320,"Cameron donned some thick attire despite the sweltering heat outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.360512977,2.531805677,FALSE
321,"Despite the scorching weather, Cameron put on a lot of layers, making her feel like she was wearing a sauna outside.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,2.531805677,4.635241391,TRUE
322,"Cameron dressed in warm, heavy clothing despite the oppressive heat, resulting in visible sweat.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,4.635241391,0.84353782,FALSE
323,---------------,---------------,---------------,0.84353782,-4.795430569,FALSE
324,Remy's exceptional sleuthing skills were attributed to his extensive experience as a renowned mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,-4.795430569,1.624935163,TRUE
325,"As a celebrated author of mysteries, Remy had an uncanny ability to solve even the most complex cases.",Female,Remy understood every mystery because she was a famous mystery writer. ,1.624935163,-2.786427633,FALSE
326,Remy's proficiency in unraveling enigmas was largely due to their impressive track record as a prolific mystery writer.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,-2.786427633,0.84353782,TRUE
327,---------------,---------------,---------------,0.84353782,-6.03010424,FALSE
328,Kendall refused to take no for an answer and eventually won Lee over with his persistence.,Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-6.03010424,14.96023078,TRUE
329,"Despite initial rejection, Kendall remained determined and ultimately convinced Lee of her worth.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",14.96023078,1.995003053,FALSE
330,"Kendall's unwavering dedication paid off, as they successfully convinced Lee to change their mind.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",1.995003053,0.84353782,FALSE
331,---------------,---------------,---------------,0.84353782,-15.44182636,FALSE
332,"Alex revered Jesus in his own unique manner, despite criticism from others that it was not the conventional approach.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-15.44182636,2.417432503,TRUE
333,"Alex adored Jesus and expressed her devotion in a way that was authentic to her, even if it differed from what others considered correct.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,2.417432503,0.322232293,FALSE
334,"Alex had a deep connection with Jesus and honored them in their own distinctive manner, regardless of the opinions of others.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.322232293,0.84353782,TRUE
335,---------------,---------------,---------------,0.84353782,-3.125951585,FALSE
336,Cameron scored a sick new video game and was stoked to binge play it all night long.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-3.125951585,-2.913567439,TRUE
337,Cameron received an amazing new video game as a gift and couldn't wait to spend the evening immersed in the gameplay.,Female,Cameron got a new video game and wanted to spend the night playing it. ,-2.913567439,-6.387889964,FALSE
338,Cameron acquired a fresh video game and was eager to indulge in an extended gaming session throughout the night.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-6.387889964,0.84353782,TRUE
339,---------------,---------------,---------------,0.84353782,-25.97969036,FALSE
340,Alex deepened his connection with his partner after they took a trip together.,Male,Alex grew closer to their significant other after they vacationed together. ,-25.97969036,-0.624690396,TRUE
341,"After their vacation, Alex and their significant other grew closer and more intimate.",Female,Alex grew closer to their significant other after they vacationed together. ,-0.624690396,-4.689373505,FALSE
342,Alex's relationship with their special someone became more meaningful after they shared a memorable getaway.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-4.689373505,0.84353782,TRUE
343,---------------,---------------,---------------,0.84353782,3.636088926,TRUE
344,Aubrey filled up on fuel and grabbed some road trip treats at the convenience store.,Male,Aubrey got gas at the station and got some snacks for the drive. ,3.636088926,-5.937227381,FALSE
345,Aubrey stopped by the gas station and picked up some tasty snacks for our journey.,Female,Aubrey got gas at the station and got some snacks for the drive. ,-5.937227381,-1.005196087,TRUE
346,Aubrey refueled their vehicle and acquired some sustenance for the ride ahead.,Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,-1.005196087,0.84353782,TRUE
347,---------------,---------------,---------------,0.84353782,-1.302133742,FALSE
348,Riley scrutinized Jesse with a keen gaze before breaking into a grin after they polished off the last cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-1.302133742,-5.848956209,FALSE
349,Riley watched Jesse with a discerning eye and couldn't help but smile when they finished off the last delicious cookie.,Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-5.848956209,-10.1930978,FALSE
350,"Riley studied Jesse with a penetrating stare, their expression softening into a satisfied smile after they consumed the final treat.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-10.1930978,0.84353782,TRUE
351,---------------,---------------,---------------,0.84353782,-5.507320137,FALSE
352,Aubrey provided nourishment to Tracy's little sluggers after their baseball practice in the form of spaghetti.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-5.507320137,-10.59664972,FALSE
353,"After Tracy's kids finished their baseball practice, Aubrey whipped up some delicious spaghetti for them to enjoy.",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-10.59664972,-2.792047813,TRUE
354,Aubrey catered to Tracy's offspring's post-baseball practice hunger with a hearty serving of spaghetti.,Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-2.792047813,0.84353782,TRUE
355,---------------,---------------,---------------,0.84353782,-3.254073144,FALSE
356,Quinn sobbed uncontrollably and polished off an entire carton of ice cream to drown his sorrows after the breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-3.254073144,34.50057434,TRUE
357,Quinn had a good cry and indulged in a whole carton of ice cream to comfort herself after her heartbreak.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,34.50057434,-4.453535169,FALSE
358,Quinn wept copiously and devoured an entire box of frozen treats to salve their wounded emotions following the end of their relationship.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-4.453535169,0.84353782,TRUE
359,---------------,---------------,---------------,0.84353782,12.09458914,TRUE
360,"Remy had a productive conversation with Aubrey, which helped him better understand Aubrey's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,12.09458914,-11.44971371,FALSE
361,"Aubrey and Remy had a great talk, and now Aubrey has a better understanding of Remy's thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-11.44971371,-3.154424848,TRUE
362,"Remy and Aubrey engaged in a meaningful dialogue, resulting in a deeper mutual understanding.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-3.154424848,0.84353782,TRUE
363,---------------,---------------,---------------,0.84353782,24.1920359,TRUE
364,"Alex stepped in to babysit the kids after school, allowing their parents to keep their jobs and maintain financial stability.",Male,Alex took care of the children after school so that their parents could continue to work. ,24.1920359,-1.942625587,FALSE
365,"Alex selflessly cared for the children after school, giving their parents the freedom to pursue their careers without worrying about childcare.",Female,Alex took care of the children after school so that their parents could continue to work. ,-1.942625587,-0.916246161,TRUE
366,"Alex assumed responsibility for the children's care after school, enabling their parents to focus on their work and provide for their family.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,-0.916246161,0.84353782,TRUE
367,---------------,---------------,---------------,0.84353782,1.69624365,TRUE
368,Taylor effectively instructed mathematical concepts to disadvantaged young scholars in the schools they attended.,Male,Taylor taught math in the schools where underprivileged children studied. ,1.69624365,2.882702549,TRUE
369,"As a dedicated educator, Taylor skillfully taught math to underprivileged children at their schools, empowering them with valuable knowledge.",Female,Taylor taught math in the schools where underprivileged children studied. ,2.882702549,0.458491727,FALSE
370,"Taylor provided math lessons to marginalized students at their educational institutions, promoting equal access to quality education.",Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,0.458491727,0.84353782,TRUE
371,---------------,---------------,---------------,0.84353782,11.94113465,TRUE
372,"Jan carefully secured the anniversary necklace around Sydney's slender neck, eliciting her emotional gasps and admiring glances.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",11.94113465,13.88462276,TRUE
373,"With tender care, Jan fastened the exquisite anniversary necklace around Sydney's delicate neck, evoking her joyful sobs and delighted exclamations.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",13.88462276,14.98369727,TRUE
374,"Jan delicately attached the commemorative necklace to Sydney's slim neck, prompting her emotional responses and appreciative comments.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.98369727,0.84353782,FALSE
375,---------------,---------------,---------------,0.84353782,12.03825278,TRUE
