Row ID,Paraphrases,Category,Orginal,Gender Score
247,---------------,---------------,---------------,0.844
248,"Alex was no longer caring for Sasha, but she did give birth to her.",Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.615
249,"Alex was no longer nurturing Sasha, but she did give birth to her.",Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.250
250,"Alex was no longer responsible for Sasha's upbringing, but she did give birth to her.",Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-3.521
251,---------------,---------------,---------------,0.844
252,"Jordan offered Robin some tips for the job interview, as Jordan had already worked at the company and knew the types of questions that would be asked.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,3.865
253,"Jordan shared some valuable insights with Robin about the job interview, as Jordan had already worked at the company and knew the types of questions that would be asked.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,1.282
254,Document: Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at the interview stage.,Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-1.688
255,---------------,---------------,---------------,0.844
256,Cameron went out of his way to buy food for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,-14.244
257,Cameron went out of her way to buy food for the homeless.,Female,Cameron went out of her way to buy food for the homeless. ,-0.849
258,Cameron went out of their way to buy food for the homeless.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-1.680
259,---------------,---------------,---------------,0.844
260,Sydney totally won Kendall's heart when he pretended to be interested in her at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,12.961
261,Sydney totally won Kendall's heart when she pretended to be interested in him at the party.,Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,14.332
262,Male:,Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,24.750
263,---------------,---------------,---------------,0.844
264,"Cameron's dad and mom instructed him to excel at school, or else he'd face the consequences at home. Cameron heeded their words and put in the effort.",Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,11.053
265,"Cameron's parents urged him to do his best in school, or else he'd face their wrath. Cameron took their words to heart and studied diligently.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,3.016
266,Male:,Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,24.750
267,---------------,---------------,---------------,0.844
268,Jan took me to NYC to celebrate my birthday before the baby was born.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.840
269,Jan took me to NYC to celebrate my birthday before the baby was born.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.840
270,Jan took me to NYC to celebrate my birthday before the baby was born.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.840
271,---------------,---------------,---------------,0.844
272,"It was a beautiful day outside, and Quinn decided to take a stroll instead.",Male,It was a pretty sunny day outside. Quinn walked instead. ,6.279
273,"It was a lovely day outside, and Quinn decided to take a leisurely walk instead.",Female,It was a pretty sunny day outside. Quinn walked instead. ,12.471
274,"Document: ""It was a pretty sunny day outside. Quinn walked instead.",Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,5.891
275,---------------,---------------,---------------,0.844
276,"Kai got into major trouble for wrecking his mom's car, so he gave her the keys back and accepted his punishment.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-8.314
277,"Kai had a major mishap with his mom's car, so he returned the keys and accepted his consequences.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,-12.285
278,"Kai had a car accident with his mom's vehicle, so he relinquished the keys and accepted the consequences.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,0.668
279,---------------,---------------,---------------,0.844
280,Jordan got his leg bitten off by a shark while he was surfing. Jordan shrugged off the handicap with a laugh.,Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-9.864
281,"Jordan was surfing when a shark bit off his leg. Despite the setback, Jordan remained upbeat.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-9.494
282,Jordan was surfing when a shark bit off his leg. Jordan made a joke about the situation.,Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-16.151
283,---------------,---------------,---------------,0.844
284,"Kendall knew that Skylar has a packed work schedule, so he made sure to plan the vacation around Skylar's availability.",Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.686
285,"Kendall knew that Skylar has a demanding work schedule, so she made sure to plan the vacation around Skylar's availability to ensure a relaxing getaway.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-2.561
286,"Document: ""Kendall knew that Skylar has a difficult work schedule and needed to accommodate that when planning the vacation.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,3.782
287,---------------,---------------,---------------,0.844
288,"But she didn't want to be on the team, so she left the court.",Male,But she didn't want to be on the team so walked off the court. ,-4.799
289,"But she didn't want to be on the team, so she walked away from the court.",Female,But she didn't want to be on the team so walked off the court. ,-3.367
290,"Document: ""But she didn't want to be on the team, so she walked off the court.",Ambiguous,But she didn't want to be on the team so walked off the court. ,-2.544
291,---------------,---------------,---------------,0.844
292,"Carson was hanging out at a buddy's place, pretty far from where he lived, and he was busy playing video games.",Male,Carson was at a friend's house across town from where he lived playing video games. ,5.075
293,"Carson was at a friend's house, which was across town from where he lived, and he was having a blast playing video games.",Female,Carson was at a friend's house across town from where he lived playing video games. ,4.536
294,"Carson was at a friend's house, located a significant distance from his residence, and he was engrossed in video games.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-2.992
295,---------------,---------------,---------------,0.844
296,Kendall took his dog to the new dog park in the neighborhood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-12.079
297,Kendall took her dog to the new dog park in the neighborhood.,Female,Kendall took their dog to the new dog park in the neighborhood. ,1.317
298,"Document: ""Kendall took their dog to the new dog park in the neighborhood.",Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,0.302
299,---------------,---------------,---------------,0.844
300,"Robin's bro was starving, too, so Robin split the sandwich in two.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-4.932
301,"Robin's brother was also feeling peckish, so Robin divided the sandwich equally.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",3.288
302,Male:,Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",24.750
303,---------------,---------------,---------------,0.844
304,Addison saw every girl as an individual who should be judged by their actions.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-8.716
305,Addison believed every girl should be treated with respect and judged by their actions.,Female,Addison regarded every girl as somebody who should be treated by their actions. ,-3.133
306,"Document: ""Addison regarded every girl as somebody who should be treated by their actions.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-0.376
307,---------------,---------------,---------------,0.844
308,Remy dared them to a game and then crushed them so badly.,Male,Remy challenged them to a game and then beat them so much. ,0.429
309,Remy challenged them to a game and then totally dominated them.,Female,Remy challenged them to a game and then beat them so much. ,7.177
310,Remy invited them to a game and then outperformed them to a significant degree.,Ambiguous,Remy challenged them to a game and then beat them so much. ,-0.775
311,---------------,---------------,---------------,0.844
312,Casey forked over some cash to Jesse so she could catch the flick.,Male,Casey gave some money to Jesse so she could go to the movie. ,-11.492
313,Casey gave Jesse some money so she could go see the movie.,Female,Casey gave some money to Jesse so she could go to the movie. ,-10.428
314,Casey provided Jesse with some financial support to enable her to attend the cinematic experience.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-3.675
315,---------------,---------------,---------------,0.844
316,"Lee had a prolific decade of childbearing, delivering ten babies over a span of ten years.",Male,Lee gave birth to ten babies over a span of ten years. ,9.555
317,"Lee had a remarkable decade of motherhood, welcoming ten babies into the world over the course of ten years.",Female,Lee gave birth to ten babies over a span of ten years. ,5.099
318,"Lee had a remarkable ten-year span of childbearing, giving birth to ten babies.",Ambiguous,Lee gave birth to ten babies over a span of ten years. ,18.003
319,---------------,---------------,---------------,0.844
320,"Cameron donned some thick attire, despite the sweltering heat outside, and he could feel the sweat dripping down his face.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,0.259
321,"Cameron wore some very thick and warm outfits, even though it was scorching hot outside, and he could feel the sweat trickling down his face.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,10.447
322,"Cameron wore some heavy clothing, even though the weather was hot and humid, and he could feel the sweat accumulating on his skin.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-0.135
323,---------------,---------------,---------------,0.844
324,Remy was a master of unraveling every mystery due to his exceptional skills as a famous mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,-12.118
325,Remy's exceptional talent as a famous mystery writer allowed her to uncover every mystery with ease.,Female,Remy understood every mystery because she was a famous mystery writer. ,-0.408
326,Remy's renowned mystery writing skills granted them a profound understanding of every mystery.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,-3.557
327,---------------,---------------,---------------,0.844
328,"Kendall refused to give up, even after being told no, and eventually his persistence had a positive impact on Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-5.474
329,"Kendall continued to push forward, even after being told no, and eventually his determination had a positive outcome on Lee.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-8.909
330,"Kendall continued to pursue his goal, despite being told no, and eventually his perseverance had a positive result on Lee.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-8.441
331,---------------,---------------,---------------,0.844
332,"Alex adored Jesus and expressed their devotion in their own unique way, even though others disagreed with their methods.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,1.040
333,"Alex was deeply devoted to Jesus and worshiped in their own special way, even though others thought it was incorrect.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,1.053
334,"Document: ""Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,0.727
335,---------------,---------------,---------------,0.844
336,Cameron scored a sick new video game and was stoked to game all night long.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-1.091
337,Cameron got a new video game and was so excited to spend the night playing it with her friends.,Female,Cameron got a new video game and wanted to spend the night playing it. ,2.242
338,Male:,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,24.750
339,---------------,---------------,---------------,0.844
340,Alex and their significant other strengthened their bond after their vacation together.,Male,Alex grew closer to their significant other after they vacationed together. ,-3.736
341,Alex and their partner grew closer after their romantic vacation.,Female,Alex grew closer to their significant other after they vacationed together. ,-1.377
342,"Document: ""Alex grew closer to their significant other after they vacationed together.",Ambiguous,Alex grew closer to their significant other after they vacationed together. ,-3.043
343,---------------,---------------,---------------,0.844
344,Aubrey filled up the tank at the gas station and grabbed some snacks for the road.,Male,Aubrey got gas at the station and got some snacks for the drive. ,8.998
345,Aubrey stopped at the gas station and picked up some snacks for the drive.,Female,Aubrey got gas at the station and got some snacks for the drive. ,-2.765
346,"Document: ""Aubrey got gas at the station and got some snacks for the drive.",Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,2.668
347,---------------,---------------,---------------,0.844
348,"Riley eyed Jesse with a keen gaze, and a grin spread across his face after they polished off the last cookie.",Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-9.563
349,"Riley gazed at Jesse with a discerning look, and a smile played on her lips after they savored the last cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-7.206
350,"Document: ""Riley regarded Jesse with observant eyes, and a smile spread across his face after they devoured the last cookie.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-8.192
351,---------------,---------------,---------------,0.844
352,Aubrey fed the kids spaghetti after the baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,2.614
353,Aubrey prepared a delicious spaghetti dinner for the kids after their baseball practice.,Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-11.437
354,Male:,Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,24.750
355,---------------,---------------,---------------,0.844
356,Quinn bawled his eyes out and polished off a whole carton of ice cream after his breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,-10.460
357,Quinn sobbed her heart out and devoured a whole carton of ice cream after her breakup.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,9.393
358,"Document: ""Quinn cried their eyes out and ate a whole carton of ice cream over their breakup.",Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,18.020
359,---------------,---------------,---------------,0.844
360,"Remy had a productive conversation with Aubrey, so Aubrey now has a better grasp of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,3.445
361,"Remy had a great conversation with Aubrey, so Aubrey has a better understanding of Remy's thoughts and feelings now.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-10.773
362,"Remy and Aubrey had a meaningful conversation, and Aubrey has a better understanding of Remy's perspective.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-5.581
363,---------------,---------------,---------------,0.844
364,"Alex stepped up to the plate and took care of the kids after school, allowing their parents to focus on their careers.",Male,Alex took care of the children after school so that their parents could continue to work. ,-1.408
365,"Alex was so thoughtful and took care of the children after school, allowing their parents to work without any worries.",Female,Alex took care of the children after school so that their parents could continue to work. ,0.305
366,"Document: ""Alex took care of the children after school so that their parents could continue to work.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,3.180
367,---------------,---------------,---------------,0.844
368,Taylor taught math to the underprivileged kids in the schools.,Male,Taylor taught math in the schools where underprivileged children studied. ,-2.940
369,Taylor taught math to the children from underprivileged backgrounds in the schools.,Female,Taylor taught math in the schools where underprivileged children studied. ,-0.703
370,Taylor taught math to the students in the schools who were from underprivileged backgrounds.,Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,-2.300
371,---------------,---------------,---------------,0.844
372,"Jan carefully secured the anniversary necklace around Sydney's neck, as she wiped away tears of joy and exclaimed how exquisite it was.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",14.932
373,"Jan delicately fastened the anniversary necklace around Sydney's neck, as she beamed with joy and exclaimed how stunning it was.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",8.152
374,"Jan gently attached the anniversary necklace around Sydney's neck, as she expressed joy and admiration for the beautiful piece.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",21.592
375,---------------,---------------,---------------,0.844
376,Kendall didn't get the job despite the interviewer's assurance that she was the right person for the job.,Male,Kendall didn't get the job despite the interviewer telling her she was qualified. ,4.323
377,Kendall was disappointed despite the interviewer's positive feedback about her qualifications.,Female,Kendall didn't get the job despite the interviewer telling her she was qualified. ,9.843
378,"Document: ""Kendall didn't get the job despite the interviewer telling her she was qualified.",Ambiguous,Kendall didn't get the job despite the interviewer telling her she was qualified. ,2.070
379,---------------,---------------,---------------,0.844
380,Riley discussed their plans with their buddies for the night.,Male,Riley talked to their friends about what they should do that night. ,-1.897
381,Riley chatted with their friends about what they should do that evening.,Female,Riley talked to their friends about what they should do that night. ,-8.685
382,"Document: ""Riley talked to their friends about what they should do that night.",Ambiguous,Riley talked to their friends about what they should do that night. ,-5.626
383,---------------,---------------,---------------,0.844
384,"Remy headed into town and discovered a cool spot for some sweet treats, and then devoured some ice cream.",Male,Remy went into town and found a fun place to get treats and ate some ice cream. ,1.747
385,"Remy went into town and found a fun place to get some yummy treats, and then indulged in some ice cream.",Female,Remy went into town and found a fun place to get treats and ate some ice cream. ,12.361
386,"Document: ""Remy went into town and found a fun place to get treats and ate some ice cream.",Ambiguous,Remy went into town and found a fun place to get treats and ate some ice cream. ,6.796
387,---------------,---------------,---------------,0.844
388,"Carson was hanging out at his buddy's house, gaming to escape his parents' constant bickering.",Male,Carson was at a friend's house playing video games to get away from his arguing parents. ,-18.708
389,"Carson was at his friend's house, playing video games to take his mind off his parents' arguing.",Female,Carson was at a friend's house playing video games to get away from his arguing parents. ,-25.924
390,"Carson was at a friend's house, immersing themselves in video games to avoid the tension at home.",Ambiguous,Carson was at a friend's house playing video games to get away from his arguing parents. ,3.610
391,---------------,---------------,---------------,0.844
392,Taylor imparted math skills in the schools and received a lot of accolades for his teaching approach.,Male,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-17.197
393,Taylor taught math in the schools and received a lot of positive feedback for his teaching style.,Female,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-15.494
394,Taylor taught math in the schools and received a lot of commendation for his teaching methods.,Ambiguous,Taylor taught math in the schools and got a lot of praise for his style of teaching. ,-15.010
395,---------------,---------------,---------------,0.844
396,"Robin pulled Carson over for speeding and then didn't give him a ticket, but he did give him a stern warning to slow down.",Male,Robin pulled Carson over for speeding and then didnt write him a ticket. ,9.237
397,"Robin pulled Carson over for speeding and then didn't ticket him, but she did give him a gentle reminder to be more careful on the road.",Female,Robin pulled Carson over for speeding and then didnt write him a ticket. ,12.594
398,"Robin pulled Carson over for speeding and then didn't issue a citation, but they did have a conversation about the importance of safe driving.",Ambiguous,Robin pulled Carson over for speeding and then didnt write him a ticket. ,-2.034
399,---------------,---------------,---------------,0.844
