Row ID,Orginal
1409,Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. 
1410,Addison was at the shop and picked up groceries the other day then drove them back home and put them in the frigdge and cupboards. 
1411,---------------
1412,Skylar had tooth pain and found out they needed a root canal. 
1413,Skylar had tooth pain and found out they needed a root canal. 
1414,Skylar had tooth pain and found out they needed a root canal. 
1415,---------------
1416,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. 
1417,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. 
1418,skylar went shopping with friends in order to buy expensive clothes even though their friends were poor. 
1419,---------------
1420,Riley began to hurt inside. 
1421,Riley began to hurt inside. 
1422,Riley began to hurt inside. 
1423,---------------
1424,Tracy gave video games to my friend when they were done with them. 
1425,Tracy gave video games to my friend when they were done with them. 
1426,Tracy gave video games to my friend when they were done with them. 
1427,---------------
1428,Riley played a role in the revolution because he gaved the army weapons and suppliles. 
1429,Riley played a role in the revolution because he gaved the army weapons and suppliles. 
1430,Riley played a role in the revolution because he gaved the army weapons and suppliles. 
1431,---------------
1432,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. 
1433,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. 
1434,Cameron had a tooth that was bothering him. Cameron phoned the dentist about it. 
1435,---------------
1436,Sasha improved Jordan's status when they were seen together. 
1437,Sasha improved Jordan's status when they were seen together. 
1438,Sasha improved Jordan's status when they were seen together. 
1439,---------------
1440,Remy joined a band who needed a talented drummer. 
1441,Remy joined a band who needed a talented drummer. 
1442,Remy joined a band who needed a talented drummer. 
1443,---------------
1444,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. 
1445,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. 
1446,Skylar offered Riley resistance after Riley wanted to take Skylar out to a new bar. 
1447,---------------
1448,Taylor based it on their experience of being kidnapped and held for ransom. 
1449,Taylor based it on their experience of being kidnapped and held for ransom. 
1450,Taylor based it on their experience of being kidnapped and held for ransom. 
1451,---------------
1452,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. 
1453,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. 
1454,Riley's ex was secretly cheating on them and Aubrey knew but never told Riley.  Aubrey was glad when Riley finished with them. 
1455,---------------
1456,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. 
1457,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. 
1458,Alex listened to a lecture before a big test. Alex paid attention to the details and got an A. 
1459,---------------
1460,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. 
1461,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. 
1462,Carson's mother does not allow them to play video games. Carson's mother found out that Carson was at a friend's house playing video games. 
1463,---------------
1464,Kai had some choice words to say but she decided to keep the language in check. 
1465,Kai had some choice words to say but she decided to keep the language in check. 
1466,Kai had some choice words to say but she decided to keep the language in check. 
1467,---------------
1468,Alex rendered Sasha's car washing service despite the rain that was soon to come. 
1469,Alex rendered Sasha's car washing service despite the rain that was soon to come. 
1470,Alex rendered Sasha's car washing service despite the rain that was soon to come. 
1471,---------------
1472,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. 
1473,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. 
1474,Remy did not have a ride to the fair and called all her friends bugging them to give her a ride. 
1475,---------------
1476,Tracy gave birth to Addison and was very proud of her new child that day. 
1477,Tracy gave birth to Addison and was very proud of her new child that day. 
1478,Tracy gave birth to Addison and was very proud of her new child that day. 
1479,---------------
1480,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
1481,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
1482,"Carson was home alone for a while listening to his music, when he saw that his mom had come home from work, and looked to be in a foul mood. "
1483,---------------
1484,Skylar knew they were nervous and he wanted to ease their minds. 
1485,Skylar knew they were nervous and he wanted to ease their minds. 
1486,Skylar knew they were nervous and he wanted to ease their minds. 
1487,---------------
1488,Remy got very dark after drinking by himself all night long. 
1489,Remy got very dark after drinking by himself all night long. 
1490,Remy got very dark after drinking by himself all night long. 
1491,---------------
1492,Aubrey ignored the call that she got from Riley that was about the upcoming party. 
1493,Aubrey ignored the call that she got from Riley that was about the upcoming party. 
1494,Aubrey ignored the call that she got from Riley that was about the upcoming party. 
1495,---------------
1496,Robin went with Jan's friends to the park to play some games for hours. 
1497,Robin went with Jan's friends to the park to play some games for hours. 
1498,Robin went with Jan's friends to the park to play some games for hours. 
1499,---------------
1500,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. "
1501,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. "
1502,"Sydney is Alex's mother and personal caregiver after Alex was paralyzed from the neck down.  They help Alex communicate with people, and they were both at a Dairy Queen being asked by the cashier if they wanted extra fries. "
1503,---------------
1504,Taylor attended their father's concert and was very impressed that their father performed so well. 
1505,Taylor attended their father's concert and was very impressed that their father performed so well. 
1506,Taylor attended their father's concert and was very impressed that their father performed so well. 
1507,---------------
1508,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. 
1509,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. 
1510,Addison and their friends were playing hide and seek at recess. Addison ran away to go find a hiding place. 
1511,---------------
1512,Bailey was a good basketball player who had a special shot in their arsenal. 
1513,Bailey was a good basketball player who had a special shot in their arsenal. 
1514,Bailey was a good basketball player who had a special shot in their arsenal. 
1515,---------------
1516,Bailey studied the book carefully in preparation for the end of course exam. 
1517,Bailey studied the book carefully in preparation for the end of course exam. 
1518,Bailey studied the book carefully in preparation for the end of course exam. 
1519,---------------
1520,Cameron interpreted science in terms of objectiveness and rules. 
1521,Cameron interpreted science in terms of objectiveness and rules. 
1522,Cameron interpreted science in terms of objectiveness and rules. 
1523,---------------
1524,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. 
1525,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. 
1526,Sydney set Skylar's phone on edge just a small hairline over falling over the desk. 
1527,---------------
1528,Kai talked about politics with their friends to try and stay informed. 
1529,Kai talked about politics with their friends to try and stay informed. 
1530,Kai talked about politics with their friends to try and stay informed. 
1531,---------------
1532,Sydney made some friends at their new place that they were working. 
1533,Sydney made some friends at their new place that they were working. 
1534,Sydney made some friends at their new place that they were working. 
1535,---------------
1536,Tracy the bus driver took Jesse's students on a field trip to a remote location. 
1537,Tracy the bus driver took Jesse's students on a field trip to a remote location. 
1538,Tracy the bus driver took Jesse's students on a field trip to a remote location. 
1539,---------------
1540,Alex loved to watch tv so he spent most of his time up in his room with it on. 
1541,Alex loved to watch tv so he spent most of his time up in his room with it on. 
1542,Alex loved to watch tv so he spent most of his time up in his room with it on. 
1543,---------------
1544,Addison was listening to music very loudly. They turned their music down. 
1545,Addison was listening to music very loudly. They turned their music down. 
1546,Addison was listening to music very loudly. They turned their music down. 
1547,---------------
1548,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1549,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1550,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1551,---------------
1552,Jan said walk back to the students who were being disruptive and loud. 
1553,Jan said walk back to the students who were being disruptive and loud. 
1554,Jan said walk back to the students who were being disruptive and loud. 
1555,---------------
1556,Austin had things to do after school and always ate late. 
1557,Austin had things to do after school and always ate late. 
1558,Austin had things to do after school and always ate late. 
1559,---------------
1560,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. "
1561,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. "
1562,"Growing up, Sydney had always wanted to be a lawyer. So, when she got to college, she took school very seriously. Because of this, during her senior year she felt like she had a good chance at getting into law school. "
1563,---------------
1564,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. "
1565,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. "
1566,"Skylar heard a commotion from a room no students are supposed to be in, he entered the room and found some. "
1567,---------------
1568,Sydney woke up and was ready to start the day. They put on their clothes. 
1569,Sydney woke up and was ready to start the day. They put on their clothes. 
1570,Sydney woke up and was ready to start the day. They put on their clothes. 
1571,---------------
1572,Casey was hungry so they put food into the oven to cook. 
1573,Casey was hungry so they put food into the oven to cook. 
1574,Casey was hungry so they put food into the oven to cook. 
1575,---------------
1576,Aubrey asked Sydney to estimate the cost of the damage to her car. 
1577,Aubrey asked Sydney to estimate the cost of the damage to her car. 
1578,Aubrey asked Sydney to estimate the cost of the damage to her car. 
1579,---------------
1580,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. "
1581,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. "
1582,"Remy gave Skylar, the concierge, her account so that she could check into the hotel. "
1583,---------------
1584,Kendall walked their dog home in the pouring rain and thunder and lightning. 
1585,Kendall walked their dog home in the pouring rain and thunder and lightning. 
1586,Kendall walked their dog home in the pouring rain and thunder and lightning. 
1587,---------------
1588,Skylar found a child standing in the airport alone and tried to find their parents. 
1589,Skylar found a child standing in the airport alone and tried to find their parents. 
1590,Skylar found a child standing in the airport alone and tried to find their parents. 
1591,---------------
1592,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. 
1593,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. 
1594,Aubrey and Ted was on a fishing trip when a shark hit the boat and Aubrey fell out of it. 
1595,---------------
1596,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. "
1597,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. "
1598,"Riley regarded Jesse, but Jesse was annoyed that they were being watched. "
1599,---------------
1600,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. "
1601,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. "
1602,"While everyone else stood around trying to figure out the instructions by themselves, Taylor gave help to a friend and they completed the task first. "
1603,---------------
1604,Sydney rubbed Addison's head because she had a horrible headache. 
1605,Sydney rubbed Addison's head because she had a horrible headache. 
1606,Sydney rubbed Addison's head because she had a horrible headache. 
1607,---------------
1608,Kai watched videos on youtube and there was one they really liked. 
1609,Kai watched videos on youtube and there was one they really liked. 
1610,Kai watched videos on youtube and there was one they really liked. 
1611,---------------
1612,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. 
1613,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. 
1614,Robin put their hand on Addison's wrist to keep Addison from shaking uncontrollably. 
1615,---------------
1616,"Quinn climbed into bed after a full, busy day of work. "
1617,"Quinn climbed into bed after a full, busy day of work. "
1618,"Quinn climbed into bed after a full, busy day of work. "
1619,---------------
1620,Bailey destroyed the enemy's weapons when playing a video game with friends. 
1621,Bailey destroyed the enemy's weapons when playing a video game with friends. 
1622,Bailey destroyed the enemy's weapons when playing a video game with friends. 
1623,---------------
1624,Casey decided that he would be better off if he broke up with his girlfriend. 
1625,Casey decided that he would be better off if he broke up with his girlfriend. 
1626,Casey decided that he would be better off if he broke up with his girlfriend. 
1627,---------------
1628,Alex answered Riley's question about the math problem for homework that night. 
1629,Alex answered Riley's question about the math problem for homework that night. 
1630,Alex answered Riley's question about the math problem for homework that night. 
1631,---------------
1632,cameron was challenged to a dual so he had to put up or shut up. 
1633,cameron was challenged to a dual so he had to put up or shut up. 
1634,cameron was challenged to a dual so he had to put up or shut up. 
1635,---------------
1636,Quinn went to work the next day after they went on vacation over the weekend. 
1637,Quinn went to work the next day after they went on vacation over the weekend. 
1638,Quinn went to work the next day after they went on vacation over the weekend. 
1639,---------------
1640,Riley got dressed up for a night out. Riley went out with some friends dancing. 
1641,Riley got dressed up for a night out. Riley went out with some friends dancing. 
1642,Riley got dressed up for a night out. Riley went out with some friends dancing. 
1643,---------------
1644,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. 
1645,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. 
1646,Addison had taken Casey's money without her permission. Addison knew she may get in trouble for this. 
1647,---------------
1648,"Carson was a week away from finals, but went over his friends every day to play video game. "
1649,"Carson was a week away from finals, but went over his friends every day to play video game. "
1650,"Carson was a week away from finals, but went over his friends every day to play video game. "
1651,---------------
1652,Taylor gave her friend a present for their birthday that year. 
1653,Taylor gave her friend a present for their birthday that year. 
1654,Taylor gave her friend a present for their birthday that year. 
1655,---------------
1656,Remy challenged them to a game of racquetball at the local YMCA gym. 
1657,Remy challenged them to a game of racquetball at the local YMCA gym. 
1658,Remy challenged them to a game of racquetball at the local YMCA gym. 
1659,---------------
1660,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. "
1661,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. "
1662,"Remy and their friends were playing hide and seek in Remy's house. When they finished playing, it was very dark outside. "
1663,---------------
1664,Riley wanted to ask their friends advice about what to do for a job. 
1665,Riley wanted to ask their friends advice about what to do for a job. 
1666,Riley wanted to ask their friends advice about what to do for a job. 
1667,---------------
1668,Aubrey kept the baby up at night but was ready to put her down for a nap now. 
1669,Aubrey kept the baby up at night but was ready to put her down for a nap now. 
1670,Aubrey kept the baby up at night but was ready to put her down for a nap now. 
1671,---------------
1672,Jan decided on Friday to light a fire under the brush in her pit in the backyard. 
1673,Jan decided on Friday to light a fire under the brush in her pit in the backyard. 
1674,Jan decided on Friday to light a fire under the brush in her pit in the backyard. 
1675,---------------
1676,Riley regarded Jesse with gentle eyes before asking him out. 
1677,Riley regarded Jesse with gentle eyes before asking him out. 
1678,Riley regarded Jesse with gentle eyes before asking him out. 
1679,---------------
1680,"Jesse was taking a class and he really admired his professor. To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him. "
1681,"Jesse was taking a class and he really admired his professor. To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him. "
1682,"Jesse was taking a class and he really admired his professor. To impress them, Jesse studied a lot, and as a result, Jesse did well on the test and his professor congratulated him. "
1683,---------------
1684,Sasha got revenge on the people who had stolen the car from her. 
1685,Sasha got revenge on the people who had stolen the car from her. 
1686,Sasha got revenge on the people who had stolen the car from her. 
1687,---------------
1688,"It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. "
1689,"It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. "
1690,"It had been a very long 9 months but it was finally time, Jan gave birth to a daughter that day. "
1691,---------------
1692,Kai showed Jan how to do her job properly so she didn't get in trouble. 
1693,Kai showed Jan how to do her job properly so she didn't get in trouble. 
1694,Kai showed Jan how to do her job properly so she didn't get in trouble. 
1695,---------------
1696,Skylar got a cast on her leg after she broke it while skateboarding. 
1697,Skylar got a cast on her leg after she broke it while skateboarding. 
1698,Skylar got a cast on her leg after she broke it while skateboarding. 
1699,---------------
1700,Tracy took Jesse's students on a field trip because Jesse was not feeling well. 
1701,Tracy took Jesse's students on a field trip because Jesse was not feeling well. 
1702,Tracy took Jesse's students on a field trip because Jesse was not feeling well. 
1703,---------------
1704,Alex was saving up for a new car. Alex sold books on amazon. 
1705,Alex was saving up for a new car. Alex sold books on amazon. 
1706,Alex was saving up for a new car. Alex sold books on amazon. 
1707,---------------
1708,Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea. 
1709,Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea. 
1710,Robin and Casey were trying to come up with a plan. Casey did not like any ideas. Robin proposed another idea. 
1711,---------------
1712,Remy gave birth to a healthy baby girl at the hospital just earlier today. 
1713,Remy gave birth to a healthy baby girl at the hospital just earlier today. 
1714,Remy gave birth to a healthy baby girl at the hospital just earlier today. 
1715,---------------
1716,Riley gave Jesse a scornful look after Jesse mishaved. 
1717,Riley gave Jesse a scornful look after Jesse mishaved. 
1718,Riley gave Jesse a scornful look after Jesse mishaved. 
1719,---------------
1720,Aubrey met a friend at the park and they decided to go play baseball. 
1721,Aubrey met a friend at the park and they decided to go play baseball. 
1722,Aubrey met a friend at the park and they decided to go play baseball. 
1723,---------------
1724,Riley was a cop and therefore regarded Jesse with observant eyes. 
1725,Riley was a cop and therefore regarded Jesse with observant eyes. 
1726,Riley was a cop and therefore regarded Jesse with observant eyes. 
1727,---------------
1728,Bailey moved the goalposts so they could make a field goal from farther. 
1729,Bailey moved the goalposts so they could make a field goal from farther. 
1730,Bailey moved the goalposts so they could make a field goal from farther. 
1731,---------------
1732,"Kai was not happy with how things were going, and Cameron took Kai's complaint seriously. "
1733,"Kai was not happy with how things were going, and Cameron took Kai's complaint seriously. "
1734,"Kai was not happy with how things were going, and Cameron took Kai's complaint seriously. "
1735,---------------
1736,Robin put their hand on Addison's wrist so Addison could not escape the situation. 
1737,Robin put their hand on Addison's wrist so Addison could not escape the situation. 
1738,Robin put their hand on Addison's wrist so Addison could not escape the situation. 
1739,---------------
1740,Remy paid her taxes and her friend asked her why she did that. 
1741,Remy paid her taxes and her friend asked her why she did that. 
1742,Remy paid her taxes and her friend asked her why she did that. 
1743,---------------
1744,Lee came up with an idea to solve the issue of dehydration worldwide. 
1745,Lee came up with an idea to solve the issue of dehydration worldwide. 
1746,Lee came up with an idea to solve the issue of dehydration worldwide. 
1747,---------------
1748,Bailey forgot to bring the present to a birthday party. 
1749,Bailey forgot to bring the present to a birthday party. 
1750,Bailey forgot to bring the present to a birthday party. 
1751,---------------
1752,kai was an outrageous fool so he stole carson's tools. 
1753,kai was an outrageous fool so he stole carson's tools. 
1754,kai was an outrageous fool so he stole carson's tools. 
1755,---------------
1756,"Teaching the anatomy class, Lee touched a nerve to demonstrate. "
1757,"Teaching the anatomy class, Lee touched a nerve to demonstrate. "
1758,"Teaching the anatomy class, Lee touched a nerve to demonstrate. "
1759,---------------
1760,Kendall increased to Skylar's rate and felt that Skylar was too expensive and wanted to charge less themselves. 
1761,Kendall increased to Skylar's rate and felt that Skylar was too expensive and wanted to charge less themselves. 
1762,Kendall increased to Skylar's rate and felt that Skylar was too expensive and wanted to charge less themselves. 
1763,---------------
1764,Riley turned the stove off every time she finish cooking. 
1765,Riley turned the stove off every time she finish cooking. 
1766,Riley turned the stove off every time she finish cooking. 
1767,---------------
1768,Tracy wore Sydney's jacket to school because it was very cold outside that day. 
1769,Tracy wore Sydney's jacket to school because it was very cold outside that day. 
1770,Tracy wore Sydney's jacket to school because it was very cold outside that day. 
1771,---------------
1772,Skylar has been working every day at getting her blackbelt and finally joined Sasha as having one. 
1773,Skylar has been working every day at getting her blackbelt and finally joined Sasha as having one. 
1774,Skylar has been working every day at getting her blackbelt and finally joined Sasha as having one. 
1775,---------------
1776,Jordan brought a bag of food for their school lunch period today. 
1777,Jordan brought a bag of food for their school lunch period today. 
1778,Jordan brought a bag of food for their school lunch period today. 
1779,---------------
1780,Alex was Sydney's coworker. Sydney was lazy and gave Alex a command. 
1781,Alex was Sydney's coworker. Sydney was lazy and gave Alex a command. 
1782,Alex was Sydney's coworker. Sydney was lazy and gave Alex a command. 
1783,---------------
1784,Casey went on Jesse's way and then told them that they love them very much. 
1785,Casey went on Jesse's way and then told them that they love them very much. 
1786,Casey went on Jesse's way and then told them that they love them very much. 
1787,---------------
1788,Taylor attended their father's concert and was very proud of him. 
1789,Taylor attended their father's concert and was very proud of him. 
1790,Taylor attended their father's concert and was very proud of him. 
1791,---------------
1792,"Ash decided to meal prep on Sunday to save time. So, Ash had sandwiches to eat every day of the week. "
1793,"Ash decided to meal prep on Sunday to save time. So, Ash had sandwiches to eat every day of the week. "
1794,"Ash decided to meal prep on Sunday to save time. So, Ash had sandwiches to eat every day of the week. "
1795,---------------
1796,Addison was playing a game of poker and noticed Austin standing in the background watching on but too shy to ask to play. 
1797,Addison was playing a game of poker and noticed Austin standing in the background watching on but too shy to ask to play. 
1798,Addison was playing a game of poker and noticed Austin standing in the background watching on but too shy to ask to play. 
1799,---------------
1800,Taylor repeated the Lord's request so that everyone would know what to do. 
1801,Taylor repeated the Lord's request so that everyone would know what to do. 
1802,Taylor repeated the Lord's request so that everyone would know what to do. 
1803,---------------
1804,Jesse needed to call his mom to pick him up and realized he lost his phone. 
1805,Jesse needed to call his mom to pick him up and realized he lost his phone. 
1806,Jesse needed to call his mom to pick him up and realized he lost his phone. 
1807,---------------
1808,Ash redeemed themselves after retaking the test they failed. 
1809,Ash redeemed themselves after retaking the test they failed. 
1810,Ash redeemed themselves after retaking the test they failed. 
1811,---------------
1812,Kendall won the competition easily because of her performance that day. 
1813,Kendall won the competition easily because of her performance that day. 
1814,Kendall won the competition easily because of her performance that day. 
1815,---------------
1816,"The security guard tried to tackle Riley, but Riley got free of the guard. "
1817,"The security guard tried to tackle Riley, but Riley got free of the guard. "
1818,"The security guard tried to tackle Riley, but Riley got free of the guard. "
1819,---------------
1820,Quinn got into a fight with a friend bringing up the past and rubbed salt in the wound. 
1821,Quinn got into a fight with a friend bringing up the past and rubbed salt in the wound. 
1822,Quinn got into a fight with a friend bringing up the past and rubbed salt in the wound. 
1823,---------------
1824,Tracy threw doubts on the history that was taught in books. 
1825,Tracy threw doubts on the history that was taught in books. 
1826,Tracy threw doubts on the history that was taught in books. 
1827,---------------
1828,Remy prevented them from engaging by keeping them away from each other. 
1829,Remy prevented them from engaging by keeping them away from each other. 
1830,Remy prevented them from engaging by keeping them away from each other. 
1831,---------------
1832,Kendall didn't get the job because of footage that was caught of them shoplifting. 
1833,Kendall didn't get the job because of footage that was caught of them shoplifting. 
1834,Kendall didn't get the job because of footage that was caught of them shoplifting. 
1835,---------------
1836,"Carson is a dedicated man of his trade that likes building things with his hand. His son, Kai, often assists with tools in the workshop. "
1837,"Carson is a dedicated man of his trade that likes building things with his hand. His son, Kai, often assists with tools in the workshop. "
1838,"Carson is a dedicated man of his trade that likes building things with his hand. His son, Kai, often assists with tools in the workshop. "
1839,---------------
1840,Carson gave their friend some milk when they were thirsty. 
1841,Carson gave their friend some milk when they were thirsty. 
1842,Carson gave their friend some milk when they were thirsty. 
1843,---------------
1844,Alex bought a new watch for their friend that they loved a lot and wanted to see happy. 
1845,Alex bought a new watch for their friend that they loved a lot and wanted to see happy. 
1846,Alex bought a new watch for their friend that they loved a lot and wanted to see happy. 
1847,---------------
1848,Robin swings the car door open after they arrive to the new mall in town. 
1849,Robin swings the car door open after they arrive to the new mall in town. 
1850,Robin swings the car door open after they arrive to the new mall in town. 
1851,---------------
1852,Cameron made out of the store like a bandit with the items that they lifted. 
1853,Cameron made out of the store like a bandit with the items that they lifted. 
1854,Cameron made out of the store like a bandit with the items that they lifted. 
1855,---------------
1856,Kai decided to stay at the hotel for another week. 
1857,Kai decided to stay at the hotel for another week. 
1858,Kai decided to stay at the hotel for another week. 
1859,---------------
1860,"The baseball game was intense, but in the end, Sasha saved their team from destruction. "
1861,"The baseball game was intense, but in the end, Sasha saved their team from destruction. "
1862,"The baseball game was intense, but in the end, Sasha saved their team from destruction. "
1863,---------------
1864,Cameron knew what he wanted to do this weekend since he loved being outside so much. 
1865,Cameron knew what he wanted to do this weekend since he loved being outside so much. 
1866,Cameron knew what he wanted to do this weekend since he loved being outside so much. 
1867,---------------
1868,Remy gave Casey's version of the story and Casey expressed gratitude before taking questions. 
1869,Remy gave Casey's version of the story and Casey expressed gratitude before taking questions. 
1870,Remy gave Casey's version of the story and Casey expressed gratitude before taking questions. 
1871,---------------
1872,Remy made hay getting home from school on Friday the 13th. 
1873,Remy made hay getting home from school on Friday the 13th. 
1874,Remy made hay getting home from school on Friday the 13th. 
1875,---------------
1876,"Sasha hated her neighbours dog as it barked all day and night so after going to the shop and buying poisonous slug pellets, Sasha gave the dog some pills. "
1877,"Sasha hated her neighbours dog as it barked all day and night so after going to the shop and buying poisonous slug pellets, Sasha gave the dog some pills. "
1878,"Sasha hated her neighbours dog as it barked all day and night so after going to the shop and buying poisonous slug pellets, Sasha gave the dog some pills. "
1879,---------------
1880,After starting the bar fight Kai told Riley that he had better go quickly. 
1881,After starting the bar fight Kai told Riley that he had better go quickly. 
1882,After starting the bar fight Kai told Riley that he had better go quickly. 
1883,---------------
1884,Riley regarded Jesse's test paper with observant eyes to ensure accurate grading. 
1885,Riley regarded Jesse's test paper with observant eyes to ensure accurate grading. 
1886,Riley regarded Jesse's test paper with observant eyes to ensure accurate grading. 
1887,---------------
1888,Skylar worked night shift and had just finished and driven home so when they got there they lay down pulled the shade over their eyes. 
1889,Skylar worked night shift and had just finished and driven home so when they got there they lay down pulled the shade over their eyes. 
1890,Skylar worked night shift and had just finished and driven home so when they got there they lay down pulled the shade over their eyes. 
1891,---------------
1892,Casey looked a lot like her mother because they had similar facial features and the same hair. 
1893,Casey looked a lot like her mother because they had similar facial features and the same hair. 
1894,Casey looked a lot like her mother because they had similar facial features and the same hair. 
1895,---------------
1896,Ash wore a dress to his friends costume party. 
1897,Ash wore a dress to his friends costume party. 
1898,Ash wore a dress to his friends costume party. 
1899,---------------
1900,Sasha spent Austin's time trying to get them to agree to a purchase that they didn't want. 
1901,Sasha spent Austin's time trying to get them to agree to a purchase that they didn't want. 
1902,Sasha spent Austin's time trying to get them to agree to a purchase that they didn't want. 
1903,---------------
1904,Riley had fallen to the ground and let out a scream of pain. 
1905,Riley had fallen to the ground and let out a scream of pain. 
1906,Riley had fallen to the ground and let out a scream of pain. 
1907,---------------
1908,Riley is trying to teach Sasha how to swim underwater. 
1909,Riley is trying to teach Sasha how to swim underwater. 
1910,Riley is trying to teach Sasha how to swim underwater. 
1911,---------------
1912,"To celebrate their twenty first birthday, Sasha spent a weekend with family at the beach. "
1913,"To celebrate their twenty first birthday, Sasha spent a weekend with family at the beach. "
1914,"To celebrate their twenty first birthday, Sasha spent a weekend with family at the beach. "
1915,---------------
1916,Kai grabbed Carson's tools for him because Carson could not get them. 
1917,Kai grabbed Carson's tools for him because Carson could not get them. 
1918,Kai grabbed Carson's tools for him because Carson could not get them. 
1919,---------------
1920,Alex made Casey escape jail because the guards werent watching. 
1921,Alex made Casey escape jail because the guards werent watching. 
1922,Alex made Casey escape jail because the guards werent watching. 
1923,---------------
1924,"Kai improved Jan's work, but then Jan stopped talking to Kai anyway. "
1925,"Kai improved Jan's work, but then Jan stopped talking to Kai anyway. "
1926,"Kai improved Jan's work, but then Jan stopped talking to Kai anyway. "
1927,---------------
1928,"Kendall opened their mouth to speak about their beliefs, which happened to go against the beliefs of everyone else in the room. "
1929,"Kendall opened their mouth to speak about their beliefs, which happened to go against the beliefs of everyone else in the room. "
1930,"Kendall opened their mouth to speak about their beliefs, which happened to go against the beliefs of everyone else in the room. "
1931,---------------
1932,Austin offered Sydney a position because they knew Sydney was tire of living with their parents. 
1933,Austin offered Sydney a position because they knew Sydney was tire of living with their parents. 
1934,Austin offered Sydney a position because they knew Sydney was tire of living with their parents. 
1935,---------------
1936,Kai was finally on vacation and went to the beach. Kai felt relaxed laying in the sun. 
1937,Kai was finally on vacation and went to the beach. Kai felt relaxed laying in the sun. 
1938,Kai was finally on vacation and went to the beach. Kai felt relaxed laying in the sun. 
1939,---------------
1940,"Even though Ash already knew about the surprise party, Ash threw up their arms anyway, acting surprised to make the kids happy. "
1941,"Even though Ash already knew about the surprise party, Ash threw up their arms anyway, acting surprised to make the kids happy. "
1942,"Even though Ash already knew about the surprise party, Ash threw up their arms anyway, acting surprised to make the kids happy. "
1943,---------------
1944,Lee gave his friend a special gift of a rare and collectible acoustical guitar. 
