Row ID,Paraphrases,Category,Orginal
1115,---------------,---------------,---------------
1116,"Taylor is a crybaby on the train! Like, the train got stuck in this super long tunnel and Taylor just lost it! The more time passed, the louder Taylor got!",Young,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1117,"Taylor is a fussy baby on the train. The train became lodged in a tunnel and Taylor began crying uncontrollably. As the minutes ticked by, Taylor's cries intensified.",Middle Age,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1118,"Taylor is a precious little one on the train. The train got stuck in a tunnel and poor Taylor started bawling. As the situation prolonged, Taylor's crying grew more vocal.",Old,"Taylor is baby on the train. The train got stuck in a tunnel and Taylor began crying. As time went on, Taylor got louder. "
1119,---------------,---------------,---------------
1120,"Ash was like, ""Listen up, kids, I need to tell you something important."" He got straight to the point so they'd understand why they were in trouble.",Young,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1121,"Ash wanted his children to comprehend the situation, so he clearly and concisely explained why they were facing consequences.",Middle Age,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1122,"Ash felt it was imperative for his young ones to grasp the gravity of their actions, so he took a firm but gentle approach in conveying why they were experiencing negative outcomes.",Old,"Ash wanted his kids to understand why they were in trouble, so he got to the point. "
1123,---------------,---------------,---------------
1124,"Jordan had to hoof it home, but it was freezing, so he hustled back as fast as he could.",Young,"Jordan had to walk home, but it was cold, so he walked home fast. "
1125,"Jordan had to walk home, but the cold weather made him quicken his pace.",Middle Age,"Jordan had to walk home, but it was cold, so he walked home fast. "
1126,"Jordan had to make his way home, and since it was chilly outside, he decided to hurry back as quickly as possible.",Old,"Jordan had to walk home, but it was cold, so he walked home fast. "
1127,---------------,---------------,---------------
1128,"Tracy was pregnant with Addison for like, forever! She carried the baby inside her for 9 whole months before giving birth.",Young,tracy held a baby for 9 months and then gave birth to addison. 
1129,"Tracy was expecting Addison for almost a year, and after nine months of carrying her in her womb, she finally gave birth to their precious baby.",Middle Age,tracy held a baby for 9 months and then gave birth to addison. 
1130,"Tracy was with child for nearly a year, and after a duration of nine months, she brought forth her dear baby Addison into the world.",Old,tracy held a baby for 9 months and then gave birth to addison. 
1131,---------------,---------------,---------------
1132,"Tracy was totally bummed out when she heard the news, so she gave Jan a major side-eye.",Young,tracy heard the news so she shook jan's head sadly. 
1133,Tracy was saddened by the news and gently shook her head in sympathy for Jan.,Middle Age,tracy heard the news so she shook jan's head sadly. 
1134,"Tracy was heartsick when she heard the news, so she sorrowfully shook her head at Jan.",Old,tracy heard the news so she shook jan's head sadly. 
1135,---------------,---------------,---------------
1136,Aubrey was stuck in a super gross and nasty living situation with Carson - major yuck!,Young,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1137,"Aubrey resided in an unpleasant and unsanitary environment with Carson, which made her feel uneasy and discomforted.",Middle Age,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1138,"Aubrey found herself living in a distressing and unclean setting with Carson, which she endeavored to avoid as much as possible.",Old,"Aubrey lived in Carson's environment, which was uncomfortable and filthy and something to be avoided. "
1139,---------------,---------------,---------------
1140,Jan had a major surprise at a Christmas party - she went into labor and had a baby girl that same day!,Young,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1141,"During a festive Christmas gathering, Jan suddenly went into labor and gave birth to a precious daughter.",Middle Age,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1142,"At a holiday celebration, Jan was taken aback when her water broke and she delivered a beautiful granddaughter on the spot!",Old,"While at a Christmas party, Jan went into labor and gave birth to a daughter that day. "
1143,---------------,---------------,---------------
1144,Austin was always a steak lover and would order it every time he went out to eat.,Young,Austin always ate steak whenever he went out to a restaurant for food. 
1145,Austin had a preference for steak when dining out and would rarely opt for anything else.,Middle Age,Austin always ate steak whenever he went out to a restaurant for food. 
1146,Austin enjoyed a good steak when eating at restaurants and would often choose it as his go-to dish.,Old,Austin always ate steak whenever he went out to a restaurant for food. 
1147,---------------,---------------,---------------
1148,Quinn totally rocked their hair color and it looks lit AF! 🔥💖,Young,Quinn colored their hair and it turned out very nice as a result. 
1149,Quinn recently colored their hair and the outcome is absolutely stunning! The new shade really brings out their features. 💇‍♀️👀,Middle Age,Quinn colored their hair and it turned out very nice as a result. 
1150,Quinn decided to dye their hair and it ended up looking simply marvelous! The color suits them so well. 👵🏻💕,Old,Quinn colored their hair and it turned out very nice as a result. 
1151,---------------,---------------,---------------
1152,"Skylar always shows up super early to class, like, 15 minutes before it starts, and takes notes that are totes detailed, and then studies hardcore before tests.",Young,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1153,"Skylar consistently arrives 15 minutes prior to class, takes comprehensive notes, and diligently prepares for exams.",Middle Age,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1154,"Skylar always makes a point to arrive early to class, taking great care in taking detailed notes and thoroughly reviewing the material before tests.",Old,"Skylar always arrives 15 minutes early for class, takes extensive notes, and studies hard before tests. "
1155,---------------,---------------,---------------
1156,Austin got too hot in his sweater and ditched it.,Young,Austin got to warm to wear his sweater and decided to take it off. 
1157,Austin warmed up in his sweater but then decided to take it off since it was too warm.,Middle Age,Austin got to warm to wear his sweater and decided to take it off. 
1158,"Austin put on his sweater, but it was so warm that he had to take it off again.",Old,Austin got to warm to wear his sweater and decided to take it off. 
1159,---------------,---------------,---------------
1160,"Alex was like, ""Oh no, I'm going into labor!"" So she rushed to the hospital and gave birth to Sasha.",Young,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1161,"Alex began experiencing contractions and knew it was time to go to the hospital, where she gave birth to her precious baby girl, Sasha.",Middle Age,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1162,"Alex started feeling the pains of labor, so off she went to the hospital, where she delivered her sweet little granddaughter, Sasha.",Old,"Alex started going into labor, so she went to the hospital where she gave birth to Sasha. "
1163,---------------,---------------,---------------
1164,Alex hit me up and let my folks know that I was chillin' at his crib.,Young,Alex called my parents to inform them that I was safe at their house. 
1165,Alex called my parents to let them know that I was with him and doing well.,Middle Age,Alex called my parents to inform them that I was safe at their house. 
1166,Alex telephoned my elderly parents to assure them that their daughter was in good hands at his house.,Old,Alex called my parents to inform them that I was safe at their house. 
1167,---------------,---------------,---------------
1168,"Jordan was briefly mentioned in Casey's chapter, but the description wasn't exactly glowing.",Young,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1169,"Casey's chapter included a reference to Jordan, but the portrayal was not particularly complimentary.",Middle Age,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1170,"It was observed in Casey's chapter that Jordan was mentioned, but the account was not overly flattering.",Old,Jordan was mentioned in Casey's chapter but the description of her wasn't very flattering. 
1171,---------------,---------------,---------------
1172,Sydney totally slayed Halloween by hitting up every house in the 'hood for some serious candy scores! 🎃🍬,Young,Sydney went trick or treating and went to every house in the neighborhood. 
1173,Sydney had a blast trick-or-treating and visited every home in the neighborhood to collect plenty of treats. 🎃👻,Middle Age,Sydney went trick or treating and went to every house in the neighborhood. 
1174,"Sydney went from door to door in the community, indulging in some delightful Halloween treats. 🎃🍰",Old,Sydney went trick or treating and went to every house in the neighborhood. 
1175,---------------,---------------,---------------
1176,"Remy shouldn't have done it, but he gave you Skylar's Netflix login and pretended it was his own. 😅",Young,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1177,"Despite knowing better, Remy shared Skylar's Netflix account information with you and claimed it as his own. 🙄",Middle Age,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1178,"It was not appropriate for Remy to share Skylar's Netflix login information with you, but he did so anyway and pretended it was his own. 😒",Old,"Remy was not supposed to do it, but he gave you Skylar's netflix account and pretended it was his own. "
1179,---------------,---------------,---------------
1180,"Carson got wrongly convicted for something he didn't do, and Taylor showed last night that Carson was right all along, and the judge finally agreed!",Young,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1181,"Carson was falsely accused and imprisoned for a crime he did not commit, and Taylor presented compelling evidence last night that proved Carson's innocence. The judge has since acknowledged the mistake and granted Carson's release.",Middle Age,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1182,"Carson was wrongly convicted for a crime he did not commit, and Taylor presented evidence last night that proved Carson's innocence. The judge has since acknowledged the mistake and granted Carson his freedom.",Old,Carson was wrongfully convicted for a crime. Taylor proved Carson's point last night and the judge agreed. 
1183,---------------,---------------,---------------
1184,Skylar got a cast on their arm after they visited the doctor. (Informal language and a more casual tone),Young,Skylar got a cast on their arm after they went to the doctor. 
1185,Skylar received a cast on their arm following a visit to the physician. (Formal language and a professional tone),Middle Age,Skylar got a cast on their arm after they went to the doctor. 
1186,Skylar had a cast put on their arm after seeing the doctor. (Informal language and a more conversational tone),Old,Skylar got a cast on their arm after they went to the doctor. 
1187,---------------,---------------,---------------
1188,"Austin totally blew their paycheck at the casino and now they're hangry and broke, so they're gonna pawn some stuff to fund their next gambling session.",Young,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1189,"Austin spent all of their money trying to win big at the casino, but now they're left with no funds for food and are forced to visit the pawn shop to make ends meet.",Middle Age,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1190,"Austin squandered all of their hard-earned cash at the casino and now they find themselves in a predicament, as they have no money to buy groceries and must resort to pawning their belongings to purchase necessities.",Old,"Austin spent all of their money trying to win big at the casino, now they are hungry and don't have money to eat so the next stop is the pawn shop. "
1191,---------------,---------------,---------------
1192,Bailey basically suffocated Aubrey until she passed out.,Young,Bailey held Aubrey's breath until she stopped breathing. 
1193,Bailey kept Aubrey from breathing until she lost consciousness.,Middle Age,Bailey held Aubrey's breath until she stopped breathing. 
1194,Bailey effectively deprived Aubrey of oxygen until she ceased to breathe.,Old,Bailey held Aubrey's breath until she stopped breathing. 
1195,---------------,---------------,---------------
1196,Addison was all about picking apples! They totally scored some fresh ones just the other day. 🍎😋,Young,Addison liked to go and pick apples. They got apples the other day. 
1197,Addison enjoyed going apple picking and recently got some delicious new ones. 🍏👌,Middle Age,Addison liked to go and pick apples. They got apples the other day. 
1198,"Addison was quite fond of picking apples, and they were able to collect some excellent ones just a few days ago. 🍎😊",Old,Addison liked to go and pick apples. They got apples the other day. 
1199,---------------,---------------,---------------
1200,"Kendall totally freaked out when Jordan proposed to her with a ring! She grabbed his hands so tightly, it was like she was holding onto her dreams come true or something! 😍",Young,Kendall grabbed Jordan's hands tightly after Jordan proposed marriage to Kendall. 
1201,"Kendall was overjoyed when Jordan proposed to her with a beautiful diamond ring. She grasped his hands firmly, exhibiting her enthusiasm and excitement for their future together.",Middle Age,Kendall grabbed Jordan's hands tightly after Jordan proposed marriage to Kendall. 
1202,"Kendall was taken aback by Jordan's sudden proposal, but she was thrilled nonetheless! She held onto his hands tightly, a symbol of the love and commitment they shared. 💕",Old,Kendall grabbed Jordan's hands tightly after Jordan proposed marriage to Kendall. 
1203,---------------,---------------,---------------
1204,"Alex was like, ""OMG, I just saw a cat walk by me and I totally knocked on wood!",Young,Alex knocked on wood after seeing a cat walk past him. 
1205,"Alex hesitantly tapped on the wooden surface after spotting a feline stroll by, hoping to ward off any potential bad luck.",Middle Age,Alex knocked on wood after seeing a cat walk past him. 
1206,"Alex carefully knocked on the wood after noticing a cat saunter past him, as a precautionary measure against any impending misfortune.",Old,Alex knocked on wood after seeing a cat walk past him. 
1207,---------------,---------------,---------------
1208,Cameron's homies were hanging outdoors and Cameron dodged them.,Young,Cameron's friends were running outside and Cameron got out of their way. 
1209,Cameron's buddies were playing outside and Cameron took a different route.,Middle Age,Cameron's friends were running outside and Cameron got out of their way. 
1210,Cameron's acquaintances were engaging in outdoor activities and Cameron made sure to steer clear.,Old,Cameron's friends were running outside and Cameron got out of their way. 
1211,---------------,---------------,---------------
1212,"Jordan was bored and wanted to spice things up, so he decided to check out a baseball card shop.",Young,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1213,"Jordan was looking for something new and exciting to do in his free time, so he visited a baseball card shop.",Middle Age,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1214,"Jordan felt like doing something different one day, so he went to explore a baseball card shop.",Old,Jordan wanted to try something new to pass the time  so he went to a baseball card shop. 
1215,---------------,---------------,---------------
1216,Jordan's smoking had majorly harmful effects on the health of the kids.,Young,Jordan's smoking had negative affects on the health of the children. 
1217,Jordan's smoking had adverse impacts on the wellbeing of the children.,Middle Age,Jordan's smoking had negative affects on the health of the children. 
1218,Jordan's smoking had a detrimental influence on the health of the young ones.,Old,Jordan's smoking had negative affects on the health of the children. 
1219,---------------,---------------,---------------
1220,Lee totally saved Kai's whip from getting totaled by preventing a car crash!,Young,Lee saved Kai's car from destruction by preventing a car accident. 
1221,Lee acted quickly to prevent a potentially devastating car accident and saved Kai's vehicle from destruction.,Middle Age,Lee saved Kai's car from destruction by preventing a car accident. 
1222,Lee managed to avert a serious car collision that could have resulted in the destruction of Kai's car.,Old,Lee saved Kai's car from destruction by preventing a car accident. 
1223,---------------,---------------,---------------
1224,Bailey totally aced Jesse's exam because they were confident they would do well.,Young,Bailey passed Jesse's examination because they knew they were fine. 
1225,Bailey performed excellently on Jesse's exam due to their thorough preparation and self-assurance.,Middle Age,Bailey passed Jesse's examination because they knew they were fine. 
1226,"Bailey did exceptionally well on Jesse's examination, thanks to their extensive knowledge and assurance in their abilities.",Old,Bailey passed Jesse's examination because they knew they were fine. 
1227,---------------,---------------,---------------
1228,Addison was super thorough and listened to all the deets before taking any action.,Young,Addison regarded every comment very seriously and listened to all the instructions. 
1229,Addison took all comments very seriously and followed every instruction carefully.,Middle Age,Addison regarded every comment very seriously and listened to all the instructions. 
1230,Addison gave each remark his utmost attention and heeded all instructions with great care.,Old,Addison regarded every comment very seriously and listened to all the instructions. 
1231,---------------,---------------,---------------
1232,Bailey totally crushed that company project and got a major promotion at work!,Young,Bailey worked very hard on the company project and got a promotion at work. 
1233,Bailey put in a tremendous amount of effort on the company project and was rewarded with a well-deserved promotion.,Middle Age,Bailey worked very hard on the company project and got a promotion at work. 
1234,"Bailey worked diligently on the company project and was recognized with a promotion, which is a testament to their hard work and dedication.",Old,Bailey worked very hard on the company project and got a promotion at work. 
1235,---------------,---------------,---------------
1236,Sasha slid Robin their digits after hooking up at the bar.,Young,Sasha gave Robin their number after meeting them at the bar. 
1237,Sasha provided Robin with her contact information after they met at the bar.,Middle Age,Sasha gave Robin their number after meeting them at the bar. 
1238,Sasha shared her phone number with Robin after a chance encounter at the bar.,Old,Sasha gave Robin their number after meeting them at the bar. 
1239,---------------,---------------,---------------
1240,"Sasha had to catch a flight, so Sasha hightailed it out of the house ASAP after waking up.",Young,"Sasha had a plane to catch, so Sasha left the house within hours of waking up. "
1241,"Sasha had a tight schedule to keep, so Sasha quickly got dressed and left the house within a few hours of waking up.",Middle Age,"Sasha had a plane to catch, so Sasha left the house within hours of waking up. "
1242,"Sasha had to make haste to catch their flight, so Sasha rose from bed and departed the house soon after.",Old,"Sasha had a plane to catch, so Sasha left the house within hours of waking up. "
1243,---------------,---------------,---------------
1244,"Sydney is totally committed to their studies, they just found out about a major test! 😱",Young,"Sydney takes their school work very seriously, they have just heard about a big test. "
1245,Sydney is very diligent with their schoolwork and has recently learned about an important exam. 📚,Middle Age,"Sydney takes their school work very seriously, they have just heard about a big test. "
1246,Sydney takes their academic responsibilities very seriously; they've just been informed about an upcoming assessment. 👀,Old,"Sydney takes their school work very seriously, they have just heard about a big test. "
1247,---------------,---------------,---------------
1248,Skylar hooked Austin up with some sick pills because he had a banger of a headache and didn't have any meds on hand.,Young,Skylar gave Austin some pills because Austin had a severe headache and did not have any pills. 
1249,Skylar offered Austin some aspirin because he was experiencing a severe headache and didn't have any medication in his cabinet.,Middle Age,Skylar gave Austin some pills because Austin had a severe headache and did not have any pills. 
1250,Skylar provided Austin with some pain relievers due to his intense headache and lack of medication.,Old,Skylar gave Austin some pills because Austin had a severe headache and did not have any pills. 
1251,---------------,---------------,---------------
1252,Casey cruised over to Jesse's crib after school. He knew not to mess with Jesse.,Young,Casey went Jesse's way home. He knew not to argue with Jesse. 
1253,Casey headed towards Jesse's house after school. He was aware that arguing with Jesse would be futile.,Middle Age,Casey went Jesse's way home. He knew not to argue with Jesse. 
1254,Casey made his way over to Jesse's residence after school. He was mindful of the fact that disagreeing with Jesse would be pointless.,Old,Casey went Jesse's way home. He knew not to argue with Jesse. 
1255,---------------,---------------,---------------
1256,Kendall totally derailed Lee's plans early on in life.,Young,Kendall altered Lee's course. Lee was off on the wrong path at a young age. 
1257,"Kendall made some major changes to Lee's original course, putting them on the wrong track at a young age.",Middle Age,Kendall altered Lee's course. Lee was off on the wrong path at a young age. 
1258,"Kendall drastically altered Lee's path when they were just starting out, leading them down the wrong road at a tender age.",Old,Kendall altered Lee's course. Lee was off on the wrong path at a young age. 
1259,---------------,---------------,---------------
1260,"Aubrey was freaking out about missing out on the promotion, so she hit the pool for a chill swim.",Young,"Aubrey was stressed about losing out on the promotion. To relax, Aubrey swam in the pool. "
1261,"Aubrey was concerned about not getting the promotion, so she took some laps in the pool to unwind.",Middle Age,"Aubrey was stressed about losing out on the promotion. To relax, Aubrey swam in the pool. "
1262,"Aubrey was worried about being passed over for the promotion, so she did some relaxing laps in the pool.",Old,"Aubrey was stressed about losing out on the promotion. To relax, Aubrey swam in the pool. "
1263,---------------,---------------,---------------
1264,Sydney begged her mom if she could pleeeease get a buck to grab some candy from the store.,Young,Sydney asked mom if Ash could have a dollar to buy candy for herself. 
1265,Sydney asked her mother if it would be okay if she spent a dollar on some candy for herself.,Middle Age,Sydney asked mom if Ash could have a dollar to buy candy for herself. 
1266,Sydney inquired of her mother if she could be granted a dollar to purchase some sweets for her own enjoyment.,Old,Sydney asked mom if Ash could have a dollar to buy candy for herself. 
1267,---------------,---------------,---------------
1268,"Aubrey was all set to hit the pool, but she was totally covered in grime! So, Robin ran to grab some clean clothes for her before she could take the plunge.",Young,Aubrey wanted to go in the pool but she was full of dirt. Robin went and changed Aubrey's clothes before she went swimming. 
1269,"Aubrey really wanted to jump into the pool, but she was caked with dirt and grime! So, Robin quickly changed her into some fresh clothes before she could get in the water.",Middle Age,Aubrey wanted to go in the pool but she was full of dirt. Robin went and changed Aubrey's clothes before she went swimming. 
1270,"Aubrey was eager to go for a swim, but she had gotten quite dirty outside! Robin kindly went and fetched some clean clothes for her before she could take a dip.",Old,Aubrey wanted to go in the pool but she was full of dirt. Robin went and changed Aubrey's clothes before she went swimming. 
1271,---------------,---------------,---------------
1272,"Bailey was all like ""OMG, I can't believe I agreed to go out with my boss!"" and then had a total change of heart and decided not to show up.",Young,Bailey agreed to a date with their boss then had second thoughts and decided not to show up. 
1273,"Bailey hesitated after accepting the invitation from their boss, and eventually decided not to attend due to conflicting feelings.",Middle Age,Bailey agreed to a date with their boss then had second thoughts and decided not to show up. 
1274,"Bailey regretted their decision to accept their boss's invitation and ultimately chose not to go, realizing it might not be appropriate.",Old,Bailey agreed to a date with their boss then had second thoughts and decided not to show up. 
1275,---------------,---------------,---------------
1276,"Tracy was like a super cool chaperone and took Jesse's students on a dope field trip, and she even covered all the costs! 😎",Young,Tracy took Jesse's students on a field trip and covered the expenses for everyone. 
1277,"Tracy, being the responsible and caring teacher's assistant that she is, took Jesse's students on a fun educational field trip and generously covered all expenses for everyone. 👩‍🏫",Middle Age,Tracy took Jesse's students on a field trip and covered the expenses for everyone. 
1278,"Tracy, a kind and thoughtful individual, accompanied Jesse's students on an exciting adventure and graciously paid for all the costs associated with the field trip. 👵",Old,Tracy took Jesse's students on a field trip and covered the expenses for everyone. 
1279,---------------,---------------,---------------
1280,Jesse totally ghosted Cameron at the restaurant on their super awkward date.,Young,Jesse stood Cameron up at the restaurant on their date. 
1281,"Jesse inadvertently stood up Cameron at the restaurant, leaving them both confused and disappointed.",Middle Age,Jesse stood Cameron up at the restaurant on their date. 
1282,"Jesse failed to show up for their scheduled date with Cameron at the restaurant, causing a great deal of inconvenience and hurt feelings.",Old,Jesse stood Cameron up at the restaurant on their date. 
1283,---------------,---------------,---------------
1284,"Lee was a total slacker and left Ash in a complete state of disarray, but he had to spend hours cleaning up his own mess! 😩",Young,Lee left a mess upon Ash and had to clean the mess for a few hours. 
1285,"Lee made a real mess of things when he left Ash, and it took him several hours to tidy up after himself. He really needs to be more mindful of his actions and their consequences. 🤔",Middle Age,Lee left a mess upon Ash and had to clean the mess for a few hours. 
1286,"Lee sure did leave a big mess for Ash to deal with! It took her quite a while to clean everything up, but she's glad she could do it without any help from him. 😉",Old,Lee left a mess upon Ash and had to clean the mess for a few hours. 
1287,---------------,---------------,---------------
1288,Bailey totally poured out their feelings with words! They were so expressive and stuff.,Young,Bailey expressed their thoughts in words.  He was always very expressive. 
1289,"Bailey articulated their thoughts in a very expressive manner, using words to convey their emotions.",Middle Age,Bailey expressed their thoughts in words.  He was always very expressive. 
1290,"Bailey shared their thoughts in a heartfelt and eloquent way, using language to convey their deep feelings.",Old,Bailey expressed their thoughts in words.  He was always very expressive. 
1291,---------------,---------------,---------------
1292,"Jordan totally stalked Alex's gaze at the sick party he went to for graduation, like seriously, she couldn't look away!",Young,Jordan watched Alex's every look at the party he went to for school graduation. 
1293,"Jordan kept a close eye on Alex's reactions as he attended his school graduation party, making sure to catch every glance and smile.",Middle Age,Jordan watched Alex's every look at the party he went to for school graduation. 
1294,"Jordan carefully observed Alex's attention as he participated in the celebration of his academic achievement, taking note of every admiring look and cheerful expression.",Old,Jordan watched Alex's every look at the party he went to for school graduation. 
1295,---------------,---------------,---------------
1296,"Jesse has been under the weather for weeks, but after trying out some new meds, they're finally feeling way better now! 💪",Young,"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. "
1297,"After a prolonged illness, Jesse started taking new medication and is now experiencing significant improvement in their health. 💡",Middle Age,"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. "
1298,"Jesse has been dealing with poor health for quite some time, but after switching to different medication, they're finally feeling much more like themselves again! 👵‍🏻",Old,"Jesse had been sick for several weeks, but after taking new medication, Jesse was feeling much better. "
1299,---------------,---------------,---------------
1300,"Skylar was totally slaying the sculpture game, selling her handmade masterpieces and getting major support from her fam and squad. But like, they all kinda disintegrated into dust after a week? Oops! 😱",Young,"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. "
1301,"Skylar sold some lovely handmade sculptures to her family and friends, who were very supportive of her artistic endeavors. Unfortunately, the sculptures didn't last long, as they disintegrated into dust within a week's time. 😔",Middle Age,"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. "
1302,"Skylar had quite the entrepreneurial spirit, selling her handcrafted sculptures to her loved ones and acquaintances. However, it was a bit of a disappointment when all of the sculptures crumbled into dust within just one week's time. 😔",Old,"Skylar sold homemade sculptures, and her family and friends bought them to be supportive.  In a week's time all of the sculptures disintegrated into dust. "
1303,---------------,---------------,---------------
1304,"Kai was totally freaked out, so he snuggled up in Austin's arms for comfort.",Young,kai was scared so he sat in austin's lap. 
1305,"Kai was feeling anxious, so he sought solace by sitting in Austin's lap and letting him provide a sense of security.",Middle Age,kai was scared so he sat in austin's lap. 
1306,"Kai was frightened, so he climbed into Austin's embrace for reassurance.",Old,kai was scared so he sat in austin's lap. 
1307,---------------,---------------,---------------
1308,"Alex was like, ""OMG, how do I send this doc to Bailey?!"" And Bailey was all, ""DUH, just send it as a PDF!",Young,Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. 
1309,"Alex pondered how to transmit the document to Bailey, and Bailey suggested sending it in PDF format.",Middle Age,Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. 
1310,"Alex was curious about the best way to forward the document to Bailey, and Bailey recommended sending it as a portable document format (PDF).",Old,Alex was wondering how to send the document to Bailey. Bailey told Alex to send the pdf. 
1311,---------------,---------------,---------------
1312,Jan freaked out and looked all over the house because she was terrified that a burglar might have been there.,Young,Jan came over one night and searched the house because she was scared a robber could their. 
1313,"Jan anxiously searched every nook and cranny of the house, fearing that an intruder might have been lurking.",Middle Age,Jan came over one night and searched the house because she was scared a robber could their. 
1314,"Jan became quite worried and conducted a thorough search of the house, concerned that someone might have broken in.",Old,Jan came over one night and searched the house because she was scared a robber could their. 
1315,---------------,---------------,---------------
1316,Taylor is totally stoked to hit the trails and explore the woods!,Young,Taylor is going to go hiking in the woods. 
1317,Taylor is looking forward to taking a hike in the beautiful woods this weekend.,Middle Age,Taylor is going to go hiking in the woods. 
1318,Taylor is planning a lovely walk in the woods this Saturday.,Old,Taylor is going to go hiking in the woods. 
1319,---------------,---------------,---------------
1320,Kai gave Sydney a little nudge because she was taking too long to move out of the way.,Young,"Kai gave Sydney a push, after Sydney was too slow getting out of the way. "
1321,Kai gave Sydney a gentle push after she failed to move quickly enough from his path.,Middle Age,"Kai gave Sydney a push, after Sydney was too slow getting out of the way. "
1322,Kai gave Sydney a small shove because she was slow to get out of his way.,Old,"Kai gave Sydney a push, after Sydney was too slow getting out of the way. "
1323,---------------,---------------,---------------
1324,Alex was determined to teach himself how to play the guitar and started taking steps towards his goal.,Young,Alex wanted to learn how to play the guitar on his own and set the plans into motion. 
1325,"Alex decided he wanted to learn how to play the guitar on his own, so he began putting plans in place to make it happen.",Middle Age,Alex wanted to learn how to play the guitar on his own and set the plans into motion. 
1326,"Alex had a desire to pick up playing the guitar, and he started taking actions to make that dream a reality.",Old,Alex wanted to learn how to play the guitar on his own and set the plans into motion. 
1327,---------------,---------------,---------------
1328,Remy totally saved the day by staging a protest outside the apartment building and stopping the destruction!,Young,Remy saved the apartment from destruction by holding a protest on the steps. 
1329,"Thanks to Remy's quick thinking and determination, she was able to prevent the apartment from being destroyed by organizing a peaceful protest on the steps.",Middle Age,Remy saved the apartment from destruction by holding a protest on the steps. 
1330,Remy took matters into her own hands and rallied her community to save the apartment from ruin by holding a protest on the front steps.,Old,Remy saved the apartment from destruction by holding a protest on the steps. 
1331,---------------,---------------,---------------
1332,"Remy just had a baby girl, but they thought they were having a boy! 😱",Young,Remy gave birth to a baby girl even though Remy thought they would have a boy. 
1333,"Remy welcomed a precious baby girl into the world, despite their initial belief that they would have a son. 🐰❤️",Middle Age,Remy gave birth to a baby girl even though Remy thought they would have a boy. 
1334,"Remy gave birth to a beautiful little girl, much to their surprise after thinking they would have a boy. 👵✨",Old,Remy gave birth to a baby girl even though Remy thought they would have a boy. 
1335,---------------,---------------,---------------
1336,Sydney threw on their clothes and the dudes prepped for school.,Young,Sydney put on their clothes and the boys got ready for school. 
1337,Sydney put on their outfits and the boys prepared for class.,Middle Age,Sydney put on their clothes and the boys got ready for school. 
1338,Sydney donned their attire and the young men readied themselves for school.,Old,Sydney put on their clothes and the boys got ready for school. 
1339,---------------,---------------,---------------
1340,Tracy totally crushed her work goals and had everyone impressed! 💪🏽,Young,Tracy had the world by the tail after she managed to do everything at work. 
1341,Tracy excelled in her job and was able to handle everything with ease. 💼👍,Middle Age,Tracy had the world by the tail after she managed to do everything at work. 
1342,Tracy did a fabulous job managing all of her work responsibilities and left everyone in awe. 👵🏻👨‍❤️‍👦,Old,Tracy had the world by the tail after she managed to do everything at work. 
1343,---------------,---------------,---------------
1344,"Tracy was totally freaked out when this huge dog started stalking her in the park, so she booked it to their ride and jumped in to escape the creepy canine!",Young,A big dog started chasing Tracy in the park so Tracy ran for their life to their car and jumped in to get away from the dog. 
