Row ID,Paraphrases,Category,Orginal,Gender score,Original,Normalized,
174,Aubrey's vigilant night-time caretaking of the baby was a crucial step in preventing any potential concussion-causing accidents.,Ambiguous,Aubrey kept the baby up at night to watch for a concussion. ,0.65771918,-0.549618692,1.207337872,
175,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
176,"Robin's actions effectively blinded Riley to the scene's content, shielding her from the movie's mature content.",Male,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-12.84857229,3.490095316,-16.33866761,
177,"Robin's clever move hid the scene from Riley's view, allowing her to avoid the movie's explicit content.",Female,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,-1.111426535,3.490095316,-4.601521851,
178,"Robin's actions created a veil of ignorance for Riley, obscuring the scene's details from her perception.",Ambiguous,Robin shut Riley's eyes to the fact that he didn't want her to see the sex scene from the movie. ,2.29104837,3.490095316,-1.199046946,
179,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
180,Quinn embraced Jordan before disclosing the surprise they had been keeping under wraps.,Male,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,4.797090286,10.89598332,-6.098893034,
181,Quinn gave Jordan a warm hug before excitedly presenting the gift they had been keeping a secret.,Female,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,2.469553389,10.89598332,-8.426429931,
182,Quinn enveloped Jordan in a tender embrace before revealing the mysterious present they had been keeping hidden.,Ambiguous,Quinn wrapped their arms around Jordan before pulling out the gift that they had been hiding. ,5.574929216,10.89598332,-5.321054104,
183,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
184,Bailey's driving examination success was a foregone conclusion after he demonstrated a mastery of driving skills with aplomb.,Male,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-2.706372903,-14.46821237,11.76183947,
185,"Bailey's driving examination was a breeze, and he aced it with aplomb, leaving Jesse in the dust.",Female,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-3.923426382,-14.46821237,10.54478599,
186,"Bailey's driving examination was a nail-biting, adrenaline-pumping experience, and he emerged victorious with aplomb, leaving Jesse in awe.",Ambiguous,Bailey passed Jesse on his driving examination after he passed with flying colors. ,-3.468297326,-14.46821237,10.99991504,
187,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
188,Austin was encountering some initial challenges with the test.,Male,Austin was taking a test and found it difficult at first. ,-5.093868698,3.785198161,-8.879066859,
189,Austin was immersed in the test and found it to be a bit of a brain-twister at first.,Female,Austin was taking a test and found it difficult at first. ,-1.869053392,3.785198161,-5.654251553,
190,Austin was in the midst of a test-taking adventure and was encountering some initial hurdles.,Ambiguous,Austin was taking a test and found it difficult at first. ,7.043084778,3.785198161,3.257886617,
191,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
192,"Quinn was engaging in snow-related activities, creating snow angels and snowballs with great enthusiasm and glee.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",15.48348502,4.433343445,11.05014157,
193,"Quinn was having the time of their life in the snow, carefree and joyful, creating snow angels and snowballs with abandon.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",6.079027985,4.433343445,1.64568454,
194,"Quinn was having fun in the snow, making snow angels and snowballs with a playful and youthful energy.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",8.154423586,4.433343445,3.721080141,
195,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
196,"Tracy provided financial assistance to my friend who was in need, but they failed to reciprocate as promised.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-5.7573209,4.403172731,-10.16049363,
197,"Tracy generously lent my friend some cash, but they didn't follow through on their promise to return it.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-1.166705052,4.403172731,-5.569877783,
198,"Tracy gave my friend some money, but they didn't keep their word about paying it back.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,0.684378333,4.403172731,-3.718794398,
199,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
200,"Cameron was impressed with Bailey's research paper, and felt that it met the required standards with ease.",Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,3.10444258,-0.637090369,3.741532949,
201,"Cameron was thoroughly impressed with Bailey's research paper, and was delighted to see the depth and complexity of the research.",Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,5.872775307,-0.637090369,6.509865676,
202,"Cameron was left with a sense of awe and admiration after grading Bailey's research paper, and couldn't help but feel a sense of pride in Bailey's work.",Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-1.79688351,-0.637090369,-1.159793141,
203,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
204,"Skylar was pushed by the bully in the lunch line, so Skylar retaliated by pouring milk over the bully's head to assert their dominance in the situation.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-5.399544224,-8.32033701,2.920792786,
205,"Skylar was bullied in the lunch line, so Skylar took matters into their own hands by pouring milk over the bully's head to express their frustration and assert their power.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",3.848360657,-8.32033701,12.16869767,
206,"Skylar was bullied in the lunch line, and in the heat of the moment, Skylar poured milk over the bully's head to express their emotions and assert their presence.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",2.127903344,-8.32033701,10.44824035,
207,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
208,"Remy generously provided you with a Skylar account for Netflix, relieving you of the financial burden for a personal account.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-9.051791226,-2.241735307,-6.810055919,
209,"Remy, with a generous heart, gifted you a Skylar account for Netflix, allowing for a deeper, more immersive viewing experience, free of financial constraints.",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",0.944026316,-2.241735307,3.185761623,
210,"Remy, the ultimate Netflix fairy godmother, bestowed upon you the gift of a Skylar account, freeing you from the shackles of financial responsibility.",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-1.638655311,-2.241735307,0.603079996,
211,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
212,"Skylar was on the phone while at the national park, giving little attention to the breathtaking view.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.361925645,-1.090438755,-0.27148689,
213,"Skylar was on the phone while at the national park, but their attention was elsewhere, completely absorbed in the conversation.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,3.19255486,-1.090438755,4.282993615,
214,"Skylar was on the phone while at the national park, seemingly oblivious to the awe-inspiring scenery.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,3.659933569,-1.090438755,4.750372324,
215,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
216,"Sydney, as a preschool teacher, assisted in tracing Robin's fingers to help with their development.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",7.270997332,28.43421955,-21.16322222,
217,"Sydney, a nurturing preschool teacher, gently traced Robin's fingers, fostering a deep connection with each little learner.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",13.06379282,28.43421955,-15.37042673,
218,"Sydney, a magical preschool teacher, wove a spell of traced fingers, weaving a tapestry of wonder and awe for Robin.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",3.935805889,28.43421955,-24.49841366,
219,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
220,"Jan successfully carried a pregnancy to term and delivered a stunning baby girl, who is a precious addition to her family.",Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,15.70813932,6.801581504,8.906557813,
221,"Jan's pregnancy journey culminated in a heartwarming and empowering moment as she welcomed her gorgeous baby girl into the world, a precious and cherished addition to her family.",Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,14.33139811,6.801581504,7.529816605,
222,"Jan's pregnancy journey reached a joyous and triumphant conclusion as she brought her adorable baby girl into the world, a precious and cherished addition to her family.",Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,19.86736281,6.801581504,13.06578131,
223,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
224,Kendall was particularly fond of house plants and would meticulously water them to ensure the fluoride would evaporate out of the soil.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,16.22316779,5.679461349,10.54370644,
225,"Kendall was totally into house plants and would often get lost in the process of watering them, making sure the fluoride would dissipate into the air.",Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,6.058969814,5.679461349,0.379508465,
226,"Kendall was into house plants, and watering them was a meditative process for them, with the fluoride evaporating out of the soil, a subtle reminder of the plants' delicate needs.",Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,2.168640673,5.679461349,-3.510820676,
227,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
228,"Kendall took Skylar's preferences into account, considering Skylar's involvement in the decision-making process.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-2.652348235,4.61404749,-7.266395725,
229,"Kendall carefully considered Skylar's perspective, considering the impact of the decision on Skylar's involvement.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-0.200800778,4.61404749,-4.814848268,
230,"Kendall considered Skylar's involvement in the decision, taking into account Skylar's potential preferences.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-2.650336496,4.61404749,-7.264383986,
231,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
232,"Aubrey was a police officer who enforced traffic laws in a construction zone, and she pulled over Casey for speeding.",Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-3.249734701,-10.04081059,6.791075889,
233,"Aubrey, a police officer with a keen eye for speeding drivers, pulled over Casey in a construction zone, ensuring the safety of the workers and the traffic.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-1.57434609,-10.04081059,8.4664645,
234,"Aubrey, a traffic enforcement officer, monitored the speeding traffic in a construction zone and flagged down Casey for a speeding violation.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,3.157366503,-10.04081059,13.19817709,
235,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
236,Riley conferred the highest honor of the kingdom upon Jan and commemorated the occasion with a lavish feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-0.690109368,3.921047477,-4.611156845,
237,"Riley bestowed upon Jan the highest accolade of the kingdom and threw a grand celebration to mark the occasion, complete with a feast fit for a king.",Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-0.90198316,3.921047477,-4.823030637,
238,"Riley bestowed a major accolade upon Jan, and the kingdom threw a major celebration to mark the occasion, with a feast that was the talk of the town.",Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-2.675877059,3.921047477,-6.596924536,
239,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
240,Jordan was forced to seek alternative accommodations after being expelled from his parents' residence.,Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-15.76240583,-7.266437079,-8.495968752,
241,"Jordan was left homeless after his parents gave him the boot, so he had to find a new place to hang his hat.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-8.349573665,-7.266437079,-1.083136586,
242,"Jordan, having been banished from his family's domicile, was compelled to find a new place to call home.",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-11.03359585,-7.266437079,-3.767158768,
243,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
244,"Remy welcomed a baby girl into the world on a Saturday afternoon, surrounded by the comfort and support of her loved ones.",Male,Remy gave birth to a baby girl on a Saturday afternoon. ,2.955571901,-4.688902474,7.644474375,
245,Remy's Saturday afternoon just got a whole lot more exciting with the arrival of her precious baby girl! The new addition to the family is sure to bring a whole lot of joy and love into Remy's life.,Female,Remy gave birth to a baby girl on a Saturday afternoon. ,7.804833352,-4.688902474,12.49373583,
246,Remy's Saturday afternoon was forever changed with the arrival of her new baby girl. The joy and love that this little one brings is sure to be a game-changer for Remy and her loved ones.,Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,6.45184655,-4.688902474,11.14074902,
247,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
248,Alex was no longer raising Sasha, but she did give birth to Sasha, indicating a clear distinction between the two.,4.441555423,-0.600793549,5.042348972,
249,Alex no longer had the responsibility of raising Sasha, but she did give birth to the adorable little one, showcasing a deeper connection between the two,4.561835859,-0.600793549,5.162629408,
250,Alex had a Sasha of her own, but she didn't raise her, instead,11.16220792,-0.600793549,11.76300147,Alex was no longer raising Sasha but she did give birth to Sasha. 
251,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
252,"Jordan provided Robin with valuable insights and tips for the interview, drawing on his own experience at the company and the specific questions he had encountered.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-2.448805805,-3.598527045,1.14972124,
253,"Jordan, with his extensive experience at the company, offered Robin some expert advice on acing the interview, including the questions he had encountered and how to approach them.",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-1.553461294,-3.598527045,2.045065751,
254,"Jordan, who had been through the interview process at the company, offered Robin some guidance on how to prepare for the interview, including some questions he had been asked and how to approach them.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-2.871186881,-3.598527045,0.727340164,
255,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
256,Cameron made a special effort to purchase sustenance for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,5.464341339,-0.848662494,6.313003833,
257,Cameron went the extra mile to acquire provisions for the less fortunate.,Female,Cameron went out of her way to buy food for the homeless. ,-4.869544386,-0.848662494,-4.020881892,
258,Cameron went on a mission to procure grub for the street-dwelling souls.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,8.868622694,-0.848662494,9.717285188,
259,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
260,"Sydney played Kendall's heart when she pretended to be interested in him at the party, using her charm and wit to win him over.",Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,9.330487705,5.121812511,4.208675194,
261,"Sydney's heart-melting charm left Kendall reeling at the party, as she pretended to be interested in him, her playful banter and sparkling eyes leaving him wanting more.",Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,7.36856602,5.121812511,2.246753509,
262,"Sydney's actions at the party left Kendall's heart in a whirl, as she pretended to be interested in him, her words and actions leaving him questioning her true intentions.",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,6.061489937,5.121812511,0.939677426,
263,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
264,"Cameron's parents emphasized the importance of academic success, warning Cameron that they would face consequences if their grades didn't improve. Cameron, determined to avoid punishment, put in the necessary effort to excel in their studies.",Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,0.763785444,2.864351075,-2.100565631,
265,"Cameron's parents had a heart-to-heart talk with them, stressing the value of a good education. Cameron, feeling the weight of their parents' expectations, put their nose to the grindstone and worked hard to make them proud.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,6.827013729,2.864351075,3.962662654,
266,"Cameron's parents dropped a bombshell, threatening to ground them if their grades didn't pick up. Cameron, feeling the pressure, put their foot on the gas and pushed themselves to the limit to avoid the dreaded punishment.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-0.267900705,2.864351075,-3.13225178,
267,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
268,"Jan generously took me to New York City to celebrate my birthday before the baby was born, showering me with a pre-parenthood adventure.",Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,5.133193056,2.839983519,2.293209537,
269,"Jan, my partner-in-crime, whisked me away to the Big Apple to celebrate my birthday, a pre-parenthood escape that was the perfect prelude to our impending baby bliss.",Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,6.55852062,2.839983519,3.718537101,
270,"Jan, my birthday buddy, surprised me with a NYC birthday celebration, a pre-parenthood getaway that was the perfect escape before our baby arrived.",Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,-0.764992137,2.839983519,-3.604975656,
271,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
272,"Quinn strolled outside on a radiant day, taking advantage of the pleasant weather.",Male,It was a pretty sunny day outside. Quinn walked instead. ,4.784684153,7.486694544,-2.702010391,
273,"Quinn ventured outside on a stunning day, soaking up the sun's warmth and basking in the beauty of the day.",Female,It was a pretty sunny day outside. Quinn walked instead. ,4.290865977,7.486694544,-3.195828567,
274,"Quinn stepped outside on a day that was, well, let's just say it was a day, and Quinn walked.",Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,-2.900889043,7.486694544,-10.38758359,
275,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
276,"Kai was grounded after he damaged his mother's car, so he relinquished the keys to her.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.143713066,7.52499625,-0.381283184,
277,"Kai was grounded after he wrecked his mother's car, so he returned the keys to her, feeling pretty down in the dumps about the whole situation.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,4.312980524,7.52499625,-3.212015726,
278,"Kai was grounded after he, you know, had a little mishap with his mother's car, so he gave her the keys back.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.459090933,7.52499625,-0.065905317,
279,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
280,"Jordan's surfing adventure was put to a sudden halt when a shark chomped down on his leg, but he managed to keep a stiff upper lip about the handicap.",Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-4.086830193,-14.95918558,10.87235539,
281,"Jordan's surfing session was seriously put to the test when a shark's toothsome chomps left him with a leg-sized gap, but he's taking the handicap with a playful, stiff upper lip.",Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,6.470850087,-14.95918558,21.43003567,
282,"Jordan's surfing escapade was a thrilling ride, but a shark's toothsome bite left him with a leg-sized gap, and he's taking the handicap with a light-hearted, stiff upper lip.",Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,2.592002194,-14.95918558,17.55118777,
283,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
284,"Kendall recognized that Skylar's work schedule would be challenging to coordinate, so she made sure to schedule the vacation accordingly.",Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-3.5738534,4.457684261,-8.031537661,
285,"Kendall knew that Skylar's workload would be intense, so she made sure to plan the vacation around Skylar's availability, creating a more relaxing and enjoyable experience for the both of them.",Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-3.365734962,4.457684261,-7.823419223,
286,"Kendall was aware of Skylar's hectic work schedule and made sure to plan the vacation to accommodate Skylar's availability, creating a more harmonious and enjoyable experience for the both of them.",Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-3.487245622,4.457684261,-7.944929883,
287,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
288,"She declined the team invitation, so she walked off the court.",Male,But she didn't want to be on the team so walked off the court. ,-9.210412786,-0.947668216,-8.26274457,
289,"She didn't want to be a part of the team, so she left the court, her actions speaking louder than her words.",Female,But she didn't want to be on the team so walked off the court. ,-0.342746569,-0.947668216,0.604921647,
290,"She exited the court, her departure a subtle yet powerful statement of her lack of interest in the team.",Ambiguous,But she didn't want to be on the team so walked off the court. ,-8.349194191,-0.947668216,-7.401525975,
291,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
292,"Carson was engrossed in a video game at a friend's house, located in a different part of town from his own residence.",Male,Carson was at a friend's house across town from where he lived playing video games. ,-2.637147052,5.016557812,-7.653704864,
293,"Carson was totally immersed in a thrilling video game at a friend's house, which was a bit of a trek from his own place.",Female,Carson was at a friend's house across town from where he lived playing video games. ,-2.407203536,5.016557812,-7.423761348,
294,"Carson was totally in his element, gaming at a friend's house, which was a bit of a distance from his own abode.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-1.481523129,5.016557812,-6.498080941,
295,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
296,"Kendall took their furry friend to the new dog park in the neighborhood, providing a fun and safe space for the pup to run and play.",Male,Kendall took their dog to the new dog park in the neighborhood. ,-0.565065332,0.486016694,-1.051082026,
297,"Kendall and their pup had a blast at the new dog park in the 'hood, with the pup's wagging tail and playful barks a testament to the fun they had together.",Female,Kendall took their dog to the new dog park in the neighborhood. ,0.394441016,0.486016694,-0.091575678,
298,"Kendall and their doggo had a doggone good time at the new park in the 'hood, with the pup's excitement and energy bringing a smile to everyone's face.",Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,6.602293195,0.486016694,6.116276501,
299,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
300,"Robin's brother was also feeling peckish, so Robin divided the sandwich in half to satisfy their mutual hunger.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",2.583940036,-3.228177079,5.812117115,
301,"Robin's brother was famished, so Robin generously cut the sandwich in half to ensure they both had their fill.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",0.054387038,-3.228177079,3.282564117,
302,"Robin's brother was eyeing the sandwich, so Robin decided to share the delicious treat by cutting it in half.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",-1.593883343,-3.228177079,1.634293736,
303,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
304,"Addison believed every girl should be judged by their actions, rather than their gender.",Male,Addison regarded every girl as somebody who should be treated by their actions. ,-3.714081687,-0.350361241,-3.363720446,
305,"Addison saw every girl as an individual with their own unique actions, rather than just a gender.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,-9.048284947,-0.350361241,-8.697923706,
306,"Addison saw each girl as a unique individual with their own actions, rather than just a gender.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-8.309888062,-0.350361241,-7.959526821,
307,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
308,"Remy dared them to a game and then decisively triumphed over them, leaving them no chance to win.",Male,Remy challenged them to a game and then beat them so much. ,-0.684326747,-4.072848825,3.388522078,
309,"Remy, with a mischievous grin, invited them to a game and then effortlessly emerged victorious, leaving them in awe.",Female,Remy challenged them to a game and then beat them so much. ,-1.701223007,-4.072848825,2.371625818,
310,"Remy, with a playful glint in her eye, invited them to a game and then, with a hint of a smile, emerged victorious, leaving them to ponder their next move.",Ambiguous,Remy challenged them to a game and then beat them so much. ,-0.701762634,-4.072848825,3.371086191,
311,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
312,Casey provided Jesse with some financial support to enable her to go to the movie.,Male,Casey gave some money to Jesse so she could go to the movie. ,-3.826111162,-7.95049045,4.124379288,
313,"Casey generously gifted Jesse with some cash to help her enjoy the movie, and the two of them probably had some great bonding time over the popcorn and snacks.",Female,Casey gave some money to Jesse so she could go to the movie. ,-0.469472204,-7.95049045,7.481018246,
314,"Casey and Jesse had some sort of transaction involving money, and the outcome was Jesse going to the movie.",Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-7.901698254,-7.95049045,0.048792196,
315,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
316,"Lee became a prolific parent over the course of a decade, giving birth to ten babies.",Male,Lee gave birth to ten babies over a span of ten years. ,7.329506334,19.64553637,-12.31603004,
317,"Lee's decade-long journey of parenthood was marked by the birth of ten tiny miracles, each one a precious gift.",Female,Lee gave birth to ten babies over a span of ten years. ,9.342732101,19.64553637,-10.30280427,
318,"Lee's ten-year stretch of baby-making resulted in the birth of ten tiny humans, a feat that's both awe-inspiring and a little hard to wrap one's head around.",Ambiguous,Lee gave birth to ten babies over a span of ten years. ,0.402322021,19.64553637,-19.24321435,
319,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
320,"Cameron donned a bulky outfit, even though the scorching sun beamed down outside, causing him to perspire profusely.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.392779561,9.784867885,-1.392088324,
321,"Cameron rocked a weighty outfit, even though the sun blazed outside, causing him to glow with sweat.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,5.923725284,9.784867885,-3.861142601,
322,"Cameron sported a thick outfit, even though the sun shone bright outside, causing him to glow with a subtle sheen.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-4.283380997,9.784867885,-14.06824888,
323,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
324,Remy's exceptional mystery-solving skills were a direct result of her extensive experience as a famous mystery writer.,Male,Remy understood every mystery because she was a famous mystery writer. ,0.928586736,-5.93812287,6.866709606,
325,"As a renowned mystery writer, Remy's unique perspective and extensive knowledge of the genre allowed her to effortlessly unravel even the most complex of mysteries.",Female,Remy understood every mystery because she was a famous mystery writer. ,1.154288479,-5.93812287,7.092411349,
326,Remy's mysterious past as a famous writer of mysteries may have given her an uncanny ability to unravel even the most perplexing of enigmas.,Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,2.195810906,-5.93812287,8.133933776,
327,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
328,Kendall's persistence paid off after Lee eventually gave in to her determination.,Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",5.458903082,-0.450663508,5.90956659,
329,"Kendall's unwavering dedication eventually won Lee over, leading to a triumph for both.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-12.49400423,-0.450663508,-12.04334072,
330,"Kendall's unrelenting pursuit eventually broke down Lee's resistance, leading to a mutually beneficial outcome.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-10.09396535,-0.450663508,-9.643301844,
331,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
332,"Alex expressed their devotion to Jesus in their own unique way, even though it was not the commonly accepted method.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,-0.560932257,0.919876239,-1.480808496,
333,"Alex had a deeply personal and intimate relationship with Jesus, and their way of worship was a reflection of their own personal beliefs and values.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,6.128955948,0.919876239,5.209079709,
334,"Alex had a way of connecting with Jesus that was all their own, and it was a source of strength and inspiration for them, even if it was not the same as what others might expect.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,1.811825024,0.919876239,0.891948785,
335,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
336,Cameron acquired a new video game and wanted to spend the night immersing himself in it.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-18.58318019,-6.877893204,-11.70528699,
337,Cameron got his hands on a fresh video game and was itching to dive in and spend the night exploring it.,Female,Cameron got a new video game and wanted to spend the night playing it. ,-1.588230697,-6.877893204,5.289662507,
338,Cameron obtained a new video game and was eager to spend the night indulging in it.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,-2.302398515,-6.877893204,4.575494689,
339,---------------,---------------,---------------,0.84353782,0.84353782,1.99999E-10,
340,"After their vacation together, Alex's relationship with their significant other grew stronger and more intimate.",Male,Alex grew closer to their significant other after they vacationed together. ,-0.904725716,-3.679908942,2.775183226,
341,"Alex's bond with their significant other deepened and flourished after their romantic getaway, filled with laughter and cherished moments.",Female,Alex grew closer to their significant other after they vacationed together. ,4.507018572,-3.679908942,8.186927514,
