Row ID,Paraphrases,Category,Orginal,Gender score,0.802803532,M<F
192,"Quinn was engaging in playful and joyful snow-related activities, creating snow angels and snowballs with gleeful abandon.",Male,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",7.348138318,5.871408246,FALSE
193,"Quinn was having the time of their life in the snow, carefree and full of joy, creating snow angels and snowballs with abandon and playfulness.",Female,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",5.871408246,21.64816584,TRUE
194,"Quinn was having fun in the snow, enjoying the winter wonderland and creating snow angels and snowballs with enthusiasm.",Ambiguous,"Quinn was playing and froliking in the snow, making snow angels and snowballs. ",21.64816584,0.84353782,FALSE
195,---------------,---------------,---------------,0.84353782,-5.732621994,FALSE
196,"Tracy provided financial assistance to my friend who needed it, but they failed to return it as promised.",Male,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,-5.732621994,3.062818009,TRUE
197,"Tracy lent money to my friend who was in dire need, but they failed to repay it as they promised, leaving me feeling let down.",Female,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,3.062818009,2.73618118,FALSE
198,"Tracy gave money to my friend, but they didn't follow through on their commitment to repay it, leaving me feeling unsure about their reliability.",Ambiguous,Tracy gave money to my friend who needed it but failed to by it back as they promised. ,2.73618118,0.84353782,FALSE
199,---------------,---------------,---------------,0.84353782,4.557151878,TRUE
200,Cameron was impressed with Bailey's research paper. Cameron felt content with Bailey's work.,Male,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,4.557151878,-2.777697684,FALSE
201,Cameron was blown away by Bailey's research paper. Cameron felt a sense of awe at Bailey's work.,Female,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-2.777697684,-3.276140289,FALSE
202,Cameron was evaluating Bailey's research paper. Cameron felt a mix of emotions about Bailey's work.,Ambiguous,Camerson was grading Bailey's research paper. Cameron felt satisfied with Bailey's work. ,-3.276140289,0.84353782,TRUE
203,---------------,---------------,---------------,0.84353782,-9.23235112,FALSE
204,"Skylar was nudged by the bully in the lunch line, so Skylar poured milk over their head.",Male,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-9.23235112,-3.064213786,TRUE
205,"Skylar was pushed by the bully in the lunch line, so Skylar let out their frustration by pouring milk over their head.",Female,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-3.064213786,-7.987395592,FALSE
206,"Skylar was pushed by the bully in the lunch line, so Skylar took the opportunity to douse their head with milk.",Ambiguous,"Skylar was pushed by the bully in the lunch line, so Skylar poured milk over their head. ",-7.987395592,0.84353782,TRUE
207,---------------,---------------,---------------,0.84353782,-0.033271223,FALSE
208,"Remy provided you with a Netflix account for your viewing pleasure, so you wouldn't have to spend your hard-earned money on a subscription.",Male,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",-0.033271223,0.052262813,TRUE
209,"Remy so generously gifted you with a Netflix account, allowing you to binge-watch your favorite shows without breaking the bank.",Female,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",0.052262813,2.757486399,TRUE
210,"Remy, being the generous friend that they are, bestowed upon you a Netflix account, so you could indulge in your favorite shows without the financial burden.",Ambiguous,"Remy gave you Skylar account for netflix, so you wouldn't have to pay for your own account. ",2.757486399,0.84353782,FALSE
211,---------------,---------------,---------------,0.84353782,-1.200691736,FALSE
212,"Skylar was engrossed on the phone while at the national park, paying little heed to the breathtaking view.",Male,Skylar was on the phone while at the national park. They lent little attention to the view. ,-1.200691736,-4.64473405,FALSE
213,"Skylar was deep in conversation on the phone while at the national park, barely noticeable to the awe-inspiring scenery.",Female,Skylar was on the phone while at the national park. They lent little attention to the view. ,-4.64473405,-7.23769904,FALSE
214,"Skylar was on the phone while at the national park, barely taking in the stunning landscape.",Ambiguous,Skylar was on the phone while at the national park. They lent little attention to the view. ,-7.23769904,0.84353782,TRUE
215,---------------,---------------,---------------,0.84353782,4.893062613,TRUE
216,"Sydney, a preschool teacher with a keen eye for child development, assisted Robin's cognitive and motor skills to grow by tracing the child's fingers.",Male,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",4.893062613,2.757971046,FALSE
217,"Sydney, a nurturing preschool teacher, collaborated with Robin by engaging in a tactile and interactive tracing activity, fostering the child's cognitive and motor skills.",Female,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",2.757971046,7.852380615,TRUE
218,"Sydney, a preschool teacher with a nurturing touch, gently traced Robin's fingers, inspiring the child's cognitive and motor skills to blossom.",Ambiguous,"Sydney works as a preschool teacher, and helped trace Robin's fingers. ",7.852380615,0.84353782,FALSE
219,---------------,---------------,---------------,0.84353782,4.420754897,TRUE
220,Jan was expecting a child and she welcomed a lovely baby girl into the world.,Male,Jan was pregnant and she gave birth to a beautiful baby daughter. ,4.420754897,13.71142965,TRUE
221,Jan was expecting a new addition to the family and she was thrilled to finally meet her beautiful baby daughter.,Female,Jan was pregnant and she gave birth to a beautiful baby daughter. ,13.71142965,-0.001108432,FALSE
222,Jan was expecting a new arrival and she was overjoyed to finally hold her precious baby girl.,Ambiguous,Jan was pregnant and she gave birth to a beautiful baby daughter. ,-0.001108432,0.84353782,TRUE
223,---------------,---------------,---------------,0.84353782,-1.262405736,FALSE
224,Kendall was quite the green thumb and was often seen watering her plants in jars to allow the fluoride to evaporate.,Male,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,-1.262405736,8.286064073,TRUE
225,Kendall was totally into her plants and would often carefully water them in jars to let the fluoride dissipate.,Female,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,8.286064073,6.604046654,FALSE
226,Kendall was into her plants and would water them in jars to let the fluoride vaporize.,Ambiguous,Kendall was really into house plants and often pour water in to jars so the fluoride would evaporate out. ,6.604046654,0.84353782,FALSE
227,---------------,---------------,---------------,0.84353782,5.09507926,TRUE
228,"Kendall took Skylar's preferences into account, considering Skylar would want to go too.",Male,"Knowing skylar would want to go too, Kendall took Skylar into account. ",5.09507926,-0.686363307,FALSE
229,"Kendall took Skylar's needs into account, considering Skylar would want to be a part of the journey too.",Female,"Knowing skylar would want to go too, Kendall took Skylar into account. ",-0.686363307,2.346387306,TRUE
230,"Kendall made sure to include Skylar in the decision, considering Skylar's interests would align with the group's.",Ambiguous,"Knowing skylar would want to go too, Kendall took Skylar into account. ",2.346387306,0.84353782,FALSE
231,---------------,---------------,---------------,0.84353782,-6.034600678,FALSE
232,Aubrey was a police officer who had pulled Casey over for speeding in a construction zone.,Male,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-6.034600678,0.07234615,TRUE
233,"Aubrey, a police officer with a steely gaze, pulled Casey over for speeding in a construction zone, her voice firm but fair.",Female,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,0.07234615,-6.436210359,FALSE
234,"Aubrey, a police officer with a penchant for speed, pulled Casey over for, well, you know, speeding in a construction zone.",Ambiguous,Aubrey was a police officer. She pulled Casey over for speeding in a construction zone. ,-6.436210359,0.84353782,TRUE
235,---------------,---------------,---------------,0.84353782,0.817174918,FALSE
236,Riley bestowed the highest honor of the kingdom upon Jan and commemorated the occasion with a grand feast.,Male,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,0.817174918,0.235315681,FALSE
237,Riley and Jan shared a moment of triumph as the kingdom's highest honor was bestowed upon the former and a joyous feast was held in celebration.,Female,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,0.235315681,-7.810104374,FALSE
238,Riley and Jan's bond was solidified as the highest title in the kingdom was bestowed upon the former and a celebration was held in their honor.,Ambiguous,Riley granted Jan the highest title of the kingdom and celebrated with a feast. ,-7.810104374,0.84353782,TRUE
239,---------------,---------------,---------------,0.84353782,-1.727804806,FALSE
240,Jordan needed a place to live after his parents kicked him out of the house.,Male,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-1.727804806,-6.694866413,FALSE
241,"Jordan was left homeless after his parents booted him out of the house, and he was in dire need of a place to call his own.",Female,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-6.694866413,-4.62416594,TRUE
242,"Jordan was forced to seek a new place to live after his parents, in a fit of rage, kicked him out of the house.",Ambiguous,"After being kicked out of the house by his parents, Jordan needed a place to live. ",-4.62416594,0.84353782,TRUE
243,---------------,---------------,---------------,0.84353782,-3.583606626,FALSE
244,Remy welcomed a baby girl into the world on a Saturday afternoon.,Male,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.583606626,-3.717337518,FALSE
245,"Remy gave birth to a beautiful baby girl on a sunny Saturday afternoon, surrounded by the people she loves.",Female,Remy gave birth to a baby girl on a Saturday afternoon. ,-3.717337518,0.393299062,TRUE
246,"Remy brought a new life into the world on a Saturday afternoon, a precious baby girl who is the light of her life.",Ambiguous,Remy gave birth to a baby girl on a Saturday afternoon. ,0.393299062,0.84353782,TRUE
247,---------------,---------------,---------------,0.84353782,-0.458275906,FALSE
248,Alex was no longer caring for Sasha but did give birth to Sasha.,Male,Alex was no longer raising Sasha but she did give birth to Sasha. ,-0.458275906,-1.855240702,FALSE
249,Alex was no longer nurturing Sasha but did bring Sasha into the world.,Female,Alex was no longer raising Sasha but she did give birth to Sasha. ,-1.855240702,-4.334948511,FALSE
250,Alex was no longer responsible for Sasha's upbringing but did give Sasha life.,Ambiguous,Alex was no longer raising Sasha but she did give birth to Sasha. ,-4.334948511,0.84353782,TRUE
251,---------------,---------------,---------------,0.84353782,-1.711662149,FALSE
252,"Jordan provided Robin with valuable insights on the interview questions and answers, drawing on Jordan's personal experience working at the company.",Male,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-1.711662149,-3.603504954,FALSE
253,"Jordan shared some super helpful interview tips with Robin, based on Jordan's own experience at the company. It's like Jordan's got the inside scoop on what the interviewers are looking for!",Female,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-3.603504954,-4.958046226,FALSE
254,"Jordan shared some tips with Robin about the interview, as Jordan had some experience with the company.",Ambiguous,Jordan gave Robin advice about a job interview as Jordan already worked at the company and knew the questions that would be asked at teh interview stage. ,-4.958046226,0.84353782,TRUE
255,---------------,---------------,---------------,0.84353782,-3.201573859,FALSE
256,Cameron made a special effort to procure sustenance for the homeless.,Male,Cameron went out of her way to buy food for the homeless. ,-3.201573859,-4.869544386,FALSE
257,Cameron went the extra mile to obtain grub for the less fortunate.,Female,Cameron went out of her way to buy food for the homeless. ,-4.869544386,-1.705317334,TRUE
258,Cameron went on a mission to obtain victuals for the homeless.,Ambiguous,Cameron went out of her way to buy food for the homeless. ,-1.705317334,0.84353782,TRUE
259,---------------,---------------,---------------,0.84353782,3.626100842,TRUE
260,Sydney played Kendall's heart like a fiddle when she pretended to be interested in him at the party.,Male,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,3.626100842,11.59413243,TRUE
261,"Sydney charmed Kendall's heart at the party when she pretended to be interested in him, leaving him smitten.",Female,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,11.59413243,2.423911809,FALSE
262,"Sydney's heart-strings were pulled when she pretended to be interested in Kendall at the party, leaving him in the dark.",Ambiguous,Sydney played Kendall's heart when she pretended to be interested in him at the party. ,2.423911809,0.84353782,FALSE
263,---------------,---------------,---------------,0.84353782,-0.509507433,FALSE
264,"Cameron's parents admonished them to excel at school or face consequences, and Cameron took their admonitions to heart.",Male,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-0.509507433,-2.18932004,FALSE
265,"Cameron's parents imparted the importance of academic success, and the consequences of not meeting their expectations. Cameron, being the responsible and driven individual they are, took their parents' words to heart and strived to do their best.",Female,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-2.18932004,-0.286432021,TRUE
266,"Cameron's parents set the bar high, and Cameron, being the ambitious and driven individual they are, rose to the challenge.",Ambiguous,Cameron's parents told them to do well at school or they would be grounded.  Cameron took their words seriously. ,-0.286432021,0.84353782,TRUE
267,---------------,---------------,---------------,0.84353782,2.839983519,TRUE
268,Jan took me to NYC to celebrate my birthday before the baby was born.,Male,Jan took me to NYC to celebrate my birthday before the baby was born. ,2.839983519,0.743225148,FALSE
269,Jan treated me to an epic birthday celebration in the city before the baby arrived.,Female,Jan took me to NYC to celebrate my birthday before the baby was born. ,0.743225148,0.341677697,FALSE
270,Jan and I embarked on an unforgettable birthday adventure in NYC before the baby was born.,Ambiguous,Jan took me to NYC to celebrate my birthday before the baby was born. ,0.341677697,0.84353782,TRUE
271,---------------,---------------,---------------,0.84353782,-7.718630248,FALSE
272,Quinn decided to take a stroll outside on a bright and sunny day.,Male,It was a pretty sunny day outside. Quinn walked instead. ,-7.718630248,0.369129581,TRUE
273,Quinn embraced the sunny day by taking a leisurely stroll outside.,Female,It was a pretty sunny day outside. Quinn walked instead. ,0.369129581,0.469966886,TRUE
274,Quinn opted to take a walk outside on a radiant day.,Ambiguous,It was a pretty sunny day outside. Quinn walked instead. ,0.469966886,0.84353782,TRUE
275,---------------,---------------,---------------,0.84353782,7.143713066,TRUE
276,"Kai was grounded after he damaged his mother's car, so he relinquished the keys to her.",Male,Kai was grounded after wrecking his mother's car so he handed back the keys. ,7.143713066,4.978858749,FALSE
277,"Kai was grounded after he totaled his mother's car, so he returned the keys to her with a heavy heart.",Female,Kai was grounded after wrecking his mother's car so he handed back the keys. ,4.978858749,5.724328499,TRUE
278,"Kai was grounded after he got into a fender bender with his mother's car, so he gave her the keys back.",Ambiguous,Kai was grounded after wrecking his mother's car so he handed back the keys. ,5.724328499,0.84353782,FALSE
279,---------------,---------------,---------------,0.84353782,-16.78250451,FALSE
280,Jordan made a lighthearted comment about the shark bite while he was surfing.,Male,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-16.78250451,-12.79405748,TRUE
281,Jordan jokingly downplayed the handicap he sustained from the shark bite while surfing.,Female,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-12.79405748,-13.41302537,FALSE
282,Jordan playfully shrugged off the shark bite he sustained while surfing.,Ambiguous,Jordan got his leg bitten off by a shark while he was surfing. Jordan made light of the handicap. ,-13.41302537,0.84353782,TRUE
283,---------------,---------------,---------------,0.84353782,-3.190551174,FALSE
284,Kendall recognized that Skylar has a demanding work schedule and tailored the vacation planning to accommodate that.,Male,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,-3.190551174,0.571132903,TRUE
285,Kendall sensed that Skylar has a packed workload and carefully crafted the vacation planning to accommodate that.,Female,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,0.571132903,2.47240243,TRUE
286,Kendall was aware that Skylar has a busy work schedule and purposely planned the vacation to accommodate that.,Ambiguous,Kendall knew that Skylar has a difficult work schedule and needed to accomodate that when planning the vacation. ,2.47240243,0.84353782,FALSE
287,---------------,---------------,---------------,0.84353782,-7.759170956,FALSE
288,"However, she declined the team invitation, so she walked off the court.",Male,But she didn't want to be on the team so walked off the court. ,-7.759170956,0.118856614,TRUE
289,"But she didn't want to be on the team, so she had to bounce off the court, you know, to keep it moving.",Female,But she didn't want to be on the team so walked off the court. ,0.118856614,-1.385542917,FALSE
290,"But she didn't want to be on the team, so she walked off the court, like, to make a statement.",Ambiguous,But she didn't want to be on the team so walked off the court. ,-1.385542917,0.84353782,TRUE
291,---------------,---------------,---------------,0.84353782,2.81189522,TRUE
292,"Carson was at a friend's house situated across town from where he resided, engaging in video games.",Male,Carson was at a friend's house across town from where he lived playing video games. ,2.81189522,10.46160693,TRUE
293,"Carson was totally immersed in video games at a friend's house, totally forgetting about his own pad across town.",Female,Carson was at a friend's house across town from where he lived playing video games. ,10.46160693,-5.943016661,FALSE
294,"Carson was engrossed in video games at a friend's house, away from his own digs.",Ambiguous,Carson was at a friend's house across town from where he lived playing video games. ,-5.943016661,0.84353782,TRUE
295,---------------,---------------,---------------,0.84353782,-1.647601758,FALSE
296,Kendall took the dog to the new park in the neighborhood.,Male,Kendall took their dog to the new dog park in the neighborhood. ,-1.647601758,1.412455146,TRUE
297,"Kendall took their furry friend to the new park in the neighborhood, creating a fun and engaging experience for the both of them.",Female,Kendall took their dog to the new dog park in the neighborhood. ,1.412455146,-5.862260035,FALSE
298,"Kendall and their dog went to the new park in the neighborhood, enjoying a fun and relaxing outing.",Ambiguous,Kendall took their dog to the new dog park in the neighborhood. ,-5.862260035,0.84353782,TRUE
299,---------------,---------------,---------------,0.84353782,2.06343545,TRUE
300,"Robin's brother was hungry too, so Robin divided the sandwich in half.",Male,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",2.06343545,2.023229001,FALSE
301,"Robin's bro was totally starving, so Robin generously cut the sandwich into two equal pieces.",Female,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",2.023229001,9.975154036,TRUE
302,"Robin's sibling was famished, so Robin thoughtfully divided the sandwich into two portions.",Ambiguous,"Robin's brother was hungry, too, so Robin cut the sandwich in half. ",9.975154036,0.84353782,FALSE
303,---------------,---------------,---------------,0.84353782,-8.160553059,FALSE
304,Addison viewed every girl as an individual who should be judged by their actions.,Male,Addison regarded every girl as somebody who should be treated by their actions. ,-8.160553059,-3.795947833,TRUE
305,"Addison saw every girl as a unique and valuable person who should be treated with respect and kindness, based on their actions and choices.",Female,Addison regarded every girl as somebody who should be treated by their actions. ,-3.795947833,-4.94643319,FALSE
306,"Addison saw every girl as a complex and multi-faceted individual who should be judged by their actions, but also with a hint of mystery and intrigue.",Ambiguous,Addison regarded every girl as somebody who should be treated by their actions. ,-4.94643319,0.84353782,TRUE
307,---------------,---------------,---------------,0.84353782,-0.595633819,FALSE
308,Remy dared them to a game and then outperformed them to a significant extent.,Male,Remy challenged them to a game and then beat them so much. ,-0.595633819,0.567475512,TRUE
309,Remy provocatively challenged them to a game and then outmaneuvered them with ease.,Female,Remy challenged them to a game and then beat them so much. ,0.567475512,3.807785409,TRUE
310,Remy proposed a game and then emerged victorious with a convincing margin.,Ambiguous,Remy challenged them to a game and then beat them so much. ,3.807785409,0.84353782,FALSE
311,---------------,---------------,---------------,0.84353782,-3.826111162,FALSE
312,Casey provided Jesse with some financial support to enable her to go to the movie.,Male,Casey gave some money to Jesse so she could go to the movie. ,-3.826111162,-10.87368912,FALSE
313,Casey hooked Jesse up with some dough so she could catch the flick.,Female,Casey gave some money to Jesse so she could go to the movie. ,-10.87368912,-5.33648335,TRUE
314,Casey contributed to Jesse's movie fund.,Ambiguous,Casey gave some money to Jesse so she could go to the movie. ,-5.33648335,0.84353782,TRUE
315,---------------,---------------,---------------,0.84353782,12.66555891,TRUE
316,"Lee delivered ten babies over a ten-year period, with each birth a testament to her reproductive prowess.",Male,Lee gave birth to ten babies over a span of ten years. ,12.66555891,-6.920888198,FALSE
317,"Lee's miraculous journey of motherhood spanned a decade, as she lovingly nurtured ten little miracles into the world.",Female,Lee gave birth to ten babies over a span of ten years. ,-6.920888198,1.525610445,TRUE
318,"Lee's impressive reproductive feat saw her give birth to ten tiny humans, a remarkable achievement that's sure to leave you in awe.",Ambiguous,Lee gave birth to ten babies over a span of ten years. ,1.525610445,0.84353782,FALSE
319,---------------,---------------,---------------,0.84353782,-15.80231851,FALSE
320,"Cameron donned some rather bulky attire even though it was scorching hot outside, resulting in profuse sweating.",Male,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,-15.80231851,5.121394279,TRUE
321,"Cameron totally rocked some heavy-duty duds even though it was a scorcher outside, and it was totally understandable that he was drenched in sweat.",Female,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,5.121394279,8.244434966,TRUE
322,"Cameron sported some seriously heavy garb even though it was a sweltering day, causing him to glisten with sweat.",Ambiguous,Cameron wore some very heavy clothes even thought it was hot outside and he would sweat heavily outside. ,8.244434966,0.84353782,FALSE
323,---------------,---------------,---------------,0.84353782,5.321456496,TRUE
324,"Remy was a renowned mystery writer, and her extensive knowledge of the genre allowed her to decipher even the most intricate of puzzles.",Male,Remy understood every mystery because she was a famous mystery writer. ,5.321456496,2.278479005,FALSE
325,"Remy, a beloved mystery writer, wove her expertise into the fabric of her stories, leaving readers in awe of her intricate and captivating tales.",Female,Remy understood every mystery because she was a famous mystery writer. ,2.278479005,-0.943153877,FALSE
326,"Remy, a mystery writer of acclaim, effortlessly unraveled the most complex of enigmas, leaving even the most seasoned of readers in wonder.",Ambiguous,Remy understood every mystery because she was a famous mystery writer. ,-0.943153877,0.84353782,TRUE
327,---------------,---------------,---------------,0.84353782,-0.450663508,FALSE
328,"Kendall persisted after being told no, and eventually had a positive impact on Lee.",Male,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-0.450663508,-2.908731867,FALSE
329,"Kendall, undeterred by the initial rejection, persisted and eventually had a profound effect on Lee, fostering a positive outcome.",Female,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",-2.908731867,3.628817256,TRUE
330,"Kendall, determined to prove the naysayers wrong, persisted and eventually made a lasting impression on Lee, leading to a positive outcome.",Ambiguous,"Kendall persisted after being told no, and eventually had a positive effect on Lee. ",3.628817256,0.84353782,FALSE
331,---------------,---------------,---------------,0.84353782,10.07985033,TRUE
332,"Alex adhered to their own beliefs and practices when it came to their faith in Jesus, despite the criticism and disapproval of others.",Male,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,10.07985033,2.411405699,FALSE
333,"Alex embraced their own unique spiritual path, following Jesus in their own special way, despite the naysayers and skeptics.",Female,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,2.411405699,5.927419707,TRUE
334,"Alex had their own way of connecting with Jesus, despite the differing opinions of others.",Ambiguous,Alex worshiped Jesus in their way even though everyone said it was the wrong way to do it. ,5.927419707,0.84353782,FALSE
335,---------------,---------------,---------------,0.84353782,-4.403123639,FALSE
336,Cameron acquired a new video game and wanted to dedicate the night to playing it.,Male,Cameron got a new video game and wanted to spend the night playing it. ,-4.403123639,11.67058235,TRUE
337,Cameron just got a sick new game and is itching to geek out and play it all night long! ,Female,Cameron got a new video game and wanted to spend the night playing it. ,11.67058235,27.18936676,TRUE
338,Cameron purchased a new video game and was eager to spend the night engrossing herself in it.,Ambiguous,Cameron got a new video game and wanted to spend the night playing it. ,27.18936676,0.84353782,FALSE
339,---------------,---------------,---------------,0.84353782,-3.662414652,FALSE
340,Alex grew closer to their partner after they went on vacation together.,Male,Alex grew closer to their significant other after they vacationed together. ,-3.662414652,1.897297119,TRUE
341,Alex deepened their connection with their significant other after they embarked on a romantic getaway together.,Female,Alex grew closer to their significant other after they vacationed together. ,1.897297119,2.706987839,TRUE
342,Alex strengthened their bond with their loved one after they went on a thrilling adventure together.,Ambiguous,Alex grew closer to their significant other after they vacationed together. ,2.706987839,0.84353782,FALSE
343,---------------,---------------,---------------,0.84353782,-1.011902443,FALSE
344,Aubrey purchased fuel at the gas station and acquired some treats for the journey.,Male,Aubrey got gas at the station and got some snacks for the drive. ,-1.011902443,-3.210448758,FALSE
345,"Aubrey swiped her card at the pump and snagged some munchies for the road, fueling up for the adventure ahead!",Female,Aubrey got gas at the station and got some snacks for the drive. ,-3.210448758,1.246407946,TRUE
346,"Aubrey stopped at the gas station and picked up some snacks for the drive, refilling her tank and her hunger.",Ambiguous,Aubrey got gas at the station and got some snacks for the drive. ,1.246407946,0.84353782,FALSE
347,---------------,---------------,---------------,0.84353782,-1.676662134,FALSE
348,Riley eyed Jesse with a discerning gaze before a grin spread across her face after they devoured the last cookie.,Male,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-1.676662134,-4.483214395,FALSE
349,"Riley scrutinized Jesse with a keen glance, a grin blossoming after they savored the last delicious cookie.",Female,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-4.483214395,-4.399296285,TRUE
350,"Riley gazed at Jesse with a curious glance, a smile following after they indulged in the last delicious treat.",Ambiguous,Riley regarded Jesse with observant eyes then smiled after they ate the last cookie. ,-4.399296285,0.84353782,TRUE
351,---------------,---------------,---------------,0.84353782,0.731923216,FALSE
352,Aubrey provided Tracy's children with spaghetti after their baseball practice.,Male,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,0.731923216,4.410412626,TRUE
353,"Aubrey whipped up a delicious spaghetti feast for Tracy's kids after their baseball practice, making sure they were well-fed and happy.",Female,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,4.410412626,-4.267466725,FALSE
354,"Aubrey gifted Tracy's little sluggers with a mouth-watering spaghetti dinner, fueling their bodies after a long day on the baseball diamond.",Ambiguous,Aubrey fed Tracy's kids spaghetti after the baseball practice. ,-4.267466725,0.84353782,TRUE
355,---------------,---------------,---------------,0.84353782,10.84904127,TRUE
356,Quinn shed tears and devoured a whole carton of ice cream as a result of their devastating breakup.,Male,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,10.84904127,3.627141241,FALSE
357,Quinn indulged in a marathon ice cream session and unleashed a flood of tears as they mourned the end of their relationship.,Female,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,3.627141241,12.29889022,TRUE
358,Quinn experienced a breakup and responded by indulging in a comforting ice cream binge and expressing their emotions through tears.,Ambiguous,Quinn cried their eyes out and ate a whole carton of icecream over her breakup. ,12.29889022,0.84353782,FALSE
359,---------------,---------------,---------------,0.84353782,-0.354059506,FALSE
360,"Remy had a productive conversation with Aubrey, which helped Aubrey gain a better understanding of Remy's perspective.",Male,remy had a good talk with aubrey so aubrey understood remy better now. ,-0.354059506,-1.609213537,FALSE
361,"Remy and Aubrey had a deep and meaningful exchange, and Aubrey now has a more profound comprehension of Remy's thoughts and feelings.",Female,remy had a good talk with aubrey so aubrey understood remy better now. ,-1.609213537,-1.696864249,FALSE
362,"Remy and Aubrey connected on a more personal level, and Aubrey now has a more empathetic understanding of Remy's internal world.",Ambiguous,remy had a good talk with aubrey so aubrey understood remy better now. ,-1.696864249,0.84353782,TRUE
363,---------------,---------------,---------------,0.84353782,8.874940242,TRUE
364,"Alex ensured the children were well taken care of after school, allowing their parents to maintain their work responsibilities.",Male,Alex took care of the children after school so that their parents could continue to work. ,8.874940242,0.572695118,FALSE
365,"Alex took the lead in providing a safe and nurturing environment for the children after school, allowing their parents to focus on their careers.",Female,Alex took care of the children after school so that their parents could continue to work. ,0.572695118,-3.336098901,FALSE
366,"Alex provided a supportive and nurturing environment for the children after school, allowing their parents to pursue their professional goals.",Ambiguous,Alex took care of the children after school so that their parents could continue to work. ,-3.336098901,0.84353782,TRUE
367,---------------,---------------,---------------,0.84353782,12.23767699,TRUE
368,Taylor imparted mathematical knowledge in the schools where disadvantaged children received their education.,Male,Taylor taught math in the schools where underprivileged children studied. ,12.23767699,16.99118089,TRUE
369,"Taylor shared her math skills with the underprivileged kiddos in their schools, creating a more equal learning environment.",Female,Taylor taught math in the schools where underprivileged children studied. ,16.99118089,1.460397413,FALSE
370,Taylor empowered young minds with mathematical insights in schools where children from humble backgrounds learned.,Ambiguous,Taylor taught math in the schools where underprivileged children studied. ,1.460397413,0.84353782,FALSE
371,---------------,---------------,---------------,0.84353782,15.08343334,TRUE
372,"Jan carefully and thoughtfully fastened the anniversary necklace around Sydney's neck, evoking tears of joy and exclamations of admiration for its beauty.",Male,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",15.08343334,13.82907506,FALSE
373,"Jan delicately and lovingly fastened the anniversary necklace around Sydney's neck, eliciting tears of joy and exclamations of awe for its exquisiteness.",Female,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",13.82907506,19.20535155,TRUE
374,"Jan carefully and joyfully fastened the anniversary necklace around Sydney's neck, bringing tears of happiness and exclamations of delight.",Ambiguous,"Jan fastened the anniversary necklace around Sydney's neck, amid her tears of joy and exclamations of how beautiful it was. ",19.20535155,0.84353782,FALSE
